,Full_text
19," CAMPAIGN ISSUES 2004\ This is another in a series of stories examining the positions of President Bush and Democratic presidential nominee John F. Kerry on major election issues in the nation and the West.\ Distinctions between President Bush and Sen. John Kerry on environmental issues aren't hard to find.\ The Republican president and the Democratic presidential nominee disagree on how to reduce air pollution, manage public lands, tackle climate change and regulate industries that pollute.\ Bush generally favors less government regulation and more voluntary approaches to clean air, endangered species protection and other challenges.\ The president, a former oilman, has sided with industry on issues, such as power plant emissions, and has hired timber, energy, mining and other industry veterans for senior positions in his administration. His Interior secretary, Gale Norton, began her career as a lawyer for the conservative-minded Mountain States Legal Foundation.\ The differences even seemed to be reflected by the towns they chose for campaign appearances in New Mexico last week. The president went to Hobbs, in the heart of New Mexico's oil patch. Kerry visited Santa Fe, where being called an environmentalist is as hip as a soy latte.\ While critics say his record paints a different picture, Bush sometimes sounds downright green.\ ""My administration has put in place some of the most important anti-pollution policies in a decade,"" Bush said in an Earth Day speech in Wells, Maine. ""Since 2001, the condition of America's air, land and water has improved.""\ But Bush has been accused by environmentalists of reversing decades of environmental protection, and he received an F from the League of Conservation Voters, the first failing grade the group has ever given a president. The league also gave him an F for the impact of his policies in New Mexico.\ Bush's agency leaders often frame environmental policy decisions in terms of the need for balance with economic interests. In the second presidential debate this fall, Bush said he has ""a good, common-sense policy"" on the environment and called himself ""a good steward of the land.""\ His approach pleases at least some business interests. The U.S. Chamber of Commerce polled its members and found 79 percent of those responding supported Bush and 77 percent said he would be better for their business. The National Federation of Independent Business surveyed 11,000 members and found 95 percent want to rehire Bush for president.\ ""The Business Roundtable believes that voluntary innovations developed in the private sector can be the driving force for environmental progress,"" said Tita Thompson Freeman, communications director for the association of large U.S. corporations. ""We feel that our environment is best protected when our economy is strong and likewise that protecting the environment makes good economic sense.""\ The environment has been a big issue for Kerry throughout his political career.\ He has been a leading opponent of drilling in Alaska's Arctic National Wildlife Refuge, on the forefront of acid rain legislation and has fought for tough air pollution controls and marine and public lands protection. He advocates tougher government regulation than Bush does.\ ""We can continue to strengthen our national security if we also invest in our capacity to safeguard our environment and make America independent of Mideast oil,"" Kerry said last week in Santa Fe.\ ""Above all, in this part of the country, because of its great heritage, because of the Native American history and presence, above all, you understand that what's good for the Earth is good for the people, good for our economy, good for a safer and stronger America.""\ Kerry has a lifetime score of 92 out of 100 from the League of Conservation Voters, which calls him ""an environmental champion."" He has been endorsed by a number of environmental groups, including the League of Conservation Voters, the Sierra Club, Friends of the Earth Action and Defenders of Wildlife Action Fund.\ Kerry has a ""long record of excellence in the Senate,"" said Betsy Loyless, LCV vice president of policy. He would fund environmental programs and choose Cabinet secretaries who understand their job is to advocate for resource protection as well as manage resource use, she said.\ Kerry also has some business support; he has been endorsed by 200 top business leaders, including the heads of Bank of America Corp., Costco Wholesale, Gateway Inc. and Anheuser-Busch.\ Here are Bush and Kerry's stands on several environmental issues:\ Water and drought\ Bush's primary tool for fighting the water resource crises in the West, stemming from drought and rapid growth, is Water 2025. The program aims to head off water conflicts with the help of federal dollars, technical assistance and research.\ Assistant Interior Secretary Bennett Raley has said the plan was developed specifically with New Mexico in mind.\ The Middle Rio Grande in New Mexico, where battles have erupted over scarce water for farmers, cities and the endangered silvery minnow, is one of the Interior Department's water crisis ""hot spots.""\ The president's proposed fiscal year 2005 budget includes $21 million for Water 2025 programs across the West.\ Critics say it's a drop in the bucket. For example, New Mexico alone has more than $2 billion in water project needs, according to state water officials. But Raley has said the program's focus is encouraging new technologies and collaboration rather than handing out money.\ Kerry would ""work with state and local authorities to encourage eff\ icient water use in industrial, urban and farming operations through the use of incentives; ... and the encouragement of modern water management practices such as water transfers, where appropriate,"" according to his platform.\ Wetlands\ In an April 22 Earth Day speech, Bush announced a new goal to restore 3 million acres of wetlands over the next five years through expanded incentive and partnership measures.\ ""Good conservation and good stewardship will happen when people say, 'I'm not going to just rely on the government to be the solution to the problem,' '' Bush said. ""Government can help but not stand in the way.""\ But the Bush administration meanwhile has undercut protection for some wetlands, which provide important wildlife habitat and act as natural filtering systems to remove contaminants from water.\ In response to a Supreme Court decision, the administration changed federal rules so that developers and others don't need Clean Water Act permits if their projects are going to pollute or dry up certain geographically ""isolated"" wetlands.\ The administration argued it did what the court decision required; opponents have said the government took the ruling too far.\ The move -- praised in New Mexico by ranching and oil and gas in\ dustry groups but opposed by state environment and wildlife agencies -- is already coming into play in places like the Sacramento Mountains and the plains of eastern New Mexico.\ It could ultimately affect 20 million acres across the country, including 20 percent of New Mexico's water bodies.\ Kerry proposes a ""Restore America's Waters"" campaign that would tackle pollution and fight in the courts and in Congress to give wetlands more protection.\ He would renew protection for the so-called isolated wetlands now exempted from Clean Water Act protection by the Bush administration, said Carol Browner, an adviser to Kerry and former Environmental Protection Agency chief under President Clinton.\ Superfund\ In December, work on the Fruit Avenue Plume Superfund site in Downtown Albuquerque was halted temporarily because the project ran out of money.\ This summer, the EPA announced it didn't have enough money for half the Superfund sites in the country that were ready to begin cleanup -- including one on Railroad Avenue in Espanola.\ The program used to be funded by a tax on industry. In 1995, the year the taxing authority expired, taxpayers contributed 18 percent of the Superfund program cost. In the 2004 fiscal year, the entire Superfund appropriation of $1.2 billion came from general tax revenue.\ Kerry co-sponsored a bill that would reauthorize the Superfund tax and has vowed to enact it if elected to hold polluters accountable.\ In addition to criticizing Bush's opposition to a tax on industry, Kerry faults the president for a slowdown in how quickly sites are cleaned up since Bush took office.\ ""They're cleaning them at half the rate that we were cleaning them under Bill Clinton.\ ""Why?"" Kerry asked on\ Earth Day in Houston. ""You'd think if we were being responsible, we'd be speeding up the rate at which we're doing this.""\ Bush wants polluters to pay to clean up their own Superfund sites, but opposes a broad tax on industry to pay for orphan sites where the responsible party can't be found or is no longer in business.\ He has asked Congress for $1.4 billion for the program for the coming year, a 10 percent increase.\ The administration has also argued that smaller contaminated sites are now covered by the federal ""brownfields"" program, which works to revitalize industrial and commercial sites with real or perceived contamination.\ Bush signed legislation, co-sponsored by Kerry, that has sped cleanup of brownfields sites.\ Climate change\ The Bush administration's approach to climate change and reducing greenhouse gas emissions aims to use the power of markets, new technology, increased research funding and voluntary reductions by industry.\ Bush in 2002 set a national goal of reducing greenhouse gas intensity -- a measure of emissions relative to U.S. economic activity -- by 18 percent by 2012, arguing it would prevent more than 500 million metric tons of emissions.\ ""Our approach focuses on reducing emissions while sustaining the economic growth needed to finance investment in new, clean energy technologies,"" Energy Secretary Spencer Abraham wrote in Science magazine.\ But Bush's goal of reducing greenhouse gas intensity allows total emissions to increase as the economy grows.\ Kerry, who served in the congressional delegation to the 1997 Kyoto and 2000 Hague climate talks, has criticized Bush for rejecting the Kyoto Protocol, an international agreement to reduce global warming gases. Bush has said the Kyoto Protocol would lead t\ o job losses.\ However, Kerry was one of 95 senators to vote against the Kyoto Protocol as long as developing nations like China and India were exempted. In 2001, he introduced legislation to ""speed national action to address global climate change"" and successfully amended the Bush budget to reduce greenhouse gas emissions.\ ""The fact is that the Kyoto treaty was flawed,"" Kerry said in the Oct. 8 presidential debate. ""I was in Kyoto, and I was part of that. I know what happened. But this president didn't try to fix it. He just declared it dead, ladies and gentlemen, and we walked away from the work of 160 nations over 10 years.""\ Kerry's platform calls for the United States to ""join the international community and begin to constrain emissions of carbon dioxide and other greenhouse gases.""\ Kerry supports a cap-and-trade system to limit total greenhouse gas emissions, Browner said.\ Endangered Species Act\ Under Bush, the U.S. Fish and Wildlife Service has dramatically slowed listing of new species while focusing its resources on cooperative projects for species protection with private land owners.\ Those programs include grants to ranchers in eastern New Mexico to protect habitat for lesser prairie chickens and sand dune lizards -- in hopes of keeping the animals off the endangered list.\ The administration has endorsed military exemptions from the Endangered Species Act for national security reasons and allowed the EPA to approve pesticides for use without consulting with federal wildlife agencies to see whether they harm endangered species.\ In response to questions from the science journal Nature, Bush said the act needs to be modernized with reforms such as voluntary agreements with landowners and partnerships with states, tribes and other groups.\ ""These programs could provide far greater conservation benefits while avoiding unnecessary regulatory, economic and social burdens,"" he wrot\ e.\ Kerry told Nature he supports the goals of the act and would implement it in a ""cooperative manner that extends the benefits of wildlife and habitat protection to public and private lands.""\ Browner said he would increase endangered species funding.\ ""There's nothing wrong with cooperative programs with private landowners, but at the end the day you need to make sure there are mechanisms in place that will guarantee progress,"" she said.\ Social studies\ A variety of issues will help determine the next president B8"
20,"
Wildfire season begins in El Rito
\
Carson National Forest fire officials report a 14-acre burn started over last weekend near Vallecitos but, as of Tuesday (May 18) crews have a control line around it.
\
The so-called Olguin Fire is consuming ponderosa pine, pinn and juniper about three miles south of Vallecitos, in the El Rito Ranger District.
\
Smoke was visible from Taos on the northwest horizon. Fire crews speculate that lightning ignited the blaze.
\
For information, call (575) 758-6345.
\
Cap-and-trade
\
proposal out
\
The New Mexico Environment Department has released a draft rule that would put a cap-and-trade emissions program into play in the state.
\
Department officials seek public comment on the proposed plan, which would go into effect only if sufficient amounts of greenhouse gases are emitted within a seven-state, Western region.
\
A cap-and-trade program aims to reduce greenhouse gas emissions on a regional basis by capping the amounts permissible to producers, such as coal-fired power plants, while creating ""allowances"" that can be traded or banked by individual polluters.
\
The draft rule can be found at www.nmenv.state.nm.us/cc. A public meeting is set for Tuesday (May 25) at Santa Fe Community College, from 4 to 6 p.m.
\
For information, call (505) 827-0314 or (505) 231-0475.
\
-- Compiled by Andy Dennison
"
21," Rules: Industries must note new set of emissions\ All power plants, oil and gas refineries and concrete plants must begin reporting their greenhouse-gas emissions next year under a new regulation approved by the state Environmental Improvement Board.\ Industries such as smaller asphalt plants and other companies with state air-quality permits will also have to start reporting greenhouse-gas emissions in 2010.\ The reporting rule is a key step in tracking and eventually reducing gases produced in New Mexico that contribute to global warming, officials say.\ Most of those industries already must report emissions of dust particulates, nitrous oxide and sulfur dioxide. The new rule adds reporting requirements for carbon dioxide, methane, nitrous oxide, hydrofluorocarbons, perfluorocarbons and sulfur hexafluoride.\ Greenhouse-gas emissions are linked by many scientists to rising global temperatures. In New Mexico, coal-fired power plants are the largest source of greenhouse-gas emissions followed by oil and gas operations and transportation, according to the state Environment Department.\ Gov. Bill Richardson set targets that call for reducing emissions to year-2000 levels by 2012, 10 percent below 2000 levels by 2020 and 75 percent below 2000 levels by 2050.\ The governor also formed a task force to study methods for reducing greenhouse-gas emissions. Among the top recommendations by the group is to encourage industry reductions through market-based incentives such as a cap-and-trade system, which allows less- polluting industries to sell reduced-emissions credits to higher- polluting companies.\ Public Service Company of New Mexico, the state's largest utility company, was among industries represented on the Climate Change Advisory Group. ""We support the new rules,"" said Susan Sponar, PNM spokeswoman. ""We also advocate a national approach to controlling emissions through a cap-and-trade program.""\ Sponar said PNM was already reporting greenhouse-gas emissions to the federal Environmental Protection Agency. ""Reporting the emissions is really the easiest thing we'll have to do in regards to climate change.""\ Creating a cap-and-trade system starts with a database indicating how much greenhouse gas the state is producing. ""Greenhouse-gas emissions reporting is an essential tool in tracking whether emissions are reduced,"" New Mexico Environment Department Secretary Ron Curry said.\ The new regulations encourage companies to register emissions with The Climate Registry, a multistate greenhouse-gas tracking system, of which New Mexico was a founding member in March. The Climate Registry includes 39 U.S. states, three tribes, the District of Columbia, the Canadian provinces of British Columbia and Manitoba and the Mexican state of Sonora.\ ""The goal is to have a uniform standard for reporting greenhouse- gas emissions,"" Environment Department spokeswoman Marissa Stone said.\ Contact Staci Matlock at 470-9843 or smatlock@sfnewmexican.com."
22,"Legislators will consider several bills that would dramatically change the way energy and environmental issues are handled in the state, including:\HB 22\Rep. Mary Helen Garcia, D-Las Cruces, is sponsoring a bill that would require state agencies to report on how a rule would affect communities, the general fund and small-business bottom lines.\HB 80\Sponsored by Rep. Patricia A. Lundstrom, D-Gallup, this bill would create a Natural Resources and Environment Department to replace four other agencies: Energy, Minerals and Natural Resources; Department of Game and Fish; Environment Department; and Natural Resources Trustee. Like HB 84, this one would eliminate the State Game Commission and sunset ""all boards and commissions addressing energy and natural resources issues."" The new department would have sweeping responsibility over issues such as air quality, environmental health, natural resources, solid waste, forestry-abandoned mines, the oil conservation division and state parks. The first committee where the proposal will be heard is House Energy and Natural Resources.\HB 87\This bill, sponsored by Rep. Paul Bandy, R-Aztec, would place the state Organic Commodity Commission and all organic agricultural programs under the authority of the New Mexico Department of Agriculture and New Mexico State University. The House Energy and Natural Resources committee will first hear the bill.\SB 91\The controversial greenhouse-gas emissions rule and a carbon cap-and-trade rule, along with clean-car standards adopted for the state and Bernalillo County, would be suspended under this bill, carried by Sen. Clinton D. Harden, R-Clovis. It will be heard first in the Senate Judiciary committee.\SB 249\Sen. Phil Griego, D-San Jose, proposes doing away with the Water Quality Control Commission and moving rule-making authority to the Environment Department secretary. The first committee to hear it will be Conservation.\The New Mexican\ON THE WEB\u For copies of the bills, visit www.nmlegis.gov."
23," Group agrees to reduce emissions 15 percent by 2020\ Curb: Meeting drew diverse group\ New Mexico and its fellow members of the Western Climate Initiative have set a goal for reducing greenhouse gases blamed in part for the steady warming of the planet.\ The trick now is figuring out how to reach an ambitious goal in the next 13 years without causing energy prices to climb higher, hurting both businesses and consumers, according to officials.\ Gov. Bill Richardson's climate initiative team held a public meeting Thursday in Santa Fe to give an update on the greenhouse gas reduction goals and what will happen next.\ Across the West, climate change is targeted by scientists as the cause of increasing temperatures and less snowpack, leading to increased problems with strained water supplies, flooding and drought.\ Richardson and the governors of California, Arizona, Utah, Oregon and Washington and the leaders of Canadian provinces British Columbia and Manitoba formed the initiative this year.\ The group intends a regional approach to reducing carbon dioxide and other greenhouse gases. Other states, including Sonora, Mexico, are showing interest in the group.\ The group has agreed to reduce gross greenhouse gas emissions 15 percent below 2005 levels by 2020. By next August, the group has to figure\ out how to meet the goal. The emissions limit will include carbon dioxide, nitrous oxide, hydroflurocarbons and others included in the Kyoto Treaty, according to Sarah Cottrell, Richardson's energy and climate policy adviser.\ The member states will design a market-based system known as ""cap and trade"" -- capping greenhouse gas emissions and allowing less polluting industries to sell or trade their unused emissions credit to more polluting companies. ""It needs to be comprehensive so we're not picking on one sector,"" Cottrell said.\ Still, it will take more than the cap and trade system to reduce greenhouse gas emissions enough to make a dent in the damage it's already causing. The climate partner states are looking to reduce greenhouse gas emissions 85 percent by 2050 ""to reduce the most serious consequences of global warming.""\ The meeting drew a diverse group of public land managers, environmentalists and industry representatives.\ Environment Department Secretary Ron Curry has taken a whirlwind climate tour from Congress to California in the last few weeks to promote New Mexico's greenhouse gas reduction goals.\ ""What's happening in New Mexico with regard to climate change is moving so quickly, it's hard to digest how much is being achieved,"" Curry told Thursday's gathering. ""This is an important time in the history of our state and nation.""\ The Clean Car Standard was one of the recommendations of the Governor's Climate Change Advisory group. The Environment Department will ask the Environmental Improvement Board in November to join 12 other states that have already adopted the standards that include California's ultra-low tailpipe emissions regulations and encourages car manufacturers to use recyclable, low-toxic materials.\ Curry said his staff also will ask the board in October to require mandatory reporting of greenhouse gas emissions in the state.\ At least a half-dozen state agencies have goals and deadlines to meet under the state's climate plan.\ One challenge to the state is the emissions from existing and proposed coal-fired power plants on the Navajo Nation, over which the state has no control. Desert Rock is a proposed 1,500-megawatt plant and joint venture between the tribe and Sithe Global near Shiprock. It is designed to lower mercury, sulfur and nitrous emissions, but not carbon dioxide. ""If it is built in its current design, it will present a big challenge to reaching our target reductions,"" Cottrell said.\ All sectors of the economy could be impacted by efforts to reduce emissions -- from commercial and residential to agriculture and forestry. For more information on the climate initiatives and how to comment, see the New Mexico Environment Department Web site at www.nmenv.state.nm.us.\ Contact Staci Matlock at 470-9843."
24," New Mexico regulators are decrying a federal plan to give coal- fired power plants and other large-scale producers of mercury pollution some flexibility in how they reduce emissions.\ Public Service Company of New Mexico's coal-fired Four Corners Generating Station produces electrical power for Santa Fe and other cities. State officials say smoke from such plants in New Mexico puts about a ton of mercury into the air every year.\ Mercury is harmful to people and causes developmental disorders in children. It accumulates in animals, and state agencies have issued repeated warnings against eating fish in many areas because of high mercury levels.\ The U.S. Environmental Protection Agency is leaning toward adopting a regulation on mercury emissions that would allow power- plant operators to trade pollution credits among themselves on the open market.\ In theory, the EPA proposal could allow some power-plant operators to buy credits for years instead of making immediate strides toward reducing mercury emissions. Federal officials, however, say they believe the so-called ""cap and trade"" approach will lead to lower emissions.\ The New Mexico Environment Department opposes the EPA proposal, saying it weakens mercury regulations proposed by the Clinton administration.\ The Clinton plan would have required plants to install filters or other mechanisms to reduce emissions. This so-called ""maximum achievable control technology"" approach would result in lower emissions, state officials say.\ Michael Leavitt, administrator of the EPA, will make a decision on the matter by the end of the year.\ The EPA announced its intention to adopt a rule on mercury emissions in January and promptly held three meetings on the East Coast to discuss the proposal.\ In response to requests from Gov. Bill Richardson and others to hold a public hearing in the West, the EPA recently agreed to hold a meeting March 31 in Denver.\ John Millett, spokesman for the EPA in Washington, said Thursday that agency officials favor the ""cap and trade"" approach ""because they feel it will achieve deeper cuts over a longer period of time than the maximum achievable control technology.""\ Millett said the ability to sell pollution credits to other operators would give industry an incentive to reduce emissions quickly. ""One anticipated benefit of that would be steep early reductions of mercury in order to build up credits to be in a beneficial trading position,"" he said.\ Sandra Ely, air quality bureau chief with the New Mexico Environment Department, said Thursday her department believes that simply requiring industry to comply with the most stringent possible limits on mercury emissions is the best approach if it's done correctly.\ Using the best technology, it's possible to remove about 90 percent of mercury from coal-plant emissions, Ely said. She said the EPA itself estimates that the ""cap and trade"" approach will achieve only about a 70 percent reduction in emissions by 2018.\ ""There's no doubt that this is a poison that needs to be dealt with, and we don't think that the administration is dealing with it appropriately,"" Ely said.\ While private industry has generally favored ""cap and trade"" programs for other air pollutants, Ely said mercury demands special treatment given that it accumulates in people's bodies.\ ""I don't think that it's appropriate to control every pollutant through a cap-and-trade program,"" Ely said. ""And when you're talking about neurotoxins, I don't think it's a good idea.""\ The public should make its feelings known to the EPA, Ely said.\ Amy Miller, spokeswoman for PNM in Albuquerque, said Thursday that the company hasn't taken a position on whether it would favor a ""cap and trade"" program or a flat requirement that coal-fired plants install the maximum achievable technology.\ ""Typically, we have supported cap and trade plans,"" Miller said."
25,"
CARLSBAD -- ""It's not over until the Legislative session is over.""
\
Those were the fighting words of Sen. Carroll Leavell, R-Eddy, after a bill he co-sponsored to repeal cap and trade rules was tabled in committee on Tuesday.
\
""I lost it in the Judiciary Committee with a vote of 7-4. It went down straight by party line vote,"" Leavell said. ""I guess the Democrat committee members like the Environmental Improvement Board rules. We can resuscitate it by having a majority on the Senate floor. But we need 42 votes to move it out of the Judiciary Committee. I just hope it doesn't get reassigned to that committee. There are other two options for committee reassignment of the bill. It could be sent to the Senate Conservation Committee or the Senate Corporation Committee.""
\
Leavell and Sen. David Ulibarri. D-Grants, sponsored Senate Bill 190 that calls for the repeal of cap and trade rules adopted by the State Environmental Improvement Board in the final weeks of the previous administration.
\
Leavell said SB 190 will improve the business climate by repealing the damaging environmental rules over greenhouse gas emissions.
\
The cap and trade rule sets a limit on carbon dioxide emission and allows those who exceed the limit to buy credits from those who have credits to spare.
\
SB190 would repeal four adopted rules. The bill would repeal the rules that place a cap on emissions of greenhouse gases; would repeal requirements for reporting and verifying greenhouse gas emissions for a cap and trade program; and it would repeal the rule that adopted a cap and trade program for the state.
\
The bill also has an emergency clause that would make the legislation effective immediately after it is signed into law.
\
Rep. Bill Gray, R- Eddy, a strong opponent of cap and trade, said he has been told there is a bill similar to SB190 that is going to be introduced in the senate.
\
""The key to SB 190 -- and the other bill -- is to keep it out of the Judiciary Committee. I know there will be a strong push to keep it out of there,"" he said, adding that lobbyists from the oil and gas industry around the state are making their presence known. They are lobbying hard to get the cap and trade rules repealed.
\
Gray said should the Leavell bill or a similar bill pass in the senate, it will move to the House.
\
""It will go to the House Energy Committee,"" Gray explained. ""If it gets there, it's going to be still tough. There are 12 members on the committee - six Republicans and six Democrats. To get it through they will have to convince the other side of the aisle to go along with it.""
\
Gray said if legislation fails, plan B is for the new Environment Improvement Board to undo what the previous board did.
\
""When Gov, Martinez picked members for the EIB board, she quizzed them on their position on cap and trade. She is against it, so it would probably be repealed. But it would take longer. It would be much quicker getting it done legislatively,"" Gray said.
\
Credit: Stella Davis Current-Argus Staff Writer
"
26,"
SANTA FE - The New Mexico Environment Department is asking a state regulatory panel to consider a proposed regulation to cap and trade greenhouse gas emissions in the state.
\
The department announced Friday that it has filed a petition seeking a hearing before the Environmental Improvement Board.
\
The proposal would enable the state to participate in a regional cap and trade program. One condition is New Mexico would only participate if there are enough pollution allowances within the region to make the program efficient and cost effective.
\
The proposal also includes language that would end the state regulation if the federal government implements an ""equally effective"" cap and trade program.
\
The department says the proposal included in the petition was changed to reflect public comments the agency had received.
\
Credit: The Associated Press
"
27,"
FARMINGTON -- Republican gubernatorial candidate Doug Turner said he filed a lawsuit Friday intended to head-off new emissions regulations being considered by the state Environment Department.
\
The legal action requests a temporary restraining order against Gov. Bill Richardson as a catch-all approach to prevent the state Environment Department from filing a proposed emissions cap-and-trade regulation with the governor-appointed Environmental Improvement Board.
\
The lawsuit, prepared to be filed in a Santa Fe state district court, was announced Friday at San Juan College while Turner was campaigning in the Farmington area.
\
The Environment Dep-artment in March published proposed regulations that could establish an emissions cap-and-trade program in New Mexico. The outlined rules are expected to be submitted in a petition to the Environmental Improvement Board in June.
\
The new emissions rules are timed by the state administration to be enacted before the November general election, Turner claimed.
\
""The timing of the proposed regulation does not give the citizens of New Mexico and interested groups enough time to consider broad and sweeping regulation that will drastically affect the state's economy,"" a draft of Turner's legal filing states.
\
A similar petition filed by the environmental advocacy group New Energy Economy already is under consideration by the Environmental Improvement Board. A lawsuit is pending in that case as opponents of the emissions regulations claim the EIB does not have authority to impose such rules. No court decision was made in that case following an April 1 hearing.
\
""The idea here is just to stop a potential train wreck, stop the, I think, abuse of rule-making process that circumvents the people who were elected in the state, namely the state Legislature,"" Turner said of his legal action.
\
Amid a competitive race for the Republican gubernatorial nomination, Turner acknowledged his court action is politically motivated.
\
""That we are in Farmington is representative of a community that could potentially suffer,"" said Turner, an Albuquerque business owner. ""It's important here.""
\
Environment Department Secretary Ron Curry blasted the proposed court action as baseless.
\
""This injunction is premature, particularly since the Environment Department has not yet filed a petition for hearing concerning greenhouse gas emissions,"" Curry said in a prepared statement. ""This is an unfortunate attempt by a gubernatorial candidate to grab a headline rather than offering real solutions for addressing climate change. This is also a waste of taxpayers' money on state resources to defend such a baseless legal action.""
\
James Monteleone:
\
jmonteleone@daily-times.com
\
Credit: James Monteleone The Daily Times
"
28,"
FARMINGTON -- Republican candidate for governor Doug Turner announced plans today to seek a court order that stops the state Environment Department from establishing a greenhouse gas emissions cap and trade program without first going through the legislature.Turner announced the lawsuit, which will be filed in Santa Fe, while campaigning in Farmington today. The legal action requests a temporary restraining order prevent Gov. Bill Richardson and the Environment Department from enacting the proposed rules.""This restraining order is not about the science of greenhouse gases,"" Turner said in a prepared statement. ""It is about preventing the further abuse of power and destruction of the economic engines of our state's economy. New Mexicans deserve to be represented by their legislative lawmakers on this issue.""For more details, see the complete story in Saturday's edition of The Daily Times.
"
29,"
By Stella Davis
\
Current-Argus Staff Writer
\
SANTA FE -- New Mexico Economic Development Secretary Jon Barela told a delegation from Carlsbad he strongly believes his department must work with communities around the state to help them - and the state as a whole - to remain competitive and economically strong.
\
A delegation of 50 local business, community and education leaders descended on Santa Fe Monday to meet with cabinet secretaries and legislators. Dubbing themselves the Bat Brigade, the delegation split into groups and made the rounds at the state capital and other departments.
\
Barela listened to the concerns of Carlsbad's business representatives who told him the problems they have encountered with the state Environment Department and its bureaucratic red tape.
\
Carlsbad Businessman Frank Witt provided Barela an example of how difficult he believes it is doing business in the state. He said with the current reconstruction of Canal Street, the contractor, James Hamilton Construction, needed a permit to crush and recycle the concrete and asphalt ripped up from the road. But, according to Witt, the Environment Department held up the permit because of a lack of knowledge by someone in the state office.
\
""They asked that the contractor send them photos of the site where they wanted to take the asphalt and concrete to crush. They did as they were asked. The permit was held up again because the Environment Department saw some round structures in the photo,"" Witt said. ""They wanted to know if people were living in the structures. The structures were actually tank batteries.""
\
Barela said Witt's story is not the first he has heard about the Environment Department, and he pledged to do whatever he can to help businesses continue to be economically viable and productive.
\
""Tell me what you need to help in your community. We will work with the Environment Department and other state regulatory agencies,"" Barela told the Carlsbad delegation. ""Local people know what's best for the community and it should not be hard to do business with the state. I want to get one-stop shopping for small businesses where they can come and get the answer to all their questions. It may not be the answer you want to hear, but we will give you an answer.""
\
Barela said his department needs to work not only well with the business communities around the state, but also with the federal government.
\
""I know Carlsbad knows how to work with the federal government,"" he said. ""I saw that when I worked for Congressman (Joe) Skeen. Carlsbad worked hard to get WIPP (the Waste Isolation Pilot Plant) open.""
\
John Waters, Carlsbad Department of Development executive director, voiced concern over oil and gas regulations and the cap and trade regulations that were passed last November by the New Mexico Environmental Improvement Board.
\
""It needs to be repealed as soon as possible,"" Waters said. ""The oil, and particularly the natural gas industries in Eddy County, was hard hit by the one-size-fits-all regulations imposed by the last administration. These rules should be site-specific and based on science.""
\
Waters added that he believes that the cap and trade program passed at the eleventh hour by the outgoing Environmental Improvement Board will literally cripple business in all of rural New Mexico through increased power and operating expenses. He said Carlsbad's potash industry would be hit hard financially.
\
""It will do nothing to protect the environment,"" Waters said. ""But it does help our neighboring states like Texas and Colorado to offer comparatively lower power and operational costs to their impressive list of incentives they already offer prospective companies.""
\
Barela said Gov. Susana Martinez has appointed a new Environmental Improvement Board and he assured that the cap and trade regulations will be repealed. He said Martinez is against cap and trade and in his opinion, it is certainly detrimental to the state's economic well-being.
\
Members of the Bat Brigade also met with Toni Balzano, a Carlsbad High School graduate who is the acting tourism secretary. She is also cousin to Eddy County Commissioner Jack Volpato.
\
Balzano said her department is working much leaner, meaning with fewer people and a smaller budget. On top of that, the department is facing a possible merger with other departments.
\
In a move to streamline state government and cut costs, the Legislature is considering a merger of three cabinet-level departments that include the tourism, economic development departments and Work Force Solutions.
\
The Carlsbad delegation that met with Balzano told her they are against her department merging with the other departments.
\
""We will do whatever we can to help you from that happening,"" said Ken Britt, spokesman for the Carlsbad group.
\
Stopping at the Round House to visit with Eddy County legislators, the issue of the merger was brought up.
\
""We need the tourism department to remain on its own,"" said Dave Rogers, a local pastor and strong promoter of Carlsbad.
\
But Sen. Carroll Leavell, a Republican from Lea and Eddy counties, gave little hope that the department will survive the proposed merger.
\
""We have so many cabinet members now that they can't all get into the cabinet room,"" Leavell said, adding that merging departments abolishes a number of cabinet-level positions and saves money.
\
Credit: From the Current-Argus
"
