,Full_text
94,"Two years ago this month, crude oil prices spiked to more than $145 a barrel, driving the price of regular gasoline to more than $4 a gallon and painfully reminding the nation once again how vulnerable it is to the whims of the international oil market. \It's reasonable to ask what policymakers have done in the past 24 months to try to reduce that vulnerability. For that matter, it's reasonable to ask what they've done in the 37 years since the Arab oil embargo, which caused huge lines at gasoline stations, to stop enriching hostile petro-states in the Middle East and elsewhere. \The answer: not nearly enough. \There have been energy bills, incentives for oil drilling, tax breaks for solar and wind and biofuels, billions for energy research, and so on. But here's the one metric that matters: In 1973, the United States imported about 30% of its oil. Now it imports about 68%. \The Senate will soon take up another energy measure, one that now looks likely to emerge as a watered-down compromise that will do little to change things. The legislation could contain some useful incremental provisions to address BP's oil spill in the Gulf of Mexico and promote home energy efficiency. But it won't swing for the fences. ""Cap and trade"" -- a mechanism to limit greenhouse-gas emissions by making oil, coal and other fossil fuels more expensive over time -- is dead for now. \That's too bad. Because if there's one thing that really works, it's price. \Consider what happened when gasoline prices spiked in 2008. It was painful for just about everyone, and particularly hard on lower-income people and those who had to drive long distances. But it did more to change habits and reduce oil usage than anything Congress and a parade of presidents had done in decades. \In June 2008, Americans drove 12 billion fewer miles than in June 2007, part of the longest sustained drop in driving since high prices discouraged driving in the 1970s. Car buyers suddenly wanted smaller, more fuel-efficient cars and began to try to shed their SUVs. Sales of Toyota's 50-mpg Prius hybrid shot up by 69% in 2007, exceeding those of the popular Ford Explorer SUV. The Toyota Corolla was the No. 1 selling car in the country in June 2008, while the Ford F-150 and Chevrolet Silverado pickups -- traditionally best-sellers but comparative gas guzzlers -- had dropped to fifth and sixth place. But once prices fell, so did sales of the Prius and Corolla. The F-150 and Silverado again rose to the top of the heap. \Four decades of experience suggests the only way to wean the nation off its ruinous oil addiction is prices that go up and stay up. And, although it's a political non-starter for now, the simplest and best way to achieve that is to gradually raise the federal gasoline tax, now 18.4 cents a gallon, where it has been since 1993. \The arguments for a gas-tax increase are no less compelling for their familiarity. Higher taxes would produce substantial revenues -- roughly $1 billion a year for every extra penny in tax -- that could be used to fix roads and reduce the budget deficit. They would make fuel-efficient cars more attractive. \Ultimately, higher taxes could help drive alternative technologies that would slow the flow of money to finance some of the world's worst regimes and multinational oil companies, such as BP. \Whether increasing the gas tax would reduce the need for drilling in environmentally sensitive areas such as the Gulf depends on worldwide demand for oil, which is being driven upward by the rising economies of China and India. But those countries have their own efforts to curb gasoline use, and reducing consumption in the USA, the world's top oil consumer, is essential. \To be sure, the middle of a shaky economic recovery is a bad time to raise taxes. But total gasoline taxes are now lower than they've been in decades after adjusting for inflation -- less than half what they were per mile driven in 1970, for example. And while shocking the economy with a tax increase of 50 cents or $1 a gallon all at once wouldn't be prudent, phasing in such an increase -- a penny or two a month for 48 months, for example -- would limit the economic damage. \A gradual increase would also send an unmistakable message that the price of gasoline will eventually rise to reflect its real cost to the economy, the environment and national security. And it would give car owners plenty of time to plan for a change. \Brave (or foolish) politicians have been calling for this for years with no success, but it's an idea whose time should come. The alternative is a status quo where nothing changes except the amount of environmental degradation and the nation's weakness in the face of foreign oil suppliers."
95," Senate Democrats conceded Monday that a temporary repeal of the 1993 gasoline tax increase is unavoidable, and Republican leaders prepared to tap the nation's savings institutions to pay for it.\ Senate Majority Leader Bob Dole said the Senate could vote as soon as today on the tax cut, which he proposed less than two weeks ago. He planned to discuss the timing with Senate Minority Leader Tom Daschle.\ ""We think (it) is inevitable,"" Daschle, D-S.D., told reporters. Republicans are ""in the majority. They have the votes to pass legislation.""\ The leading proposal for paying for the cut, according to House and Senate aides, was separate legislation that strengthens the government fund insuring savings and loan deposits.\ That plan requires a one-time premium payment from S&Ls, and, under budget rules, the money can be used to offset the tax cut. GOP leaders also are looking at a cut in Energy Secretary Hazel O'Leary's travel budget.\ The Clinton administration supports the S&L legislation and Daschle said ""I'm not necessarily averse"" to using it to cut the gas tax.\ Republican leaders are pushing hard for the repeal, which is seen as having wide popular appeal. Dole, Clinton's rival in the presidential race, notes repeatedly that the tax increase was approved ""without a single Republican vote.""\ Many Democrats are criticizing the tax cut, saying it could amount to a windfall for the oil companies who pay the tax and ultimately pass it on to the consumer. And environmentalists maintain the tax cut would encourage more energy consumption and hurt the environment.\ Repeal is ""attractive as a matter of raw politics, but it is terrible as a matter of public policy,"" said Sen. Charles Robb, D- Va. ""Just as we were beginning to make sustained progress in bringing down the deficit ... we blink. We can't take the political heat.""\ However, some Democrats feel compelled to vote for the tax cut and Republicans are near unanimous in backing it.\ At the White House, spokesman Mike McCurry said Clinton wanted the tax cut considered as part of a balanced budget. But that doesn't mean Clinton had decided to veto the tax cut.\ ""If it comes to us separately, we'll look at it separately,"" McCurry said. ""We would hope that the Congress would give equal priority treatment to raising the minimum wage.""\ With gas prices soaring roughly 20 cents per gallon since February, Dole on April 26 proposed shaving the 1993 increase of 4.3 cents off the 18.3-cent federal gasoline tax.\ Dole, R-Kan., suggested the Senate should act today, which marks what the private, business-financed Tax Foundation has called Tax Freedom Day. That's the date, according to its calculation, by which the average taxpayer has earned enough to pay federal, state and local taxes for the year.\ It ""would be good day to pass the gas-tax repeal. It seems to me it might have a nice ring to it,"" Dole said."
96," An attempt to break Virginia's budget stalemate came from the Senate Wednesday when it abandoned a $1.6 billion transportation plan that included a gas tax increase.\ Senate Finance Chairman John Chichester said he reluctantly backed off because the House was unwilling to discuss new highway funding. He termed it ""a major, major concession.""\ House budget negotiators were not impressed. They said the gas tax hike was never up for discussion anyway, so the Senate wasn't giving up that much.\ ""They just bowed to the inevitable,"" said Del. Vince Callahan, R- Fairfax. ""It's not a concession at all, and they know it.""\ The transportation debate was among the highlights as the General Assembly convened a special session on passage of a 2005-06 budget. Gov. Mark R. Warner ordered lawmakers back to work when they failed to approve a budget during the regular 60-day session and a subsequent three-day extension.\ Wednesday also featured debate in the House of Delegates over reintroduced legislation that would raise money by eliminating sales tax exemptions for businesses.\ Lawmakers also spent time sorting out procedural details, such as whether to accept $115 daily reimbursement from taxpayers for lodging and food on days when they attend floor sessions. House members decided to accept the payments. The Senate did not.\ Chichester said the next move in the budget battle was up to the House, now that the Senate had dropped its demand for a 3-cent per- gallon gas tax hike. The Senate also abandoned its call to increase the titling tax and the vehicle registration fee, plus a measure that would have applied the sales tax to the wholesale price of fuel.\ Other major sticking points of the Senate budget are still in place, though. Senators want raise the general sales tax from 4.5 cents to 5.5 cents and the cigarette tax from 2.5 cents per pack to 35 cents. They would also raise the rate on wealthier income tax filers.\ The Senate passed its own version of the budget Wednesday -- essentially the same document without the transportation component.\ The House of Delegates didn't get as far in its business. The House considered, but did not pass, a measure that raised money by eliminating sales tax breaks for a variety of businesses. The measure is needed to provide cash for the House version of the budget, which delegates will consider later.\ The sales tax bill, sponsored by Del. Phil Hamilton, R-Newport News, was similar to one debated during the regular session. But this new version would forbid utility companies from retaining exemptions.\ By offering up essentially the same measure as they did before, some said the House and Senate were back on the same collision course that forced the General Assembly into overtime.\ ""There you go again,"" said Minority Leader Frank Hall, D- Richmond. ""It's the same thing you had before a rush to judgment ... on a bill that's still warm.""\ The House Finance Committee approved it in a 12-- 9 vote.\ Democrats refused to fast track the bill once it got to the House floor. They contended the sweeping measure required at least one day of study.\ ""We wanted them to know and the public to know what they are doing, you don't legislate at night,"" Hall said. ""They have the votes to pass this, of course, but we wanted to get a look at it.""\ When Democrats balked at the speedy approach, the House adjourned for the day. The House will return today. The Senate will return Friday.\ ""I guess we'll be here every day until Sunday,"" Hamilton said, referring to the span of time that will be needed to pass the revenue bill and a budget.\ House Republicans stressed that passing the bill allows them to get back to the negotiating table.\ ""This is only a vehicle,"" said Del. Harry R. Purkey, R-Virginia Beach. ""If I thought for a moment that this would be the final version, I would have some reservations about passing it.""\ Despite the contention that it is a procedural tool, business lobbyists rushed to the impromptu Finance Committee meeting to rail against it.\ ""This is the single most ill considered, anti-business piece of legislation to come before this body in my 20 years,"" said Steve Haner, a spokesman for the Virginia Chamber of Commerce.\ Manufacturers, airlines and phone companies said that the bill, which supporters say would raise $561 million over two years, would handcuff businesses.\ ""These are not handouts, these are not tax breaks,"" said Brett Vassey, president of the Virginia Manufacturing Association. ""They are basic fundamental requirements for businesses to be competitive in this environment.""\ The reintroduction of Hamilton's bill came as a shock to some who have argued that the measure has unintended consequences.\ ""Some of us were expecting a different approach because of the conversations we've had,"" Haner said. ""We really are a little surprised that we're seeing exactly the same bill.""\ BUDGET BREAKDOWN: DAY 1\ THE GOVERNOR\ Submits the same budget plan he presented to the General Assembly in December, saying it is a good starting point for compromise.\ THE SENATE\ Changes its budget proposal to eliminate an increase in the tax on gasoline, but left in place an increase in the sales tax and modifications to the income tax.\ THE HOUSE\ Quits for the day when Democrats and Republicans failed to fast- track revenue raising legislation.\ WHAT NOW?\ * The Senate will not meet again until Friday.\ * The House must resolve its procedural fight before it can resume its battle with the Senate and the governor.\ WARNER ON THE RADIO\ * Gov. Mark Warner will conduct a town hall meeting before a live studio audience and discuss the state budget on ""Hearsay on WHRV-FM from noon until 1:30 p.m. today. To listen tune in to WHRV- FM at 89.5 or go to www.whro.org, and click on ""Listen to WHRV."" To participate call 440-2665 or (800) 940-2240.\ Hugh Lessig can be reached at (804) 225-7345 or by e-mail at hlessig@dailypres.com. Kimball Payne can be reached at 897-6994 or by e-mail at kpayne@dailypress.com."
97,"
WASHINGTON AND THE WORLD
\
President Bush praised an accord that will bring cleaner air and improved visibility to Arizona's Grand Canyon as he began a campaign-style swing throught the West. Bush took part in a ceremony on the canyon's South Rim celebrating the pact between government, industry and environmental groups that will sharply reduce emissions from a nearby power plant. ``We don't see smog today, but sometimes fumes obscure this lovely view,'' Bush said. ``We're here to say today `no more.' '' Bush - accused by some environmentalists of not doing enough to protect the environment - defended his policies: ``We're making progress. ... You can't respond to the extremes.'' Other stops on the three-day trip: Utah, Oregon, California and Illinois. CAMPAIGN FILING: Nebraska Sen. Robert Kerrey took the first step toward entering the race for the Democratic presidential nomination by filing papers to form a ``Kerrey for President'' campaign committee. The Federal Election Commission filing allows him to start raising and spending presidential campaign funds. Kerrey - a liberal former governor and Vietnam War hero - is expected to declare his candidacy Sept. 30 in his hometown of Lincoln. Major Democrats in the race: ex-Massachusetts senator Paul Tsongas, Virginia Gov. Douglas Wilder and Iowa Sen. Tom Harkin. A new poll suggested if Wilder were the nominee he would overwhelmingly lose his home state to President Bush if the election were held today. The survey by Mason-Dixon Opinion Research of 803 registered voters found 72% of Virginians would vote for Bush over Wilder. It has a 3.5% margin of error. CUTLINE:KERREY: Ready for presidential run
\
OREGON GOP RACE: An interesting Senate primary season is shaping up for Democrats and Republicans in Oregon. Former Baptist minister Joe Lutz announced he'll again try to unseat Sen. Bob Packwood in the GOP primary. Lutz, a Eugene insurance salesman, mounted the only strong Republican challenge Packwood has faced in his four terms, garnering 42% of the vote in the 1986 primary. He said he plans to attack Packwood's support for abortion rights. Also seeking the GOP nomination: Medford lawyer John DeZell. Facing off in the Democratic primary: businessman Harry Lonsdale - who lost a close 1990 election to Sen. Mark Hatfield, R-Ore. - and Rep. Les AuCoin.
\
GASOLINE TAX: House Speaker Thomas Foley, D-Wash., formally ditched his efforts to pass an unpopular 5-cents-per-gallon increase in the gas tax. Last summer, the die was cast when he pulled a $153.5 billion highway bill from floor debate rather than face the risk of being defeated on an issue for which he had lobbied. President Bush had threatened to veto the highway bill if the tax was attached. Foley said he would substitute a three-year extension of a 2.5-cent tax hike enacted as part of the 1990 budget agreement. The revenue goes to rebuilding roads and bridges.
"
98," With state budget surpluses gone and an unwillingness to raise taxes, many lawmakers are talking about borrowing money.\ Some are advocating issuing bonds for construction on college campuses. Others want to do the same for highways.\ State Sen. Bill Bolling, R-Hanover, plans to ask his colleagues to sign off on a more than $400 million bond package that would include money for new state parks, including one on the Middle Peninsula, and a host of other environmental measures.\ The bond proposal would pay for the following:\ * New state parks. One of those would be along the water on the Middle Peninsula, Bolling said, although the exact location has not yet been determined.\ * Upgraded sewage-treatment plants that dump less untreated waste into the James and other rivers.\ * Repairs on several dams and replacements of others.\ * The purchase of land to preserve open space.\ * The closing of old landfills.\ The park on the Middle Peninsula would have access to the bay or one of its tributaries. Beyond that, the initiative would help the Middle Peninsula as much as any other part of the state, Bolling said.\ ""We've got agricultural land, forests, rivers and streams and the bay,"" said Bolling, who heads a legislative advisory panel called the Commission on the Future of Virginia's Environment. ""And all of that will benefit from this.""\ Bolling said the state can afford to borrow the money and, with spending cuts elsewhere in the budget, bonds could help ease the blow to state services.\ Bolling could have a hard time selling his idea to budget writers in the Senate. As one of the few allies Gov. Jim Gilmore had in the Senate last session, Bolling squabbled with Senate leaders behind closed doors in an effort to keep the car-tax cut on schedule.\ QUESTIONS AND ANSWERS\ What are your top three priorities in this General Assembly session?\ The adoption of a new state budget.\ Bond referendums for capital projects in the area of higher education and conservation and natural resources.\ I will sponsor a series of measures designed to enhance the commonwealth's ability to prevent and respond to potential terrorist attacks.\ What specifically do you want to accomplish for your district?\ Adopting a budget that avoids tax increases and directs available funds to priority areas such as education and public safety is important to the people of the 4th District and to all Virginians. In addition, the approval of a conservation and natural resources bond package that enables us to provide funding for key environmental initiatives, such as land conservation and the upgrade of wastewater treatment plants, is very important to the people of the Middle Peninsula.\ Should Hampton Roads voters be given the chance to increase local taxes or fees to generate money for transportation projects? If yes, do you favor an increase in the gas tax, an increase in the sales tax, placing tolls on some roads and bridges or some combination of those three? If no, how should the state find the money to fund expensive projects such as the Third Crossing?\ My support for regional tax referendums depends on the content of the legislation. While it is difficult to object to letting voters decide an issue of this nature, the enabling legislation needs to include the following specific provisions to receive my support.\ First, participation in the referendum must be optional and at the discretion of the local governing body of the involved localities.\ Second, the legislation has to require that the referendum be approved by a majority of the voters in each locality participating in the referendum.\ Third, the specific projects to be financed by the referendum and the specific fiscal impacts of the referendum must be clearly communicated to the voters.\ Fourth, any proposed tax increase must be discontinued when all of the projects identified in the referendum are completed.\ The state is facing roughly a $1 billion spending shortfall this year. Where should the state cut spending? Please be specific.\ We should approve no new government programs. We should limit any increases in spending for existing programs to the essential responsibilities of state government, i.e., education and public safety.\ All other areas of state government will be required to reduce their existing budgets substantially.\ Finally, we must consider the responsible use of alternative funding sources, such as the rainy day fund and general-obligation bonds to address the commonwealth's most pressing capitol needs.\ SEN. BILL BOLLING (R)\ Home: Hanover County\ Occupation: Vice president of a Richmond-based insurance company\ Began serving: 1997\ District: 4th, which consists of Middlesex, King Williams, King and Queen, Hanover, Essex and Caroline counties as well as part of Spotsylvania County.\ Home office: (804) 730-4202\ Richmond office: (804) 698-7504\ e-mail: district04@sov.state.va.us\ Terry Scanlon can be reached at 247-7821 or by e-mail at tscanlon@dailypress.com"
99,"
Former Rep. John B. Anderson, R-Ill., was a presidential candidate in 1980.
\
WASHINGTON - Wide-ranging reasons can be advanced to support a rise in the federal gasoline tax to at least 50 cents a gallon. When I proposed it nine years ago as I began a campaign for the presidency, it was chiefly on the grounds of lessening our dependence on imported oil. The two oil shocks of the '70s were vivid reminders of the perils of that overdependence.
\
Just last December, according to the American Petroleum Institute, for the first time in nine years the USA is again importing more oil than it produces. It should not be difficult to convince patriotic Americans that we are a nation at risk if that situation continues.
\
The growing list of prominent Americans who support a gasoline tax includes former Presidents Ford and Carter, Federal Reserve Chairman Alan Greenspan and Drew Lewis, co-chair of the National Economic Commission, the body that has the mission of coming up with deficit-reduction proposals by March 1.
\
Greenspan urges a gas tax to encourage conservation and help combat the trade deficit. The others are attracted to it more for its potential of producing as much as $50 billion in sorely needed revenues. But these objectives are closely related to our future economic security and well-being.
\
The hand-wringing over the baleful effects of the budget deficit on savings, investment, interest rates and prospects for future growth and prosperity has at least produced consensus in the political community that the time for action is now. Lacking is the political will to challenge the public with the idea that a gas tax would be their contribution to a more secure nation for themselves and their children. Let's put it in that context:
\
Do all of us want to have a share in helping to build a stronger and better-balanced economy? Do we want to have some part in creating a healthier environment? Do we want to show not only the producers of the OPEC cartel but the entire world that we are strong in our ability to take decisive actions to solve our problems now because we really care about the future?
\
With the mobilizing effect of courageous political leadership, the answer would be a resounding ``yes''!
"
100,"John Kraus has a new Toyota Prius V hybrid wagon that he's very fond of. He also has new Virginia tax on it that he's none too happy about. \Virginia Gov. Bob McDonnell, a Republican, signed a new law last month that lowers the gas tax for everyone but slaps a $64-per-year fee on hybrid and electric car owners to help make up for what those drivers aren't paying at the pump. \""What's not to like about getting better than 40 miles per gallon of gas?"" asks Kraus. ""Oh, wait -- less revenue for Virginia. Well, excuse us for helping to reduce the nation's oil dependency."" \Legislation that would levy a fee or tax on greener wheels is now pending in Texas, Massachusetts, New Jersey and Arizona. A similar bill died in committee in Idaho. Washington state added a $100 registration fee in February for all-electric vehicles. \To some, it seems like crazy, conflicting policymaking. After all, even President Obama is telling consumers to use less gas and buy hybrid and electric vehicles. But policymakers argue it makes sense because gas taxes pay for highways -- and battery-powered vehicles use the roads, too. \""The good news is they use less gas,"" Virginia Transportation Secretary Sean Connaughton says of hybrid and electric vehicles. ""The bad news is they have the same impact as a regular gasoline-powered car, yet provide little or no money for highway maintenance."" \It's a conundrum facing state legislatures: How to make up for the decline in gas tax revenue -- which is in part due to the increase in sales of hybrid and electric vehicles -- without unduly penalizing those who are doing their part for the environment. \Hybrid and electric vehicle sales are expected to increase by about 17% to 550,000 vehicles from 2012 through 2016, according to the automotive forecasting company ALG. But they made up only 3% of new vehicle sales last year, so are hardly the only gas-tax culprit. \State and federal gas tax revenues are also down because: \Federal and most state fuel taxes haven't been increased in years -- decades in some cases -- so inflation means those dollars have far less purchasing power today. \Gas taxes are typically a flat per-gallon amount that doesn't increase as the price of gasoline does. \People have been driving less since the recession. \Cars are far more fuel-efficient. \Massachusetts State Sen. Richard Moore, a Democrat who sponsored that state's pending legislation, says he proposed a sales tax exemption for electric vehicles and their chargers but wants those vehicles to be charged for miles traveled, too. \""We need to encourage purchase of alternative-fuel vehicles like electric and hybrid to help diversify the sources that power our transportation (and) reduce vehicle emissions for the benefit of the environment,"" Moore said in an e-mailed statement. But a miles-driven tax is needed for road and bridge upkeep, he says. \The Chesapeake Climate Action Network believes politics were at work when Virginia added the tax on hybrid and electric vehicles while lowering the gas tax. \""We don't normally work on transportation, but this was such a strong, clear attack on solutions to climate change that we thought we had to do something,"" says Beth Kemler, the group's Virginia state director. \In Indiana, Republican Rep. Randy Frye had a hybrid/electric vehicle tax amendment removed from a transportation bill so a group of legislators could study the issue this summer and get advice from experts on how the tax should be set. \""We don't want to overtax or undertax,"" says Frye. Hybrid and electric vehicles ""do use the roads, so they need to pay their fair share."" \Virginia tried a fairly novel approach to address the issue, which Connaughton says represented a complete overhaul of how the state collects revenue for transportation. And he says it was long overdue. \Most gas taxes are based on vehicle fuel economy when cars averaged about 10 miles per gallon. After calculating that the typical internal combustion-powered car contributes about $100 a year in gas taxes, McDonnell decided to raise the state sales tax from 5% to 5.3%, lower the overall gas tax rate from 17.5 to 10.5 cents a gallon and add the hybrid/electric tax. It was proposed at $100, but lowered to $64. \Kraus questions Virginia's move because it's a ""flat tax on investment in energy-efficient technology."" \""Gas taxes do more than just pay for roads,"" he says. ""Gas taxes also discourage gas consumption, which means less traffic, more use of public transit, and less demand for new roads."" \Connaughton says Virginia had no choice, and soon the rest of the country will have to follow with innovative ways to fund highways. After all, the American Association of State Highway and Transportation Officials projects there will be an average gap of $14.7 billion a year in the money needed by the federal Highway Trust Fund and the money coming into it from 2015 through 2023. \The trust fund, which pays for transit, highway construction and maintenance and safety, gets 89% of its revenue from the federal fuel tax. \""There is obviously the concern this will discourage people from buying these types of vehicles; however, the fee is not excessive,"" Connaughton says. ""It is a necessary evil.""\Credit: Jayne O'Donnell, @JayneODonnell, USA TODAY"
101," Legislators live by two- and four-year election cycles. Fixing transit problems requires them to take a longer view.\ The debate over transportation will headline the coming legislative session, and the ideas are lined up bumper to bumper.\ The state must seek public-private partnerships. It must examine user fees. Tolls have merit. A more efficient state transportation department is a must. Amending the state constitution is up for discussion. Diverting existing taxes to highways is one answer. Increasing the gasoline tax is probably off the table. Then again, maybe not.\ Not for 20 years has the General Assembly prepared to undertake such a comprehensive look at its roads, bridges and mass-transit systems.\ It boils down to two broad questions: What's the best way to operate a road-building business? And how best to pay for it?\ The second question might get more attention than the first. Higher taxes aren't likely in the 2006 session, leading members of the Republican majority says. That's partly because the state has a healthy cash flow, and partly because legislators just raised nontransportation taxes in 2004.\ But if raising the gasoline tax is a hard sell for legislators who sign no-tax pledges, conservatives sound ready to embrace tolls and fees in some combination.\ Sen. Marty Williams, R-Newport News, will be in the thick of the debate as chairman of the Senate Transportation Committee. He said legislators must find a solution that worked over the long haul.\ ""The only problem with the gas tax is that it doesn't keep pace with inflation,"" he said in response to a Daily Press survey. ""And there's that pesky little pledge too many of our members have signed. Whatever we do, we should make sure the revenue stream is sustainable.""\ Two Republicans -- Del. Harvey Morgan of Middlesex and Sen. Thomas K. Norment Jr. of James City -- are interested in a plan to put tolls on interstate highways. Former Gov. Gerald Baliles has advanced that as one way to come up with needed cash.\ Legislators should consider a slight increase in transportation- related fees, said Del. Phillip A. Hamilton, R-Newport News. Fees for driver's licenses, vehicle inspections and registrations should be on the table.\ Sen. Mamie Locke, D-Hampton, said legislators must first assess costs, then make better financing decisions.\ Apart from generating the money, legislators are expected to debate how best to protect it. Many Peninsula-area lawmakers support a constitutional ""lockbox"" for the transportation trust fund.\ Gov.-elect Tim Kaine says a lockbox of some sort is critical. In the past, state leaders have raided transportation money to pay for other needs, and that undermines public trust.\ Many members of the General Assembly want to see a greater reliance on public-private partnerships, and the local delegation is no exception.\ However, that approach can result in more tolls. Hamilton is among those Republicans who would consider leasing the tolling rights to private contractors who build and maintain new roads.\ In addition to financing, the operations side of transportation will also get attention.\ The Virginia Department of Transportation has boosted its record of completing projects on time and on budget, but Williams said legislators must continue to push for greater efficiency.\ He wants to take ""a hard look at VDOT"" to ensure that the state is spending its transportation money in the best possible way.\ There's so much to consider that some legislators are floating the idea of a special session for transportation, like the one that happened in 1986.\ Democratic Dels. Mamye BaCote of Newport News and Jeion Ward of Hampton said they'd be open to that.\ BaCote said that the state must develop a transportation policy for the next 20 years and that a special session would allow legislators to focus on that single issue. Ward said the debate might be too broad to consider in a regular session.\ ""The issue of funding transportation in the commonwealth,"" Ward said, ""should be seen in its entirety."" *\ STEERING TALK TO MONEY How should the General Assembly pay for upgrading Virginia's network of roads and bridges, while making investments in mass transit and rail? Are tax or fee increases needed?\ SEN. MARTY WILLIAMS, R-NEWPORT NEWS: ""I think a broad section of the public has taken the position that we are not going to begin to solve our transportation problems without additional revenue. Tolls are an excellent example of a user fee, as is the gas tax. The only problem with a gas tax is it doesn't keep pace with inflation, and there's that pesky little pledge too many of our members have signed.""\ SEN. FRED QUAYLE, R-CHESAPEAKE: ""A combination of tolls, fees, even gasoline tax increases need to be considered as methods of financing our transportation needs. In addition, the use of public- private partnerships should be used as much as possible. There is no credible method of financing that should be ignored.""\ DEL. MELANIE RAPP, R-YORK: ""As the governor-elect made clear during the course of his successful campaign, we first need to secure the monies already earmarked for transportation before looking to taxpayers for additional funding. In addition, I support continuing efforts similar to those enacted by the General Assembly last session, when we committed an additional $850 million to meet transportation needs.""\ DEL. JEION WARD, D-HAMPTON: ""We must identify short-term and long- range needs and determine the best means for funding. We must also begin a statewide education program that will enlighten the citizens on the potential impact of mass transit on the environment and in response to the needs of our aging population, disabled citizens and for those who simply do not own their own personal vehicles."""
102,"A new study suggests Virginia lost billions in revenue over the past two decades by not adjusting the state gas tax.\The Washington, D.C.-based Institute on Taxation and Economic Policy's report, ""Building a Better Gas Tax: How to Fix One of State Government's Least Sustainable Revenue Sources"" was released last week. The non-partisan group's analysis of all 50 states found, ""most state gas taxes are built to fail, and cannot generate sufficient transportation revenue today or in the long-term.""\According to the report, 36 states - including Virginia - rely exclusively on a fixed-rate per gallon tax.\Virginia's gas tax rate of 17.5 cents per gallon has remained static since mid-1986.\According to the study's data, only Alaska has gone longer than Virginia and Oklahoma since the last time the state's gas tax was increased.\The buying power of Virginia's gas tax revenue has declined 45 percent in the 25 years since the gas tax was last raised and it would take a 14.5 cent increase to return the rate to the previous level. But if that were to happen, the rate change would generate $580.3 million annually, the report stated.\""If every state updated its gas tax rate to match the level of purchasing power it had the last time it was raised, state gas tax revenues would be roughly $10 billion higher per year,"" the report stated.\To read the full report, go to itepnet.org.\HRT DOCUMENTS\About 50,000 pages of public documents are now available on HRT's website, www.gohrt.com, as part of a continued effort to improve transparency at the once-beleaguered transit agency.\So far, 694 documents have been posted on the Hampton Roads Transit website, according to Tom Holden, an HRT spokesman. More documents will be added as they become available.\Under a ""Public Records"" heading, visitors will find a wide range of documents regarding HRT's governing board; facilities and environment; finance; human resources; operations; planning and development; and The Tide light rail line.\""New ones are being generated regularly, and as we dig into our files and discover more content we'll add that as well,"" Holden wrote.\Jon Cawley can be reached at jcawley@dailypress.com or 757-247-4635."
103,"
To the Editor:
\
These are tough economic times for Virginians. In a recession, we all need to stretch our money further, and having more money in our pockets to start with is one way to stretch our funds. Creigh Deeds, the Democratic candidate for governor, does not agree. Following Deeds' admission of his plan to raise taxes if elected governor, I looked at some data to see exactly how much Deeds would have to raise our taxes to meet his goal. Deeds' transportation plan, from the little information available, includes a $1 billion non-general fund tax increase for roads. Based on figures calculated by the Virginia Department of Taxation in the summer of 2008, $1 billion dollars would translate into a gas tax increase of at least 20 cents per gallon. Alternatively, or in addition to the gas tax increase, there could be a sales tax added to gasoline sales as well. The previous figure may seem daunting, but even more ominous is the fact that this prediction is likely overly-optimistic. The calculations were completed a year ago - since then, auto sales have drastically decreased and gas prices are much lower than the estimated $3.92 per gallon used in these calculations. Consequently, even a higher sales tax per gallon would be needed to create the same amount of revenue.
\
But you really can't be sure it will be just a gas tax increase or a gas sales tax as Deeds fails to disclose exactly how he would raise the $1 billion. Perhaps he will have to increase the gas tax, impose a sales tax on gasoline, and raise vehicle registration fees, or a combination of these.
\
Deeds must provide more details of his plan for solving Virginia's transportation needs. Virginians cannot elect someone who refuses to clearly state a plan for solving our transportation issues, especially a plan that is based on higher taxes. I don't believe raising taxes in a recession is the best way to generate revenues. Innovative ideas must be used to ensure that regressive taxes such as the gas tax aren't hitting low and middle income citizens at the worst possible time.
\
Even Deeds' fellow Democrats disagree with his tax raising proposals. Gov. Kaine has recognized the economic environment and did not include tax increases in his revenue proposals for the next General Assembly Session. Democratic State Sen. Ed Houck (17th District) criticized tax raising proposals in a recent email to constituents. Recently former Democratic Virginia Gov. Doug Wilder refused to endorse Deeds for governor, as he did not support raising taxes in a recession - the same stance he took nearly 20 years ago when he had to manage our state during tough economic times .
\
The bottom line is Deeds must be clear before the election on his tax raising proposals so citizens can add them up cast an informed ballot. There appears to be a great deal of buyer's remorse at the national level - Virginians deserve better!
\
Del. Kirk Cox
\
R-66th House District
\
Colonial Heights
"
