previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
1082,cap_and_trade,State nets $15M from power plants for emissions,"O'Neill, James M; Staff Writer 1 1  Staff Writer 
","The Record; Bergen County, N.J.","Dec 20, 2008","Bergen County, N.J.",L.1,LOCAL,https://www.proquest.com/newspapers/state-nets-15m-power-plants-emissions/docview/426584596/se-2?accountid=13360,NJ
1084,cap_and_trade,Green groups back Democrats,"Bichao, Sergio","Courier - News; Bridgewater, N.J.","Oct 28, 2011","Bridgewater, N.J.",,NJNEWS,https://www.proquest.com/newspapers/green-groups-back-democrats/docview/900908820/se-2?accountid=13360,NJ
1088,cap_and_trade,Green groups back Democrats,"Bichao, Sergio","Home News Tribune; East Brunswick, N.J.","Oct 28, 2011","East Brunswick, N.J.",,NJNEWS,https://www.proquest.com/newspapers/green-groups-back-democrats/docview/900903655/se-2?accountid=13360,NJ
1124,cap_and_trade,States lead way on emission cuts: Policies could put dent in warming pollution,"O'Neill, James M","The Record; Bergen County, N.J.","Dec 4, 2009","Bergen County, N.J.",L.3,LOCAL,https://www.proquest.com/newspapers/states-lead-way-on-emission-cuts/docview/426651391/se-2?accountid=13360,NJ
1192,cap_and_trade,CHRISTIE REJECTS EMISSIONS PROGRAM,"O'Neill, James M","The Record; Bergen County, N.J.","Jul 27, 2012","Bergen County, N.J.",A.3,NEWS,https://www.proquest.com/newspapers/christie-rejects-emissions-program/docview/1028092367/se-2?accountid=13360,NJ
1198,cap_and_trade,A conversation with Steve Lonegan,"Method, Jason","Asbury Park Press; Asbury Park, N.J.","Sep 5, 2010","Asbury Park, N.J.",,NEWS,https://www.proquest.com/newspapers/conversation-with-steve-lonegan/docview/749544827/se-2?accountid=13360,NJ
1307,cap_and_trade,Report reveals state's top 5 most carbon-polluting power plants,"Makin, Bob","Courier - News; Bridgewater, N.J.","Sep 11, 2013","Bridgewater, N.J.",,News,https://www.proquest.com/newspapers/report-reveals-states-top-5-most-carbon-polluting/docview/1449333473/se-2?accountid=13360,NJ
1309,cap_and_trade,Report reveals state's top 5 most carbon-polluting power plants,"Makin, Bob","Daily Record; Morristown, N.J.","Sep 12, 2013","Morristown, N.J.",,News,https://www.proquest.com/newspapers/report-reveals-states-top-5-most-carbon-polluting/docview/1545873198/se-2?accountid=13360,NJ
1334,cap_and_trade,"Sunday Conversation: Steve Lonegan, NJ's arch-conservative",JASON METHOD HOUSE BUREAU,"Daily Record; Morristown, N.J.","Sep 5, 2010","Morristown, N.J.",,,https://www.proquest.com/newspapers/sunday-conversation-steve-lonegan-njs-arch/docview/749548617/se-2?accountid=13360,NJ
1381,cap_and_trade,YOUR VIEWS,,"The Record; Bergen County, N.J.","Jul 5, 2012","Bergen County, N.J.",A.14,OPINION,https://www.proquest.com/newspapers/your-views/docview/1023344856/se-2?accountid=13360,NJ
1393,cap_and_trade,CHRISTIE PULLS N.J. OUT OF CLEAN-AIR PACT,"O'Neill, James M","The Record; Bergen County, N.J.","Aug 21, 2011","Bergen County, N.J.",A.4,NEWS,https://www.proquest.com/newspapers/christie-pulls-n-j-out-clean-air-pact/docview/884505963/se-2?accountid=13360,NJ
1419,cap_and_trade,CLEARING THE AIR,Anonymous,"The Record; Bergen County, N.J.","Dec 29, 2010","Bergen County, N.J.",A.20,OPINION,https://www.proquest.com/newspapers/clearing-air/docview/821759359/se-2?accountid=13360,NJ
1427,cap_and_trade,"Earth: Love it and cool it, or leave it alone?","Mufson, Steven","The Record; Bergen County, N.J.","Apr 22, 2008","Bergen County, N.J.",A.11,OPINION,https://www.proquest.com/newspapers/earth-love-cool-leave-alone/docview/426525906/se-2?accountid=13360,NJ
1433,cap_and_trade,GAS PACT PULLOUT RULED IMPROPER,"Fallon, Scott","The Record; Bergen County, N.J.","Mar 26, 2014","Bergen County, N.J.",A.4,NEWS,https://www.proquest.com/newspapers/gas-pact-pullout-ruled-improper/docview/1510115951/se-2?accountid=13360,NJ
1450,cap_and_trade,"Senators clash on global warming urgency: Dispute growth in carbon dioxide emissions, impact on planet","O'Neill, James M; Staff Writer 1 1  Staff Writer 
","The Record; Bergen County, N.J.","Feb 26, 2009","Bergen County, N.J.",A.4,NEWS,https://www.proquest.com/newspapers/senators-clash-on-global-warming-urgency/docview/426595607/se-2?accountid=13360,NJ
1477,cap_and_trade,CHRISTIE KILLS CAP- & -TRADE,"Fallon, Scott; REITMEYER, JOHN","The Record; Bergen County, N.J.","May 27, 2011","Bergen County, N.J.",A.1,NEWS,https://www.proquest.com/newspapers/christie-kills-cap-trade/docview/868783891/se-2?accountid=13360,NJ
1574,cap_and_trade,Report lists dirtiest power plants,"Makin, Bob","Home News Tribune; East Brunswick, N.J.","Sep 12, 2013","East Brunswick, N.J.",1,A,https://www.proquest.com/newspapers/report-lists-dirtiest-power-plants/docview/1431932722/se-2?accountid=13360,NJ
1579,cap_and_trade,YOUR VIEWS,,"The Record; Bergen County, N.J.","May 13, 2014","Bergen County, N.J.",A.10,OPINION,https://www.proquest.com/newspapers/your-views/docview/1523844407/se-2?accountid=13360,NJ
1629,cap_and_trade,Christie: N.J. to quit greenhouse gas accord,"Jordan, Bob","Asbury Park Press; Asbury Park, N.J.","May 26, 2011","Asbury Park, N.J.",,NJNEWS,https://www.proquest.com/newspapers/christie-n-j-quit-greenhouse-gas-accord/docview/868776185/se-2?accountid=13360,NJ
1642,cap_and_trade,YOUR VIEWS,Anonymous,"The Record; Bergen County, N.J.","Aug 2, 2009","Bergen County, N.J.",O.3,OPINION,https://www.proquest.com/newspapers/your-views/docview/426630661/se-2?accountid=13360,NJ
1666,cap_and_trade,Christie: N.J. to quit greenhouse gas accord,"Jordan, Bob","Home News Tribune; East Brunswick, N.J.","May 26, 2011","East Brunswick, N.J.",,NJNEWS,https://www.proquest.com/newspapers/christie-n-j-quit-greenhouse-gas-accord/docview/868775671/se-2?accountid=13360,NJ
1680,cap_and_trade,Gov. Christie's energy plan criticized,"Jordan, Bob","Home News Tribune; East Brunswick, N.J.","Jun 13, 2011","East Brunswick, N.J.",,NJNEWS,https://www.proquest.com/newspapers/gov-christies-energy-plan-criticized/docview/871550149/se-2?accountid=13360,NJ
1684,cap_and_trade,LoBiondo put politics over solid science,,"Daily Journal; Vineland, N.J.","Jun 29, 2009","Vineland, N.J.",,OPINION,https://www.proquest.com/newspapers/lobiondo-put-politics-over-solid-science/docview/442161144/se-2?accountid=13360,NJ
1722,cap_and_trade,"N.J. frets despite clean-air victory ; Bush plan won't curb pollution, state fears: [All Editions]","Diskin, Colleen","The Record; Bergen County, N.J.","Mar 10, 2005","Bergen County, N.J.",,NEWS,https://www.proquest.com/newspapers/n-j-frets-despite-clean-air-victory-bush-plan/docview/425887425/se-2?accountid=13360,NJ
1728,cap_and_trade,Chris Christie's energy plan criticized,"Jordan, Bob","Asbury Park Press; Asbury Park, N.J.","Jun 13, 2011","Asbury Park, N.J.",,NJNEWS,https://www.proquest.com/newspapers/chris-christies-energy-plan-criticized/docview/871550597/se-2?accountid=13360,NJ
1785,cap_and_trade,"Clean-air plan aids polluters, critics contend ; Some say retooled measure is too easy on power plants: [All Editions]","Nussbaum, Alex","The Record; Bergen County, N.J.","Dec 21, 2007","Bergen County, N.J.",,NEWS,https://www.proquest.com/newspapers/clean-air-plan-aids-polluters-critics-contend/docview/426483405/se-2?accountid=13360,NJ
1840,cap_and_trade,PSE&G BERGEN STATION TOPS EMISSION LIST,"O'Neill, James M","The Record; Bergen County, N.J.","Jan 27, 2012","Bergen County, N.J.",L.3,LOCAL,https://www.proquest.com/newspapers/pse-g-bergen-station-tops-emission-list/docview/918088282/se-2?accountid=13360,NJ
1856,cap_and_trade,N.J. AHEAD OF CURVE ON CLEAN ENERGY,"O'Neill, James M","The Record; Bergen County, N.J.","May 31, 2014","Bergen County, N.J.",A.1,NEWS,https://www.proquest.com/newspapers/n-j-ahead-curve-on-clean-energy/docview/1530848354/se-2?accountid=13360,NJ
1890,cap_and_trade,Climate Science and Conservative Politics,"Seher, Greg","Press of Atlantic City; Atlantic City, N.J.","Dec 07, 2011","Atlantic City, N.J.",,Blogs,https://www.proquest.com/newspapers/climate-science-conservative-politics/docview/909254208/se-2?accountid=13360,NJ
1920,cap_and_trade,Your 2 Cents: Global Warming,,"Asbury Park Press; Asbury Park, N.J.","Nov 28, 2010","Asbury Park, N.J.",,OPINION,https://www.proquest.com/newspapers/your-2-cents-global-warming/docview/814621413/se-2?accountid=13360,NJ
1926,cap_and_trade,Environmentalism replacing socialism as wealth-distribution scheme,"Krauthammer, Charles","Asbury Park Press; Asbury Park, N.J.","Dec 11, 2009","Asbury Park, N.J.",,OPINION,https://www.proquest.com/newspapers/environmentalism-replacing-socialism-as-wealth/docview/438280967/se-2?accountid=13360,NJ
1927,cap_and_trade,"N.J. joins global fight ; In Europe, Corzine signs pact on climate change: [All Editions]","REITMEYER, JOHN","The Record; Bergen County, N.J.","Oct 30, 2007","Bergen County, N.J.",,NEWS,https://www.proquest.com/newspapers/n-j-joins-global-fight-europe-corzine-signs-pact/docview/426461370/se-2?accountid=13360,NJ
1939,cap_and_trade,Obama gets kudos,,"Asbury Park Press; Asbury Park, N.J.","Oct 11, 2012","Asbury Park, N.J.",11,A,https://www.proquest.com/newspapers/obama-gets-kudos/docview/1316690515/se-2?accountid=13360,NJ
2024,cap_and_trade,Greenhouse bill passed by N.J. Assembly,"O'Neill, James M","The Record; Bergen County, N.J.","May 25, 2012","Bergen County, N.J.",A.5,NEWS,https://www.proquest.com/newspapers/greenhouse-bill-passed-n-j-assembly/docview/1015790087/se-2?accountid=13360,NJ
2072,cap_and_trade,Environmental leaders look beyond parties,,"Home News Tribune; East Brunswick, N.J.","Aug 31, 2009","East Brunswick, N.J.",,OPINION,https://www.proquest.com/newspapers/environmental-leaders-look-beyond-parties/docview/438165961/se-2?accountid=13360,NJ
2198,cap_and_trade,LEGISLATIVE ROUNDUP,"Linhorst, Michael; Reitmeyer, John","The Record; Bergen County, N.J.","Dec 13, 2013","Bergen County, N.J.",A.5,NEWS,https://www.proquest.com/newspapers/legislative-roundup/docview/1467665548/se-2?accountid=13360,NJ
2255,cap_and_trade,YOUR VIEWS,Anonymous,"The Record; Bergen County, N.J.","Jun 12, 2011","Bergen County, N.J.",O.3,OPINION,https://www.proquest.com/newspapers/your-views/docview/871417828/se-2?accountid=13360,NJ
2276,cap_and_trade,Attacking global warming ; N.J. could penalize utilities that pollute: [All Editions],"Nussbaum, Alex","The Record; Bergen County, N.J.","Nov 18, 2007","Bergen County, N.J.",,NEWS,https://www.proquest.com/newspapers/attacking-global-warming-n-j-could-penalize/docview/426473125/se-2?accountid=13360,NJ
2323,cap_and_trade,COURT TO HEAR ARGUMENTS ON GREENHOUSE GAS PROGRAM,"Fallon, Scott","The Record; Bergen County, N.J.","Dec 25, 2013","Bergen County, N.J.",A.3,NEWS,https://www.proquest.com/newspapers/court-hear-arguments-on-greenhouse-gas-program/docview/1471412159/se-2?accountid=13360,NJ
2326,cap_and_trade,CHRISTIE'S VIEWS ON WARMING DRAW HEAT FROM SIERRA CLUB,"O'Neill, James M","The Record; Bergen County, N.J.","Nov 12, 2010","Bergen County, N.J.",L.3,LOCAL,https://www.proquest.com/newspapers/christies-views-on-warming-draw-heat-sierra-club/docview/763489305/se-2?accountid=13360,NJ
2333,cap_and_trade,Clean energy our 21st century moon shot,,"Home News Tribune; East Brunswick, N.J.","Aug 7, 2009","East Brunswick, N.J.",,OPINION,https://www.proquest.com/newspapers/clean-energy-our-21st-century-moon-shot/docview/438169071/se-2?accountid=13360,NJ
2348,cap_and_trade,RALLYING FOR A REPEAL,"Fallon, Scott","The Record; Bergen County, N.J.","Apr 21, 2011","Bergen County, N.J.",L.1,LOCAL,https://www.proquest.com/newspapers/rallying-repeal/docview/862834137/se-2?accountid=13360,NJ
2350,cap_and_trade,"Voice of the People, May 25, 2011",Anonymous,"Press of Atlantic City; Atlantic City, N.J.","May 25, 2011","Atlantic City, N.J.",,Opinion,https://www.proquest.com/newspapers/voice-people-may-25-2011/docview/868616789/se-2?accountid=13360,NJ
2388,cap_and_trade,Q&A with Congressional Candidates,"Jackson, Herb","The Record; Bergen County, N.J.","Sep 30, 2010","Bergen County, N.J.",L.3,LOCAL,https://www.proquest.com/newspapers/q-with-congressional-candidates/docview/756819142/se-2?accountid=13360,NJ
2397,cap_and_trade,CHRISTIE SHIFTS GOALS ON ENERGY,"REITMEYER, JOHN; O'Neill, James M; Fallon, Scott","The Record; Bergen County, N.J.","Jun 8, 2011","Bergen County, N.J.",A.1,NEWS,https://www.proquest.com/newspapers/christie-shifts-goals-on-energy/docview/870632263/se-2?accountid=13360,NJ
2400,cap_and_trade,Top Christie adviser seen as national GOP force,"Method, Jason","Asbury Park Press; Asbury Park, N.J.","Aug 20, 2011","Asbury Park, N.J.",,NJNEWS,https://www.proquest.com/newspapers/top-christie-adviser-seen-as-national-gop-force/docview/884480526/se-2?accountid=13360,NJ
2418,cap_and_trade,LAWMAKERS VOTE TO KEEP EMISSIONS PACT,"O'Neill, James M","The Record; Bergen County, N.J.","Jul 1, 2011","Bergen County, N.J.",L.3,LOCAL,https://www.proquest.com/newspapers/lawmakers-vote-keep-emissions-pact/docview/874376663/se-2?accountid=13360,NJ
2426,cap_and_trade,Christie adviser a force,"Method, Jason","Asbury Park Press; Asbury Park, N.J.","Aug 21, 2011","Asbury Park, N.J.",4,A,https://www.proquest.com/newspapers/christie-adviser-force/docview/1317095722/se-2?accountid=13360,NJ
2427,cap_and_trade,Top Christie adviser seen as national GOP force,"Method, Jason","Home News Tribune; East Brunswick, N.J.","Aug 20, 2011","East Brunswick, N.J.",,NJNEWS,https://www.proquest.com/newspapers/top-christie-adviser-seen-as-national-gop-force/docview/884465599/se-2?accountid=13360,NJ
2441,cap_and_trade,A war on warming ; Document calls for politically risky steps: [All Editions],"Nussbaum, Alex","The Record; Bergen County, N.J.","Dec 5, 2007","Bergen County, N.J.",,NEWS,https://www.proquest.com/newspapers/war-on-warming-document-calls-politically-risky/docview/426485077/se-2?accountid=13360,NJ
2484,cap_and_trade,GROUPS SUE N.J. OVER PULLOUT FROM GREENHOUSE GAS PROGRAM,"O'Neill, James M","The Record; Bergen County, N.J.","Jun 7, 2012","Bergen County, N.J.",A.3,NEWS,https://www.proquest.com/newspapers/groups-sue-n-j-over-pullout-greenhouse-gas/docview/1018984622/se-2?accountid=13360,NJ
2546,cap_and_trade,"Top court to rule on greenhouse gas dispute ; N.J., other states want EPA to restrict car emissions: [All Editions]","Diskin, Colleen","The Record; Bergen County, N.J.","Jun 27, 2006","Bergen County, N.J.",,NEWS,https://www.proquest.com/newspapers/top-court-rule-on-greenhouse-gas-dispute-n-j/docview/426302050/se-2?accountid=13360,NJ
2584,cap_and_trade,CHRISTIE OPPOSES POLLUTION PETITION,"Fallon, Scott","The Record; Bergen County, N.J.","Dec 10, 2013","Bergen County, N.J.",A.1,NEWS,https://www.proquest.com/newspapers/christie-opposes-pollution-petition/docview/1466144305/se-2?accountid=13360,NJ
2588,cap_and_trade,Christie gets mixed reviews on environmental record,John Froonjian Statehouse Bureau Chief,"Press of Atlantic City; Atlantic City, N.J.","Aug 22, 2011","Atlantic City, N.J.",,News,https://www.proquest.com/newspapers/christie-gets-mixed-reviews-on-environmental/docview/884672257/se-2?accountid=13360,NJ
2625,cap_and_trade,Former DEP commissioner to leave EPA,,"Home News Tribune; East Brunswick, N.J.","Dec 28, 2012","East Brunswick, N.J.",,A,https://www.proquest.com/newspapers/former-dep-commissioner-leave-epa/docview/1264878740/se-2?accountid=13360,NJ
2626,cap_and_trade,Advocates cheer Jackson choice: Former Jersey DEP head named to lead EPA,"O'Neill, James M; Staff Writer 1 1  Staff Writer 
","The Record; Bergen County, N.J.","Dec 16, 2008","Bergen County, N.J.",A.8,NEWS,https://www.proquest.com/newspapers/advocates-cheer-jackson-choice/docview/426581051/se-2?accountid=13360,NJ
