,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
71,cap_and_trade,ENVIRONMENTAL WATCH; Gore praises Brown's work in climate change activism; Former vice president lauds cap-and-trade program at a forum in San Francisco.,"Megerian, Chris","Los Angeles Times; Los Angeles, Calif.","Jul 25, 2017","Los Angeles, Calif.",,California; Part B; Local Desk,https://www.proquest.com/newspapers/environmental-watch-gore-praises-browns-work/docview/1922787141/se-2?accountid=13360,CA
87,cap_and_trade,Governor pushes cap-and-trade system,"TribbleSTAFF, Sarah Jane","Oakland Tribune; Oakland, Calif.","Jun 4, 2007","Oakland, Calif.",1,San Mateo,https://www.proquest.com/newspapers/governor-pushes-cap-trade-system/docview/352209893/se-2?accountid=13360,CA
105,cap_and_trade,California's cap-and-trade program is good news for cleantech,"Hull, Dana","Oakland Tribune; Oakland, Calif.","Nov 13, 2012","Oakland, Calif.",,News,https://www.proquest.com/newspapers/californias-cap-trade-program-is-good-news/docview/1152080514/se-2?accountid=13360,CA
110,cap_and_trade,State must stop diverting cap-and-trade revenue,,"The Salinas Californian; Salinas, Calif.","Jul 6, 2019","Salinas, Calif.",A.6,News,https://www.proquest.com/newspapers/state-must-stop-diverting-cap-trade-revenue/docview/2254074636/se-2?accountid=13360,CA
111,cap_and_trade,State must stop diverting cap-and-trade revenue,,"Visalia Times - Delta / Tulare Advance - Register; Visalia, Calif.","Jul 6, 2019","Visalia, Calif.",A.9,News,https://www.proquest.com/newspapers/state-must-stop-diverting-cap-trade-revenue/docview/2254123691/se-2?accountid=13360,CA
123,cap_and_trade,Air quality agency may scrap cap-and-trade program,"Danelski, David","Daily News; Los Angeles, Calif.","Oct 23, 2016","Los Angeles, Calif.",,Environment And Nature,https://www.proquest.com/newspapers/air-quality-agency-may-scrap-cap-trade-program/docview/1831365912/se-2?accountid=13360,CA
125,cap_and_trade,CAP AND TRADE,"Wallace, Jamie","The Press Democrat; Santa Rosa, Calif.","Jun 30, 2009","Santa Rosa, Calif.",B.4,LOCAL,https://www.proquest.com/newspapers/cap-trade/docview/281004243/se-2?accountid=13360,CA
140,cap_and_trade,Opposition to cap-and-trade efforts is misguided,"Elias, Thomas D","Daily Breeze; Torrance, Calif.","Feb 13, 2010","Torrance, Calif.",,Opinion,https://www.proquest.com/newspapers/opposition-cap-trade-efforts-is-misguided/docview/753803915/se-2?accountid=13360,CA
142,cap_and_trade,Thomas D. Elias: Cap and trade foes misguided,"Elias, Thomas D","Press - Telegram; Long Beach, Calif.","Feb 13, 2010","Long Beach, Calif.",,Opinion,https://www.proquest.com/newspapers/thomas-d-elias-cap-trade-foes-misguided/docview/382104950/se-2?accountid=13360,CA
147,cap_and_trade,Valley voice: 'Cap and trade' proposals nothing but a sham,"Giola, Vincent","The Desert Sun; Palm Springs, Calif.","May 25, 2008","Palm Springs, Calif.",,Opinion,https://www.proquest.com/newspapers/valley-voice-cap-trade-proposals-nothing-sham/docview/439805517/se-2?accountid=13360,CA
149,cap_and_trade,Latest California innovation: A Republican case for cap and trade,"Rosenhall, Laurel","Daily News; Los Angeles, Calif.","Jul 22, 2017","Los Angeles, Calif.",,Environment And Nature,https://www.proquest.com/newspapers/latest-california-innovation-republican-case-cap/docview/1922302253/se-2?accountid=13360,CA
150,cap_and_trade,Cap and trade highlights difference in Calif. politics,,"The Salinas Californian; Salinas, Calif.","Aug 16, 2017","Salinas, Calif.",A.7,News,https://www.proquest.com/newspapers/cap-trade-highlights-difference-calif-politics/docview/1929016819/se-2?accountid=13360,CA
160,cap_and_trade,This is one little town in Arkansas' role in California's cap and trade program,"Rosenhall, Laurel","Daily News; Los Angeles, Calif.","Jul 31, 2015","Los Angeles, Calif.",,Environment And Nature,https://www.proquest.com/newspapers/this-is-one-little-town-arkansas-role-californias/docview/1700396437/se-2?accountid=13360,CA
163,cap_and_trade,My Word: Cap and trade plan should wait until economy improves,"Chen, Helen","Oakland Tribune; Oakland, Calif.","May 27, 2009","Oakland, Calif.",,My Town,https://www.proquest.com/newspapers/my-word-cap-trade-plan-should-wait-until-economy/docview/352350683/se-2?accountid=13360,CA
166,cap_and_trade,Why hasn't California's cap and trade pollution program been a model for US?,"Rosenhall, Laurel","Daily News; Los Angeles, Calif.","Jul 31, 2015","Los Angeles, Calif.",,Environment And Nature,https://www.proquest.com/newspapers/why-hasnt-californias-cap-trade-pollution-program/docview/1700395785/se-2?accountid=13360,CA
170,cap_and_trade,Lawmakers announce plan to extend California cap-and-trade program,"Ronayne, Kathleen","The Press Democrat; Santa Rosa, Calif.","Jul 11, 2017","Santa Rosa, Calif.",,News,https://www.proquest.com/newspapers/lawmakers-announce-plan-extend-california-cap/docview/1917943428/se-2?accountid=13360,CA
179,cap_and_trade,"The Nation; Obama still plans to cut emissions; A cap-and-trade initiative would limit greenhouse gases -- some fear, at the economy's expense.","Tankersley, Jim","Los Angeles Times; Los Angeles, Calif.","Jan 25, 2009","Los Angeles, Calif.",,Main News; Part A; National Desk,https://www.proquest.com/newspapers/nation-obama-still-plans-cut-emissions-cap-trade/docview/422396423/se-2?accountid=13360,CA
199,cap_and_trade,Cap and trade clouded by secrecy,"Rosenhall, Laurel","The Desert Sun; Palm Springs, Calif.","Jul 26, 2015","Palm Springs, Calif.",14,A,https://www.proquest.com/newspapers/cap-trade-clouded-secrecy/docview/1699157480/se-2?accountid=13360,CA
260,cap_and_trade,Why spending cap-and-trade funds at ports makes sense: Guest commentary,,"Daily News; Los Angeles, Calif.","Jan 19, 2016","Los Angeles, Calif.",,Opinion,https://www.proquest.com/newspapers/why-spending-cap-trade-funds-at-ports-makes-sense/docview/1758006034/se-2?accountid=13360,CA
261,cap_and_trade,Cap and trade: Is California a leader or a loner?,Laurel Rosenhall CALmatters,"Oakland Tribune; Oakland, Calif.","Aug 8, 2015","Oakland, Calif.",,Breaking,https://www.proquest.com/newspapers/cap-trade-is-california-leader-loner/docview/1702266134/se-2?accountid=13360,CA
272,cap_and_trade,Why spending cap-and-trade funds at ports makes sense: Guest commentary,,"Press - Telegram; Long Beach, Calif.","Jan 19, 2016","Long Beach, Calif.",,Local 1,https://www.proquest.com/newspapers/why-spending-cap-trade-funds-at-ports-makes-sense/docview/1758058622/se-2?accountid=13360,CA
279,cap_and_trade,Hiding the cost of cap-and-trade program fuels public cynicism: Guest commentary,"Lackey, Tom","Daily News; Los Angeles, Calif.","Jun 10, 2016","Los Angeles, Calif.",,Opinion,https://www.proquest.com/newspapers/hiding-cost-cap-trade-program-fuels-public/docview/1795690797/se-2?accountid=13360,CA
282,cap_and_trade,Clean energy policies like cap and trade a boon for region’s businesses,"Brown, Spencer","Daily News; Los Angeles, Calif.","Feb 24, 2018","Los Angeles, Calif.",,Opinion,https://www.proquest.com/newspapers/clean-energy-policies-like-cap-trade-boon-region/docview/2007781824/se-2?accountid=13360,CA
283,cap_and_trade,USC DORNSIFE/TIMES POLL; Voters strongly support cap-and-trade plan in state,"Lifsher, Marc","Los Angeles Times; Los Angeles, Calif.","Nov 16, 2012","Los Angeles, Calif.",,Business; Part B; Business Desk,https://www.proquest.com/newspapers/usc-dornsife-times-poll-voters-strongly-support/docview/1152081413/se-2?accountid=13360,CA
290,cap_and_trade,Clean energy policies like cap and trade a boon for region’s businesses,"Brown, Spencer","Redlands Daily Facts; Redlands, Calif.","Feb 24, 2018","Redlands, Calif.",,Opinion,https://www.proquest.com/newspapers/clean-energy-policies-like-cap-trade-boon-region/docview/2127835227/se-2?accountid=13360,CA
291,cap_and_trade,Assembly candidates talk cap and trade: Republicans debate issues at forum,"Hernandez, Luis","Visalia Times - Delta / Tulare Advance - Register; Visalia, Calif.","Feb 17, 2018","Visalia, Calif.",A.6,News,https://www.proquest.com/newspapers/assembly-candidates-talk-cap-trade/docview/2002611818/se-2?accountid=13360,CA
299,cap_and_trade,"THE NATION; Bush Seeks to Curb Power Plant Emissions, Sets Climate Goals; Environment: Program would offer incentives to firms to cut 3 pollutants. Critics say proposals fall short of current rules and president's promises.: [Home Edition]","Shogren, Elizabeth; Polakovic, Gary","Los Angeles Times; Los Angeles, Calif.","Feb 15, 2002","Los Angeles, Calif.",,Part A; National Desk,https://www.proquest.com/newspapers/nation-bush-seeks-curb-power-plant-emissions-sets/docview/421695152/se-2?accountid=13360,CA
303,cap_and_trade,Cap-and-trade system an economic net positive for Inland Empire: Guest commentary,"Elkind, Ethan; Jones, Betony; Perry, F Noel","Inland Valley Daily Bulletin; Ontario, Calif.","Jul 12, 2017","Ontario, Calif.",,Local 1,https://www.proquest.com/newspapers/cap-trade-system-economic-net-positive-inland/docview/1918279803/se-2?accountid=13360,CA
304,cap_and_trade,Clean energy policies like cap and trade a boon for region’s businesses,"Brown, Spencer","Daily Breeze; Torrance, Calif.","Feb 24, 2018","Torrance, Calif.",,Opinion,https://www.proquest.com/newspapers/clean-energy-policies-like-cap-trade-boon-region/docview/2127895725/se-2?accountid=13360,CA
306,cap_and_trade,California Assembly GOP leader faces calls to quit after supporting cap-and-trade program,"Horseman, Jeff","Pasadena Star - News; Pasadena, Calif.","Jul 22, 2017","Pasadena, Calif.",,California News,https://www.proquest.com/newspapers/california-assembly-gop-leader-faces-calls-quit/docview/2131855077/se-2?accountid=13360,CA
308,cap_and_trade,California Assembly GOP leader faces calls to quit after supporting cap-and-trade program,"Horseman, Jeff","Daily News; Los Angeles, Calif.","Jul 21, 2017","Los Angeles, Calif.",,Government And Politics,https://www.proquest.com/newspapers/california-assembly-gop-leader-faces-calls-quit/docview/1922205970/se-2?accountid=13360,CA
309,cap_and_trade,Why Chad Mayes doesn’t regret losing his GOP leadership job over cap-and-trade,"Horseman, Jeff","The Sun; San Bernardino, Calif.","Dec 22, 2017","San Bernardino, Calif.",,News,https://www.proquest.com/newspapers/why-chad-mayes-doesn-t-regret-losing-his-gop/docview/2132779356/se-2?accountid=13360,CA
310,cap_and_trade,Why Chad Mayes doesn’t regret losing his GOP leadership job over cap-and-trade,"Horseman, Jeff","Redlands Daily Facts; Redlands, Calif.","Dec 22, 2017","Redlands, Calif.",,News,https://www.proquest.com/newspapers/why-chad-mayes-doesn-t-regret-losing-his-gop/docview/2127842759/se-2?accountid=13360,CA
315,cap_and_trade,Ignore cap-and-trade's detractors; California's carbon-pricing effort isn't failing -- it's reducing emissions.,"Burtraw, Dallas","Los Angeles Times; Los Angeles, Calif.","Jun 23, 2016","Los Angeles, Calif.",,Main News; Part A; Opinion Desk,https://www.proquest.com/newspapers/ignore-cap-trades-detractors-californias-carbon/docview/1798933587/se-2?accountid=13360,CA
316,cap_and_trade,"Nov. 17 Readers' letters: Gen. David Petraeus, California's cap and trade and the value of bike lanes",,"San Jose Mercury News; San Jose, Calif.","Nov 17, 2012","San Jose, Calif.",A.11,Editorial,https://www.proquest.com/newspapers/nov-17-readers-letters-gen-david-petraeus/docview/1172477711/se-2?accountid=13360,CA
317,cap_and_trade,State gas tax floated as option; State Senate leader proposes it as option to cap-and-trade carbon credits.,"Lifsher, Marc","Los Angeles Times; Los Angeles, Calif.","Feb 21, 2014","Los Angeles, Calif.",,Business; Part B; Business Desk,https://www.proquest.com/newspapers/state-gas-tax-floated-as-option-senate-leader/docview/1500629199/se-2?accountid=13360,CA
320,cap_and_trade,"New bullet train funds sought; Gov. Brown wants to tap cap-and-trade revenue, but some environmental groups oppose the plan.","Vartabedian, Ralph; Megerian, Chris","Los Angeles Times; Los Angeles, Calif.","Jan 8, 2014","Los Angeles, Calif.",,Main News; Part A; Metro Desk,https://www.proquest.com/newspapers/new-bullet-train-funds-sought-gov-brown-wants-tap/docview/1474978481/se-2?accountid=13360,CA
324,cap_and_trade,Pollution credit plan in limbo; Proponents of cap- and-trade rules say a court-halted program can still be revived.,"Roosevelt, Margot","Los Angeles Times; Los Angeles, Calif.","Mar 23, 2011","Los Angeles, Calif.",,Business; Part B; Business Desk,https://www.proquest.com/newspapers/pollution-credit-plan-limbo-proponents-cap-trade/docview/858099502/se-2?accountid=13360,CA
326,cap_and_trade,Air board set to adopt cap-and-trade plan; Officials hail the program as flexible and sensitive to economic conditions.,"Roosevelt, Margot","Los Angeles Times; Los Angeles, Calif.","Dec 16, 2010","Los Angeles, Calif.",,LATExtra; Part AA; Metro Desk,https://www.proquest.com/newspapers/air-board-set-adopt-cap-trade-plan-officials-hail/docview/817756610/se-2?accountid=13360,CA
329,cap_and_trade,BROWN'S TOUGHEST SELL: CAP AND TRADE: GOVERNOR MUST THREAD NEEDLE' TO EXTEND STATE'S LANDMARK LAW,"Murphy, Katy","The Mercury News; San Jose, Calif.","Jul 9, 2017","San Jose, Calif.",A.1,Front,https://www.proquest.com/newspapers/browns-toughest-sell-cap-trade/docview/1917660338/se-2?accountid=13360,CA
330,cap_and_trade,Brown signs law extending cap and trade; Ceremony showcases the growing consensus that climate change program is a fixture.,"Megerian, Chris","Los Angeles Times; Los Angeles, Calif.","Jul 26, 2017","Los Angeles, Calif.",,California; Part B; Local Desk,https://www.proquest.com/newspapers/brown-signs-law-extending-cap-trade-ceremony/docview/1923184318/se-2?accountid=13360,CA
331,cap_and_trade,BROWN'S TOUGHEST SELL: CAP AND TRADE: GOVERNOR MUST THREAD NEEDLE' TO EXTEND STATE'S LANDMARK LAW,"Murphy, Katy","East Bay Times; Walnut Creek, Calif.","Jul 9, 2017","Walnut Creek, Calif.",A.1,News,https://www.proquest.com/newspapers/browns-toughest-sell-cap-trade/docview/1917660461/se-2?accountid=13360,CA
333,cap_and_trade,ESSENTIAL POLITICS; Lawsuit may threaten state climate program; Appellate court could soon rule on years-old challenge of landmark cap-and-trade policy.,"Megerian, Chris","Los Angeles Times; Los Angeles, Calif.","Jan 22, 2017","Los Angeles, Calif.",,California; Part B; Local Desk,https://www.proquest.com/newspapers/essential-politics-lawsuit-may-threaten-state/docview/1860407694/se-2?accountid=13360,CA
337,cap_and_trade,The climate change fight at the pump; California's cap-and-trade law is about to boost gasoline prices. A carbon tax would be better.,,"Los Angeles Times; Los Angeles, Calif.","Jul 14, 2014","Los Angeles, Calif.",,Main News; Part A; Editorial Desk,https://www.proquest.com/newspapers/climate-change-fight-at-pump-californias-cap/docview/1544718736/se-2?accountid=13360,CA
347,cap_and_trade,Bipartisan votes extend cap and trade to 2030; Eight Republicans join Democrats to pass California climate plan hailed by Brown as 'good government.',"Mason, Melanie; Megerian, Chris","Los Angeles Times; Los Angeles, Calif.","Jul 18, 2017","Los Angeles, Calif.",,Main News; Part A; Local Desk,https://www.proquest.com/newspapers/bipartisan-votes-extend-cap-trade-2030-eight/docview/1919845076/se-2?accountid=13360,CA
348,cap_and_trade,THE NATION; U.S. sues California over climate pact; Trump administration aims to nullify the state's cap-and-trade deal with Quebec.,"Phillips, Anna M; Diaz, Alexa; Barboza, Tony","Los Angeles Times; Los Angeles, Calif.","Oct 24, 2019","Los Angeles, Calif.",,Main News; Part A; National Desk,https://www.proquest.com/newspapers/nation-u-s-sues-california-over-climate-pact/docview/2307903844/se-2?accountid=13360,CA
349,cap_and_trade,"Mathis defends cap-and-trade vote: Republican says, 'I'm not about to tell 10,000 families they were out of jobs'","Romero, Sheyanne N","Visalia Times - Delta / Tulare Advance - Register; Visalia, Calif.","Jul 29, 2017","Visalia, Calif.",A.5,News,https://www.proquest.com/newspapers/mathis-defends-cap-trade-vote/docview/1924201921/se-2?accountid=13360,CA
350,cap_and_trade,WHY CALIFORNIA WORKS AND WASHINGTON DOESN'T: SENATE FUMBLES MAJOR LEGISLATION WHILE THE GOLDEN STATE GETS THE JOB DONE. BIPARTISAN: BARGAINS BRING REPUBLICANS AND DEMOCRATS TOGETHER ON CAP-AND-TRADE POLICY,"Murphy, Katy; Rogers, Paul","East Bay Times; Walnut Creek, Calif.","Jul 19, 2017","Walnut Creek, Calif.",A.1,News,https://www.proquest.com/newspapers/why-california-works-washington-doesnt/docview/1920303871/se-2?accountid=13360,CA
352,cap_and_trade,Mercury News Interview: Mary Nichols of the California Air Resources Board: HEAD OF AIR RESOURCES BOARD SAYS STATE WILL LEAD WAY WITH ITS CAP-AND-TRADE PROGRAM,"Hull, Dana","San Jose Mercury News; San Jose, Calif.","Nov 10, 2012","San Jose, Calif.",C.1,Business,https://www.proquest.com/newspapers/mercury-news-interview-mary-nichols-california/docview/1151323269/se-2?accountid=13360,CA
371,cap_and_trade,"ENVIRONMENT; Climate program fight just got harder; With road bill tax hike still fresh, lawmakers may not have another two-thirds vote in them","Mason, Melanie; Megerian, Chris","Los Angeles Times; Los Angeles, Calif.","Apr 16, 2017","Los Angeles, Calif.",,California; Part B; Local Desk,https://www.proquest.com/newspapers/environment-climate-program-fight-just-got-harder/docview/1888392252/se-2?accountid=13360,CA
384,cap_and_trade,Feinstein touts bills aimed at environment,"Fischer, Douglas","Oakland Tribune; Oakland, Calif.","Feb 24, 2007","Oakland, Calif.",,Review,https://www.proquest.com/newspapers/feinstein-touts-bills-aimed-at-environment/docview/352132101/se-2?accountid=13360,CA
390,cap_and_trade,"THE ENVIRONMENT; COOL RECEPTION; Progressives, environmentalists are ambivalent on cap-trade plan","Mason, Melanie; Megerian, Chris; Barboza, Tony","Los Angeles Times; Los Angeles, Calif.","Jul 12, 2017","Los Angeles, Calif.",,California; Part B; Local Desk,https://www.proquest.com/newspapers/environment-cool-reception-progressives/docview/1917810246/se-2?accountid=13360,CA
392,cap_and_trade,"ENVIRONMENT; State sells all 2013 pollution credits; The auction brings in a less-than-expected $290 million, but officials are pleased.","Lopez, Ricardo","Los Angeles Times; Los Angeles, Calif.","Nov 20, 2012","Los Angeles, Calif.",,Business; Part B; Business Desk,https://www.proquest.com/newspapers/environment-state-sells-all-2013-pollution/docview/1171302217/se-2?accountid=13360,CA
397,cap_and_trade,ENVIRONMENT; Renewing an old divide; Battle over carbon offsets reignites debate over climate policy goals,"Megerian, Chris","Los Angeles Times; Los Angeles, Calif.","Mar 14, 2017","Los Angeles, Calif.",,California; Part B; Local Desk,https://www.proquest.com/newspapers/environment-renewing-old-divide-battle-over/docview/1876665258/se-2?accountid=13360,CA
400,cap_and_trade,THE ENVIRONMENT; Issues of race and class ignite climate debate; Some question policies that seem to favor rich over poor,"Dillon, Liam","Los Angeles Times; Los Angeles, Calif.","Aug 23, 2016","Los Angeles, Calif.",,California; Part B; Local Desk,https://www.proquest.com/newspapers/environment-issues-race-class-ignite-climate/docview/1813052541/se-2?accountid=13360,CA
406,cap_and_trade,"Industry warms up to Obama's climate plan; Some companies think the proposal, if done right, could help the environment while boosting their profits.","Tankersley, Jim","Los Angeles Times; Los Angeles, Calif.","May 18, 2009","Los Angeles, Calif.",,Main News; Part A; National Desk,https://www.proquest.com/newspapers/industry-warms-up-obamas-climate-plan-some/docview/422402375/se-2?accountid=13360,CA
415,cap_and_trade,Governor pushes warming market system,"TribbleSTAFF, Sarah Jane","Oakland Tribune; Oakland, Calif.","Jun 5, 2007","Oakland, Calif.",1,Review,https://www.proquest.com/newspapers/governor-pushes-warming-market-system/docview/352222882/se-2?accountid=13360,CA
419,cap_and_trade,Our Environment and Our Economy,"Hall, Isadore","Los Angeles Sentinel; Los Angeles, Calif.","Jan 9-Jan 15, 2014","Los Angeles, Calif.",,OPINION,https://www.proquest.com/newspapers/our-environment-economy/docview/1500276940/se-2?accountid=13360,CA
442,cap_and_trade,Long record of protecting environment: Cheryl Brown,"Brown, Cheryl","The Sun; San Bernardino, Calif.","Apr 28, 2017","San Bernardino, Calif.",,Local 1,https://www.proquest.com/newspapers/long-record-protecting-environment-cheryl-brown/docview/1892917580/se-2?accountid=13360,CA
443,cap_and_trade,THE ENVIRONMENT; A delicate balancing act,"Megerian, Chris; Mason, Melanie","Los Angeles Times; Los Angeles, Calif.","Aug 23, 2016","Los Angeles, Calif.",,California; Part B; Local Desk,https://www.proquest.com/newspapers/environment-delicate-balancing-act/docview/1813052475/se-2?accountid=13360,CA
450,cap_and_trade,POLL IS CLEAR: ENVIRONMENT VITAL TO CALIFORNIANS,,"East Bay Times; Walnut Creek, Calif.","Jul 30, 2017","Walnut Creek, Calif.",A.14,Opinion,https://www.proquest.com/newspapers/poll-is-clear-environment-vital-californians/docview/1925988638/se-2?accountid=13360,CA
451,cap_and_trade,Protecting environment more than matter of political expediency: Cheryl Brown,"Brown, Cheryl","The Sun; San Bernardino, Calif.","Aug 4, 2017","San Bernardino, Calif.",,Local 1,https://www.proquest.com/newspapers/protecting-environment-more-than-matter-political/docview/1925969624/se-2?accountid=13360,CA
477,cap_and_trade,"ENVIRONMENT; Tokyo's goal: Be the greenest; City gets very serious about recycling, emissions, plant life and solar power","Dickerson, Marla","Los Angeles Times; Los Angeles, Calif.","Apr 23, 2010","Los Angeles, Calif.",,Business; Part B; Business Desk,https://www.proquest.com/newspapers/environment-tokyos-goal-be-greenest-city-gets/docview/230897203/se-2?accountid=13360,CA
478,cap_and_trade,Thomas Friedman: What's not in Senate's energy bill is bigger story,,"San Gabriel Valley Tribune; West Covina, Calif.","Jun 26, 2007","West Covina, Calif.",,Opinion,https://www.proquest.com/newspapers/thomas-friedman-whats-not-senates-energy-bill-is/docview/379662889/se-2?accountid=13360,CA
481,cap_and_trade,THE NATION; A big move on climate change; President Obama's low-key rollout of a major plan reflects his shift in strategy on the environment.,"Hennessey, Kathleen","Los Angeles Times; Los Angeles, Calif.","Jun 1, 2014","Los Angeles, Calif.",,Main News; Part A; National Desk,https://www.proquest.com/newspapers/nation-big-move-on-climate-change-president/docview/1530747610/se-2?accountid=13360,CA
482,cap_and_trade,ENVIRONMENT; KEY BUDGET SPENDING CATEGORIES,"Megerian, Chris","Los Angeles Times; Los Angeles, Calif.","Jan 10, 2015","Los Angeles, Calif.",,Main News; Part A; Metro Desk,https://www.proquest.com/newspapers/environment-key-budget-spending-categories/docview/1643930874/se-2?accountid=13360,CA
491,cap_and_trade,California’s emissions dip - but climate policies get less credit than the weather,CALmatters,"Daily News; Los Angeles, Calif.","Dec 1, 2017","Los Angeles, Calif.",,News,https://www.proquest.com/newspapers/california-s-emissions-dip-climate-policies-get/docview/1970895200/se-2?accountid=13360,CA
508,cap_and_trade,"California lawmakers, defend our environment",,"The Desert Sun; Palm Springs, Calif.","Jan 30, 2018","Palm Springs, Calif.",A.1,News,https://www.proquest.com/newspapers/california-lawmakers-defend-our-environment/docview/1993211434/se-2?accountid=13360,CA
530,cap_and_trade,BUSINESS BRIEFING / ENVIRONMENT; Apple quits U.S. Chamber,Anonymous,"Los Angeles Times; Los Angeles, Calif.","Oct 6, 2009","Los Angeles, Calif.",,Business; Part B; Business Desk,https://www.proquest.com/newspapers/business-briefing-environment-apple-quits-u-s/docview/422263971/se-2?accountid=13360,CA
535,cap_and_trade,"THE ENVIRONMENT; California's climate fight could be painful; New regulations are meant to be tough on emissions. But experts predict they'll be hard on job growth and wallets, too.","Vartabedian, Ralph","Los Angeles Times; Los Angeles, Calif.","Dec 11, 2016","Los Angeles, Calif.",,California; Part B; Metro Desk,https://www.proquest.com/newspapers/environment-californias-climate-fight-could-be/docview/1847613168/se-2?accountid=13360,CA
540,cap_and_trade,Boxer resigned to incremental progress on the environment,"Zapler, Mike","Oakland Tribune; Oakland, Calif.","Nov 18, 2010","Oakland, Calif.",,Breaking,https://www.proquest.com/newspapers/boxer-resigned-incremental-progress-on/docview/814343984/se-2?accountid=13360,CA
560,cap_and_trade,The Senate's environmental leader and the real science: Editorial,,"Daily News; Los Angeles, Calif.","Nov 11, 2014","Los Angeles, Calif.",,Opinion,https://www.proquest.com/newspapers/senates-environmental-leader-real-science/docview/1622873791/se-2?accountid=13360,CA
566,cap_and_trade,California's global warming law takes a hit,"Rogers, Paul","Oakland Tribune; Oakland, Calif.","Mar 21, 2011","Oakland, Calif.",,News,https://www.proquest.com/newspapers/californias-global-warming-law-takes-hit/docview/857969322/se-2?accountid=13360,CA
579,cap_and_trade,More than half of Californians say they know nothing about landmark global-warming law,"Hull, Dana","Oakland Tribune; Oakland, Calif.","Aug 1, 2012","Oakland, Calif.",,Breaking,https://www.proquest.com/newspapers/more-than-half-californians-say-they-know-nothing/docview/1030478460/se-2?accountid=13360,CA
