previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
651,cap_and_trade,"As the world burns, don't expect to hear much about it in Missouri's U.S. Senate race","Suntrup, Jack","St. Louis Post - Dispatch; St. Louis, Mo.","Oct 5, 2018","St. Louis, Mo.",A.1,News,https://www.proquest.com/newspapers/as-world-burns-dont-expect-hear-much-about/docview/2116421898/se-2?accountid=13360,MO
676,cap_and_trade,LETTERS TO THE EDITOR: [FIVE STAR LATE LIFT Edition],,"St. Louis Post - Dispatch; St. Louis, Mo.","Jan 5, 2004","St. Louis, Mo.",,EDITORIAL,https://www.proquest.com/newspapers/letters-editor/docview/402440086/se-2?accountid=13360,MO
736,cap_and_trade,Will we regret not being aggressive on climate?,,"Springfield News Leader; Springfield, Mo.","Jun 5, 2010","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/will-we-regret-not-being-aggressive-on-climate/docview/357273781/se-2?accountid=13360,MO
969,cap_and_trade,Missouri will be affected more than most states,"Shesgreen, Deirdre; Groppe, Maureen","Springfield News Leader; Springfield, Mo.","Jun 3, 2014","Springfield, Mo.",A.1,News,https://www.proquest.com/newspapers/missouri-will-be-affected-more-than-most-states/docview/1531442404/se-2?accountid=13360,MO
1029,cap_and_trade,We can breathe easier - literally - thanks to George H.W. Bush,"Medina, Monica","St. Louis Post - Dispatch; St. Louis, Mo.","Dec 4, 2018","St. Louis, Mo.",A.11,Editorial,https://www.proquest.com/newspapers/we-can-breathe-easier-literally-thanks-george-h-w/docview/2149035587/se-2?accountid=13360,MO
1152,cap_and_trade,"Outside, looking in Only one midwestern state - Missouri - didn't even bother to send a representative to the historic Energy Security and Climate Change Summit of the Midwestern Governors Association.",Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Nov 20, 2007","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/outside-looking-only-one-midwestern-state/docview/403130039/se-2?accountid=13360,MO
1312,cap_and_trade,A man in Ballwin looks out for corn growers FIVE QUESTIONS Rick Tolman talks about overcoming weather challenges this year and expresses 'trepidation' about change brewing in Copenhagen. CAREERS,"Gustin, Georgina","St. Louis Post - Dispatch; St. Louis, Mo.","Dec 18, 2009","St. Louis, Mo.",,Business,https://www.proquest.com/newspapers/man-ballwin-looks-out-corn-growers-five-questions/docview/403231133/se-2?accountid=13360,MO
1355,cap_and_trade,Federal Notes: Bond: Legislation won't lower the temperature,"Newton, Ken","St. Joseph News - Press; St. Joseph, Mo.","Oct 30, 2009","St. Joseph, Mo.",,Local,https://www.proquest.com/newspapers/federal-notes-bond-legislation-wont-lower/docview/380175731/se-2?accountid=13360,MO
1457,cap_and_trade,"Writer confuses carbon sequestration, storage in argument","Lopez, Joe","Springfield News Leader; Springfield, Mo.","Oct 26, 2009","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/writer-confuses-carbon-sequestration-storage/docview/434312045/se-2?accountid=13360,MO
1524,cap_and_trade,EPA mercury-reduction proposal criticized by environmentalists,ELIZABETHWEILL-GREENBERGMedill News Service,"St. Joseph News - Press; St. Joseph, Mo.","Jul 4, 2004","St. Joseph, Mo.",,Local News,https://www.proquest.com/newspapers/epa-mercury-reduction-proposal-criticized/docview/379872874/se-2?accountid=13360,MO
1554,cap_and_trade,Energy: A complicated argument: A complicated argument,"Waters, Henry J, III","Columbia Daily Tribune; Columbia, Mo.","Feb 16, 2010","Columbia, Mo.",A.4,Commentary,https://www.proquest.com/newspapers/energy-complicated-argument/docview/734412063/se-2?accountid=13360,MO
1559,cap_and_trade,Climate of change: [Third Edition],,"St. Louis Post - Dispatch; St. Louis, Mo.","Oct 24, 2007","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/climate-change/docview/403130934/se-2?accountid=13360,MO
1742,cap_and_trade,"Your letters, July 29, 2010",Anonymous,"St. Joseph News - Press; St. Joseph, Mo.","Jul 29, 2010","St. Joseph, Mo.",,,https://www.proquest.com/newspapers/your-letters-july-29-2010/docview/734301845/se-2?accountid=13360,MO
1823,cap_and_trade,"Blunt takes a step on global warming, but not a big one Governor declines to join other Midwestern states in backing bulk of regional plan.","McGuire, Kim","St. Louis Post - Dispatch; St. Louis, Mo.","Dec 20, 2007","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/blunt-takes-step-on-global-warming-not-big-one/docview/403131354/se-2?accountid=13360,MO
1901,cap_and_trade,Global warming,,"Springfield News Leader; Springfield, Mo.","Dec 20, 2009","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/global-warming/docview/434324972/se-2?accountid=13360,MO
1909,cap_and_trade,Democrats attack Blunt on mailer about energy legislation,"Livengood, Chad","Springfield News Leader; Springfield, Mo.","Dec 18, 2009","Springfield, Mo.",,BLOGS,https://www.proquest.com/newspapers/democrats-attack-blunt-on-mailer-about-energy/docview/434330520/se-2?accountid=13360,MO
1919,cap_and_trade,What will this cost us? Why shouldn't EPA act?,,"Springfield News Leader; Springfield, Mo.","Jun 11, 2010","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/what-will-this-cost-us-why-shouldnt-epa-act/docview/366866352/se-2?accountid=13360,MO
1983,cap_and_trade,"Survey: Economists happy with Fed: Emission cuts, health reform areas of worry.",Anonymous,"Columbia Daily Tribune; Columbia, Mo.","Aug 31, 2009","Columbia, Mo.",B.6,Business,https://www.proquest.com/newspapers/survey-economists-happy-with-fed/docview/722405897/se-2?accountid=13360,MO
1985,cap_and_trade,Carbon liability cap up in Senate,"Livengood, Chad","Springfield News Leader; Springfield, Mo.","Apr 1, 2009","Springfield, Mo.",,Business,https://www.proquest.com/newspapers/carbon-liability-cap-up-senate/docview/434218017/se-2?accountid=13360,MO
2105,cap_and_trade,Rep. Blunt criticized for mailer,"Livengood, Chad","Springfield News Leader; Springfield, Mo.","Dec 19, 2009","Springfield, Mo.",,Main,https://www.proquest.com/newspapers/rep-blunt-criticized-mailer/docview/434330211/se-2?accountid=13360,MO
2119,cap_and_trade,"Big gain, low cost Energy Loan guarantees would help reduce global warming - if limits on nuclear power are removed. OTHER VIEWS","Levin, Stanford L","St. Louis Post - Dispatch; St. Louis, Mo.","Aug 12, 2009","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/big-gain-low-cost-energy-loan-guarantees-would/docview/403228764/se-2?accountid=13360,MO
2150,cap_and_trade,"Cap and tax bill will hurt jobs, wallets",,"Springfield News Leader; Springfield, Mo.","Jan 7, 2010","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/cap-tax-bill-will-hurt-jobs-wallets/docview/434340407/se-2?accountid=13360,MO
2154,cap_and_trade,Court strikes down EPA's policy to control mercury pollution,"Hebert, H Josef","St. Louis Post - Dispatch; St. Louis, Mo.","Feb 9, 2008","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/court-strikes-down-epas-policy-control-mercury/docview/403141633/se-2?accountid=13360,MO
2158,cap_and_trade,Debunking 'climate change myths',"de Vera, Cory","Springfield News Leader; Springfield, Mo.","Aug 14, 2009","Springfield, Mo.",,Main,https://www.proquest.com/newspapers/debunking-climate-change-myths/docview/434279810/se-2?accountid=13360,MO
2286,cap_and_trade,Forum will seek local solutions to climate change,"Penprase, Mike","Springfield News Leader; Springfield, Mo.","Oct 8, 2007","Springfield, Mo.",,Main,https://www.proquest.com/newspapers/forum-will-seek-local-solutions-climate-change/docview/432680538/se-2?accountid=13360,MO
2417,cap_and_trade,The right stuff; Where the candidates stand on the major issues as they reach out to the party of conservatives,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Jan 7, 2012","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/right-stuff-where-candidates-stand-on-major/docview/914566977/se-2?accountid=13360,MO
2485,cap_and_trade,Bond cold to global warming proposal Senator sends a letter critical of a new plan.: [Fourth Edition],"Lambrecht, Bill","St. Louis Post - Dispatch; St. Louis, Mo.","Sep 9, 2007","St. Louis, Mo.",,Newswatch,https://www.proquest.com/newspapers/bond-cold-global-warming-proposal-senator-sends/docview/403117919/se-2?accountid=13360,MO
2503,cap_and_trade,EPA PROPOSALS MAY MEAN TIGHTER EMISSION CONTROLS AT AREA PLANTS ; STRICTER RULES COULD AFFECT STE. GENEVIEVE COUNTY: [FIVE STAR LATE LIFT Edition],Sara Shipley Of The Post-Dispatch,"St. Louis Post - Dispatch; St. Louis, Mo.","Dec 5, 2003","St. Louis, Mo.",,NEWS,https://www.proquest.com/newspapers/epa-proposals-may-mean-tighter-emission-controls/docview/402372067/se-2?accountid=13360,MO
2624,cap_and_trade,Supreme Court is in danger of repeating a Depression-era error,"Dionne, E J","Columbia Daily Tribune; Columbia, Mo.","Jul 23, 2008","Columbia, Mo.",,,https://www.proquest.com/newspapers/supreme-court-is-danger-repeating-depression-era/docview/379273002/se-2?accountid=13360,MO
2658,cap_and_trade,Bill should be passed to save climate,"Sapp, Jo","Springfield News Leader; Springfield, Mo.","May 31, 2008","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/bill-should-be-passed-save-climate/docview/434105798/se-2?accountid=13360,MO
2679,cap_and_trade,Climate change can't be from humans,,"Springfield News Leader; Springfield, Mo.","Feb 23, 2010","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/climate-change-cant-be-humans/docview/434342140/se-2?accountid=13360,MO
2861,cap_and_trade,Outlook for coal plant gets brighter Backers of Southern Illinois project halted by Bush officials see hope in new energy policy.,"Rose, Sean","St. Louis Post - Dispatch; St. Louis, Mo.","Mar 12, 2009","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/outlook-coal-plant-gets-brighter-backers-southern/docview/403200209/se-2?accountid=13360,MO
2954,cap_and_trade,Bush begins selling plan: [Three Star Edition 1],"Lambrecht, Bill; Post-Dispatch Washington Bureau","St. Louis Post - Dispatch; St. Louis, Mo.","Jan 30, 2005","St. Louis, Mo.",,NewsWatch,https://www.proquest.com/newspapers/bush-begins-selling-plan/docview/402513761/se-2?accountid=13360,MO
2992,cap_and_trade,Bush begins selling plan: [Five Star Lift Edition],"Lambrecht, Bill; Post-Dispatch Washington Bureau","St. Louis Post - Dispatch; St. Louis, Mo.","Jan 30, 2005","St. Louis, Mo.",,NewsWatch,https://www.proquest.com/newspapers/bush-begins-selling-plan/docview/402533607/se-2?accountid=13360,MO
3028,cap_and_trade,"LETTERS, FAXES & E-MAIL",,"Springfield News Leader; Springfield, Mo.","Nov 9, 2008","Springfield, Mo.",,EDITORIAL,https://www.proquest.com/newspapers/letters-faxes-e-mail/docview/434165658/se-2?accountid=13360,MO
3054,cap_and_trade,15 communities forced to look for new power supply,"Livengood, Chad","Springfield News Leader; Springfield, Mo.","Jan 24, 2010","Springfield, Mo.",,Main,https://www.proquest.com/newspapers/15-communities-forced-look-new-power-supply/docview/434335619/se-2?accountid=13360,MO
3078,cap_and_trade,Push to cut carbon emissions heats up: [Fourth Edition],"Lambrecht, Bill; POST-DISPATCH WASHINGTON BUREAU CHIEF","St. Louis Post - Dispatch; St. Louis, Mo.","Jan 28, 2007","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/push-cut-carbon-emissions-heats-up/docview/403057074/se-2?accountid=13360,MO
3101,cap_and_trade,A greener Congress: [Fourth Edition],"Sichko, Adam; Post-Dispatch Washington Bureau","St. Louis Post - Dispatch; St. Louis, Mo.","Nov 26, 2006","St. Louis, Mo.",,Newswatch,https://www.proquest.com/newspapers/greener-congress/docview/403055236/se-2?accountid=13360,MO
3130,cap_and_trade,LETTERS FROM READERS,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Jun 6, 2008","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/letters-readers/docview/403164142/se-2?accountid=13360,MO
3252,cap_and_trade,Carnahan shares her views,"Livengood, Chad","Springfield News Leader; Springfield, Mo.","Feb 7, 2010","Springfield, Mo.",,Main,https://www.proquest.com/newspapers/carnahan-shares-her-views/docview/434344319/se-2?accountid=13360,MO
3255,cap_and_trade,Hard times make House race tighter; Carnahan is facing possibility of upset by Martin in 3rd District,"Wagman, Jake","St. Louis Post - Dispatch; St. Louis, Mo.","Oct 3, 2010","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/hard-times-make-house-race-tighter-carnahan-is/docview/756239817/se-2?accountid=13360,MO
3323,cap_and_trade,It's time for green stimulus: $100 billion package could go a long way.,"Kalet, Hank","Columbia Daily Tribune; Columbia, Mo.","Oct 26, 2008","Columbia, Mo.",,,https://www.proquest.com/newspapers/time-green-stimulus/docview/379284068/se-2?accountid=13360,MO
3327,cap_and_trade,DIGEST,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Dec 6, 2007","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/digest/docview/403149488/se-2?accountid=13360,MO
3412,cap_and_trade,IN MY VIEW: Climate bill a boondoggle for Illinois,"Sykuta, David","Springfield News Leader; Springfield, Mo.","Aug 29, 2009","Springfield, Mo.",,EDITORIAL,https://www.proquest.com/newspapers/my-view-climate-bill-boondoggle-illinois/docview/434275035/se-2?accountid=13360,MO
3435,cap_and_trade,Mound City Money,,"St. Louis Post - Dispatch; St. Louis, Mo.","Nov 10, 2013","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/mound-city-money/docview/1449650751/se-2?accountid=13360,MO
3624,cap_and_trade,Your views Letters from our readers,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Nov 15, 2009","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/your-views-letters-our-readers/docview/403239595/se-2?accountid=13360,MO
3636,cap_and_trade,"U.S. efforts receive uncertain results The Bush administration takes a gradualist, volunteer approach to reduction of greenhouse gases.: [Fourth Edition]","Heilprin, John; THE ASSOCIATED PRESS","St. Louis Post - Dispatch; St. Louis, Mo.","Oct 8, 2006","St. Louis, Mo.",,Newswatch,https://www.proquest.com/newspapers/u-s-efforts-receive-uncertain-results-bush/docview/403047530/se-2?accountid=13360,MO
3643,cap_and_trade,"Prague, London, Istanbul ... and Missouri Obama marks 100th day with town hall meeting in Arnold Incremental changes made so far add up to a profound shift in governing.","Lambrecht, Bill","St. Louis Post - Dispatch; St. Louis, Mo.","Apr 29, 2009","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/prague-london-istanbul-missouri-obama-marks-100th/docview/403207703/se-2?accountid=13360,MO
3668,cap_and_trade,YOUR VIEWS - LETTERS FROM OUR READERS OPINION,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Feb 3, 2010","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/your-views-letters-our-readers-opinion/docview/403247872/se-2?accountid=13360,MO
3685,cap_and_trade,YOUR VIEWS | LETTERS FROM READERS,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Apr 26, 2008","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/your-views-letters-readers/docview/403142577/se-2?accountid=13360,MO
3757,cap_and_trade,"Obama is a socialist, doesn't like U.S.",,"Springfield News Leader; Springfield, Mo.","Oct 22, 2009","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/obama-is-socialist-doesnt-like-u-s/docview/434308614/se-2?accountid=13360,MO
3760,cap_and_trade,Contrasting views share the GOP ticket,"Lambrecht, Bill","St. Louis Post - Dispatch; St. Louis, Mo.","Sep 14, 2008","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/contrasting-views-share-gop-ticket/docview/403169441/se-2?accountid=13360,MO
3884,cap_and_trade,Valueless argument pits jobs against health,,"Springfield News Leader; Springfield, Mo.","Sep 8, 2011","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/valueless-argument-pits-jobs-against-health/docview/887974144/se-2?accountid=13360,MO
4025,cap_and_trade,What impact from population?,,"Springfield News Leader; Springfield, Mo.","Jul 9, 2010","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/what-impact-population/docview/603577523/se-2?accountid=13360,MO
4083,cap_and_trade,Chiles ignores nuclear power while biking to Big Brother,"Hall, Mike","Springfield News Leader; Springfield, Mo.","Aug 11, 2009","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/chiles-ignores-nuclear-power-while-biking-big/docview/434285347/se-2?accountid=13360,MO
4094,cap_and_trade,Energy policy: Tax vs. alternative,"Waters, Henry J, III","Columbia Daily Tribune; Columbia, Mo.","Jun 12, 2009","Columbia, Mo.",A.4,Commentary,https://www.proquest.com/newspapers/energy-policy/docview/645196837/se-2?accountid=13360,MO
4112,cap_and_trade,Saving Big Oil; Our view; Senate should lead on climate change or get out of the way,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Jun 10, 2010","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/saving-big-oil-our-view-senate-should-lead-on/docview/366339725/se-2?accountid=13360,MO
4116,cap_and_trade,Uncivil discourse will hurt our nation,"Moore, John B","Springfield News Leader; Springfield, Mo.","Aug 11, 2009","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/uncivil-discourse-will-hurt-our-nation/docview/434279845/se-2?accountid=13360,MO
4129,cap_and_trade,DIGEST WORLD,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Apr 16, 2010","St. Louis, Mo.",,News,https://www.proquest.com/newspapers/digest-world/docview/403255880/se-2?accountid=13360,MO
4205,cap_and_trade,Mercury rules are needed,"Midkiff, Ken","Columbia Daily Tribune; Columbia, Mo.","Dec 5, 2008","Columbia, Mo.",,,https://www.proquest.com/newspapers/mercury-rules-are-needed/docview/379337014/se-2?accountid=13360,MO
4266,cap_and_trade,NEW WATER MANAGEMENT POLICY EXHIBITS TRUE INNOVATION: [FIVE STAR LIFT Edition],"Mehan, G Tracy, III","St. Louis Post - Dispatch; St. Louis, Mo.","Dec 18, 2002","St. Louis, Mo.",,EDITORIAL,https://www.proquest.com/newspapers/new-water-management-policy-exhibits-true/docview/402189271/se-2?accountid=13360,MO
4301,cap_and_trade,Clearly-stated language avoids fuzzy thinking,"Demski, Robert S","Springfield News Leader; Springfield, Mo.","Aug 20, 2009","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/clearly-stated-language-avoids-fuzzy-thinking/docview/434274021/se-2?accountid=13360,MO
4359,cap_and_trade,Ameren puts its position on climate change in writing,"Tomich, Jeffrey","St. Louis Post - Dispatch; St. Louis, Mo.","Dec 15, 2007","St. Louis, Mo.",,Business,https://www.proquest.com/newspapers/ameren-puts-position-on-climate-change-writing/docview/403134093/se-2?accountid=13360,MO
4377,cap_and_trade,Deportation memo illustrates executive branch's overreach,,"Springfield News Leader; Springfield, Mo.","Aug 7, 2010","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/deportation-memo-illustrates-executive-branchs/docview/740191784/se-2?accountid=13360,MO
4476,cap_and_trade,Clean coal: Reality or goal? OUR VIEW | ENERGY,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Dec 23, 2008","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/clean-coal-reality-goal-our-view-energy/docview/403192458/se-2?accountid=13360,MO
4578,cap_and_trade,"GOP, Democrats look ahead to '12: Redistricting is also on horizon.","Keller, Rudi","Columbia Daily Tribune; Columbia, Mo.","Nov 14, 2010","Columbia, Mo.",A.16,News,https://www.proquest.com/newspapers/gop-democrats-look-ahead-12/docview/765587329/se-2?accountid=13360,MO
4592,cap_and_trade,Bill would aid CU project,"Livengood, Chad","Springfield News Leader; Springfield, Mo.","Mar 26, 2009","Springfield, Mo.",,Business,https://www.proquest.com/newspapers/bill-would-aid-cu-project/docview/434203019/se-2?accountid=13360,MO
4599,cap_and_trade,Astroturf killer; Our view; Crack down on groups that dodge both sunlight and taxes; OPINION,Anonymous,"St. Louis Post - Dispatch; St. Louis, Mo.","Oct 4, 2010","St. Louis, Mo.",,Editorial,https://www.proquest.com/newspapers/astroturf-killer-our-view-crack-down-on-groups/docview/756241485/se-2?accountid=13360,MO
4615,cap_and_trade,"Democrats likely to lose seats in November, have final word",,"Springfield News Leader; Springfield, Mo.","Jul 24, 2010","Springfield, Mo.",,Opinion,https://www.proquest.com/newspapers/democrats-likely-lose-seats-november-have-final/docview/662659120/se-2?accountid=13360,MO
