,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
562,cap_and_trade,Advocacy group Wisconsin Environment praises Rep. Steve Kagen's voting record,,"Green Bay Press Gazette; Green Bay, Wis.","Feb 11, 2010","Green Bay, Wis.",,Local/State,https://www.proquest.com/newspapers/advocacy-group-wisconsin-environment-praises-rep/docview/441522940/se-2?accountid=13360,WI
571,cap_and_trade,Con: Roosevelt would be shocked by the stampede to despoil the environment,"Madsen, Wayne","The Janesville Gazette; Janesville, WI","Dec 19, 2009","Janesville, Wis.",,,https://www.proquest.com/newspapers/con-roosevelt-would-be-shocked-stampede-despoil/docview/241739472/se-2?accountid=13360,WI
621,cap_and_trade,ENVIRONMENT <> Making it happen <> Gov. Jim Doyle's global warming task force has provided lawmakers with a good starting point for meeting the challenge of climate change.,ERNST-ULRICH FRANZEN,"Milwaukee Journal Sentinel; Milwaukee, Wis.","Jul 29, 2008","Milwaukee, Wis.",A.8,News,https://www.proquest.com/newspapers/environment-making-happen-gov-jim-doyles-global/docview/263757691/se-2?accountid=13360,WI
650,cap_and_trade,ENVIRONMENT <> Wisconsin must seize the green opportunity <> Working toward stemming climate change is more than a matter of global survival. It can be a matter of building the technologies and jobs to make Wisconsin a leader.,ERNST-ULRICH FRANZEN,"Milwaukee Journal Sentinel; Milwaukee, Wis.","Aug 3, 2008","Milwaukee, Wis.",J.4,Crossroads,https://www.proquest.com/newspapers/environment-wisconsin-must-seize-green/docview/263794281/se-2?accountid=13360,WI
699,cap_and_trade,THE LATEST GLOBAL TREND FOR TRADERS: IT'S A GAS ; CARBON EMISSIONS MARKET EMERGES AS A NEW WEAPON IN THE BATTLE AGAINST GLOBAL WARMING.: [ALL Edition],Brad Foss AP business writer,"Wisconsin State Journal; Madison, Wis.","Feb 13, 2005","Madison, Wis.",,BUSINESS,https://www.proquest.com/newspapers/latest-global-trend-traders-gas-carbon-emissions/docview/391247033/se-2?accountid=13360,WI
746,cap_and_trade,CANDIDATES SHOULD GIVE NUCLEAR POWER MORE ATTENTION,"Arnold, Dave","Wisconsin State Journal; Madison, Wis.","Feb 5, 2008","Madison, Wis.",A.8,OPINION,https://www.proquest.com/newspapers/candidates-should-give-nuclear-power-more/docview/391544356/se-2?accountid=13360,WI
822,cap_and_trade,SHAM POLITICAL 'SURVEYS' ARE JUST FUNDRAISERS,Dave Zweifel| Capital Times emeritus,"Madison Capital Times; Madison, Wis.","Nov 16, 2009","Madison, Wis.",WEB,NEWS,https://www.proquest.com/newspapers/sham-political-surveys-are-just-fundraisers/docview/395447663/se-2?accountid=13360,WI
1012,cap_and_trade,DOYLE AMONG GOVERNORS SIGNING POLLUTION-ENERGY PACTS,EMILY FREDRIX Associated Press,"Wisconsin State Journal; Madison, Wis.","Nov 16, 2007","Madison, Wis.",B.5,LOCAL,https://www.proquest.com/newspapers/doyle-among-governors-signing-pollution-energy/docview/391507388/se-2?accountid=13360,WI
1104,cap_and_trade,"Obama, McCain agree on some points in different energy plans",,"Marshfield News Herald; Marshfield, Wis.","Oct 29, 2008","Marshfield, Wis.",,MNH,https://www.proquest.com/newspapers/obama-mccain-agree-on-some-points-different/docview/369089515/se-2?accountid=13360,WI
1106,cap_and_trade,Business update,,"Herald Times Reporter; Manitowoc, Wis.","Sep 21, 2008","Manitowoc, Wis.",,,https://www.proquest.com/newspapers/business-update/docview/442338778/se-2?accountid=13360,WI
1203,cap_and_trade,"A DUEL OF CLIMATE VIEWS: BALDWIN, SENSENBRENNER VARY ON CO2 APPROACHES",ANITA WEIER The Capital Times,"Madison Capital Times; Madison, Wis.","Feb 12, 2008","Madison, Wis.",C.2,METRO,https://www.proquest.com/newspapers/duel-climate-views/docview/395407999/se-2?accountid=13360,WI
1207,cap_and_trade,Energy bill simmers in Congress,"Bivins, Larry","Herald Times Reporter; Manitowoc, Wis.","Sep 7, 2009","Manitowoc, Wis.",,A-section,https://www.proquest.com/newspapers/energy-bill-simmers-congress/docview/442383283/se-2?accountid=13360,WI
1225,cap_and_trade,Emissions bill still alive in Congress -- so is the debate,"Bivins, Larry","Green Bay Press Gazette; Green Bay, Wis.","Sep 6, 2009","Green Bay, Wis.",,GPG,https://www.proquest.com/newspapers/emissions-bill-still-alive-congress-so-is-debate/docview/441484739/se-2?accountid=13360,WI
1264,cap_and_trade,TOP BLOGS,Anonymous,"Wisconsin State Journal; Madison, Wis.","Dec 15, 2008","Madison, Wis.",A.2,FRONT,https://www.proquest.com/newspapers/top-blogs/docview/391552827/se-2?accountid=13360,WI
1390,cap_and_trade,Sobering news on global climate requires immediate action,"Heins, Stephen","Press; Sheboygan, Wis.","Mar 18, 2007","Sheboygan, Wis.",,,https://www.proquest.com/newspapers/sobering-news-on-global-climate-requires/docview/387403585/se-2?accountid=13360,WI
1394,cap_and_trade,DISPUTE LINGERS ON MERCURY RULES ; SOME IN WISCONSIN SAY BUSH PLANS FALL SHORT: [ALL Edition],Frederic J. Frommer Associated Press,"Wisconsin State Journal; Madison, Wis.","Dec 27, 2003","Madison, Wis.",,LOCAL/WISCONSIN,https://www.proquest.com/newspapers/dispute-lingers-on-mercury-rules-some-wisconsin/docview/391064499/se-2?accountid=13360,WI
1401,cap_and_trade,"Ron Johnson opposes current health care law, 'career politicians'","Bollier, Jeff","Oshkosh Northwestern; Oshkosh, Wis.","Sep 3, 2010","Oshkosh, Wis.",,OSH,https://www.proquest.com/newspapers/ron-johnson-opposes-current-health-care-law/docview/749381032/se-2?accountid=13360,WI
1407,cap_and_trade,Oshkosh businessman and Republican Senate hopeful Ron Johnson says he would not oppose pre-emptive military strikes,"Bollier, Jeff","The Post - Crescent; Appleton, Wis.","Sep 3, 2010","Appleton, Wis.",,APC,https://www.proquest.com/newspapers/oshkosh-businessman-republican-senate-hopeful-ron/docview/749468060/se-2?accountid=13360,WI
1430,cap_and_trade,HOW SHOULD WISCONSIN AND THE WORLD RESPOND TO THE THREAT OF CLIMATE CHANGE?,Anonymous,"Wisconsin State Journal; Madison, Wis.","Dec 20, 2009","Madison, Wis.",B.2,SUNDAY OPINION,https://www.proquest.com/newspapers/how-should-wisconsin-world-respond-threat-climate/docview/391453337/se-2?accountid=13360,WI
1512,cap_and_trade,NATION'S ENERGY NEEDS DEMAND BOLDER ACTION ; THE ENERGY BILL EMERGING FROM CONGRESS IS AN EXPENSIVE DISAPPOINTMENT.: [ALL Edition],,"Wisconsin State Journal; Madison, Wis.","Aug 15, 2003","Madison, Wis.",,OPINION,https://www.proquest.com/newspapers/nations-energy-needs-demand-bolder-action-bill/docview/391003919/se-2?accountid=13360,WI
1596,cap_and_trade,Leavitt back Bush plan to cut mercury pollution,"Rebhahn, Peter","Green Bay Press Gazette; Green Bay, Wis.","Aug 26, 2004","Green Bay, Wis.",,Local/state,https://www.proquest.com/newspapers/leavitt-back-bush-plan-cut-mercury-pollution/docview/441210538/se-2?accountid=13360,WI
1878,cap_and_trade,"Midwest's future tied to cutting CO2, report says Competitive advantage seen if action is taken","Content, Thomas","Milwaukee Journal Sentinel; Milwaukee, Wis.","Jun 9, 2009","Milwaukee, Wis.",,Business,https://www.proquest.com/newspapers/midwests-future-tied-cutting-co2-report-says/docview/263878571/se-2?accountid=13360,WI
1935,cap_and_trade,Reader Reaction Forum: How big of a threat is climate change?,,"The Post - Crescent; Appleton, Wis.","Dec 14, 2009","Appleton, Wis.",,Community,https://www.proquest.com/newspapers/reader-reaction-forum-how-big-threat-is-climate/docview/437658980/se-2?accountid=13360,WI
1943,cap_and_trade,Europe tries trade in 'hot air' to stem greenhouse gases: [Early Edition],"Hanley, Charles J","Milwaukee Journal Sentinel; Milwaukee, Wis.","Jun 6, 2004","Milwaukee, Wis.",,News,https://www.proquest.com/newspapers/europe-tries-trade-hot-air-stem-greenhouse-gases/docview/263430285/se-2?accountid=13360,WI
1966,cap_and_trade,NOT BUYING IT: STATE REP. JIM OTT USES HIS 'HOT AIR REPORT' TO DEBUNK CLAIMS OF GLOBAL WARMING,Jessica VanEgeren The Capital Times jvanegeren@madison.com,"Madison Capital Times; Madison, Wis.","Apr 15, 2009","Madison, Wis.",17,CAP TIMES,https://www.proquest.com/newspapers/not-buying/docview/395396674/se-2?accountid=13360,WI
1969,cap_and_trade,USE THESE FOUR PRINCIPLES FOR GLOBAL WARMING BILL,"Kohler, Dan","Madison Capital Times; Madison, Wis.","Oct 24, 2007","Madison, Wis.",A.8,EDITORIAL,https://www.proquest.com/newspapers/use-these-four-principles-global-warming-bill/docview/395388917/se-2?accountid=13360,WI
2035,cap_and_trade,RECALIBRATING OUR GOALS ON 40TH EARTH DAY,"Heritage, John","Madison Capital Times; Madison, Wis.","Feb 24, 2010","Madison, Wis.",34,THE CAP TIMES,https://www.proquest.com/newspapers/recalibrating-our-goals-on-40th-earth-day/docview/395442946/se-2?accountid=13360,WI
2056,cap_and_trade,Petri tours Orion Energy Systems facility,,"Herald Times Reporter; Manitowoc, Wis.","Oct 25, 2008","Manitowoc, Wis.",,,https://www.proquest.com/newspapers/petri-tours-orion-energy-systems-facility/docview/442348086/se-2?accountid=13360,WI
2207,cap_and_trade,Con: Taxpayers should demand a permanent ban on funding to ACORN,"May, Caroline","The Janesville Gazette; Janesville, WI","Jan 23, 2010","Janesville, Wis.",,,https://www.proquest.com/newspapers/con-taxpayers-should-demand-permanent-ban-on/docview/241736857/se-2?accountid=13360,WI
2287,cap_and_trade,CLIMATE CHANGE IS LOCAL FOR WISCONSIN FARMS,"Kohler, Dan; Beitlich, Sue","Madison Capital Times; Madison, Wis.","May 3, 2009","Madison, Wis.",WEB,OPINION,https://www.proquest.com/newspapers/climate-change-is-local-wisconsin-farms/docview/395456264/se-2?accountid=13360,WI
2291,cap_and_trade,The need for bipartisanship,"Broder, David","The Janesville Gazette; Janesville, WI","Apr 12, 2009","Janesville, Wis.",,,https://www.proquest.com/newspapers/need-bipartisanship/docview/241662970/se-2?accountid=13360,WI
2406,cap_and_trade,PRESIDENTIAL ISSUES ENERGY / FIFTH IN A SERIES Climate at core of energy policy Candidates' largest split appears on nuclear power,"Content, Thomas; Bergquist, Lee","Milwaukee Journal Sentinel; Milwaukee, Wis.","Oct 24, 2008","Milwaukee, Wis.",A.1,News,https://www.proquest.com/newspapers/presidential-issues-energy-fifth-series-climate/docview/263817729/se-2?accountid=13360,WI
2693,cap_and_trade,GIVE GREEN LIGHT TO NEW ENERGY ERA,Anonymous,"Wisconsin State Journal; Madison, Wis.","Aug 13, 2008","Madison, Wis.",A.10,OPINION,https://www.proquest.com/newspapers/give-green-light-new-energy-era/docview/391548446/se-2?accountid=13360,WI
2739,cap_and_trade,EARTH DAY Man-made and real The Obama administration and Congress are moving forward to develop a real strategy on climate change. It's about time.,ERNST-ULRICH FRANZEN,"Milwaukee Journal Sentinel; Milwaukee, Wis.","Apr 22, 2009","Milwaukee, Wis.",A.10,News,https://www.proquest.com/newspapers/earth-day-man-made-real-obama-administration/docview/263826571/se-2?accountid=13360,WI
2745,cap_and_trade,MERCURY CONTROLS REJECTED: COURT SAY EPA'S PLAN FAILS TO PROTECT PUBLIC,H. JOSEF HEBERT Associated Press,"Wisconsin State Journal; Madison, Wis.","Feb 9, 2008","Madison, Wis.",D.10,BUSINESS,https://www.proquest.com/newspapers/mercury-controls-rejected/docview/391535542/se-2?accountid=13360,WI
2750,cap_and_trade,"State, U.K. may deal on climate; Leaders consider sharing research in effort to reduce global warming","Content, Thomas","Milwaukee Journal Sentinel; Milwaukee, Wis.","Apr 29, 2008","Milwaukee, Wis.",D.1,Business,https://www.proquest.com/newspapers/state-u-k-may-deal-on-climate-leaders-consider/docview/263740600/se-2?accountid=13360,WI
2767,cap_and_trade,"ADOPT STRICTER MERCURY LIMITS: NOW THAT A COURT HAS STRUCK DOWN THE EPA'S MERCURY POLLUTION RULES, IT'S UP TO STATE AND FEDERAL REGULATORS TO DEVELOP TOUGHER STANDARDS.",Anonymous,"Wisconsin State Journal; Madison, Wis.","Feb 16, 2008","Madison, Wis.",A.10,OPINION,https://www.proquest.com/newspapers/adopt-stricter-mercury-limits/docview/391533847/se-2?accountid=13360,WI
2823,cap_and_trade,'TAX WHAT WE BURN - NOT WHAT WE EARN',"Black, Spencer","Madison Capital Times; Madison, Wis.","Aug 8, 2012","Madison, Wis.",31,THE CAP TIMES,https://www.proquest.com/newspapers/tax-what-we-burn-not-earn/docview/1032720959/se-2?accountid=13360,WI
2847,cap_and_trade,"RULE WILL CUT POWER PLANT POLLUTANTS OVER NEXT DECADE ; EPA REGULATION APPLIES IN 28 STATES, INCLUDING WISCONSIN.: [ALL Edition]",Seth Borenstein Knight Ridder Newspapers,"Wisconsin State Journal; Madison, Wis.","Mar 11, 2005","Madison, Wis.",,FRONT,https://www.proquest.com/newspapers/rule-will-cut-power-plant-pollutants-over-next/docview/391241361/se-2?accountid=13360,WI
2855,cap_and_trade,State DNR disappointed by new mercury rules: [Final Edition],"Bergquist, Lee","Milwaukee Journal Sentinel; Milwaukee, Wis.","Mar 16, 2005","Milwaukee, Wis.",,Business,https://www.proquest.com/newspapers/state-dnr-disappointed-new-mercury-rules/docview/263510356/se-2?accountid=13360,WI
2859,cap_and_trade,FIVE WESTERN GOVERNORS WILL JOIN TO FIGHT GLOBAL WARMING ; THE GOVERNORS AGREE TO CREATE A REGIONAL PROGRAM TO REDUCE GREENHOUSE GASES.: [ALL Edition],ROBERT TANNER Associated Press,"Wisconsin State Journal; Madison, Wis.","Feb 27, 2007","Madison, Wis.",,FRONT,https://www.proquest.com/newspapers/five-western-governors-will-join-fight-global/docview/391494527/se-2?accountid=13360,WI
2892,cap_and_trade,"ENERGY, SURFING, AND GOOD BUSINESS",Ken Harwood Capital Region Business Journal columnist,"Madison Capital Times; Madison, Wis.","Dec 27, 2009","Madison, Wis.",WEB,OPINION,https://www.proquest.com/newspapers/energy-surfing-good-business/docview/395444344/se-2?accountid=13360,WI
2901,cap_and_trade,DOES COAL FACE AN UNCERTAIN FUTURE IN WISCONSIN?,"Ross, J R","Wisconsin State Journal; Madison, Wis.","Feb 1, 2009","Madison, Wis.",25,CAPITAL REGION BUSINESS JOURNAL,https://www.proquest.com/newspapers/does-coal-face-uncertain-future-wisconsin/docview/391498268/se-2?accountid=13360,WI
2920,cap_and_trade,Lee will represent 2nd District interests: Focus: Primary Election,Anonymous,"Wisconsin State Journal; Madison, Wis.","Sep 5, 2010","Madison, Wis.",E.2,SUNDAY OPINION,https://www.proquest.com/newspapers/lee-will-represent-2nd-district-interests/docview/749809417/se-2?accountid=13360,WI
3131,cap_and_trade,GOP WAGED CLASS WARFARE FOR DECADES,Anonymous,"Madison Capital Times; Madison, Wis.","Oct 25, 2008","Madison, Wis.",WEB,OPINION,https://www.proquest.com/newspapers/gop-waged-class-warfare-decades/docview/395428731/se-2?accountid=13360,WI
3188,cap_and_trade,YOUR VIEWS: GLOBAL WARMING,Anonymous,"Wisconsin State Journal; Madison, Wis.","Jun 29, 2008","Madison, Wis.",B.1,FORUM,https://www.proquest.com/newspapers/your-views-global-warming/docview/391394203/se-2?accountid=13360,WI
3331,cap_and_trade,FOCUS ECONOMIC RECOVERY ON CLEAN ENERGY,"Stewart, John; Kresowik, Mark","Wisconsin State Journal; Madison, Wis.","Dec 14, 2008","Madison, Wis.",B.2,FORUM,https://www.proquest.com/newspapers/focus-economic-recovery-on-clean-energy/docview/391475165/se-2?accountid=13360,WI
3357,cap_and_trade,OPINION: Guest Commentary,"Schmitz, Ron","The Reporter; Fond du Lac, Wis.","Aug 13, 2009","Fond du Lac, Wis.",,,https://www.proquest.com/newspapers/opinion-guest-commentary/docview/371682044/se-2?accountid=13360,WI
3379,cap_and_trade,FAILURE OF CARBON DIOXIDE BILL MEANS A LOT FOR INVESTORS,Anonymous,"Madison Capital Times; Madison, Wis.","Jun 13, 2008","Madison, Wis.",WEB,BUSINESS,https://www.proquest.com/newspapers/failure-carbon-dioxide-bill-means-lot-investors/docview/395425557/se-2?accountid=13360,WI
3383,cap_and_trade,Report: Climate change may stick around,"Bivins, Larry","Green Bay Press Gazette; Green Bay, Wis.","Sep 23, 2009","Green Bay, Wis.",,GPG,https://www.proquest.com/newspapers/report-climate-change-may-stick-around/docview/441479188/se-2?accountid=13360,WI
3392,cap_and_trade,Path rocky for climate policy fixes,,"Oshkosh Northwestern; Oshkosh, Wis.","Jun 15, 2014","Oshkosh, Wis.",4,B,https://www.proquest.com/newspapers/path-rocky-climate-policy-fixes/docview/1536082579/se-2?accountid=13360,WI
3406,cap_and_trade,"Climate change may cause heat, drought, pests","Bivins, Larry","Herald Times Reporter; Manitowoc, Wis.","Sep 24, 2009","Manitowoc, Wis.",,A-section,https://www.proquest.com/newspapers/climate-change-may-cause-heat-drought-pests/docview/442371252/se-2?accountid=13360,WI
3426,cap_and_trade,"Report: Wisconsin faces droughts, pests as climate changes","Bivins, Larry","Green Bay Press Gazette; Green Bay, Wis.","Sep 23, 2009","Green Bay, Wis.",,GPG,https://www.proquest.com/newspapers/report-wisconsin-faces-droughts-pests-as-climate/docview/441480657/se-2?accountid=13360,WI
3450,cap_and_trade,LETTERS,,"The Daily Tribune; Wisconsin Rapids, Wis.","Apr 23, 2004","Wisconsin Rapids, Wis.",,Opinion,https://www.proquest.com/newspapers/letters/docview/442814999/se-2?accountid=13360,WI
3506,cap_and_trade,"WILL CLIMATE BILL CREATE JOBS, OR HURT ECONOMY?: MANUFACTURERS WORRY MOVING TO GREEN TECHNOLOGY WOULD MEAN FINANCIAL HARDSHIP.","Spicuzza, Mary; JASON STEIN Wisconsin","Wisconsin State Journal; Madison, Wis.","Dec 12, 2009","Madison, Wis.",,FRONT,https://www.proquest.com/newspapers/will-climate-bill-create-jobs-hurt-economy/docview/391534077/se-2?accountid=13360,WI
3659,cap_and_trade,"GLOBAL WARMING POLICY IN GRIDLOCK ; EMISSIONS OF ""GREENHOUSE"" GASES IN THE UNITED STATES ARE CONTINUING TO GROW AS THE NATION'S LEADERS DEBATE EFFORTS TO CONTROL POLLUTION WHILE NOT HARMING THE ECONOMY.: [ALL Edition]",JOHN HEILPRIN Associated Press,"Wisconsin State Journal; Madison, Wis.","Oct 7, 2006","Madison, Wis.",,FRONT,https://www.proquest.com/newspapers/global-warming-policy-gridlock-emissions/docview/391452019/se-2?accountid=13360,WI
3718,cap_and_trade,THE LEGACY OF COAL: FEDERAL PROPOSALS TO LIMIT GREENHOUSE GAS EMISSIONS WILL HIT WISCONSIN HARD BECAUSE OF THE STATE'S RELIANCE ON COAL,"Ivey, Mike","Madison Capital Times; Madison, Wis.","Oct 14, 2009","Madison, Wis.",20,THE CAP TIMES,https://www.proquest.com/newspapers/legacy-coal/docview/395392986/se-2?accountid=13360,WI
3770,cap_and_trade,QUICK HIT Quick Hit,"Pimentel, O Ricardo","Milwaukee Journal Sentinel; Milwaukee, Wis.","Nov 7, 2009","Milwaukee, Wis.",A.9,News,https://www.proquest.com/newspapers/quick-hit/docview/263861687/se-2?accountid=13360,WI
3791,cap_and_trade,Letters: Democrats' tenure looks like Bush term,"Blume, M Bubba","The Post - Crescent; Appleton, Wis.","Oct 24, 2010","Appleton, Wis.",,Community,https://www.proquest.com/newspapers/letters-democrats-tenure-looks-like-bush-term/docview/760253723/se-2?accountid=13360,WI
3881,cap_and_trade,There's a fine line in clean energy proposals,,"Green Bay Press Gazette; Green Bay, Wis.","May 17, 2009","Green Bay, Wis.",,Opinion,https://www.proquest.com/newspapers/theres-fine-line-clean-energy-proposals/docview/441456207/se-2?accountid=13360,WI
3930,cap_and_trade,CLIMATE CHANGE; Taking the needed step; Sens. Joseph Lieberman and John Warner have proposed a bill that would finally get the U.S. moving on climate change.,Franzen,"Milwaukee Journal Sentinel; Milwaukee, Wis.","Nov 5, 2007","Milwaukee, Wis.",A.10,News,https://www.proquest.com/newspapers/climate-change-taking-needed-step-sens-joseph/docview/263742750/se-2?accountid=13360,WI
3958,cap_and_trade,"Election 2010: Federal government / U.S. senator - Ron Johnson: The U.S. Senate race pits Democratic three-term incumbent Russ Feingold against Republican challenger Ron Johnson, an Oshkosh businessman, in the Nov. 2 election. Here is Ron Johnson's position on a variety of issues, based oncampaign websites, interviews, debates and news reports.",,"The Post - Crescent; Appleton, Wis.","Oct 25, 2010","Appleton, Wis.",,Community,https://www.proquest.com/newspapers/election-2010-federal-government-u-s-senator-ron/docview/761057833/se-2?accountid=13360,WI
3961,cap_and_trade,Effects of federal energy bill subject of debate,"Madden, Karen","Stevens Point Journal; Stevens Point, Wis.","Jul 4, 2009","Stevens Point, Wis.",,SPJ,https://www.proquest.com/newspapers/effects-federal-energy-bill-subject-debate/docview/440052735/se-2?accountid=13360,WI
3964,cap_and_trade,Election 2010: Federal government / 6th Congressional District - Tom Petri,,"The Post - Crescent; Appleton, Wis.","Oct 27, 2010","Appleton, Wis.",,Community,https://www.proquest.com/newspapers/election-2010-federal-government-6th/docview/761179917/se-2?accountid=13360,WI
4010,cap_and_trade,Pro: Obama's leadership may well save the world from a life-extinguishing disaster,"Madsen, Wayne","The Janesville Gazette; Janesville, WI","Dec 13, 2008","Janesville, Wis.",,,https://www.proquest.com/newspapers/pro-obamas-leadership-may-well-save-world-life/docview/241672076/se-2?accountid=13360,WI
4065,cap_and_trade,Election 2010: Federal government / 8th Congressional District - Reid Ribble,,"The Post - Crescent; Appleton, Wis.","Oct 26, 2010","Appleton, Wis.",,Community,https://www.proquest.com/newspapers/election-2010-federal-government-8th/docview/761049305/se-2?accountid=13360,WI
4077,cap_and_trade,FITCHBURG SHOULD OK GEOTHERMAL HEAT FOR LIBRARY,Steve Arnold Fitchburg alderman,"Madison Capital Times; Madison, Wis.","Jan 11, 2010","Madison, Wis.",WEB,NEWS,https://www.proquest.com/newspapers/fitchburg-should-ok-geothermal-heat-library/docview/395418611/se-2?accountid=13360,WI
4109,cap_and_trade,CLIMATE-SCIENCE DENIERS SHOULD FACE REALITY,"Berry, Bill","Madison Capital Times; Madison, Wis.","May 25, 2011","Madison, Wis.",31,THE CAP TIMES,https://www.proquest.com/newspapers/climate-science-deniers-should-face-reality/docview/868594068/se-2?accountid=13360,WI
4133,cap_and_trade,Editorial: Pursue common ground on energy,,"Green Bay Press Gazette; Green Bay, Wis.","Dec 30, 2009","Green Bay, Wis.",,Opinion,https://www.proquest.com/newspapers/editorial-pursue-common-ground-on-energy/docview/441492501/se-2?accountid=13360,WI
4162,cap_and_trade,Debate grows over energy-bill effects,"Madden, Karen","Marshfield News Herald; Marshfield, Wis.","Jul 4, 2009","Marshfield, Wis.",,MNH,https://www.proquest.com/newspapers/debate-grows-over-energy-bill-effects/docview/369087254/se-2?accountid=13360,WI
4173,cap_and_trade,Election 2010: Federal government / 8th Congressional District - Steve Kagen,,"The Post - Crescent; Appleton, Wis.","Oct 26, 2010","Appleton, Wis.",,Community,https://www.proquest.com/newspapers/election-2010-federal-government-8th/docview/761057844/se-2?accountid=13360,WI
4274,cap_and_trade,Commentary: Time to fuel new green economy,"Richardson, Bill; Rogers, Kathleen","Press; Sheboygan, Wis.","Jun 5, 2011","Sheboygan, Wis.",,SHE,https://www.proquest.com/newspapers/commentary-time-fuel-new-green-economy/docview/873715936/se-2?accountid=13360,WI
4277,cap_and_trade,Effects of energy bill subject of debate,"Madden, Karen","The Daily Tribune; Wisconsin Rapids, Wis.","Jul 4, 2009","Wisconsin Rapids, Wis.",,WRT,https://www.proquest.com/newspapers/effects-energy-bill-subject-debate/docview/442971955/se-2?accountid=13360,WI
4348,cap_and_trade,Beware the lame duck,"Krauthammer, Charles","The Janesville Gazette; Janesville, WI","Jul 23, 2010","Janesville, Wis.",,,https://www.proquest.com/newspapers/beware-lame-duck/docview/671887312/se-2?accountid=13360,WI
4352,cap_and_trade,Johnson: We must reverse course,"Bollier, Jeff","Oshkosh Northwestern; Oshkosh, Wis.","Sep 3, 2010","Oshkosh, Wis.",,,https://www.proquest.com/newspapers/johnson-we-must-reverse-course/docview/749468675/se-2?accountid=13360,WI
4478,cap_and_trade,A GREEN REPUBLICAN LED THE PACK: [ALL Edition],"Milfred, Scott","Wisconsin State Journal; Madison, Wis.","Mar 25, 2007","Madison, Wis.",,OPINION,https://www.proquest.com/newspapers/green-republican-led-pack/docview/391480618/se-2?accountid=13360,WI
