previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
814,cap_and_trade,How green is our governor?,"Dake, Lauren, v","Columbian; Vancouver, Wash.","Jan 11, 2015","Vancouver, Wash.",A.1,Politics Local,https://www.proquest.com/newspapers/how-green-is-our-governor/docview/1645296309/se-2?accountid=13360,WA
853,cap_and_trade,Hastings not shy about stance on health care bill [Derived headline],"Snelgrove, Erin","Yakima Herald - Republic; Yakima, Wash.","Jan 8, 2010","Yakima, Wash.",B.1,,https://www.proquest.com/newspapers/hastings-not-shy-about-stance-on-health-care-bill/docview/371845767/se-2?accountid=13360,WA
873,cap_and_trade,Broder Column,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","Apr 14, 2009","Yakima, Wash.",A.4,,https://www.proquest.com/newspapers/broder-column/docview/372079683/se-2?accountid=13360,WA
881,cap_and_trade,States climate change efforts fall short,"Durbin, Kathie","Columbian; Vancouver, Wash.","Feb 20, 2011","Vancouver, Wash.",C.1,Clark County,https://www.proquest.com/newspapers/states-climate-change-efforts-fall-short/docview/853742852/se-2?accountid=13360,WA
996,cap_and_trade,"BILLS INVOKE STATES' RIGHTS; Legislature could block federal laws, Shea says","Camden, Jim","Spokesman Review; Spokane, Wash.","Jan 24, 2010","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/bills-invoke-states-rights-legislature-could/docview/395089246/se-2?accountid=13360,WA
1083,cap_and_trade,Our readers' views,Anonymous,"Columbian; Vancouver, Wash.","Jul 11, 2009","Vancouver, Wash.",C.4,Opinion,https://www.proquest.com/newspapers/our-readers-views/docview/253347129/se-2?accountid=13360,WA
1119,cap_and_trade,In our view: Is There a Case for Cap-Trade?,,"Columbian; Vancouver, Wash.","Apr 16, 2015","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-view-is-there-case-cap-trade/docview/1674460605/se-2?accountid=13360,WA
1142,cap_and_trade,EMBRACE THE CLIMATE 'HOAX',"Crooks, Gary","Spokesman Review; Spokane, Wash.","Jan 25, 2015","Spokane, Wash.",B.10,,https://www.proquest.com/newspapers/embrace-climate-hoax/docview/1648868871/se-2?accountid=13360,WA
1251,cap_and_trade,Pair of carbon-emissions bills pass Senate,"Hair, Calley","Columbian; Vancouver, Wash.","Apr 10, 2021","Vancouver, Wash.",A.6,Politics Local,https://www.proquest.com/newspapers/pair-carbon-emissions-bills-pass-senate/docview/2511935751/se-2?accountid=13360,WA
1313,cap_and_trade,BURNING QUESTION City's waste incinerator in sights of Inslee's carbon plan,"Kramer, Becky","Spokesman Review; Spokane, Wash.","Jan 26, 2016","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/burning-question-citys-waste-incinerator-sights/docview/1761054229/se-2?accountid=13360,WA
1324,cap_and_trade,STATES' RIGHTS EFFORTS GROW; Activists hope to curb host of federal powers,"Camden, Jim","Spokesman Review; Spokane, Wash.","Jan 24, 2010","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/states-rights-efforts-grow-activists-hope-curb/docview/395091094/se-2?accountid=13360,WA
1413,cap_and_trade,Wood eyed as a renewable energy source,"Robinson, Erik","Columbian; Vancouver, Wash.","Apr 21, 2009","Vancouver, Wash.",C.1,Clark County,https://www.proquest.com/newspapers/wood-eyed-as-renewable-energy-source/docview/253370330/se-2?accountid=13360,WA
1484,cap_and_trade,"Budget writing battle: Lawmakers will need to find consensus on how to fund education, transportation and address environmental concerns","Faulk, Mike","Yakima Herald - Republic; Yakima, Wash.","Jan 11, 2015","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/budget-writing-battle/docview/1646326845/se-2?accountid=13360,WA
1561,cap_and_trade,Our readers' views,Anonymous,"Columbian; Vancouver, Wash.","Feb 21, 2010","Vancouver, Wash.",C.6,Opinion,https://www.proquest.com/newspapers/our-readers-views/docview/253341270/se-2?accountid=13360,WA
1662,cap_and_trade,Our readers' views,Anonymous,"Columbian; Vancouver, Wash.","Jul 3, 2009","Vancouver, Wash.",C.6,Opinion,https://www.proquest.com/newspapers/our-readers-views/docview/253357168/se-2?accountid=13360,WA
1703,cap_and_trade,Our readers' views,,"Columbian; Vancouver, Wash.","Aug 10, 2014","Vancouver, Wash.",C.6,Letters To Editor,https://www.proquest.com/newspapers/our-readers-views/docview/1552690999/se-2?accountid=13360,WA
1771,cap_and_trade,DEMS GET MAJOR CLIMATE BILLS ACROSS LEGISLATIVE FINISH LINE,"Demkovich, Laurel","Spokesman Review; Spokane, Wash.","Apr 26, 2021","Spokane, Wash.",A.7,,https://www.proquest.com/newspapers/dems-get-major-climate-bills-across-legislative/docview/2522070765/se-2?accountid=13360,WA
1806,cap_and_trade,Letters to the editor,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","May 19, 2012","Yakima, Wash.",,,https://www.proquest.com/newspapers/letters-editor/docview/1015122784/se-2?accountid=13360,WA
1888,cap_and_trade,"Trees capture carbon, dollars",,"Spokesman Review; Spokane, Wash.","Apr 24, 2019","Spokane, Wash.",C.3,,https://www.proquest.com/newspapers/trees-capture-carbon-dollars/docview/2213173350/se-2?accountid=13360,WA
2043,cap_and_trade,LAWMAKERS NEED TO GET BUSY FIXING BIG PROBLEMS,,"Spokesman Review; Spokane, Wash.","Jan 14, 2015","Spokane, Wash.",A.9,,https://www.proquest.com/newspapers/lawmakers-need-get-busy-fixing-big-problems/docview/1645846145/se-2?accountid=13360,WA
2249,cap_and_trade,"INSLEE SIGNS MAJOR CLIMATE BILLS, BUT NOT WITHOUT PARTIAL VETOES Legislative leadership threatens lawsuit","Demkovich, Laurel","Spokesman Review; Spokane, Wash.","May 18, 2021","Spokane, Wash.",C.1,,https://www.proquest.com/newspapers/inslee-signs-major-climate-bills-not-without/docview/2536811459/se-2?accountid=13360,WA
2257,cap_and_trade,Clean tech faces muddy future,"Tucker, Libby","Columbian; Vancouver, Wash.","Aug 22, 2010","Vancouver, Wash.",E.1,Business,https://www.proquest.com/newspapers/clean-tech-faces-muddy-future/docview/746836347/se-2?accountid=13360,WA
2285,cap_and_trade,"Group seeks to broaden climate change conversation: Statewide tour will be in Yakima on Monday, hoping to gather input from a variety of residents","Prengaman, Kate","Yakima Herald - Republic; Yakima, Wash.","Sep 20, 2015","Yakima, Wash.",B.1,,https://www.proquest.com/newspapers/group-seeks-broaden-climate-change-conversation/docview/1716851129/se-2?accountid=13360,WA
2429,cap_and_trade,"INSLEE SAYS HE HAS NEVER SEEN A SESSION 'SO PRODUCTIVE,' AFTER TOP AGENDA FINALLY PASSES Capital gains tax, climate change fight both passed by Legislature","Demkovich, Laurel","Spokesman Review; Spokane, Wash.","Apr 27, 2021","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/inslee-says-he-has-never-seen-session-so/docview/2522402672/se-2?accountid=13360,WA
2448,cap_and_trade,House moves on climate change bill,"Durbin, Kathie","Columbian; Vancouver, Wash.","Mar 31, 2007","Vancouver, Wash.",,Front Page,https://www.proquest.com/newspapers/house-moves-on-climate-change-bill/docview/253351099/se-2?accountid=13360,WA
2479,cap_and_trade,In our view: Think Globally,Anonymous,"Columbian; Vancouver, Wash.","Apr 22, 2009","Vancouver, Wash.",C.4,Opinion,https://www.proquest.com/newspapers/our-view-think-globally/docview/253337972/se-2?accountid=13360,WA
2603,cap_and_trade,Our readers' views,Anonymous,"Columbian; Vancouver, Wash.","Aug 30, 2009","Vancouver, Wash.",C.8,Opinion,https://www.proquest.com/newspapers/our-readers-views/docview/253379670/se-2?accountid=13360,WA
2942,cap_and_trade,Carbon offsetting not profitable yet; Partnership says prices are still too low for Inland Northwest farmers,"Kramer, Becky","Spokesman Review; Spokane, Wash.","Oct 29, 2008","Spokane, Wash.",,,https://www.proquest.com/newspapers/carbon-offsetting-not-profitable-yet-partnership/docview/395083044/se-2?accountid=13360,WA
2987,cap_and_trade,Meeting water supply demands: Gov. Jay Inslee praises Roza Irrigation District's reservoir project as a way to forestall the effects of climate change,"Prengaman, Kate","Yakima Herald - Republic; Yakima, Wash.","Aug 27, 2014","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/meeting-water-supply-demands/docview/1559612040/se-2?accountid=13360,WA
3110,cap_and_trade,STATE LAWS TAKE EFFECT SUNDAY COVERING AREAS FROM POLICE ACCOUNTABILITY TO WILDFIRES TO EDUCATION,"Demkovich, Laurel","Spokesman Review; Spokane, Wash.","Jul 23, 2021","Spokane, Wash.",A.9,,https://www.proquest.com/newspapers/state-laws-take-effect-sunday-covering-areas/docview/2554609646/se-2?accountid=13360,WA
3121,cap_and_trade,CARBON TAX IN VOTERS' HANDS Washington's Initiative 732 - modeled on British Columbia version - would set precedent in U.S.,"Kramer, Becky","Spokesman Review; Spokane, Wash.","Oct 3, 2016","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/carbon-tax-voters-hands-washingtons-initiative/docview/1827604780/se-2?accountid=13360,WA
3237,cap_and_trade,"2008 Washington Legislature - Lawmakers see successes, but some promises go unmet","Durbin, Kathie","Columbian; Vancouver, Wash.","Mar 16, 2008","Vancouver, Wash.",A.1,Front Page,https://www.proquest.com/newspapers/2008-washington-legislature-lawmakers-see/docview/253334321/se-2?accountid=13360,WA
3248,cap_and_trade,Legislature wraps up Dems went for sweeping changes,"Hair, Calley","Columbian; Vancouver, Wash.","May 2, 2021","Vancouver, Wash.",A.1,Politics Local,https://www.proquest.com/newspapers/legislature-wraps-up-dems-went-sweeping-changes/docview/2522150025/se-2?accountid=13360,WA
3254,cap_and_trade,Letters to the Editor,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","Nov 15, 2009","Yakima, Wash.",C.3,,https://www.proquest.com/newspapers/letters-editor/docview/371810360/se-2?accountid=13360,WA
3258,cap_and_trade,Letters to the Editor,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","Nov 15, 2009","Yakima, Wash.",C.3,,https://www.proquest.com/newspapers/letters-editor/docview/371815027/se-2?accountid=13360,WA
3501,cap_and_trade,State Senate OKs climate bill,"Durbin, Kathie","Columbian; Vancouver, Wash.","Mar 6, 2008","Vancouver, Wash.",A.1,Front Page,https://www.proquest.com/newspapers/state-senate-oks-climate-bill/docview/253377689/se-2?accountid=13360,WA
3750,cap_and_trade,Our Readers' Views,,"Columbian; Vancouver, Wash.","Dec 12, 2017","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/1976018756/se-2?accountid=13360,WA
3863,cap_and_trade,SENATE PASSES WHITTLED-DOWN CLIMATE CHANGE BILL;,"Roesler, Richard","Spokesman Review; Spokane, Wash.","Mar 13, 2009","Spokane, Wash.",A.6,,https://www.proquest.com/newspapers/senate-passes-whittled-down-climate-change-bill/docview/395089916/se-2?accountid=13360,WA
4060,cap_and_trade,In our view: Finding Right Balance,,"Columbian; Vancouver, Wash.","Jun 5, 2016","Vancouver, Wash.",C.6,Editorial,https://www.proquest.com/newspapers/our-view-finding-right-balance/docview/1796289189/se-2?accountid=13360,WA
4081,cap_and_trade,In our view: Smart Step on Emissions,,"Columbian; Vancouver, Wash.","Jul 30, 2015","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-view-smart-step-on-emissions/docview/1700380840/se-2?accountid=13360,WA
4156,cap_and_trade,Local landfill must reduce its carbon emissions: State regulators include Terrace Heights facility on list of biggest polluters,"Prengaman, Kate","Yakima Herald - Republic; Yakima, Wash.","Jan 7, 2016","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/local-landfill-must-reduce-carbon-emissions/docview/1756683621/se-2?accountid=13360,WA
4191,cap_and_trade,"Court tosses 'indirect emissions' rule Directive to utilities, refineries overstepped","Camden, Jim","Spokesman Review; Spokane, Wash.","Jan 17, 2020","Spokane, Wash.",C.1,,https://www.proquest.com/newspapers/court-tosses-indirect-emissions-rule-directive/docview/2339814443/se-2?accountid=13360,WA
4271,cap_and_trade,In Our View: Act this week on transportation package,,"Columbian; Vancouver, Wash.","Apr 20, 2021","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-view-act-this-week-on-transportation-package/docview/2515772286/se-2?accountid=13360,WA
4319,cap_and_trade,UP NEXT: 'THE CARBON BOWL',"Crooks, Gary","Spokesman Review; Spokane, Wash.","Nov 25, 2012","Spokane, Wash.",B.8,,https://www.proquest.com/newspapers/up-next-carbon-bowl/docview/1221413539/se-2?accountid=13360,WA
4390,cap_and_trade,State's burdensome business climate drove G-P to flee,Rep. Liz Pike,"Columbian; Vancouver, Wash.","Dec 7, 2017","Vancouver, Wash.",A.6,Opinion-Columns,https://www.proquest.com/newspapers/states-burdensome-business-climate-drove-g-p-flee/docview/1974112500/se-2?accountid=13360,WA
4398,cap_and_trade,"At a crossroads, with a choice","Dake, Lauren","Columbian; Vancouver, Wash.","Jan 14, 2015","Vancouver, Wash.",A.1,Politics Local,https://www.proquest.com/newspapers/at-crossroads-with-choice/docview/1645902306/se-2?accountid=13360,WA
4415,cap_and_trade,Bush pushes 'Clear Skies' initiative,"LINDLAW, SCOTT","Columbian; Vancouver, Wash.","Sep 17, 2003","Vancouver, Wash.",,World/Nation,https://www.proquest.com/newspapers/bush-pushes-clear-skies-initiative/docview/253179680/se-2?accountid=13360,WA
4473,cap_and_trade,Letters to the editor,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","Jan 9, 2010","Yakima, Wash.",A.4,,https://www.proquest.com/newspapers/letters-editor/docview/371802971/se-2?accountid=13360,WA
4517,cap_and_trade,Letters to the Editor,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","Jan 9, 2010","Yakima, Wash.",A.4,,https://www.proquest.com/newspapers/letters-editor/docview/371802910/se-2?accountid=13360,WA
4635,cap_and_trade,Businesses mull merits of carbon tax: Yakima Valley companies and industry groups are skeptical while taking a wait-and-see approach to Gov. Jay Inslee's proposal to reduce emissions,"Hoang, Mai","Yakima Herald - Republic; Yakima, Wash.","Dec 20, 2014","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/businesses-mull-merits-carbon-tax/docview/1640576345/se-2?accountid=13360,WA
4926,cap_and_trade,Legislative Preview,"Hair, Calley","Columbian; Vancouver, Wash.","Jan 10, 2021","Vancouver, Wash.",A.1,Politics Local,https://www.proquest.com/newspapers/legislative-preview/docview/2477268194/se-2?accountid=13360,WA
4935,cap_and_trade,Our readers' views,Anonymous,"Columbian; Vancouver, Wash.","Oct 9, 2009","Vancouver, Wash.",C.4,Opinion,https://www.proquest.com/newspapers/our-readers-views/docview/253385132/se-2?accountid=13360,WA
5073,cap_and_trade,Our readers' views,Anonymous,"Columbian; Vancouver, Wash.","Oct 3, 2010","Vancouver, Wash.",C.8,Opinion,https://www.proquest.com/newspapers/our-readers-views/docview/757325841/se-2?accountid=13360,WA
5152,cap_and_trade,Our readers' views,Anonymous,"Columbian; Vancouver, Wash.","Jul 15, 2009","Vancouver, Wash.",C.4,Opinion,https://www.proquest.com/newspapers/our-readers-views/docview/253355568/se-2?accountid=13360,WA
5171,cap_and_trade,"State revenue high, demands higher What to watch as Legislature returns","Camden, Jim","Spokesman Review; Spokane, Wash.","Jan 13, 2019","Spokane, Wash.",C.1,,https://www.proquest.com/newspapers/state-revenue-high-demands-higher-what-watch-as/docview/2166520036/se-2?accountid=13360,WA
5405,cap_and_trade,Letters to the Editor,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","May 17, 2009","Yakima, Wash.",C.3,,https://www.proquest.com/newspapers/letters-editor/docview/371869245/se-2?accountid=13360,WA
5445,cap_and_trade,Letters from our readers [Derived headline],"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","May 30, 2010","Yakima, Wash.",D.3,,https://www.proquest.com/newspapers/letters-our-readers-derived-headline/docview/356689328/se-2?accountid=13360,WA
5455,cap_and_trade,Letters to the Editor,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","May 17, 2009","Yakima, Wash.",C.3,,https://www.proquest.com/newspapers/letters-editor/docview/371890528/se-2?accountid=13360,WA
5705,carbon_tax,In our view: Examine Carbon Tax,,"Columbian; Vancouver, Wash.","Mar 2, 2016","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-view-examine-carbon-tax/docview/1771897722/se-2?accountid=13360,WA
5746,carbon_tax,Carbon tax and rebate,"Cate, Sara","Yakima Herald - Republic; Yakima, Wash.","Nov 30, 2013","Yakima, Wash.",A.4,,https://www.proquest.com/newspapers/carbon-tax-rebate/docview/1465976023/se-2?accountid=13360,WA
5843,carbon_tax,Brushing Up on Carbon Tax Strategy Green initiative push has some Orange in it,"Thomas, Jake","Columbian; Vancouver, Wash.","Nov 1, 2018","Vancouver, Wash.",C.1,Politics Local,https://www.proquest.com/newspapers/brushing-up-on-carbon-tax-strategy-green/docview/2128624769/se-2?accountid=13360,WA
5849,carbon_tax,CARBON TAX IN VOTERS' HANDS Washington's Initiative 732 - modeled on British Columbia version - would set precedent in U.S.,"Kramer, Becky","Spokesman Review; Spokane, Wash.","Oct 3, 2016","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/carbon-tax-voters-hands-washingtons-initiative/docview/1827604780/se-2?accountid=13360,WA
5861,carbon_tax,"Inslee calls for carbon tax to fight climate change State residents would pay more at gas pump and for electricity, natural gas","Camden, Jim","Spokesman Review; Spokane, Wash.","Jan 10, 2018","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/inslee-calls-carbon-tax-fight-climate-change/docview/1986204276/se-2?accountid=13360,WA
5868,carbon_tax,Our readers' views,,"Columbian; Vancouver, Wash.","Aug 10, 2014","Vancouver, Wash.",C.6,Letters To Editor,https://www.proquest.com/newspapers/our-readers-views/docview/1552690999/se-2?accountid=13360,WA
5869,carbon_tax,Businesses mull merits of carbon tax: Yakima Valley companies and industry groups are skeptical while taking a wait-and-see approach to Gov. Jay Inslee's proposal to reduce emissions,"Hoang, Mai","Yakima Herald - Republic; Yakima, Wash.","Dec 20, 2014","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/businesses-mull-merits-carbon-tax/docview/1640576345/se-2?accountid=13360,WA
5878,carbon_tax,"UNIFIED STRATEGY; Our View: U.S. energy, environment needs are intertwined",Anonymous,"Spokesman Review; Spokane, Wash.","Apr 21, 2009","Spokane, Wash.",A.11,,https://www.proquest.com/newspapers/unified-strategy-our-view-u-s-energy-environment/docview/395093321/se-2?accountid=13360,WA
5943,carbon_tax,"State of the State Gov. Jay Inslee addresses Washington legislature A call to action Governor pushes for cleaner environment, better education","Camden, Jim","Spokesman Review; Spokane, Wash.","Jan 10, 2018","Spokane, Wash.",C.1,,https://www.proquest.com/newspapers/state-gov-jay-inslee-addresses-washington/docview/1986205831/se-2?accountid=13360,WA
6102,carbon_tax,Cap-and-trade carbon proposal for Washington,,"Spokesman Review; Spokane, Wash.","Mar 24, 2019","Spokane, Wash.",C.2,,https://www.proquest.com/newspapers/cap-trade-carbon-proposal-washington/docview/2196250080/se-2?accountid=13360,WA
6201,carbon_tax,School funding still a top priority for new Legislature,,"Yakima Herald - Republic; Yakima, Wash.","Jan 3, 2018","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/school-funding-still-top-priority-new-legislature/docview/1986380192/se-2?accountid=13360,WA
6284,carbon_tax,"Budget writing battle: Lawmakers will need to find consensus on how to fund education, transportation and address environmental concerns","Faulk, Mike","Yakima Herald - Republic; Yakima, Wash.","Jan 11, 2015","Yakima, Wash.",A.1,,https://www.proquest.com/newspapers/budget-writing-battle/docview/1646326845/se-2?accountid=13360,WA
6311,carbon_tax,BURNING QUESTION City's waste incinerator in sights of Inslee's carbon plan,"Kramer, Becky","Spokesman Review; Spokane, Wash.","Jan 26, 2016","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/burning-question-citys-waste-incinerator-sights/docview/1761054229/se-2?accountid=13360,WA
6399,carbon_tax,2018 Legislative Preview A Short session with a Long list of challenges,"Thomas, Jake","Columbian; Vancouver, Wash.","Jan 8, 2018","Vancouver, Wash.",A.1,Politics Local,https://www.proquest.com/newspapers/2018-legislative-preview-short-session-with-long/docview/1985935184/se-2?accountid=13360,WA
6415,carbon_tax,02/01/09 Letters to the Editor,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","Feb 1, 2009","Yakima, Wash.",C.3,,https://www.proquest.com/newspapers/02-01-09-letters-editor/docview/371846885/se-2?accountid=13360,WA
6416,carbon_tax,Letters To Editor,"Troianello, Karen","Yakima Herald - Republic; Yakima, Wash.","Feb 1, 2009","Yakima, Wash.",C.3,,https://www.proquest.com/newspapers/letters-editor/docview/371848139/se-2?accountid=13360,WA
6467,carbon_tax,Kyoto's targets take significant effort,"Ritter, Karl","Columbian; Vancouver, Wash.","Oct 15, 2006","Vancouver, Wash.",,World/Nation,https://www.proquest.com/newspapers/kyotos-targets-take-significant-effort/docview/253326672/se-2?accountid=13360,WA
6500,carbon_tax,"Lands chief urges targeted plan, tax on carbon pollution","Camden, Jim","Spokesman Review; Spokane, Wash.","Jan 5, 2018","Spokane, Wash.",C.1,,https://www.proquest.com/newspapers/lands-chief-urges-targeted-plan-tax-on-carbon/docview/1984821966/se-2?accountid=13360,WA
6532,carbon_tax,"6 key issues in the 3rd District Incumbent Herrera Beutler, challenger Long outline their positions as Election Day looms","Hair, Calley","Columbian; Vancouver, Wash.","Nov 1, 2020","Vancouver, Wash.",A.1,Politics Local,https://www.proquest.com/newspapers/6-key-issues-3rd-district-incumbent-herrera/docview/2456884133/se-2?accountid=13360,WA
6536,carbon_tax,"Herrera Beutler, Long spar online","Macuk, Anthony","Columbian; Vancouver, Wash.","Oct 10, 2020","Vancouver, Wash.",A.1,Metro,https://www.proquest.com/newspapers/herrera-beutler-long-spar-online/docview/2450227917/se-2?accountid=13360,WA
6619,carbon_tax,"I-1631: ENVIRONMENTAL GROUPS VS. BIG OIL If passed in November, initiative would place fees on carbon pollution in Washington","Camden, Jim","Spokesman Review; Spokane, Wash.","Oct 10, 2018","Spokane, Wash.",T.16,,https://www.proquest.com/newspapers/i-1631-environmental-groups-vs-big-oil-if-passed/docview/2117421750/se-2?accountid=13360,WA
6620,carbon_tax,LETTERS,,"Spokesman Review; Spokane, Wash.","Jan 3, 2016","Spokane, Wash.",B.11,,https://www.proquest.com/newspapers/letters/docview/1753961947/se-2?accountid=13360,WA
6623,carbon_tax,"I-1631: Environmental groups vs. big oil If passed in November, initiative would place fees on carbon pollution in Washington","Camden, Jim","Spokesman Review; Spokane, Wash.","Sep 15, 2018","Spokane, Wash.",A.1,,https://www.proquest.com/newspapers/i-1631-environmental-groups-vs-big-oil-if-passed/docview/2104183271/se-2?accountid=13360,WA
6689,carbon_tax,"Sky isn't falling, it's just dirtier under President Trump","Jayne, Greg","Columbian; Vancouver, Wash.","Mar 5, 2017","Vancouver, Wash.",C.6,Opinion-Columns,https://www.proquest.com/newspapers/sky-isnt-falling-just-dirtier-under-president/docview/1874845082/se-2?accountid=13360,WA
6699,carbon_tax,LETTERS,,"Spokesman Review; Spokane, Wash.","Feb 28, 2016","Spokane, Wash.",B.11,,https://www.proquest.com/newspapers/letters/docview/1769898624/se-2?accountid=13360,WA
6802,carbon_tax,Letters,,"Spokesman Review; Spokane, Wash.","Feb 6, 2018","Spokane, Wash.",C.4,,https://www.proquest.com/newspapers/letters/docview/2002032482/se-2?accountid=13360,WA
6821,carbon_tax,State's burdensome business climate drove G-P to flee,Rep. Liz Pike,"Columbian; Vancouver, Wash.","Dec 7, 2017","Vancouver, Wash.",A.6,Opinion-Columns,https://www.proquest.com/newspapers/states-burdensome-business-climate-drove-g-p-flee/docview/1974112500/se-2?accountid=13360,WA
6866,carbon_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","Jul 15, 2016","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/1805270445/se-2?accountid=13360,WA
6867,carbon_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","Oct 22, 2016","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/1831823118/se-2?accountid=13360,WA
6882,carbon_tax,Our Readers' Views,,"Columbian; Vancouver, Wash.","May 26, 2018","Vancouver, Wash.",A.6,Editorial,https://www.proquest.com/newspapers/our-readers-views/docview/2046639557/se-2?accountid=13360,WA
