previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
10712,gas_tax,"More than 45,000 bridges rated in poor condition, but President Joe Biden's infrastructure plan may hit snag","King, Ledyard",USA Today (Online); Arlington,"Mar 22, 2021","Arlington, Tex.",,News,https://www.proquest.com/newspapers/more-than-45-000-bridges-rated-poor-condition/docview/2503382215/se-2?accountid=13360,TX
10956,gas_tax,Cautious expert sees Texas energy improvement,"Schladen, Marty","El Paso Times; El Paso, Tex.","Feb 22, 2017","El Paso, Tex.",A.8,News,https://www.proquest.com/newspapers/cautious-expert-sees-texas-energy-improvement/docview/1870515134/se-2?accountid=13360,TX
11221,gas_tax,Letters,,"Austin American Statesman; Austin, Tex.","Jul 3, 2003","Austin, Tex.",,,https://www.proquest.com/newspapers/letters/docview/256772394/se-2?accountid=13360,TX
11263,gas_tax,Toll road limits roll through Senate: [Final Edition],"Wear, Ben","Austin American Statesman; Austin, Tex.","Apr 28, 2007","Austin, Tex.",,,https://www.proquest.com/newspapers/toll-road-limits-roll-through-senate/docview/256817966/se-2?accountid=13360,TX
11271,gas_tax,LETTERS,Anonymous,"Austin American Statesman; Austin, Tex.","Oct 22, 2007","Austin, Tex.",A.8,,https://www.proquest.com/newspapers/letters/docview/256980127/se-2?accountid=13360,TX
11280,gas_tax,State budget figures cloudy,"Alexander, Kate","Austin American Statesman; Austin, Tex.","Dec 4, 2008","Austin, Tex.",A.1,,https://www.proquest.com/newspapers/state-budget-figures-cloudy/docview/255841514/se-2?accountid=13360,TX
11288,gas_tax,GOP asks: Should toll projects get public's nod?,"Wear, Ben","Austin American Statesman; Austin, Tex.","Feb 26, 2018","Austin, Tex.",B.1,,https://www.proquest.com/newspapers/gop-asks-should-toll-projects-get-publics-nod/docview/2008033204/se-2?accountid=13360,TX
11347,gas_tax,"Biden is pitching a big infrastructure plan, but Republicans already panned it as going too far","Garrison, Joey",USA Today (Online); Arlington,"Mar 30, 2021","Arlington, Tex.",,News,https://www.proquest.com/newspapers/biden-is-pitching-big-infrastructure-plan/docview/2507042386/se-2?accountid=13360,TX
11414,gas_tax,Divisive issues likely to mark 83rd session,"Lindell, Chuck","Austin American Statesman; Austin, Tex.","Jan 7, 2013","Austin, Tex.",A.1,,https://www.proquest.com/newspapers/divisive-issues-likely-mark-83rd-session/docview/1269123792/se-2?accountid=13360,TX
11468,gas_tax,"Surfing casualty, hen refunds, boat sickness: News from around our 50 states",From Network; wire reports,USA Today (Online); Arlington,"Jul 22, 2020","Arlington, Tex.",,News,https://www.proquest.com/newspapers/surfing-casualty-hen-refunds-boat-sickness-news/docview/2425753674/se-2?accountid=13360,TX
11488,gas_tax,"Donald Trump, Gavin Newsom fight over California gas prices on Twitter","Lam, Kristin",USA Today (Online); Arlington,"Oct 9, 2019","Arlington, Tex.",,News,https://www.proquest.com/newspapers/donald-trump-gavin-newsom-fight-over-california/docview/2302269838/se-2?accountid=13360,TX
11570,gas_tax,"Barbie, Tupac, scorpions and Red Vines: News from around our 50 states",From USA TODAY Network;wire reports,USA Today (Online); Arlington,"Jul 19, 2019","Arlington, Tex.",,news,https://www.proquest.com/newspapers/barbie-tupac-scorpions-red-vines-news-around-our/docview/2259972442/se-2?accountid=13360,TX
11579,gas_tax,Gas industry may ride on oil's back // Demand may fall for pricey crude: [FINAL Edition],"Barnes, Sarah","Austin American Statesman; Austin, Tex.","Aug 4, 1990","Austin, Tex.",,BUSINESS,https://www.proquest.com/newspapers/gas-industry-may-ride-on-oils-back-demand-fall/docview/256062347/se-2?accountid=13360,TX
11602,gas_tax,Hail to the ex-chief ; 'Primary Colors' author Joe Klein sings the praises of Bill Clinton but hits some sour notes about Hillary,"James McWilliams, Special to the American-Statesman","Austin American Statesman; Austin, Tex.","Mar 24, 2002","Austin, Tex.",,,https://www.proquest.com/newspapers/hail-ex-chief-primary-colors-author-joe-klein/docview/256780181/se-2?accountid=13360,TX
11639,gas_tax,UT/TT Poll: Transportation Amendment on Cruise Control,"Ramsey, Ross",The Texas Tribune; Austin,"Oct 27, 2014","Austin, Tex.",,,https://www.proquest.com/newspapers/ut-tt-poll-transportation-amendment-on-cruise/docview/1616730957/se-2?accountid=13360,TX
