previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
962,cap_and_trade,3 STATES WILL SUE EPA OVER EMISSIONS: [THIRD Edition],"Abel, David","Boston Globe; Boston, Mass.","Jan 31, 2003","Boston, Mass.",,Metro/Region,https://www.proquest.com/newspapers/3-states-will-sue-epa-over-emissions/docview/405500861/se-2?accountid=13360,MA
971,cap_and_trade,"California ready to cut greenhouse gases. Next, doing it.","Wood, Daniel B","The Christian Science Monitor; Boston, Mass.","Mar 13, 2012","Boston, Mass.",,Environment,https://www.proquest.com/newspapers/california-ready-cut-greenhouse-gases-next-doing/docview/927764546/se-2?accountid=13360,MA
984,cap_and_trade,A STEP BACKWARDS ON CLEAN AIR: [THIRD Edition],"Hill, William M","Boston Globe; Boston, Mass.","Mar 1, 2002","Boston, Mass.",,Op-Ed,https://www.proquest.com/newspapers/step-backwards-on-clean-air/docview/405449795/se-2?accountid=13360,MA
987,cap_and_trade,'Clear Skies' plan: the battle heats up ; Ten state attorneys general are accusing the Bush administration of diluting air-pollution standards.: [ALL Edition],Brad Knickerbocker Staff writer of The Christian Science Monitor,"The Christian Science Monitor; Boston, Mass.","Feb 25, 2005","Boston, Mass.",,USA,https://www.proquest.com/newspapers/clear-skies-plan-battle-heats-up-ten-state/docview/405696614/se-2?accountid=13360,MA
989,cap_and_trade,Could Estonia's oil shale bolster Europe's energy security?,"de Pommereau, Isabelle","The Christian Science Monitor; Boston, Mass.","Jun 21, 2014","Boston, Mass.",,NEWS,https://www.proquest.com/newspapers/could-estonias-oil-shale-bolster-europes-energy/docview/1538975866/se-2?accountid=13360,MA
990,cap_and_trade,Everyone's favorite climate change fix,"Maza, Cristina","The Christian Science Monitor; Boston, Mass.","Oct 29, 2015","Boston, Mass.",,NEWS,https://www.proquest.com/newspapers/everyones-favorite-climate-change-fix/docview/1728048570/se-2?accountid=13360,MA
991,cap_and_trade,"In California, a legal battle over carbon emission auctions","Rosen, Ben","The Christian Science Monitor; Boston, Mass.","Jan 24, 2017","Boston, Mass.",,Energy/Environment,https://www.proquest.com/newspapers/california-legal-battle-over-carbon-emission/docview/1861200629/se-2?accountid=13360,MA
1016,cap_and_trade,Climate innovation needed,"Sosland, Daniel L","Telegram & Gazette; Worcester, Mass.","Jul 15, 2010","Worcester, Mass.",A.10,COMMENTARY,https://www.proquest.com/newspapers/climate-innovation-needed/docview/610647307/se-2?accountid=13360,MA
1129,cap_and_trade,AREA EMISSIONS CONTROL URGED: [THIRD Edition],John Laidler Globe Correspondent,"Boston Globe; Boston, Mass.","Sep 4, 2005","Boston, Mass.",,Globe North,https://www.proquest.com/newspapers/area-emissions-control-urged/docview/404978913/se-2?accountid=13360,MA
1140,cap_and_trade,Climate-change measure earmarks $200m for Mass.: Markey secures funding in bill,"Milligan, Susan","Boston Globe; Boston, Mass.","May 15, 2009","Boston, Mass.",,National,https://www.proquest.com/newspapers/climate-change-measure-earmarks-200m-mass/docview/405166749/se-2?accountid=13360,MA
1144,cap_and_trade,`Different approach' to climate change offered: McCain proposes free-market plan to cap emissions,Anonymous,"Boston Globe; Boston, Mass.","May 13, 2008","Boston, Mass.",,National,https://www.proquest.com/newspapers/different-approach-climate-change-offered/docview/405114334/se-2?accountid=13360,MA
1155,cap_and_trade,MAYORS URGE NORTHEAST STATES TO CURB EMISSIONS: [THIRD Edition 1],John Laidler Globe Correspondent,"Boston Globe; Boston, Mass.","Sep 4, 2005","Boston, Mass.",,Globe North,https://www.proquest.com/newspapers/mayors-urge-northeast-states-curb-emissions/docview/404981065/se-2?accountid=13360,MA
1156,cap_and_trade,MAYORS URGE NORTHEAST STATES TO CURB EMISSIONS: [THIRD Edition],John Laidler Globe Correspondent,"Boston Globe; Boston, Mass.","Sep 4, 2005","Boston, Mass.",,Globe North,https://www.proquest.com/newspapers/mayors-urge-northeast-states-curb-emissions/docview/404980992/se-2?accountid=13360,MA
1160,cap_and_trade,A REGIONAL APPROACH TO GLOBAL WARMING ROMNEY JOINS GROUP; ENVIRONMENTALISTS LAUD EFFORT AFTER US INACTION: [THIRD Edition],"Ebbert, Stephanie","Boston Globe; Boston, Mass.","Jul 25, 2003","Boston, Mass.",,National/Foreign,https://www.proquest.com/newspapers/regional-approach-global-warming-romney-joins/docview/405536007/se-2?accountid=13360,MA
1171,cap_and_trade,Mercury rising ; Heavy reliance on coal is boosting mercury levels. How should the US limit emissions from the power industry?: [ALL Edition],Mark Clayton Staff writer of The Christian Science Monitor,"The Christian Science Monitor; Boston, Mass.","Apr 29, 2004","Boston, Mass.",,"FEATURES, PLANET",https://www.proquest.com/newspapers/mercury-rising-heavy-reliance-on-coal-is-boosting/docview/405673402/se-2?accountid=13360,MA
1242,cap_and_trade,Pick Coakley over extremist Brown,Anonymous,"The Berkshire Eagle; Pittsfield, Mass.","Jan 12, 2010","Pittsfield, Mass.",,Letters To The Editor,https://www.proquest.com/newspapers/pick-coakley-over-extremist-brown/docview/380025076/se-2?accountid=13360,MA
1250,cap_and_trade,Alaska's Lisa Murkowski: No. 7 on list of ousted incumbents?,"Bland, Scott","The Christian Science Monitor; Boston, Mass.","Aug 25, 2010","Boston, Mass.",,USA,https://www.proquest.com/newspapers/alaskas-lisa-murkowski-no-7-on-list-ousted/docview/747176574/se-2?accountid=13360,MA
1291,cap_and_trade,California's plan to cut emissions heavy on mandates,"Arnoldy, Ben","The Christian Science Monitor; Boston, Mass.","Jun 27, 2008","Boston, Mass.",,Environment,https://www.proquest.com/newspapers/californias-plan-cut-emissions-heavy-on-mandates/docview/405558644/se-2?accountid=13360,MA
1328,cap_and_trade,Obama: It's not easy bein' green,Sentinel; Enterprise,"Sentinel & Enterprise; Fitchburg, Mass.","May 1, 2009","Fitchburg, Mass.",,Editorials,https://www.proquest.com/newspapers/obama-not-easy-bein-green/docview/379063927/se-2?accountid=13360,MA
1351,cap_and_trade,Engine of growth: clean-tech jobs,"Arnoldy, Ben","The Christian Science Monitor; Boston, Mass.","Jan 24, 2008","Boston, Mass.",,USA,https://www.proquest.com/newspapers/engine-growth-clean-tech-jobs/docview/405565322/se-2?accountid=13360,MA
1358,cap_and_trade,FSC professor weighs in on global climate issues,Anonymous,"Sentinel & Enterprise; Fitchburg, Mass.","Nov 27, 2008","Fitchburg, Mass.",,Opinion,https://www.proquest.com/newspapers/fsc-professor-weighs-on-global-climate-issues/docview/379032794/se-2?accountid=13360,MA
1368,cap_and_trade,"At Paris climate talks, California has a message for the world","Goodale, Gloria","The Christian Science Monitor; Boston, Mass.","Dec 2, 2015","Boston, Mass.",,NEWS,https://www.proquest.com/newspapers/at-paris-climate-talks-california-has-message/docview/1738633177/se-2?accountid=13360,MA
1369,cap_and_trade,Canada's new carbon tax: Excessive intervention or not enough?,"Powell, Ellen","The Christian Science Monitor; Boston, Mass.","Oct 4, 2016","Boston, Mass.",,NEWS,https://www.proquest.com/newspapers/canadas-new-carbon-tax-excessive-intervention-not/docview/1825612088/se-2?accountid=13360,MA
1370,cap_and_trade,Greening automobiles: Experts comment on candidate policy packages,"Friedman, Uri","The Christian Science Monitor; Boston, Mass.","Aug 6, 2008","Boston, Mass.",,USA,https://www.proquest.com/newspapers/greening-automobiles-experts-comment-on-candidate/docview/405562557/se-2?accountid=13360,MA
1411,cap_and_trade,Rio+20 earth summit should look to reduce black carbon through carbon trading,"Posadas, Dennis","The Christian Science Monitor; Boston, Mass.","Jun 20, 2012","Boston, Mass.",,Commentary,https://www.proquest.com/newspapers/rio-20-earth-summit-should-look-reduce-black/docview/1021224904/se-2?accountid=13360,MA
1412,cap_and_trade,CO2 on trial ; Trading system could curb emissions: [ALL Edition],,"Telegram & Gazette; Worcester, Mass.","Nov 29, 2006","Worcester, Mass.",,EDITORIAL,https://www.proquest.com/newspapers/co2-on-trial-trading-system-could-curb-emissions/docview/268959726/se-2?accountid=13360,MA
1421,cap_and_trade,Capitol emissions: Don't repeat Europe's mistakes on carbon emissions,Anonymous,"Telegram & Gazette; Worcester, Mass.","Jun 2, 2008","Worcester, Mass.",A.6,EDITORIAL,https://www.proquest.com/newspapers/capitol-emissions/docview/269025274/se-2?accountid=13360,MA
1468,cap_and_trade,Corporate concern on climate rises: [ALL Edition],"Trumbull, Mark","The Christian Science Monitor; Boston, Mass.","May 16, 2007","Boston, Mass.",,USA,https://www.proquest.com/newspapers/corporate-concern-on-climate-rises/docview/405564477/se-2?accountid=13360,MA
1501,cap_and_trade,Warming up a new politics?,Anonymous,"The Sun; Lowell, Mass.","Jul 6, 2009","Lowell, Mass.",,Opinions,https://www.proquest.com/newspapers/warming-up-new-politics/docview/378816822/se-2?accountid=13360,MA
1552,cap_and_trade,Trees exquisitely designed as carbon-eating machines,"Perschel, Robert T","Telegram & Gazette; Worcester, Mass.","Mar 10, 2008","Worcester, Mass.",A.7,COMMENTARY,https://www.proquest.com/newspapers/trees-exquisitely-designed-as-carbon-eating/docview/269029976/se-2?accountid=13360,MA
1570,cap_and_trade,Critiques of a climate bill,"Knickerbocker, Brad","The Christian Science Monitor; Boston, Mass.","Oct 25, 2007","Boston, Mass.",,USA,https://www.proquest.com/newspapers/critiques-climate-bill/docview/405556138/se-2?accountid=13360,MA
1571,cap_and_trade,"US energy proposal pushes toward center ; From aggressive greenhouse-gas limits to new nuclear plants, independent group tries to bridge divisive issues.: [ALL Edition]",Brad Knickerbocker Staff writer of The Christian Science Monitor,"The Christian Science Monitor; Boston, Mass.","Dec 10, 2004","Boston, Mass.",,USA,https://www.proquest.com/newspapers/us-energy-proposal-pushes-toward-center/docview/405690239/se-2?accountid=13360,MA
1595,cap_and_trade,The dangers of a carbon trade war,"Levi, Michael A","Boston Globe; Boston, Mass.","Aug 12, 2009","Boston, Mass.",,Opinion,https://www.proquest.com/newspapers/dangers-carbon-trade-war/docview/405189537/se-2?accountid=13360,MA
1598,cap_and_trade,PRICE CAPS ARE FOR SISSIES: [THIRD Edition],"Bailey, Steve","Boston Globe; Boston, Mass.","Dec 7, 2005","Boston, Mass.",,Business,https://www.proquest.com/newspapers/price-caps-are-sissies/docview/404991171/se-2?accountid=13360,MA
1652,cap_and_trade,N.H. environmentalists lament GOP candidates' stance on EPA: Group forming to support science within party,"Schoenberg, Shira","Boston Globe; Boston, Mass.","Nov 17, 2011","Boston, Mass.",,National,https://www.proquest.com/newspapers/n-h-environmentalists-lament-gop-candidates/docview/904179362/se-2?accountid=13360,MA
1696,cap_and_trade,WINNERS AND SINNERS ON GLOBAL WARMING: [THIRD Edition],"Sandalow, David B","Boston Globe; Boston, Mass.","Feb 10, 2005","Boston, Mass.",,Op-Ed,https://www.proquest.com/newspapers/winners-sinners-on-global-warming/docview/404941404/se-2?accountid=13360,MA
1708,cap_and_trade,House fast-tracks major changes on energy and climate,"Gail Russell Chaddock; Clayton, Mark","The Christian Science Monitor; Boston, Mass.","Apr 2, 2009","Boston, Mass.",,National,https://www.proquest.com/newspapers/house-fast-tracks-major-changes-on-energy-climate/docview/405574223/se-2?accountid=13360,MA
1710,cap_and_trade,Get Americans to drive less by raising gas taxes: [ALL Edition],"Salzman, Randy","The Christian Science Monitor; Boston, Mass.","Jun 26, 2007","Boston, Mass.",,OPINION,https://www.proquest.com/newspapers/get-americans-drive-less-raising-gas-taxes/docview/405565638/se-2?accountid=13360,MA
1711,cap_and_trade,"'Green' governors, a warmer lake, and Al: [ALL Edition]","Knickerbocker, Brad","The Christian Science Monitor; Boston, Mass.","Mar 1, 2007","Boston, Mass.",,USA,https://www.proquest.com/newspapers/green-governors-warmer-lake-al/docview/405560162/se-2?accountid=13360,MA
1719,cap_and_trade,A RECIPE FOR UNDERSTANDING: [Third Edition],"Warsh, David","Boston Globe; Boston, Mass.","Feb 15, 1998","Boston, Mass.",,Business,https://www.proquest.com/newspapers/recipe-understanding/docview/403934954/se-2?accountid=13360,MA
1730,cap_and_trade,"On global warming, what US can learn from Europe ; Four Senate bills offer market-based ways to reduce emissions of greenhouse gases.: [ALL Edition]",Mark Clayton Staff writer of The Christian Science Monitor,"The Christian Science Monitor; Boston, Mass.","Jan 30, 2007","Boston, Mass.",,USA,https://www.proquest.com/newspapers/on-global-warming-what-us-can-learn-europe-four/docview/405555076/se-2?accountid=13360,MA
1741,cap_and_trade,Expand greenhouse gas cap,"Cowell, Stephen L","Telegram & Gazette; Worcester, Mass.","Jan 25, 2013","Worcester, Mass.",A.8,COMMENTARY,https://www.proquest.com/newspapers/expand-greenhouse-gas-cap/docview/1281834868/se-2?accountid=13360,MA
1751,cap_and_trade,Greens take a cue from financiers,"Velasquez-Manoff, Moises","The Christian Science Monitor; Boston, Mass.","Mar 19, 2009","Boston, Mass.",,Environment,https://www.proquest.com/newspapers/greens-take-cue-financiers/docview/405568354/se-2?accountid=13360,MA
1754,cap_and_trade,Environmental differences: US Senate candidates heating up on the state's climate change issues,"Moskowitz, Eric","Boston Globe; Boston, Mass.","Dec 17, 2009","Boston, Mass.",,Metro,https://www.proquest.com/newspapers/environmental-differences/docview/405201151/se-2?accountid=13360,MA
1758,cap_and_trade,Rivals split on environmental policy,"Abel, David","Boston Globe; Boston, Mass.","Aug 3, 2012","Boston, Mass.",,Metro,https://www.proquest.com/newspapers/rivals-split-on-environmental-policy/docview/1030813390/se-2?accountid=13360,MA
1763,cap_and_trade,Kerry to continue environmental focus,"McGrane, Victoria",Boston Globe (Online); Boston,"Sep 15, 2016","Boston, Mass.",,National,https://www.proquest.com/newspapers/kerry-continue-environmental-focus/docview/1819545056/se-2?accountid=13360,MA
1769,cap_and_trade,A corporate carbon tax d: [3 Edition],"Dod, Christopher; Senator Christopher Dodd of Connecticut is a Democratic candidate for president.","Boston Globe; Boston, Mass.","Apr 27, 2007","Boston, Mass.",,Op-Ed,https://www.proquest.com/newspapers/corporate-carbon-tax-d/docview/405060699/se-2?accountid=13360,MA
1789,cap_and_trade,California eyes going 'green' despite slump,"Wood, Daniel B","The Christian Science Monitor; Boston, Mass.","Oct 17, 2008","Boston, Mass.",,Environment,https://www.proquest.com/newspapers/california-eyes-going-green-despite-slump/docview/405562226/se-2?accountid=13360,MA
1791,cap_and_trade,A closer look at Obama's energy plan,"Clayton, Mark","The Christian Science Monitor; Boston, Mass.","Nov 13, 2008","Boston, Mass.",,Environment,https://www.proquest.com/newspapers/closer-look-at-obamas-energy-plan/docview/405563900/se-2?accountid=13360,MA
1796,cap_and_trade,"EMISSION CONTROL ONCE SKEPTICAL, ENVIRONMENTALISTS NOW LOVE THE IDEA OF 'EMISSIONS TRADING' AS A STRATEGY TO CURB GREENHOUSE GASES. THESE DAYS IT'S ECONOMISTS WHO HAVE RESERVATIONS ABOUT A PURELY MARKET- BASED APPROACH. DOES MITT ROMNEY HAVE A POINT?: [THIRD Edition]","Drake, Bennett","Boston Globe; Boston, Mass.","Dec 18, 2005","Boston, Mass.",,Ideas,https://www.proquest.com/newspapers/emission-control-once-skeptical-environmentalists/docview/405006802/se-2?accountid=13360,MA
1827,cap_and_trade,"US climate bill weak for NE, critics say: Fear losing gains from states' pact","Daley, Beth","Boston Globe; Boston, Mass.","Apr 9, 2010","Boston, Mass.",,Metro,https://www.proquest.com/newspapers/us-climate-bill-weak-ne-critics-say/docview/404750804/se-2?accountid=13360,MA
1832,cap_and_trade,"Coakley, Brown spar on environmental policy, economy: Most heated exchange yet","Viser, Matt; Moskowitz, Eric","Boston Globe; Boston, Mass.","Dec 16, 2009","Boston, Mass.",,Metro,https://www.proquest.com/newspapers/coakley-brown-spar-on-environmental-policy/docview/405202383/se-2?accountid=13360,MA
1871,cap_and_trade,Mass Audubon promised to preserve wildlife. Then it made millions claiming it could cut down trees,"Song, Lisa; Temple, James",Boston Globe (Online); Boston,"May 10, 2021","Boston, Mass.",,Metro,https://www.proquest.com/newspapers/mass-audubon-promised-preserve-wildlife-then-made/docview/2524413975/se-2?accountid=13360,MA
1881,cap_and_trade,"On energy policy, is better than Bush enough?","Browner, Carol M; Sussman, Bob","Boston Globe; Boston, Mass.","Jun 10, 2008","Boston, Mass.",,Op-Ed,https://www.proquest.com/newspapers/on-energy-policy-is-better-than-bush-enough/docview/405135444/se-2?accountid=13360,MA
1929,cap_and_trade,Cheaper vs. cleaner: big differences: [ALL Edition],Brad Knickerbocker Staff writer of The Christian Science Monitor,"The Christian Science Monitor; Boston, Mass.","Sep 28, 2004","Boston, Mass.",,USA,https://www.proquest.com/newspapers/cheaper-vs-cleaner-big-differences/docview/405686153/se-2?accountid=13360,MA
1953,cap_and_trade,Markey pleased by papal attention to global warming,"Urban, Peter","Telegram & Gazette; Worcester, Mass.","Sep 26, 2015","Worcester, Mass.",A.8,NEWS,https://www.proquest.com/newspapers/markey-pleased-papal-attention-global-warming/docview/1716685007/se-2?accountid=13360,MA
1964,cap_and_trade,"Brother, can you spare a carbon credit? Thinkers weigh a radical new way to reduce greenhouse gas: Give everyone an individual carbon allowance, and let the dealing begin.","Tuhus-Dubrow, Rebecca; Rebecca Tuhus-Dubrow is an associate editor at Boston Review Books.","Boston Globe; Boston, Mass.","Feb 24, 2008","Boston, Mass.",,Ideas,https://www.proquest.com/newspapers/brother-can-you-spare-carbon-credit-thinkers/docview/405108303/se-2?accountid=13360,MA
2004,cap_and_trade,46 win rights for power plant gas emissions 10-state coalition offers allowances for carbon dioxide,"Ailworth, Erin","Boston Globe; Boston, Mass.","Jan 7, 2009","Boston, Mass.",,Business,https://www.proquest.com/newspapers/46-win-rights-power-plant-gas-emissions-10-state/docview/405153775/se-2?accountid=13360,MA
2007,cap_and_trade,Precedent-setting carbon auction Wednesday,"Clayton, Mark","The Christian Science Monitor; Boston, Mass.","Sep 24, 2008","Boston, Mass.",,Environment,https://www.proquest.com/newspapers/precedent-setting-carbon-auction-wednesday/docview/405560605/se-2?accountid=13360,MA
2009,cap_and_trade,Canada puts a price on carbon: what the move means,"Gass, Henry","The Christian Science Monitor; Boston, Mass.","Dec 16, 2016","Boston, Mass.",,Energy/Environment,https://www.proquest.com/newspapers/canada-puts-price-on-carbon-what-move-means/docview/1849435452/se-2?accountid=13360,MA
2010,cap_and_trade,Could making climate change a 'pro-life' issue bring conservatives on board?,"Rosen, Ben","The Christian Science Monitor; Boston, Mass.","May 2, 2017","Boston, Mass.",,Energy/Environment,https://www.proquest.com/newspapers/could-making-climate-change-pro-life-issue-bring/docview/1894205993/se-2?accountid=13360,MA
2014,cap_and_trade,An unhappy mining story,Anonymous,"The Berkshire Eagle; Pittsfield, Mass.","Oct 19, 2010","Pittsfield, Mass.",,Editorials,https://www.proquest.com/newspapers/unhappy-mining-story/docview/759112296/se-2?accountid=13360,MA
2029,cap_and_trade,Activists frustrated at Obama's environmental record,"Knickerbocker, Brad","The Christian Science Monitor; Boston, Mass.","Jul 25, 2010","Boston, Mass.",,Environment,https://www.proquest.com/newspapers/activists-frustrated-at-obamas-environmental/docview/707999395/se-2?accountid=13360,MA
2060,cap_and_trade,The Senate and climate,"Daley, Beth","Boston Globe; Boston, Mass.","Dec 21, 2009","Boston, Mass.",,Business,https://www.proquest.com/newspapers/senate-climate/docview/405197355/se-2?accountid=13360,MA
2067,cap_and_trade,Polar bear politics,Anonymous,"The Berkshire Eagle; Pittsfield, Mass.","May 17, 2008","Pittsfield, Mass.",,Editorials,https://www.proquest.com/newspapers/polar-bear-politics/docview/379877584/se-2?accountid=13360,MA
2089,cap_and_trade,Senate Democrats forced to accept much slimmer energy bill,"Clayton, Mark","The Christian Science Monitor; Boston, Mass.","Jul 24, 2010","Boston, Mass.",,USA,https://www.proquest.com/newspapers/senate-democrats-forced-accept-much-slimmer/docview/671641205/se-2?accountid=13360,MA
2092,cap_and_trade,Markey to lead powerful energy subcommittee Post seen as central to the Obama agenda,"Milligan, Susan","Boston Globe; Boston, Mass.","Jan 8, 2009","Boston, Mass.",,National,https://www.proquest.com/newspapers/markey-lead-powerful-energy-subcommittee-post/docview/405147339/se-2?accountid=13360,MA
2093,cap_and_trade,"A tussle over link of warming, disease: Scientists' debate on climate could influence policies","Donnelly, John","Boston Globe; Boston, Mass.","Dec 5, 2007","Boston, Mass.",,National,https://www.proquest.com/newspapers/tussle-over-link-warming-disease/docview/405089101/se-2?accountid=13360,MA
2106,cap_and_trade,Climate bill faces deep resistance in Senate,"Eilperin, Juliet","Boston Globe; Boston, Mass.","Nov 2, 2009","Boston, Mass.",,National,https://www.proquest.com/newspapers/climate-bill-faces-deep-resistance-senate/docview/405189834/se-2?accountid=13360,MA
2107,cap_and_trade,Uncertain forecast: Labor stats reflect nervousness,Anonymous,"Telegram & Gazette; Worcester, Mass.","Mar 7, 2010","Worcester, Mass.",A.13,EDITORIAL,https://www.proquest.com/newspapers/uncertain-forecast/docview/269055911/se-2?accountid=13360,MA
2120,cap_and_trade,Region in clear on energy plan // Anti-smog safeguards for N.E.: [ALL Edition],"Monahan, John J; Telegram & Gazette Staff","Telegram & Gazette; Worcester, Mass.","May 14, 1996","Worcester, Mass.",,NEWS,https://www.proquest.com/newspapers/region-clear-on-energy-plan-anti-smog-safeguards/docview/268600089/se-2?accountid=13360,MA
2125,cap_and_trade,Youth civic group talking 'bout their generation,"Aucoin, Don","Boston Globe; Boston, Mass.","Jun 24, 2008","Boston, Mass.",,LivingArts,https://www.proquest.com/newspapers/youth-civic-group-talking-bout-their-generation/docview/405122601/se-2?accountid=13360,MA
