,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
3828,cap_and_trade,We need to understand treaty agenda,,"Fort Collins Coloradoan; Fort Collins, Colo.","Nov 26, 2009","Fort Collins, Colo.",,OPINION,https://www.proquest.com/newspapers/we-need-understand-treaty-agenda/docview/435819731/se-2?accountid=13360,CO
4138,cap_and_trade,Corporations ask feds to set emissions limits,"Wilkison, Brett","High Country News; Paonia, Colo.","May 1, 2006","Paonia, Colo.",,hotlines,https://www.proquest.com/newspapers/corporations-ask-feds-set-emissions-limits/docview/363124576/se-2?accountid=13360,CO
4174,cap_and_trade,OUR VIEW: SOLUTIONS SCARIER THAN CLIMATE WOES,Anonymous,"The Gazette; Colorado Springs, Colo.","Sep 24, 2009","Colorado Springs, Colo.",A.13,MAIN,https://www.proquest.com/newspapers/our-view-solutions-scarier-than-climate-woes/docview/268307320/se-2?accountid=13360,CO
4208,cap_and_trade,OUR VIEW: EPA RISKS ECONOMY,Anonymous,"The Gazette; Colorado Springs, Colo.","Apr 26, 2009","Colorado Springs, Colo.",A.14,MAIN,https://www.proquest.com/newspapers/our-view-epa-risks-economy/docview/268305222/se-2?accountid=13360,CO
4278,cap_and_trade,GLOBAL WARMING OUR LEAST CONCERN,Anonymous,"The Gazette; Colorado Springs, Colo.","Jan 28, 2010","Colorado Springs, Colo.",A.13,LOCAL,https://www.proquest.com/newspapers/global-warming-our-least-concern/docview/268306314/se-2?accountid=13360,CO
4346,cap_and_trade,Snapshots from the nation's press,,"The Daily Camera; Boulder, Colo.","Aug 2, 2015","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/snapshots-nations-press/docview/1700845891/se-2?accountid=13360,CO
4384,cap_and_trade,SOUNDING ALARM ON ECO-EXTREMISM LIMITED GOVERNMENT WEEK,"Andrews, John","The Gazette; Colorado Springs, Colo.","Apr 22, 2009","Colorado Springs, Colo.",A.17,MAIN,https://www.proquest.com/newspapers/sounding-alarm-on-eco-extremism-limited/docview/268310717/se-2?accountid=13360,CO
4408,cap_and_trade,Obama V. Boehner,"Lowry, Rich; syndicated columnist","Journal - Advocate; Sterling, Colo.","Sep 15, 2010","Sterling, Colo.",,Opinion,https://www.proquest.com/newspapers/obama-v-boehner/docview/918646817/se-2?accountid=13360,CO
4419,cap_and_trade,Renewable-energy leaders gather at CSU to tout growing sector,"Young, David","Fort Collins Coloradoan; Fort Collins, Colo.","Sep 2, 2009","Fort Collins, Colo.",,BUSINESS,https://www.proquest.com/newspapers/renewable-energy-leaders-gather-at-csu-tout/docview/435815857/se-2?accountid=13360,CO
4454,cap_and_trade,"Krauthammer: Who makes the laws, anyway?","Krauthammer, Charles","The Daily Camera; Boulder, Colo.","Aug 8, 2010","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/krauthammer-who-makes-laws-anyway/docview/918448011/se-2?accountid=13360,CO
4496,cap_and_trade,two weeks in the West,"Thompson, Jonathan","High Country News; Paonia, Colo.","Mar 19, 2007","Paonia, Colo.",,,https://www.proquest.com/newspapers/two-weeks-west/docview/363111989/se-2?accountid=13360,CO
4559,cap_and_trade,"Markey must go on attack if she wants to win, experts say","Moore, Robert","Fort Collins Coloradoan; Fort Collins, Colo.","Sep 10, 2010","Fort Collins, Colo.",,NEWS,https://www.proquest.com/newspapers/markey-must-go-on-attack-if-she-wants-win-experts/docview/750211856/se-2?accountid=13360,CO
4600,cap_and_trade,Environmentalists expect re-elected Obama to act on climate change,Jason Plautz McClatchyService,"The Daily Camera; Boulder, Colo.","Nov 10, 2012","Boulder, Colo.",,News,https://www.proquest.com/newspapers/environmentalists-expect-re-elected-obama-act-on/docview/1150412466/se-2?accountid=13360,CO
4631,cap_and_trade,LETTERS,Anonymous,"The Gazette; Colorado Springs, Colo.","Jul 1, 2009","Colorado Springs, Colo.",A.15,OPINION,https://www.proquest.com/newspapers/letters/docview/268305013/se-2?accountid=13360,CO
4729,cap_and_trade,LETTERS: Fracking starts to look pretty good; opting out of tests,,"The Gazette; Colorado Springs, Colo.","Feb 2, 2014","Colorado Springs, Colo.",,Opinion,https://www.proquest.com/newspapers/letters-fracking-starts-look-pretty-good-opting/docview/1493480593/se-2?accountid=13360,CO
4873,cap_and_trade,"Markey must go on attack if she wants to win, experts say","Moore, Robert","Fort Collins Coloradoan; Fort Collins, Colo.","Sep 3, 2010","Fort Collins, Colo.",,NEWS,https://www.proquest.com/newspapers/markey-must-go-on-attack-if-she-wants-win-experts/docview/749332475/se-2?accountid=13360,CO
4952,cap_and_trade,Guest opinion: 'Frack' and tax to prosperity,"Weimer, Al","The Daily Camera; Boulder, Colo.","Jun 21, 2013","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/guest-opinion-frack-tax-prosperity/docview/1370107491/se-2?accountid=13360,CO
5194,cap_and_trade,Oklahoma vs. the West,"Nicks, Denver; Ring, Ray","High Country News; Paonia, Colo.","Nov 8, 2010","Paonia, Colo.",,,https://www.proquest.com/newspapers/oklahoma-vs-west/docview/807672171/se-2?accountid=13360,CO
5304,cap_and_trade,Letters,,"The Gazette; Colorado Springs, Colo.","Feb 22, 2007","Colorado Springs, Colo.",,Opinion,https://www.proquest.com/newspapers/letters/docview/268286670/se-2?accountid=13360,CO
5514,cap_and_trade,"Bennet, Buck have similarities despite conflicts Opponents face off for U.S. Senate seat","Barker, Dan","The Fort Morgan Times; Fort Morgan, Colo.","Oct 19, 2010","Fort Morgan, Colo.",,News,https://www.proquest.com/newspapers/bennet-buck-have-similarities-despite-conflicts/docview/918489253/se-2?accountid=13360,CO
5594,cap_and_trade,A political speech the West needs to hear,"Ring, Ray","High Country News; Paonia, Colo.","Jan 21, 2008","Paonia, Colo.",,,https://www.proquest.com/newspapers/political-speech-west-needs-hear/docview/363117674/se-2?accountid=13360,CO
5713,carbon_tax,State doesn't need a carbon tax,"Gagliardi, Tony","The Daily Camera; Boulder, Colo.","Aug 16, 2014","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/state-doesnt-need-carbon-tax/docview/1553554705/se-2?accountid=13360,CO
5733,carbon_tax,Boulder Issue 2A: Voters approve carbon tax extension by wide margin,"Meltzer, Erica","The Daily Camera; Boulder, Colo.","Nov 6, 2012","Boulder, Colo.",,News,https://www.proquest.com/newspapers/boulder-issue-2a-voters-approve-carbon-tax/docview/1139105298/se-2?accountid=13360,CO
5740,carbon_tax,WHAT KILLED WASHINGTON'S CARBON TAX?,"Schimel, Kate","High Country News; Paonia, Colo.","Jan 21, 2019","Paonia, Colo.",,,https://www.proquest.com/newspapers/what-killed-washingtons-carbon-tax/docview/2172094465/se-2?accountid=13360,CO
5766,carbon_tax,Move forward with carbon tax,"Secord, Susan","The Daily Camera; Boulder, Colo.","Aug 8, 2014","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/move-forward-with-carbon-tax/docview/1552019099/se-2?accountid=13360,CO
5833,carbon_tax,A federal `carbon tax' would slow the U.S. economy and dirty the air,"Burgess, Philip M","Colorado Springs Gazette - Telegraph; Colorado Springs, Colo.","Feb 8, 1993","Colorado Springs, Colo.",,EDITORIAL,https://www.proquest.com/newspapers/federal-carbon-tax-would-slow-u-s-economy-dirty/docview/268061053/se-2?accountid=13360,CO
5836,carbon_tax,Letters to the editor: Carbon tax; Kennedy unfit for CU president,,"Colorado Daily; Boulder, Colo.","Apr 12, 2019","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/letters-editor-carbon-tax-kennedy-unfit-cu/docview/2208405132/se-2?accountid=13360,CO
5839,carbon_tax,Letter to the editor: Fight air and noise pollution with a carbon tax,,"Colorado Daily; Boulder, Colo.","Jan 14, 2018","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/letter-editor-fight-air-noise-pollution-with/docview/1987548623/se-2?accountid=13360,CO
5856,carbon_tax,Letters to the editor: Benefits of volunteering; stuttering awareness; support for LGBTQ community; carbon tax,,"Colorado Daily; Boulder, Colo.","May 7, 2018","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/letters-editor-benefits-volunteering-stuttering/docview/2035408338/se-2?accountid=13360,CO
5884,carbon_tax,Environment vs. economics/ Clinton policy could bring changes to West,"Barry, Noreen; Gazette Telegraph","Colorado Springs Gazette - Telegraph; Colorado Springs, Colo.","Jan 24, 1993","Colorado Springs, Colo.",,A SECTION,https://www.proquest.com/newspapers/environment-vs-economics-clinton-policy-could/docview/268051249/se-2?accountid=13360,CO
5896,carbon_tax,Bill should address jobs and environment,,"Fort Collins Coloradoan; Fort Collins, Colo.","Jan 17, 2010","Fort Collins, Colo.",,OPINION,https://www.proquest.com/newspapers/bill-should-address-jobs-environment/docview/435823336/se-2?accountid=13360,CO
6008,carbon_tax,Carbon and the economy,"Stutzman, Erika","The Daily Camera; Boulder, Colo.","Jun 15, 2014","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/carbon-economy/docview/1535572286/se-2?accountid=13360,CO
6204,carbon_tax,Neil Kolwey: We must address climate change,,"The Daily Camera; Boulder, Colo.","Sep 19, 2014","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/neil-kolwey-we-must-address-climate-change/docview/1563382530/se-2?accountid=13360,CO
6207,carbon_tax,Regina Cowles: A greener energy supply for Boulder,,"The Daily Camera; Boulder, Colo.","Apr 2, 2013","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/regina-cowles-greener-energy-supply-boulder/docview/1322229618/se-2?accountid=13360,CO
6224,carbon_tax,Guest opinion: 'Frack' and tax to prosperity,"Weimer, Al","The Daily Camera; Boulder, Colo.","Jun 21, 2013","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/guest-opinion-frack-tax-prosperity/docview/1370107491/se-2?accountid=13360,CO
6404,carbon_tax,Boulder to launch pilot energy-tracking program for commercial buildings,"Meltzer, Erica","The Daily Camera; Boulder, Colo.","Jul 22, 2012","Boulder, Colo.",,Local,https://www.proquest.com/newspapers/boulder-launch-pilot-energy-tracking-program/docview/1027428347/se-2?accountid=13360,CO
6477,carbon_tax,Jim Dimmick: Price the externality,,"The Daily Camera; Boulder, Colo.","May 18, 2015","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/jim-dimmick-price-externality/docview/1681633143/se-2?accountid=13360,CO
6482,carbon_tax,Editorial: Meet climate warnings with action,,"The Daily Camera; Boulder, Colo.","Oct 11, 2018","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/editorial-meet-climate-warnings-with-action/docview/2118526418/se-2?accountid=13360,CO
6493,carbon_tax,PRESIDENTIAL CANDIDATES,Anonymous,"The Gazette; Colorado Springs, Colo.","Oct 19, 2008","Colorado Springs, Colo.",Vo.2,Voters Guide,https://www.proquest.com/newspapers/presidential-candidates/docview/268298662/se-2?accountid=13360,CO
6564,carbon_tax,"Boulder's Climate Action Plan, parks and recreation tax renewals win big","Meltzer, Erica","The Daily Camera; Boulder, Colo.","Nov 7, 2012","Boulder, Colo.",,Local,https://www.proquest.com/newspapers/boulders-climate-action-plan-parks-recreation-tax/docview/1139496049/se-2?accountid=13360,CO
6761,carbon_tax,"Jared Polis: When it comes to the tax code, think clean energy","Polis, Jared","The Daily Camera; Boulder, Colo.","Nov 14, 2017","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/jared-polis-when-comes-tax-code-think-clean/docview/1964305633/se-2?accountid=13360,CO
6824,carbon_tax,U.S. has revenue opportunities to pay for needed spending,,"Fort Collins Coloradoan; Fort Collins, Colo.","Jan 13, 2013","Fort Collins, Colo.",,Soapboxes,https://www.proquest.com/newspapers/u-s-has-revenue-opportunities-pay-needed-spending/docview/1269116077/se-2?accountid=13360,CO
6868,carbon_tax,FROM OUR WEBSITE: HCN.ORG,Anonymous,"High Country News; Paonia, Colo.","Nov 28, 2016","Paonia, Colo.",,,https://www.proquest.com/newspapers/our-website-hcn-org/docview/1846267861/se-2?accountid=13360,CO
6906,carbon_tax,From the editorial advisory board: Keystone XL,,"The Daily Camera; Boulder, Colo.","Nov 21, 2014","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/editorial-advisory-board-keystone-xl/docview/1626852455/se-2?accountid=13360,CO
6955,carbon_tax,Friedman: No fooling Mother Nature,"Friedman, Thomas","The Daily Camera; Boulder, Colo.","May 7, 2010","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/friedman-no-fooling-mother-nature/docview/918447351/se-2?accountid=13360,CO
6983,carbon_tax,STATE SENATE CANDIDATES,Anonymous,"The Gazette; Colorado Springs, Colo.","Oct 19, 2008","Colorado Springs, Colo.",Vo.6,Voter Guide,https://www.proquest.com/newspapers/state-senate-candidates/docview/268298561/se-2?accountid=13360,CO
7061,carbon_tax,The struggle to save Colorado's forests in a changing world,"Forster, Liz","The Gazette; Colorado Springs, Colo.","Apr 13, 2019","Colorado Springs, Colo.",,Local,https://www.proquest.com/newspapers/struggle-save-colorados-forests-changing-world/docview/2209142593/se-2?accountid=13360,CO
7065,carbon_tax,Ken Bonetti: Tell Polis 'no' on TPP,,"The Daily Camera; Boulder, Colo.","Jul 1, 2016","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/ken-bonetti-tell-polis-no-on-tpp/docview/1801641814/se-2?accountid=13360,CO
7108,carbon_tax,A political speech the West needs to hear,"Ring, Ray","High Country News; Paonia, Colo.","Jan 21, 2008","Paonia, Colo.",,,https://www.proquest.com/newspapers/political-speech-west-needs-hear/docview/363117674/se-2?accountid=13360,CO
7113,carbon_tax,"Climate change, bark beetles: Billions of dead trees","Halter, Reese","The Daily Camera; Boulder, Colo.","Jan 15, 2012","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/climate-change-bark-beetles-billions-dead-trees/docview/916900147/se-2?accountid=13360,CO
7120,carbon_tax,"Lawmakers: Energy bills on the horizon ; Mileage, renewables hot topics",ED SEALOVER THE GAZETTE,"The Gazette; Colorado Springs, Colo.","Jul 3, 2007","Colorado Springs, Colo.",,Metro,https://www.proquest.com/newspapers/lawmakers-energy-bills-on-horizon-mileage/docview/268292033/se-2?accountid=13360,CO
7139,carbon_tax,Mara de Pater: The world is watching: Boulder's municipalization,"de Pater, Mara","The Daily Camera; Boulder, Colo.","Apr 21, 2018","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/mara-de-pater-world-is-watching-boulders/docview/2028644317/se-2?accountid=13360,CO
7187,carbon_tax,Tom Mayer: Capitalism vs. climate: Which side are you on?,"Mayer, Tom","The Daily Camera; Boulder, Colo.","Apr 25, 2015","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/tom-mayer-capitalism-vs-climate-which-side-are/docview/1675777372/se-2?accountid=13360,CO
7190,carbon_tax,Enviros for drilling!,"Guerin, Emily","High Country News; Paonia, Colo.","Dec 9, 2013","Paonia, Colo.",,CURRENTS,https://www.proquest.com/newspapers/enviros-drilling/docview/1467863230/se-2?accountid=13360,CO
7244,carbon_tax,SUNSHINE AND DOLLAR SIGNS,"Wineke, Andrew","The Gazette; Colorado Springs, Colo.","Mar 28, 2010","Colorado Springs, Colo.",,BUSINESS,https://www.proquest.com/newspapers/sunshine-dollar-signs/docview/268311116/se-2?accountid=13360,CO
7469,carbon_tax,'Green jobs' won't fix environmental problems,"Stanley, Linda","Fort Collins Coloradoan; Fort Collins, Colo.","May 18, 2009","Fort Collins, Colo.",,COLUMNISTS,https://www.proquest.com/newspapers/green-jobs-wont-fix-environmental-problems/docview/435798313/se-2?accountid=13360,CO
7509,carbon_tax,OUR VIEW: Warming hypothesis dies on the vine (poll),Freedom Communications,"The Gazette; Colorado Springs, Colo.","Feb 02, 2012","Colorado Springs, Colo.",,News,https://www.proquest.com/newspapers/our-view-warming-hypothesis-dies-on-vine-poll/docview/919564295/se-2?accountid=13360,CO
7602,carbon_tax,"A new podcast, and a farewell","Kutz, Jessica","High Country News; Paonia, Colo.","Mar 4, 2019","Paonia, Colo.",,DEAR FRIENDS,https://www.proquest.com/newspapers/new-podcast-farewell/docview/2197748215/se-2?accountid=13360,CO
7608,carbon_tax,SOUNDING ALARM ON ECO-EXTREMISM LIMITED GOVERNMENT WEEK,"Andrews, John","The Gazette; Colorado Springs, Colo.","Apr 22, 2009","Colorado Springs, Colo.",A.17,MAIN,https://www.proquest.com/newspapers/sounding-alarm-on-eco-extremism-limited/docview/268310717/se-2?accountid=13360,CO
7634,carbon_tax,Frank Kreith: CU should revisit divestiture,"Kreith, Frank","The Daily Camera; Boulder, Colo.","Apr 28, 2015","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/frank-kreith-cu-should-revisit-divestiture/docview/1676471664/se-2?accountid=13360,CO
7662,carbon_tax,"If science can't agree on global warming, why should governments?",Gale Norton and John Shanahan,"The Gazette; Colorado Springs, Colo.","Jun 29, 1997","Colorado Springs, Colo.",,EDITORIAL,https://www.proquest.com/newspapers/if-science-cant-agree-on-global-warming-why/docview/268127186/se-2?accountid=13360,CO
7766,carbon_tax,Pomerance: Liberals and conservatives agree on Xcel's profits,"Pomerance, Steve","The Daily Camera; Boulder, Colo.","Aug 4, 2013","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/pomerance-liberals-conservatives-agree-on-xcels/docview/1417403709/se-2?accountid=13360,CO
7788,carbon_tax,Environmentalists expect re-elected Obama to act on climate change,Jason Plautz McClatchyService,"The Daily Camera; Boulder, Colo.","Nov 10, 2012","Boulder, Colo.",,News,https://www.proquest.com/newspapers/environmentalists-expect-re-elected-obama-act-on/docview/1150412466/se-2?accountid=13360,CO
7832,carbon_tax,CU-Boulder's Roger Pielke Jr. targeted by congressman over research funding,"Dickie, Gloria","The Daily Camera; Boulder, Colo.","Feb 25, 2015","Boulder, Colo.",,Local,https://www.proquest.com/newspapers/cu-boulders-roger-pielke-jr-targeted-congressman/docview/1658555314/se-2?accountid=13360,CO
7865,carbon_tax,Climate catalyst,"Langlois, Krista","High Country News; Paonia, Colo.","Nov 24, 2014","Paonia, Colo.",,CURRENTS,https://www.proquest.com/newspapers/climate-catalyst/docview/1628649226/se-2?accountid=13360,CO
8011,carbon_tax,From the editorial advisory board,,"The Daily Camera; Boulder, Colo.","Jul 20, 2013","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/editorial-advisory-board/docview/1404780105/se-2?accountid=13360,CO
8013,carbon_tax,From the Editorial Advisory Board: Climate change,,"The Daily Camera; Boulder, Colo.","Oct 19, 2018","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/editorial-advisory-board-climate-change/docview/2122846095/se-2?accountid=13360,CO
8020,carbon_tax,From the Editorial Advisory Board: Sugar tax not all sweetness for city,,"The Daily Camera; Boulder, Colo.","Jul 6, 2018","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/editorial-advisory-board-sugar-tax-not-all/docview/2065080239/se-2?accountid=13360,CO
8084,carbon_tax,From the editorial advisory board: Boulder's future,,"The Daily Camera; Boulder, Colo.","Dec 31, 2012","Boulder, Colo.",,Opinion,https://www.proquest.com/newspapers/editorial-advisory-board-boulders-future/docview/1265851778/se-2?accountid=13360,CO
8096,carbon_tax,Welcome to the Alt-American West,"Calvert, Brian","High Country News; Paonia, Colo.","Dec 24, 2018","Paonia, Colo.",24,BOOKS,https://www.proquest.com/newspapers/welcome-alt-american-west/docview/2164476613/se-2?accountid=13360,CO
8108,carbon_tax,Sunday special: Weighing options for fate of Drake Power Plant,"Mendoza, Monica","The Gazette; Colorado Springs, Colo.","May 18, 2014","Colorado Springs, Colo.",,Local,https://www.proquest.com/newspapers/sunday-special-weighing-options-fate-drake-power/docview/1525639102/se-2?accountid=13360,CO
8116,carbon_tax,Grand Disjunction,"Blankenbuehler, Paige","High Country News; Paonia, Colo.",Oct 2020,"Paonia, Colo.",,ELECTION 2020,https://www.proquest.com/newspapers/grand-disjunction/docview/2449502214/se-2?accountid=13360,CO
