,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
104,cap_and_trade,Cap-and-Trade Bill Would Make Housing Less Affordable; The Kerry-Lieberman bill also calls for zoning restrictions that increase housing prices.,,"Wall Street Journal (Online); New York, N.Y.","Jul 20, 2010","New York, N.Y.",,Opinion,https://www.proquest.com/newspapers/cap-trade-bill-would-make-housing-less-affordable/docview/616991892/se-2?accountid=13360,NY
119,cap_and_trade,"The Obama-Pelosi Lame Duck Strategy; Union 'card-check,' cap and trade, and so much more.",,"Wall Street Journal (Online); New York, N.Y.","Jul 8, 2010","New York, N.Y.",,Opinion,https://www.proquest.com/newspapers/obama-pelosi-lame-duck-strategy-union-card-check/docview/603589875/se-2?accountid=13360,NY
120,cap_and_trade,"Championing Environment, Francis Takes Aim at Global Capitalism: [Foreign Desk]","Davenport, Coral","New York Times, Late Edition (East Coast); New York, N.Y.","Jun 19, 2015","New York, N.Y.",,A,https://www.proquest.com/newspapers/championing-environment-francis-takes-aim-at/docview/1689794288/se-2?accountid=13360,NY
153,cap_and_trade,U.S. News: Washington Battle Over Climate Change Heats Up; Senators Stake Out Stances in Debate Of 'Cap-and-Trade',"Power, Stephen","Wall Street Journal, Eastern edition; New York, N.Y.","Jun 3, 2008","New York, N.Y.",,,https://www.proquest.com/newspapers/u-s-news-washington-battle-over-climate-change/docview/399098725/se-2?accountid=13360,NY
168,cap_and_trade,Cap and trade succeeds,"Lapera, Anne","The Poughkeepsie Journal; Poughkeepsie, N.Y.","Apr 13, 2014","Poughkeepsie, N.Y.",3,G,https://www.proquest.com/newspapers/cap-trade-succeeds/docview/1515660250/se-2?accountid=13360,NY
169,cap_and_trade,The Climate is Changing; The rise of Tony Abbott is part of a worldwide reconsideration of the costs of cap-and-trade.,"Switzer, Tom","Wall Street Journal (Online); New York, N.Y.","Jan 12, 2010","New York, N.Y.",,Opinion,https://www.proquest.com/newspapers/climate-is-changing-rise-tony-abbott-part/docview/237942158/se-2?accountid=13360,NY
186,cap_and_trade,Energy (A Special Report): Regulators; Paying to Pollute: Everything you wanted to know about cap and trade...but didn't even know to ask,"Abboud, Leila","Wall Street Journal, Eastern edition; New York, N.Y.","Sep 15, 2008","New York, N.Y.",,,https://www.proquest.com/newspapers/energy-special-report-regulators-paying-pollute/docview/399040804/se-2?accountid=13360,NY
187,cap_and_trade,Trump Administration Sues California Over Cap-and-Trade Market; Lawsuit argues the state's emissions-trading market is unconstitutional because Quebec is a partner,"Puko, Timothy","Wall Street Journal (Online); New York, N.Y.","Oct 23, 2019","New York, N.Y.",,US,https://www.proquest.com/newspapers/trump-administration-sues-california-over-cap/docview/2307701692/se-2?accountid=13360,NY
195,cap_and_trade,Brown Gears Up for Fight Over California Climate Effort; Governor wants to preserve state's cap-and-trade program; critics oppose auctioning carbon permits,"Lazo, Alejandro","Wall Street Journal (Online); New York, N.Y.","Aug 8, 2016","New York, N.Y.",,US,https://www.proquest.com/newspapers/brown-gears-up-fight-over-california-climate/docview/1809540924/se-2?accountid=13360,NY
245,cap_and_trade,"Ithaca joins nationwide debate on carbon tax, cap and trade","Gashler, Krisy","The Ithaca Journal; Ithaca, N.Y.","Jan 18, 2008","Ithaca, N.Y.",,Local,https://www.proquest.com/newspapers/ithaca-joins-nationwide-debate-on-carbon-tax-cap/docview/377992925/se-2?accountid=13360,NY
248,cap_and_trade,"California Legislature Approves Climate-Change Measure; Pushed hard by Gov. Brown, extension of cap-and-trade program wins critical Republican votes to reach needed two-thirds majority","Lazo, Alejandro","Wall Street Journal (Online); New York, N.Y.","Jul 18, 2017","New York, N.Y.",,US,https://www.proquest.com/newspapers/california-legislature-approves-climate-change/docview/1919644004/se-2?accountid=13360,NY
276,cap_and_trade,The Pulse; A Cooling Trend On Cap and Trade: [National Desk],"Kirk, Jim","New York Times, Late Edition (East Coast); New York, N.Y.","Aug 13, 2010","New York, N.Y.",,A,https://www.proquest.com/newspapers/pulse-cooling-trend-on-cap-trade/docview/742597974/se-2?accountid=13360,NY
280,cap_and_trade,Slow Start on Environment in Second Obama Term: [Energy],"Broder, John","New York Times, Late Edition (East Coast); New York, N.Y.","Apr 25, 2013","New York, N.Y.",,F,https://www.proquest.com/newspapers/slow-start-on-environment-second-obama-term/docview/1344934553/se-2?accountid=13360,NY
293,cap_and_trade,The Dangers Of 'Cap and Trade': [Money and Business/Financial Desk],"Stein, Ben","New York Times, Late Edition (East Coast); New York, N.Y.","Feb 22, 2009","New York, N.Y.",,BU,https://www.proquest.com/newspapers/dangers-cap-trade/docview/434038596/se-2?accountid=13360,NY
312,cap_and_trade,Environment (A Special Report) --- ECO:nomics: Creating environmental capital,"Ball, Jeffrey","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 9, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-eco-nomics-creating/docview/399098756/se-2?accountid=13360,NY
354,cap_and_trade,Climate Change 'Quagmire'; Why India's environment minister doesn't like Al Gore's approach to global warming.,"Kissel, Mary","Wall Street Journal (Online); New York, N.Y.","Mar 10, 2010","New York, N.Y.",,Opinion,https://www.proquest.com/newspapers/climate-change-quagmire-why-indias-environment/docview/237977695/se-2?accountid=13360,NY
365,cap_and_trade,Environment (A Special Report) --- Energy of the Past? --- Tom Albanese of Rio Tinto and Michael Morris of American Electric Power on whether coal's days are numbered,"Ball, Jeffrey","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 7, 2011","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-energy-past-tom/docview/855167475/se-2?accountid=13360,NY
367,cap_and_trade,Environment (A Special Report) --- The View From Big Oil: Peter Voser of Royal Dutch Shell talks about the kind of energy legislation he'd like to see: [1],"Murray, Alan; Strassel, Kimberley","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 8, 2010","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-view-big-oil-peter/docview/399155876/se-2?accountid=13360,NY
375,cap_and_trade,CEO Council (A Special Report) --- Energy and the Environment,"Ball, Jeffery","Wall Street Journal, Eastern edition; New York, N.Y.","Nov 23, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/ceo-council-special-report-energy-environment/docview/399143780/se-2?accountid=13360,NY
378,cap_and_trade,Candidates Outline Plans To Improve Environment,"Hauser, Christine","New York Times, Late Edition (East Coast); New York, N.Y.","Nov 18, 2007","New York, N.Y.",,1,https://www.proquest.com/newspapers/candidates-outline-plans-improve-environment/docview/433714881/se-2?accountid=13360,NY
381,cap_and_trade,A New Blog on Energy and the Environment: [The Business of Green],"Galbraith, Kate","New York Times, Late Edition (East Coast); New York, N.Y.","Sep 24, 2008","New York, N.Y.",,SPG,https://www.proquest.com/newspapers/new-blog-on-energy-environment/docview/433932955/se-2?accountid=13360,NY
388,cap_and_trade,Bad Air Days: [Op-Ed],"Krugman, Paul","New York Times, Late Edition (East Coast); New York, N.Y.","Apr 26, 2002","New York, N.Y.",,A,https://www.proquest.com/newspapers/bad-air-days/docview/432045121/se-2?accountid=13360,NY
389,cap_and_trade,"Bad choices on mercury, drilling, Environment will take a beating: [ALL EDITIONS]",,"Newsday, Combined editions; Long Island, N.Y.","Mar 17, 2005","Long Island, N.Y.",,OPINION,https://www.proquest.com/newspapers/bad-choices-on-mercury-drilling-environment-will/docview/279875947/se-2?accountid=13360,NY
391,cap_and_trade,Environment (A Special Report) --- Carbon Offsets: A Q&A: What are they? How would they work? And will they really reduce emissions?,"Curran, Rob","Wall Street Journal, Eastern edition; New York, N.Y.","Sep 21, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-carbon-offsets-q-amp/docview/399131699/se-2?accountid=13360,NY
398,cap_and_trade,Romney Environment Push Is Fresh Target for His Rivals,"Weisman, Jonathan","Wall Street Journal (Online); New York, N.Y.","Oct 5, 2011","New York, N.Y.",,Business,https://www.proquest.com/newspapers/romney-environment-push-is-fresh-target-his/docview/896364290/se-2?accountid=13360,NY
399,cap_and_trade,Romney Environment Push Is Fresh Target for His Rivals,"Weisman, Jonathan","Wall Street Journal (Online); New York, N.Y.","Oct 6, 2011","New York, N.Y.",,Business,https://www.proquest.com/newspapers/romney-environment-push-is-fresh-target-his/docview/896364247/se-2?accountid=13360,NY
403,cap_and_trade,Election 2012: Romney Environment Push Is Fresh Target for His Rivals,"Weisman, Jonathan","Wall Street Journal, Eastern edition; New York, N.Y.","Oct 6, 2011","New York, N.Y.",,,https://www.proquest.com/newspapers/election-2012-romney-environment-push-is-fresh/docview/896388419/se-2?accountid=13360,NY
405,cap_and_trade,Shaping the New Agenda (A Special Report) --- Energy & The Environment,"Ball, Jeffrey","Wall Street Journal, Eastern edition; New York, N.Y.","Nov 24, 2008","New York, N.Y.",,,https://www.proquest.com/newspapers/shaping-new-agenda-special-report-energy-amp/docview/399079097/se-2?accountid=13360,NY
413,cap_and_trade,Currents -- Environment: An Exhausting War on Emissions; Norway's Efforts to Contain Greenhouse Gases Move Forward -- and Backfire,"Abboud, Leila","Wall Street Journal, Eastern edition; New York, N.Y.","Sep 30, 2008","New York, N.Y.",,,https://www.proquest.com/newspapers/currents-environment-exhausting-war-on-emissions/docview/399110804/se-2?accountid=13360,NY
414,cap_and_trade,"The Environment Has Its Day in Court, Wins","Goldberg, J J","Forward; New York, N.Y.","Jul 6, 2012","New York, N.Y.",,Forward Forum,https://www.proquest.com/newspapers/environment-has-day-court-wins/docview/1027584129/se-2?accountid=13360,NY
417,cap_and_trade,Environment (A Special Report) --- Sand Storm: The U.S. government is changing its environmental policy; Now Canada may have to rethink its policy as well,Hyun Young Lee,"Wall Street Journal, Eastern edition; New York, N.Y.","Mar 9, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-sand-storm-u-s/docview/399038315/se-2?accountid=13360,NY
429,cap_and_trade,"Environment (A Special Report); What Price Green? For many Americans, pretty much any price is too high","Athavaley, Anjali","Wall Street Journal, Eastern edition; New York, N.Y.","Oct 29, 2007","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-what-price-green-many/docview/398995263/se-2?accountid=13360,NY
432,cap_and_trade,"Environment (A Special Report) --- Faster, Faster: Al Gore on how change must, and can, come quickly","Murray, Alan","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 9, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-faster-al-gore-on-how/docview/399041104/se-2?accountid=13360,NY
435,cap_and_trade,Carbon sequestration takes center stage in the campaign against global warming,"Reynolds, Jerry","Indian Country Today; Oneida, N.Y.","May 9, 2007","Oneida, N.Y.",,,https://www.proquest.com/newspapers/carbon-sequestration-takes-center-stage-campaign/docview/362634162/se-2?accountid=13360,NY
439,cap_and_trade,"Environment (A Special Report); Ahead of the Pack: GE's Jeffrey Immelt on why it's business, not personal","Murray, Alan; Strassel, Kimberly A","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 24, 2008","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-ahead-pack-ges-jeffrey/docview/399114150/se-2?accountid=13360,NY
444,cap_and_trade,The Capitol Energy Crisis: [Op-Ed 1],"Friedman, Thomas L","New York Times, Late Edition (East Coast); New York, N.Y.","Jun 24, 2007","New York, N.Y.",,WK,https://www.proquest.com/newspapers/capitol-energy-crisis/docview/433599374/se-2?accountid=13360,NY
445,cap_and_trade,"Take a look at Obama, Romney on environment",,"The Journal News; White Plains, N.Y.","Oct 21, 2012","White Plains, N.Y.",,E,https://www.proquest.com/newspapers/take-look-at-obama-romney-on-environment/docview/1240398476/se-2?accountid=13360,NY
446,cap_and_trade,Campaign '08: McCain Woos Democrats on Environment,"Meckler, Laura; Power, Stephen","Wall Street Journal, Eastern edition; New York, N.Y.","May 12, 2008","New York, N.Y.",,,https://www.proquest.com/newspapers/campaign-08-mccain-woos-democrats-on-environment/docview/399063040/se-2?accountid=13360,NY
447,cap_and_trade,Environment (A Special Report) --- Here Comes the Cash: Two top administration advisers on where -- and how quickly -- the stimulus money will be spent,"Murray, Alan; Strassel, Kimberley A","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 9, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-here-comes-cash-two/docview/399038455/se-2?accountid=13360,NY
454,cap_and_trade,Environment (A Special Report): Upfront --- Walking the Green Walk,Anonymous,"Wall Street Journal, Eastern edition; New York, N.Y.","Mar 9, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-upfront-walking-green/docview/399077228/se-2?accountid=13360,NY
456,cap_and_trade,"Energy and the Environment: More Certainty, More Innovation",,"Wall Street Journal (Online); New York, N.Y.","Nov 21, 2010","New York, N.Y.",,Business,https://www.proquest.com/newspapers/energy-environment-more-certainty-innovation/docview/807586143/se-2?accountid=13360,NY
467,cap_and_trade,The Roundtable's Great Awakening; Big business discovers President Obama's 'hostile environment.',Anonymous,"Wall Street Journal (Online); New York, N.Y.","Jun 24, 2010","New York, N.Y.",,Opinion,https://www.proquest.com/newspapers/roundtables-great-awakening-big-business/docview/518834118/se-2?accountid=13360,NY
471,cap_and_trade,"Hey, Democrats: Give Markets a Chance; Market-based mechanisms for health care, economic inequality and the environment have in many cases not even been given a chance","Ip, Greg","Wall Street Journal (Online); New York, N.Y.","Apr 3, 2019","New York, N.Y.",,Economy,https://www.proquest.com/newspapers/hey-democrats-give-markets-chance-market-based/docview/2202210025/se-2?accountid=13360,NY
473,cap_and_trade,"Politics & Economics; CAPITAL: How Fred Krupp's Singular Style Serves Business, Environment Well","Wessel, David","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 1, 2007","New York, N.Y.",,,https://www.proquest.com/newspapers/politics-amp-economics-capital-how-fred-krupps/docview/399004788/se-2?accountid=13360,NY
474,cap_and_trade,"CEO Council (A Special Report) --- Energy and the Environment: More Certainty, More Innovation","Ball, Jeffrey","Wall Street Journal, Eastern edition; New York, N.Y.","Nov 22, 2010","New York, N.Y.",,,https://www.proquest.com/newspapers/ceo-council-special-report-energy-environment/docview/807608512/se-2?accountid=13360,NY
475,cap_and_trade,Environment (A Special Report) --- Can Countries Cut Carbon Emissions Without Hurting Economic Growth?,Anonymous,"Wall Street Journal, Eastern edition; New York, N.Y.","Sep 21, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-can-countries-cut/docview/399059334/se-2?accountid=13360,NY
476,cap_and_trade,"Minister Preaches a Green Message; Groups, Politicians Reach Out to Priest Who Works to Improve Environment",Yukari Iwatani Kane,"Wall Street Journal (Online); New York, N.Y.","Jan 27, 2010","New York, N.Y.",,US,https://www.proquest.com/newspapers/minister-preaches-green-message-groups/docview/237934413/se-2?accountid=13360,NY
479,cap_and_trade,"Bay Area: Minister Preaches a Green Message --- Groups, Politicians Reach Out to Priest Who Works to Improve Environment",Yukari Iwatani Kane,"Wall Street Journal, Eastern edition; New York, N.Y.","Jan 28, 2010","New York, N.Y.",,,https://www.proquest.com/newspapers/bay-area-minister-preaches-green-message-groups/docview/399145882/se-2?accountid=13360,NY
480,cap_and_trade,"The Planet Savers; Protecting the environment has never been a popular cause for philanthropists, but that is changing",Tara Loader Wilkinson,"Wall Street Journal (Online); New York, N.Y.","May 16, 2011","New York, N.Y.",,Business,https://www.proquest.com/newspapers/planet-savers-protecting-environment-has-never/docview/866544586/se-2?accountid=13360,NY
486,cap_and_trade,Environment (A Special Report) --- No Debate: Czech President Vaclav Klaus on why the discussion about global warming is a monologue,"Thomson, Robert","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 9, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-no-debate-czech/docview/399114688/se-2?accountid=13360,NY
490,cap_and_trade,Environment (A Special Report); State of Change: Arnold Schwarzenegger on California's place in the new gold rush,"Strassel, Kimberly A","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 24, 2008","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-state-change-arnold/docview/399074385/se-2?accountid=13360,NY
499,cap_and_trade,'Reggie' is a hit for environment,,"The Poughkeepsie Journal; Poughkeepsie, N.Y.","Jan 2, 2009","Poughkeepsie, N.Y.",,OPINION,https://www.proquest.com/newspapers/reggie-is-hit-environment/docview/436803560/se-2?accountid=13360,NY
519,cap_and_trade,"Speech fell short on environment, critics say","Shapley, Dan","The Poughkeepsie Journal; Poughkeepsie, N.Y.","Jan 7, 2005","Poughkeepsie, N.Y.",,MID-HUDSON,https://www.proquest.com/newspapers/speech-fell-short-on-environment-critics-say/docview/436627563/se-2?accountid=13360,NY
541,cap_and_trade,Environment (A Special Report) --- The Search for Change: Eric Schmidt of Google on why the company spends so much time worrying about energy,"Murray, Alan","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 9, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-search-change-eric/docview/399114722/se-2?accountid=13360,NY
554,cap_and_trade,"Kerry Push, Unlike Gore's, Will Attack on Environment","Seelye, Katharine Q","New York Times, Late Edition (East Coast); New York, N.Y.","Apr 20, 2004","New York, N.Y.",,A,https://www.proquest.com/newspapers/kerry-push-unlike-gores-will-attack-on/docview/432741007/se-2?accountid=13360,NY
555,cap_and_trade,CEO Council (A Special Report) --- The Business-Labor Divide: Andy Stern and Rep. Paul Ryan on how unions will fare in the current environment,"Gigot, Paul","Wall Street Journal, Eastern edition; New York, N.Y.","Nov 23, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/ceo-council-special-report-business-labor-divide/docview/399143812/se-2?accountid=13360,NY
567,cap_and_trade,Republicans Plan to Give Environment Rules a Free-Market Tilt,FELICITY BARRINGER and MICHAEL JANOFSKY,"New York Times, Late Edition (East Coast); New York, N.Y.","Nov 8, 2004","New York, N.Y.",,A,https://www.proquest.com/newspapers/republicans-plan-give-environment-rules-free/docview/432924303/se-2?accountid=13360,NY
570,cap_and_trade,'A cargo of concerns' about the environment? You bet,,"The Poughkeepsie Journal; Poughkeepsie, N.Y.","Apr 30, 2017","Poughkeepsie, N.Y.",A.14,Opinion,https://www.proquest.com/newspapers/cargo-concerns-about-environment-you-bet/docview/1893118296/se-2?accountid=13360,NY
572,cap_and_trade,Environment (A Special Report) --- The View From Big Oil: Peter Voser of Royal Dutch Shell talks about the kind of energy legislation he'd like to see,"Murray, Alan; Strassel, Kimberley","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 8, 2010","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-view-big-oil-peter/docview/399138925/se-2?accountid=13360,NY
583,cap_and_trade,Slow and Steady Across the Sea Aids Profit and the Environment: [Foreign Desk],"Rosenthal, Elisabeth","New York Times, Late Edition (East Coast); New York, N.Y.","Feb 17, 2010","New York, N.Y.",,A,https://www.proquest.com/newspapers/slow-steady-across-sea-aids-profit-environment/docview/434298992/se-2?accountid=13360,NY
584,cap_and_trade,Environment (A Special Report); Waste Not: Wal-Mart's H. Lee Scott Jr. on what the company is doing to reduce its carbon footprint -- and those of its customers,"Murray, Alan","Wall Street Journal, Eastern edition; New York, N.Y.","Mar 24, 2008","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-waste-not-wal-marts-h/docview/399074518/se-2?accountid=13360,NY
591,cap_and_trade,"Biden to Pick Michael Regan, North Carolina Environment Regulator, to Head EPA","Friedman, Lisa","New York Times, Late Edition (East Coast); New York, N.Y.","Dec 17, 2020","New York, N.Y.",,,https://www.proquest.com/newspapers/biden-pick-michael-regan-north-carolina/docview/2470721113/se-2?accountid=13360,NY
601,cap_and_trade,"Environment (A Special Report); Handicapping the Environmental Gold Rush: In the race to profit off the scramble to go green, there will be winners and losers; Here's how the players currently stack up","Ball, Jeffrey","Wall Street Journal, Eastern edition; New York, N.Y.","Oct 29, 2007","New York, N.Y.",,,https://www.proquest.com/newspapers/environment-special-report-handicapping/docview/399079604/se-2?accountid=13360,NY
649,cap_and_trade,Claims of ‘Bleak’ Environmental Justice Record Appear to Fell a Biden Favorite,"Davenport, Coral","New York Times, Late Edition (East Coast); New York, N.Y.","Dec 14, 2020","New York, N.Y.",,,https://www.proquest.com/newspapers/claims-bleak-environmental-justice-record-appear/docview/2469856800/se-2?accountid=13360,NY
687,cap_and_trade,Tribal sovereignty and the green energy revolution,"Suagee, Dean","Indian Country Today; Oneida, N.Y.","May 6, 2009","Oneida, N.Y.",,PERSPECTIVES,https://www.proquest.com/newspapers/tribal-sovereignty-green-energy-revolution/docview/362653080/se-2?accountid=13360,NY
698,cap_and_trade,Tribes urged to prepare for possible federal carbon incentives,"Capriccioso, Rob","Indian Country Today; Oneida, N.Y.","Apr 9, 2008","Oneida, N.Y.",,,https://www.proquest.com/newspapers/tribes-urged-prepare-possible-federal-carbon/docview/362641392/se-2?accountid=13360,NY
708,cap_and_trade,Cap and Sue,,"Wall Street Journal, Eastern edition; New York, N.Y.","Jul 12, 2006","New York, N.Y.",,,https://www.proquest.com/newspapers/cap-sue/docview/398964318/se-2?accountid=13360,NY
720,cap_and_trade,"'Yoopers'? 'Selfie'? Seriously, Merriam-Webster?!?","Italie, Leanne","The Poughkeepsie Journal; Poughkeepsie, N.Y.","May 20, 2014","Poughkeepsie, N.Y.",5,D,https://www.proquest.com/newspapers/yoopers-selfie-seriously-merriam-webster/docview/1538580898/se-2?accountid=13360,NY
726,cap_and_trade,Guest Viewpoint: It's time for New York to pull the plug on RGGI,"Weissman, Edward; Kelly, Janis C","The Ithaca Journal; Ithaca, N.Y.","Jan 14, 2012","Ithaca, N.Y.",,VIEWPOINTS,https://www.proquest.com/newspapers/guest-viewpoint-time-new-york-pull-plug-on-rggi/docview/915966890/se-2?accountid=13360,NY
731,cap_and_trade,"After Years of Political Gridlock, Oregon’s Fire Disaster Brings ‘New Reality’","Baker, Mike","New York Times, Late Edition (East Coast); New York, N.Y.","Sep 23, 2020","New York, N.Y.",,,https://www.proquest.com/newspapers/after-years-political-gridlock-oregon-s-fire/docview/2444956809/se-2?accountid=13360,NY
737,cap_and_trade,"Murphy, Wisniewski Would Honor Paris Accord","Alfaro, Alyana","The New York Observer; New York, N.Y.","Jun 05, 2017","New York, N.Y.",,,https://www.proquest.com/newspapers/murphy-wisniewski-would-honor-paris-accord/docview/1906127544/se-2?accountid=13360,NY
742,cap_and_trade,Political Diary; A sample of our premium email newsletter.,Anonymous,"Wall Street Journal (Online); New York, N.Y.","Apr 21, 2010","New York, N.Y.",,Opinion,https://www.proquest.com/newspapers/political-diary-sample-our-premium-email/docview/237978063/se-2?accountid=13360,NY
750,cap_and_trade,The Experts: Should There Be a Price on Carbon Emissions?,Anonymous,"Wall Street Journal (Online); New York, N.Y.","Apr 1, 2013","New York, N.Y.",,Special,https://www.proquest.com/newspapers/experts-should-there-be-price-on-carbon-emissions/docview/1321935409/se-2?accountid=13360,NY
752,cap_and_trade,U.S. News: Climate Bill Shows Democrats' Unease,"Wallsten, Peter; Hughes, Siobhan","Wall Street Journal, Eastern edition; New York, N.Y.","Nov 6, 2009","New York, N.Y.",,,https://www.proquest.com/newspapers/u-s-news-climate-bill-shows-democrats-unease/docview/399120319/se-2?accountid=13360,NY
764,cap_and_trade,Obama Said to Be Planning to Use Executive Authority on Carbon Rule: [National Desk],"Davenport, Coral","New York Times, Late Edition (East Coast); New York, N.Y.","May 29, 2014","New York, N.Y.",,A,https://www.proquest.com/newspapers/obama-said-be-planning-use-executive-authority-on/docview/1529756686/se-2?accountid=13360,NY
767,cap_and_trade,Giving Us the Business; A transcript of the weekend's program on FOX News Channel.,Anonymous,"Wall Street Journal (Online); New York, N.Y.","Jul 18, 2010","New York, N.Y.",,Opinion,https://www.proquest.com/newspapers/giving-us-business-transcript-weekends-program-on/docview/613308325/se-2?accountid=13360,NY
776,cap_and_trade,"Shots Fired at First Guadagno, Murphy Debate","Hetrick, Christian","The New York Observer; New York, N.Y.","Oct 10, 2017","New York, N.Y.",,,https://www.proquest.com/newspapers/shots-fired-at-first-guadagno-murphy-debate/docview/1949600790/se-2?accountid=13360,NY
777,cap_and_trade,Beijing Puts Ball Back in Washington's Court in Fight to Curb Climate Change: [Foreign Desk],"Davenport, Coral","New York Times, Late Edition (East Coast); New York, N.Y.","Sep 26, 2015","New York, N.Y.",,A,https://www.proquest.com/newspapers/beijing-puts-ball-back-washingtons-court-fight/docview/1716674610/se-2?accountid=13360,NY
787,cap_and_trade,Meet Biden’s Energy and Climate Cabinet Contenders,"Davenport, Coral; Friedman, Lisa","New York Times, Late Edition (East Coast); New York, N.Y.","Dec 3, 2020","New York, N.Y.",,,https://www.proquest.com/newspapers/meet-biden-s-energy-climate-cabinet-contenders/docview/2466654292/se-2?accountid=13360,NY
