previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
9742,gas_tax,Breaux seeks middle ground on key issues before Congress,,"The Times; Shreveport, La.","Aug 17, 2003","Shreveport, La.",,Editorial,https://www.proquest.com/newspapers/breaux-seeks-middle-ground-on-key-issues-before/docview/390041719/se-2?accountid=13360,LA
10422,gas_tax,Your Mail,,"The Town Talk; Alexandria, La.","Jun 1, 2001","Alexandria, La.",,OPINION,https://www.proquest.com/newspapers/your-mail/docview/889284208/se-2?accountid=13360,LA
10434,gas_tax,Rising gas prices spark election-year battle,PUNEET KOLLIPARA c2012,"The Courier; Houma, La.","Feb 24, 2012","Houma, La.",,,https://www.proquest.com/newspapers/rising-gas-prices-spark-election-year-battle/docview/923394169/se-2?accountid=13360,LA
10817,gas_tax,YOUR MAIL,,"The Town Talk; Alexandria, La.","Jan 28, 2007","Alexandria, La.",,Opinion,https://www.proquest.com/newspapers/your-mail/docview/440228636/se-2?accountid=13360,LA
10850,gas_tax,Who's running to represent Lafayette in Legislature?,William Taylor Potter,"The Daily Advertiser; Lafayette, La.","Sep 30, 2019","Lafayette, La.",A.2,News,https://www.proquest.com/newspapers/whos-running-represent-lafayette-legislature/docview/2299078550/se-2?accountid=13360,LA
11747,gas_tax,Council candidates address future,"McElfresh, Amanda","The Daily Advertiser; Lafayette, La.","Oct 10, 2007","Lafayette, La.",,Main,https://www.proquest.com/newspapers/council-candidates-address-future/docview/438367651/se-2?accountid=13360,LA
11921,gas_tax,"Congress to tackle highways, education","Davis, Susan","The Daily Advertiser; Lafayette, La.","Jul 5, 2015","Lafayette, La.",3,B,https://www.proquest.com/newspapers/congress-tackle-highways-education/docview/1693522968/se-2?accountid=13360,LA
11937,gas_tax,Tax credit for natural gas cars moves to Senate,"Hasten, Mike","News - Star; Monroe, La.","Jun 5, 2009","Monroe, La.",,NEWS,https://www.proquest.com/newspapers/tax-credit-natural-gas-cars-moves-senate/docview/440219001/se-2?accountid=13360,LA
11984,gas_tax,Landrieu 'bullish' on La.'s film industry: LEADIN: Topic is among several lieutenant governor discussed here,"Clark, Bobbie J","The Times; Shreveport, La.","Mar 11, 2009","Shreveport, La.",,Business,https://www.proquest.com/newspapers/landrieu-bullish-on-la-s-film-industry/docview/389738170/se-2?accountid=13360,LA
14275,net_metering,Solar-powered savings,"Moore, Jeff","The Daily Advertiser; Lafayette, La.","Jun 13, 2009","Lafayette, La.",,Main,https://www.proquest.com/newspapers/solar-powered-savings/docview/438394190/se-2?accountid=13360,LA
14337,net_metering,Her electric bill is $4.12 a month,JEFF MOORE The (Lafayette) Advertiser,"The Courier; Houma, La.","Jun 22, 2009","Houma, La.",,,https://www.proquest.com/newspapers/her-electric-bill-is-4-12-month/docview/435404275/se-2?accountid=13360,LA
