previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
1118,cap_and_trade,Who cooked the planet?,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jul 27, 2010","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/who-cooked-planet/docview/725363375/se-2?accountid=13360,TN
1128,cap_and_trade,Hot-air balloon tour urges action against climate legislation,,"The Tennessean; Nashville, Tenn.","Jun 4, 2009","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/hot-air-balloon-tour-urges-action-against-climate/docview/239949742/se-2?accountid=13360,TN
1130,cap_and_trade,Carbon-trading plan holds hope for a cleaner America: Our view,,"The Tennessean; Nashville, Tenn.","Apr 20, 2008","Nashville, Tenn.",,OPINION,https://www.proquest.com/newspapers/carbon-trading-plan-holds-hope-cleaner-america/docview/239908578/se-2?accountid=13360,TN
1180,cap_and_trade,Climate bills may hit Tennessee hard,"Theobald, Bill","The Tennessean; Nashville, Tenn.","Apr 12, 2009","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/climate-bills-may-hit-tennessee-hard/docview/239943141/se-2?accountid=13360,TN
1228,cap_and_trade,California's 'fingerprints',Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jul 4, 2009","Chattanooga, Tenn.",B.7,Free Press,https://www.proquest.com/newspapers/californias-fingerprints/docview/371493947/se-2?accountid=13360,TN
1257,cap_and_trade,Solar's promises come with risk,,"The Tennessean; Nashville, Tenn.","Nov 17, 2009","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/solars-promises-come-with-risk/docview/239967529/se-2?accountid=13360,TN
1262,cap_and_trade,Solar's promises come with risk,,"The Tennessean; Nashville, Tenn.","Aug 9, 2009","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/solars-promises-come-with-risk/docview/239923049/se-2?accountid=13360,TN
1321,cap_and_trade,TVA sale urged to fund green projects,"Flessner, Dave","Chattanooga Times Free Press; Chattanooga, Tenn.","Nov 19, 2010","Chattanooga, Tenn.",C.1,Business,https://www.proquest.com/newspapers/tva-sale-urged-fund-green-projects/docview/807428956/se-2?accountid=13360,TN
1360,cap_and_trade,An eye on water and air,,"The Daily News Journal; Murfreesboro, Tenn.","Jun 21, 2009","Murfreesboro, Tenn.",,NEWS,https://www.proquest.com/newspapers/eye-on-water-air/docview/443326172/se-2?accountid=13360,TN
1403,cap_and_trade,Climate bill leaves senators in the cold,"Wilson, Matt","Chattanooga Times Free Press; Chattanooga, Tenn.","Oct 26, 2009","Chattanooga, Tenn.",,News,https://www.proquest.com/newspapers/climate-bill-leaves-senators-cold/docview/371471185/se-2?accountid=13360,TN
1414,cap_and_trade,Business leaders debate carbon emissions bill,"Flessner, Dave","Chattanooga Times Free Press; Chattanooga, Tenn.","May 21, 2010","Chattanooga, Tenn.",B.8,News,https://www.proquest.com/newspapers/business-leaders-debate-carbon-emissions-bill/docview/310851560/se-2?accountid=13360,TN
1464,cap_and_trade,How the GOP goes green,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Mar 2, 2010","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/how-gop-goes-green/docview/371441211/se-2?accountid=13360,TN
1567,cap_and_trade,Controversy in Copenhagen,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Dec 9, 2009","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/controversy-copenhagen/docview/371492467/se-2?accountid=13360,TN
1634,cap_and_trade,Warming up a new politics?,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jul 4, 2009","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/warming-up-new-politics/docview/371503711/se-2?accountid=13360,TN
1658,cap_and_trade,President losing focus,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Mar 25, 2009","Chattanooga, Tenn.",B.7,Free Press,https://www.proquest.com/newspapers/president-losing-focus/docview/371529963/se-2?accountid=13360,TN
1733,cap_and_trade,Partisanship killed important debate,,"The Jackson Sun; Jackson, Tenn.","Jun 8, 2008","Jackson, Tenn.",,OPINION,https://www.proquest.com/newspapers/partisanship-killed-important-debate/docview/436519827/se-2?accountid=13360,TN
2064,cap_and_trade,Offshore oil drilling limit dropped,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Sep 27, 2008","Chattanooga, Tenn.",A.8,News,https://www.proquest.com/newspapers/offshore-oil-drilling-limit-dropped/docview/371550634/se-2?accountid=13360,TN
2100,cap_and_trade,COLUMN: Embracing electric cars,,"The Leaf Chronicle; Clarksville, Tenn.","Jun 23, 2010","Clarksville, Tenn.",,COLUMNISTS,https://www.proquest.com/newspapers/column-embracing-electric-cars/docview/507885892/se-2?accountid=13360,TN
2278,cap_and_trade,Global warming debate heats up,,"The Tennessean; Nashville, Tenn.","Feb 10, 2007","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/global-warming-debate-heats-up/docview/239816123/se-2?accountid=13360,TN
2297,cap_and_trade,Pollution bill filed in Senate,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Oct 1, 2009","Chattanooga, Tenn.",C.2,Business,https://www.proquest.com/newspapers/pollution-bill-filed-senate/docview/371470664/se-2?accountid=13360,TN
2501,cap_and_trade,"Controls stifling us, execs declare","Smith, Ellis","Chattanooga Times Free Press; Chattanooga, Tenn.","May 20, 2011","Chattanooga, Tenn.",C.1,Business,https://www.proquest.com/newspapers/controls-stifling-us-execs-declare/docview/867832872/se-2?accountid=13360,TN
2559,cap_and_trade,Perils of a bright idea,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Apr 6, 2009","Chattanooga, Tenn.",B.7,Free Press,https://www.proquest.com/newspapers/perils-bright-idea/docview/371518826/se-2?accountid=13360,TN
2585,cap_and_trade,Democrats dig a deep hole,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jul 6, 2010","Chattanooga, Tenn.",B.7,Free Press,https://www.proquest.com/newspapers/democrats-dig-deep-hole/docview/578496014/se-2?accountid=13360,TN
2620,cap_and_trade,"Jig is up: Gore admits green activism was political, harmful",Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Dec 5, 2010","Chattanooga, Tenn.",F.2,Perspective,https://www.proquest.com/newspapers/jig-is-up-gore-admits-green-activism-was/docview/815917317/se-2?accountid=13360,TN
2692,cap_and_trade,Sen. Lamar Alexander rejects Democrats' climate bill,,"The Tennessean; Nashville, Tenn.","Oct 27, 2009","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/sen-lamar-alexander-rejects-democrats-climate/docview/239934943/se-2?accountid=13360,TN
2759,cap_and_trade,Climate science stung by doubt: Our View,,"The Tennessean; Nashville, Tenn.","Mar 14, 2010","Nashville, Tenn.",,OPINION,https://www.proquest.com/newspapers/climate-science-stung-doubt/docview/239969478/se-2?accountid=13360,TN
2784,cap_and_trade,African-Americans' views are subject of polls,"Lewis, Dwight","The Tennessean; Nashville, Tenn.","Oct 4, 2009","Nashville, Tenn.",,COLUMNIST,https://www.proquest.com/newspapers/african-americans-views-are-subject-polls/docview/240009525/se-2?accountid=13360,TN
2786,cap_and_trade,"A $2,000 'anti-warming tax'?",Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Apr 27, 2009","Chattanooga, Tenn.",B.7,Free Press,https://www.proquest.com/newspapers/2-000-anti-warming-tax/docview/371513933/se-2?accountid=13360,TN
2793,cap_and_trade,"Keys to change: smart policy, broad support: Our View",,"The Tennessean; Nashville, Tenn.","Apr 22, 2009","Nashville, Tenn.",,OPINION,https://www.proquest.com/newspapers/keys-change-smart-policy-broad-support/docview/239922096/se-2?accountid=13360,TN
2914,cap_and_trade,The Obama-Pelosi agenda,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Nov 27, 2009","Chattanooga, Tenn.",B.7,Free Press,https://www.proquest.com/newspapers/obama-pelosi-agenda/docview/371482020/se-2?accountid=13360,TN
2986,cap_and_trade,EDITORIAL: Nuclear power still scary to many,,"The Daily News Journal; Murfreesboro, Tenn.","Jul 21, 2009","Murfreesboro, Tenn.",,OPINION,https://www.proquest.com/newspapers/editorial-nuclear-power-still-scary-many/docview/443325180/se-2?accountid=13360,TN
3158,cap_and_trade,New climate for coal,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jun 28, 2009","Chattanooga, Tenn.",A.1,News,https://www.proquest.com/newspapers/new-climate-coal/docview/371475844/se-2?accountid=13360,TN
3200,cap_and_trade,TVA faces new climate for coal,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jun 28, 2009","Chattanooga, Tenn.",,News,https://www.proquest.com/newspapers/tva-faces-new-climate-coal/docview/371508082/se-2?accountid=13360,TN
3683,cap_and_trade,LETTERS TO THE EDITOR,,"The Tennessean; Nashville, Tenn.","Nov 25, 2006","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/letters-editor/docview/239799853/se-2?accountid=13360,TN
3780,cap_and_trade,Letters to the Editors,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Nov 11, 2009","Chattanooga, Tenn.",B.8,Letters,https://www.proquest.com/newspapers/letters-editors/docview/371463284/se-2?accountid=13360,TN
3827,cap_and_trade,EDITORIAL: Wrong call on mercury,,"The Tennessean; Nashville, Tenn.","Sep 15, 2005","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/editorial-wrong-call-on-mercury/docview/239721018/se-2?accountid=13360,TN
3902,cap_and_trade,EDITORIAL,,"The Tennessean; Nashville, Tenn.","Mar 16, 2005","Nashville, Tenn.",,Main News,https://www.proquest.com/newspapers/editorial/docview/239685520/se-2?accountid=13360,TN
3943,cap_and_trade,Scientist dissents,"Beadle, Nicholas","The Jackson Sun; Jackson, Tenn.","Jun 30, 2009","Jackson, Tenn.",,NEWS,https://www.proquest.com/newspapers/scientist-dissents/docview/436531261/se-2?accountid=13360,TN
4079,cap_and_trade,U.S. jobs to China and India?,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jul 20, 2009","Chattanooga, Tenn.",B.7,Free Press,https://www.proquest.com/newspapers/u-s-jobs-china-india/docview/371486274/se-2?accountid=13360,TN
4086,cap_and_trade,State must demonstrate will to clean up its carbon record: Our View,,"The Tennessean; Nashville, Tenn.","Jun 12, 2008","Nashville, Tenn.",,OPINION,https://www.proquest.com/newspapers/state-must-demonstrate-will-clean-up-carbon/docview/239892745/se-2?accountid=13360,TN
4096,cap_and_trade,GUEST EDITORIAL: Intemperate climate of presidential excess,,"The Leaf Chronicle; Clarksville, Tenn.","Jun 27, 2013","Clarksville, Tenn.",,Editorials,https://www.proquest.com/newspapers/guest-editorial-intemperate-climate-presidential/docview/1470668143/se-2?accountid=13360,TN
4229,cap_and_trade,Bridgestone donates land to nonprofit,"Reicher, Mike","The Tennessean; Nashville, Tenn.","Apr 28, 2018","Nashville, Tenn.",A.1,News,https://www.proquest.com/newspapers/bridgestone-donates-land-nonprofit/docview/2031671222/se-2?accountid=13360,TN
4324,cap_and_trade,"LETTERS TO THE EDITOR: Haslam, General Assembly should get moving on TennCare expansion",,"The Jackson Sun; Jackson, Tenn.","Feb 23, 2014","Jackson, Tenn.",10,A,https://www.proquest.com/newspapers/letters-editor/docview/1501028653/se-2?accountid=13360,TN
4381,cap_and_trade,"Corker: Aid puts bandage on symptoms, not problem",,"The Daily News Journal; Murfreesboro, Tenn.","Feb 19, 2009","Murfreesboro, Tenn.",,NEWS,https://www.proquest.com/newspapers/corker-aid-puts-bandage-on-symptoms-not-problem/docview/443316232/se-2?accountid=13360,TN
4407,cap_and_trade,Climate change goes local,"Paskus, Laura","Chattanooga Times Free Press; Chattanooga, Tenn.","Jan 10, 2011","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/climate-change-goes-local/docview/823348616/se-2?accountid=13360,TN
4463,cap_and_trade,Alexander: Power plants need to cut emissions further,"Paine, Anne","The Tennessean; Nashville, Tenn.","Sep 17, 2008","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/alexander-power-plants-need-cut-emissions-further/docview/239868758/se-2?accountid=13360,TN
4538,cap_and_trade,It's up to conservatives to save us from socialism,,"The Tennessean; Nashville, Tenn.","Feb 8, 2009","Nashville, Tenn.",,COLUMNIST,https://www.proquest.com/newspapers/up-conservatives-save-us-socialism/docview/239924528/se-2?accountid=13360,TN
4657,cap_and_trade,"Analysis: One year in, Obama still seeks successes",,"The Tennessean; Nashville, Tenn.","Oct 28, 2009","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/analysis-one-year-obama-still-seeks-successes/docview/239973610/se-2?accountid=13360,TN
4803,cap_and_trade,Black to take oath of office today,"Lee, Tena","The Tennessean; Nashville, Tenn.","Jan 4, 2011","Nashville, Tenn.",,GALLATIN,https://www.proquest.com/newspapers/black-take-oath-office-today/docview/822535314/se-2?accountid=13360,TN
4842,cap_and_trade,"It's a mess, but make it law",Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jul 2, 2009","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/mess-make-law/docview/371498387/se-2?accountid=13360,TN
4866,cap_and_trade,Renewables cannot satisfy energy needs in near future,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Mar 15, 2009","Chattanooga, Tenn.",F.1,Perspective,https://www.proquest.com/newspapers/renewables-cannot-satisfy-energy-needs-near/docview/371506647/se-2?accountid=13360,TN
4959,cap_and_trade,Letters,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Aug 26, 2010","Chattanooga, Tenn.",B.7,Letters,https://www.proquest.com/newspapers/letters/docview/749721313/se-2?accountid=13360,TN
4998,cap_and_trade,Letters to the Editors,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Feb 4, 2010","Chattanooga, Tenn.",B.7,Letters,https://www.proquest.com/newspapers/letters-editors/docview/371452085/se-2?accountid=13360,TN
5037,cap_and_trade,Tenn. leaders square off on energy,,"The Daily News Journal; Murfreesboro, Tenn.","Jul 15, 2009","Murfreesboro, Tenn.",,NEWS,https://www.proquest.com/newspapers/tenn-leaders-square-off-on-energy/docview/443332337/se-2?accountid=13360,TN
5119,cap_and_trade,"Tenn. GOP lawmakers, candidates react to State of Union address",,"The Daily News Journal; Murfreesboro, Tenn.","Jan 28, 2010","Murfreesboro, Tenn.",,NEWS,https://www.proquest.com/newspapers/tenn-gop-lawmakers-candidates-react-state-union/docview/443344598/se-2?accountid=13360,TN
5252,cap_and_trade,Letters to the Editors,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jun 23, 2010","Chattanooga, Tenn.",B.8,Letters,https://www.proquest.com/newspapers/letters-editors/docview/516270798/se-2?accountid=13360,TN
5286,cap_and_trade,Letters to the Editors,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Nov 14, 2010","Chattanooga, Tenn.",F.3,Letters,https://www.proquest.com/newspapers/letters-editors/docview/763720900/se-2?accountid=13360,TN
6352,carbon_tax,Show us the ball,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Apr 9, 2009","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/show-us-ball/docview/371524994/se-2?accountid=13360,TN
6408,carbon_tax,How the GOP goes green,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Mar 2, 2010","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/how-gop-goes-green/docview/371441211/se-2?accountid=13360,TN
6490,carbon_tax,The tar sands precipice,"Scherer, Glenn","Chattanooga Times Free Press; Chattanooga, Tenn.","Sep 24, 2011","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/tar-sands-precipice/docview/893901451/se-2?accountid=13360,TN
6751,carbon_tax,Perils of a bright idea,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Apr 6, 2009","Chattanooga, Tenn.",B.7,Free Press,https://www.proquest.com/newspapers/perils-bright-idea/docview/371518826/se-2?accountid=13360,TN
6754,carbon_tax,The happiest people,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jan 8, 2010","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/happiest-people/docview/371479951/se-2?accountid=13360,TN
6855,carbon_tax,"It's a mess, but make it law",Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jul 2, 2009","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/mess-make-law/docview/371498387/se-2?accountid=13360,TN
6952,carbon_tax,Solar's promises come with risk,,"The Tennessean; Nashville, Tenn.","Aug 9, 2009","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/solars-promises-come-with-risk/docview/239923049/se-2?accountid=13360,TN
6956,carbon_tax,Solar's promises come with risk,,"The Tennessean; Nashville, Tenn.","Nov 17, 2009","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/solars-promises-come-with-risk/docview/239967529/se-2?accountid=13360,TN
7158,carbon_tax,No fooling Mother Nature,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","May 6, 2010","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/no-fooling-mother-nature/docview/250847904/se-2?accountid=13360,TN
7164,carbon_tax,"Global warming treaty would hurt workers, consumers",,"Nashville Banner; Nashville, Tenn.","Dec 8, 1997","Nashville, Tenn.",,News,https://www.proquest.com/newspapers/global-warming-treaty-would-hurt-workers/docview/283846390/se-2?accountid=13360,TN
7268,carbon_tax,Some young Republicans embrace a slower brand of climate activism,"Bruggers, James","The Daily News Journal; Murfreesboro, Tenn.","May 12, 2020","Murfreesboro, Tenn.",A.9,News,https://www.proquest.com/newspapers/some-young-republicans-embrace-slower-brand/docview/2401084780/se-2?accountid=13360,TN
7270,carbon_tax,"GOP embracing slower brand of climate activism: Bucking elders, younger members draft response to Green New Deal","Bruggers, James","The Tennessean; Nashville, Tenn.","May 12, 2020","Nashville, Tenn.",A.7,News,https://www.proquest.com/newspapers/gop-embracing-slower-brand-climate-activism/docview/2401086250/se-2?accountid=13360,TN
7344,carbon_tax,We will pay longer than Hayward,Eugene Robinson Washington Post,"The Leaf Chronicle; Clarksville, Tenn.","Jun 5, 2010","Clarksville, Tenn.",,COLUMNISTS,https://www.proquest.com/newspapers/we-will-pay-longer-than-hayward/docview/357241576/se-2?accountid=13360,TN
7356,carbon_tax,U.S. jobs to China and India?,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jul 20, 2009","Chattanooga, Tenn.",B.7,Free Press,https://www.proquest.com/newspapers/u-s-jobs-china-india/docview/371486274/se-2?accountid=13360,TN
7471,carbon_tax,"Corker: Aid puts bandage on symptoms, not problem",,"The Daily News Journal; Murfreesboro, Tenn.","Feb 19, 2009","Murfreesboro, Tenn.",,NEWS,https://www.proquest.com/newspapers/corker-aid-puts-bandage-on-symptoms-not-problem/docview/443316232/se-2?accountid=13360,TN
7473,carbon_tax,Business leaders debate carbon emissions bill,"Flessner, Dave","Chattanooga Times Free Press; Chattanooga, Tenn.","May 21, 2010","Chattanooga, Tenn.",B.8,News,https://www.proquest.com/newspapers/business-leaders-debate-carbon-emissions-bill/docview/310851560/se-2?accountid=13360,TN
7506,carbon_tax,Gore preaches gospel of green to Baptists,"SMIETANA, BOB","The Tennessean; Nashville, Tenn.","Feb 1, 2008","Nashville, Tenn.",,NEWS,https://www.proquest.com/newspapers/gore-preaches-gospel-green-baptists/docview/239882035/se-2?accountid=13360,TN
7548,carbon_tax,Our epic foolishness,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Jun 3, 2010","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/our-epic-foolishness/docview/357018860/se-2?accountid=13360,TN
7767,carbon_tax,Controversy in Copenhagen,Anonymous,"Chattanooga Times Free Press; Chattanooga, Tenn.","Dec 9, 2009","Chattanooga, Tenn.",B.6,Times,https://www.proquest.com/newspapers/controversy-copenhagen/docview/371492467/se-2?accountid=13360,TN
7807,carbon_tax,It's up to conservatives to save us from socialism,,"The Tennessean; Nashville, Tenn.","Feb 8, 2009","Nashville, Tenn.",,COLUMNIST,https://www.proquest.com/newspapers/up-conservatives-save-us-socialism/docview/239924528/se-2?accountid=13360,TN
8071,carbon_tax,An eye on water and air,,"The Daily News Journal; Murfreesboro, Tenn.","Jun 21, 2009","Murfreesboro, Tenn.",,NEWS,https://www.proquest.com/newspapers/eye-on-water-air/docview/443326172/se-2?accountid=13360,TN
8239,clean_energy_standard,U.S. must take advantage of plentiful wind and solar power,"Johnson, Stan; Schmitt, Liz","The Tennessean; Nashville, Tenn.","Dec 3, 2007","Nashville, Tenn.",,OPINION,https://www.proquest.com/newspapers/u-s-must-take-advantage-plentiful-wind-solar/docview/239843563/se-2?accountid=13360,TN
8319,clean_energy_standard,"State of the Union Address: ""An America Built to Last""",,"The Daily News Journal; Murfreesboro, Tenn.","Jan 24, 2012","Murfreesboro, Tenn.",,NEWS,https://www.proquest.com/newspapers/state-union-address-america-built-last/docview/917708529/se-2?accountid=13360,TN
8496,EERS,"Every School Every Day -- March 13, 2008: Battle Ground Academy",,"The Tennessean; Nashville, Tenn.","Mar 13, 2008","Nashville, Tenn.",,COUNTY,https://www.proquest.com/newspapers/every-school-day-march-13-2008/docview/239857121/se-2?accountid=13360,TN
8616,EERS,"Every School Every Day -- March 13, 2008: Battle Ground Academy",,"The Tennessean; Nashville, Tenn.","Mar 13, 2008","Nashville, Tenn.",,COUNTY,https://www.proquest.com/newspapers/every-school-day-march-13-2008/docview/239857121/se-2?accountid=13360,TN
8776,gas_tax,Haslam gas tax bill gutted: Legislation survives first vote with amendment,"Ebert, Joel","The Jackson Sun; Jackson, Tenn.","Mar 2, 2017","Jackson, Tenn.",A.5,News,https://www.proquest.com/newspapers/haslam-gas-tax-bill-gutted/docview/1873278680/se-2?accountid=13360,TN
8800,gas_tax,Gas tax plan advances: Haslam's bill is gutted with 2 amendments but survives initial House vote,"Ebert, Joel","The Tennessean; Nashville, Tenn.","Mar 2, 2017","Nashville, Tenn.",A.12,News,https://www.proquest.com/newspapers/gas-tax-plan-advances/docview/1873276392/se-2?accountid=13360,TN
8927,gas_tax,Congress picks up gas tax talks,"Troyan, Mary","The Leaf Chronicle; Clarksville, Tenn.","Jan 11, 2015","Clarksville, Tenn.",4,A,https://www.proquest.com/newspapers/congress-picks-up-gas-tax-talks/docview/1644375870/se-2?accountid=13360,TN
8928,gas_tax,Corker calls for gas tax hike,"Troyan, Mary","The Tennessean; Nashville, Tenn.","Jan 12, 2015","Nashville, Tenn.",13,A,https://www.proquest.com/newspapers/corker-calls-gas-tax-hike/docview/1644529748/se-2?accountid=13360,TN
8954,gas_tax,Corker's gas tax proposal creates stir,"Barton, Paul C","The Leaf Chronicle; Clarksville, Tenn.","Jun 22, 2014","Clarksville, Tenn.",1,A,https://www.proquest.com/newspapers/corkers-gas-tax-proposal-creates-stir/docview/1539159534/se-2?accountid=13360,TN
8999,gas_tax,Some praise Corker gas tax proposal; others more critical,"Barton, Paul C","The Daily News Journal; Murfreesboro, Tenn.","Jun 21, 2014","Murfreesboro, Tenn.",3,A,https://www.proquest.com/newspapers/some-praise-corker-gas-tax-proposal-others-more/docview/1538580065/se-2?accountid=13360,TN
9015,gas_tax,Some call Corker courageous in gas tax proposal; others critical,"Barton, Paul C","The Jackson Sun; Jackson, Tenn.","Jun 22, 2014","Jackson, Tenn.",4,B,https://www.proquest.com/newspapers/some-call-corker-courageous-gas-tax-proposal/docview/1539159222/se-2?accountid=13360,TN
9090,gas_tax,Haslam gas tax tour comes to town: Gov. tries to sell proposal to Nashville Chamber,"Ebert, Joel","The Tennessean; Nashville, Tenn.","Feb 8, 2017","Nashville, Tenn.",A.4,News,https://www.proquest.com/newspapers/haslam-gas-tax-tour-comes-town/docview/1865786455/se-2?accountid=13360,TN
9375,gas_tax,Legislative candidates share views,"Broden, Scott","The Daily News Journal; Murfreesboro, Tenn.","Jul 17, 2016","Murfreesboro, Tenn.",A.4,News,https://www.proquest.com/newspapers/legislative-candidates-share-views/docview/1804697419/se-2?accountid=13360,TN
9435,gas_tax,840 South cost speeds past state estimates,"Susens, Steven","Nashville Banner; Nashville, Tenn.","Nov 28, 1997","Nashville, Tenn.",,News,https://www.proquest.com/newspapers/840-south-cost-speeds-past-state-estimates/docview/283846095/se-2?accountid=13360,TN
9446,gas_tax,Toxic for taxpayers?,"Wadhwani, Anita","The Tennessean; Nashville, Tenn.","Aug 21, 2016","Nashville, Tenn.",A.14,News,https://www.proquest.com/newspapers/toxic-taxpayers/docview/1812742329/se-2?accountid=13360,TN
9449,gas_tax,Toxic for taxpayers?,"Wadhwani, Anita","The Tennessean; Nashville, Tenn.","Aug 21, 2016","Nashville, Tenn.",A.1,News,https://www.proquest.com/newspapers/toxic-taxpayers/docview/2191518818/se-2?accountid=13360,TN
