,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
144,cap_and_trade,OBAMA SAID CAP AND TRADE WOULD INCREASE ELECTRICITY RATES,"ANGIE DROBNIC HOLAN; Richert, Catharine","St. Petersburg Times; St. Petersburg, Fla.","Nov 16, 2009","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/obama-said-cap-trade-would-increase-electricity/docview/264397024/se-2?accountid=13360,FL
152,cap_and_trade,CLAIMS CAP-AND-TRADE WILL CAUSE JOB LOSSES,"Richert, Catharine","St. Petersburg Times; St. Petersburg, Fla.","Oct 5, 2009","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/claims-cap-trade-will-cause-job-losses/docview/264288502/se-2?accountid=13360,FL
157,cap_and_trade,"$6,800 FOR CAP AND TRADE NOT A CBO ESTIMATE","Richert, Catharine","St. Petersburg Times; St. Petersburg, Fla.","Nov 27, 2009","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/6-800-cap-trade-not-cbo-estimate/docview/264389604/se-2?accountid=13360,FL
164,cap_and_trade,"RUBIO SAYS HE HAS 'NEVER SUPPORTED CAP AND TRADE,' DESPITE ENERGY DEAL AS FLORIDA SPEAKER","Gillin, Joshua",Tampa Bay Times; Tampa Bay,"Jan 29, 2016","Tampa Bay, Fla.",,,https://www.proquest.com/newspapers/rubio-says-he-has-never-supported-cap-trade/docview/1762046285/se-2?accountid=13360,FL
181,cap_and_trade,"CAP-AND-TRADE BILL DIED, THOUGH OTHER TRENDS MAY ACHIEVE GOAL WITHOUT A LAW","Jacobson, Louis",Tampa Bay Times; Tampa Bay,"Nov 8, 2012","Tampa Bay, Fla.",,,https://www.proquest.com/newspapers/cap-trade-bill-died-though-other-trends-may/docview/1145608255/se-2?accountid=13360,FL
193,cap_and_trade,Cap and trade is no solution,"Needelman, Mitch","Orlando Sentinel; Orlando, Fla.","Oct 15, 2009","Orlando, Fla.",A.19,EDITORIAL,https://www.proquest.com/newspapers/cap-trade-is-no-solution/docview/284299711/se-2?accountid=13360,FL
205,cap_and_trade,"NO CAP-AND-TRADE, NO REVENUE","Taylor, David G","St. Petersburg Times; St. Petersburg, Fla.","Aug 16, 2011","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/no-cap-trade-revenue/docview/884021810/se-2?accountid=13360,FL
206,cap_and_trade,"CHAIN E-MAIL CLAIMS CAP-AND-TRADE WILL REQUIRE HOME RETROFITS, LICENSE BEFORE SALE","Richert, Catharine","St. Petersburg Times; St. Petersburg, Fla.","Nov 23, 2009","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/chain-e-mail-claims-cap-trade-will-require-home/docview/264272092/se-2?accountid=13360,FL
225,cap_and_trade,'Deadliest Catch' a cowboy race to cap-and-trade,"Tristam, Pierre","Daytona Beach News - Journal, The; Daytona Beach, Fla.","Aug 23, 2009","Daytona Beach, Fla.",A.9,A,https://www.proquest.com/newspapers/deadliest-catch-cowboy-race-cap-trade/docview/383009013/se-2?accountid=13360,FL
237,cap_and_trade,CAP-AND-TRADE A NO-GO IN THE HOUSE,"Adair, Bill","St. Petersburg Times; St. Petersburg, Fla.","Jul 22, 2011","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/cap-trade-no-go-house/docview/878908675/se-2?accountid=13360,FL
277,cap_and_trade,NO CAP-AND-TRADE REVENUE IN SIGHT FOR FUNDING CLIMATE CHANGE ADAPTATION,"BROWNBACK, ABBY","St. Petersburg Times; St. Petersburg, Fla.","Feb 2, 2011","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/no-cap-trade-revenue-sight-funding-climate-change/docview/848881334/se-2?accountid=13360,FL
286,cap_and_trade,CAP-AND-TRADE: TIME TO RE-THINK COSTLY POLICIES; 'MATLOCK' STARS STILL AROUND,"Tonkowich, James","South Florida Sun - Sentinel; Fort Lauderdale, Fla.","Jul 25, 2010","Fort Lauderdale, Fla.",F.5,OpEd,https://www.proquest.com/newspapers/cap-trade-time-re-think-costly-policies-matlock/docview/678234219/se-2?accountid=13360,FL
311,cap_and_trade,"DO JOE MANCHIN AND EVAN JENKINS SUPPORT CLINTON, CAP-AND-TRADE, PLANNED PARENTHOOD AND TAX HIKES?","Tobias, Manuela",Tampa Bay Times; Tampa Bay,"Nov 6, 2017","Tampa Bay, Fla.",,,https://www.proquest.com/newspapers/do-joe-manchin-evan-jenkins-support-clinton-cap/docview/1961519435/se-2?accountid=13360,FL
369,cap_and_trade,"Anglers, hunters show support for environment",Column by Rick Farren,"Tallahassee Democrat; Tallahassee, Fla.","Jul 23, 2004","Tallahassee, Fla.",,,https://www.proquest.com/newspapers/anglers-hunters-show-support-environment/docview/1002598132/se-2?accountid=13360,FL
385,cap_and_trade,HARNESS THE MARKETPLACE TO HELP THE ENVIRONMENT,"Holahan, William L; Kroncke, Charles O",Tampa Bay Times; Tampa Bay,"Jul 13, 2015","Tampa Bay, Fla.",A.8,NATIONAL,https://www.proquest.com/newspapers/harness-marketplace-help-environment/docview/1695767946/se-2?accountid=13360,FL
402,cap_and_trade,Avoid the fallacies of the 'save the environment' trap,"Richard Clark 1 1  Richard Clark 
","The News Herald; Panama City, Fla.","Jul 11, 2009","Panama City, Fla.",,VIEWPOINTS,https://www.proquest.com/newspapers/avoid-fallacies-save-environment-trap/docview/382740224/se-2?accountid=13360,FL
408,cap_and_trade,A worsening climate: Political pressures on Crist place the environment at risk.,Copper,"Orlando Sentinel; Orlando, Fla.","Dec 19, 2009","Orlando, Fla.",A.18,EDITORIAL,https://www.proquest.com/newspapers/worsening-climate/docview/284320359/se-2?accountid=13360,FL
434,cap_and_trade,Today's Topic: Environment,Anonymous,"Orlando Sentinel; Orlando, Fla.","Oct 28, 2008","Orlando, Fla.",A.3,A SECTION,https://www.proquest.com/newspapers/todays-topic-environment/docview/284171883/se-2?accountid=13360,FL
438,cap_and_trade,THE REAL PROBLEM BEGINS IN WASHINGTON: [Broward Metro Edition],Thomas L. Friedman The New York Times,"South Florida Sun - Sentinel; Fort Lauderdale, Fla.","Jun 28, 2007","Fort Lauderdale, Fla.",,OpEd,https://www.proquest.com/newspapers/real-problem-begins-washington/docview/387672648/se-2?accountid=13360,FL
458,cap_and_trade,"Climate panel emphasizes savings Businesses and the environment would benefit, members say.","Patterson, Steve","Florida Times Union; Jacksonville, Fla.","Oct 17, 2008","Jacksonville, Fla.",B.1,,https://www.proquest.com/newspapers/climate-panel-emphasizes-savings-businesses/docview/414577168/se-2?accountid=13360,FL
522,cap_and_trade,Where is Mel Martinez on the environment?,"Liles, Jay","Orlando Sentinel; Orlando, Fla.","Apr 3, 2008","Orlando, Fla.",A.13,EDITORIAL,https://www.proquest.com/newspapers/where-is-mel-martinez-on-environment/docview/284170880/se-2?accountid=13360,FL
559,cap_and_trade,point of view: Skyway is hurting the environment,"Sullivan, Rod","Florida Times Union; Jacksonville, Fla.","Sep 22, 2014","Jacksonville, Fla.",A.8,,https://www.proquest.com/newspapers/point-view/docview/1590098034/se-2?accountid=13360,FL
564,cap_and_trade,"ENVIRONMENT TEAM TAKES SHAPE ENERGY SECRETARY, OTHER APPOINTEES DRAW FAVORABLE REVIEWS","Tankersley, Jim","South Florida Sun - Sentinel; Fort Lauderdale, Fla.","Dec 11, 2008","Fort Lauderdale, Fla.",A.9,News,https://www.proquest.com/newspapers/environment-team-takes-shape-energy-secretary/docview/387578605/se-2?accountid=13360,FL
568,cap_and_trade,"Energy and environment Goals similar but McCain, Obama far apart on approach",Anonymous,"Daytona Beach News - Journal, The; Daytona Beach, Fla.","Oct 3, 2008","Daytona Beach, Fla.",A.4,A,https://www.proquest.com/newspapers/energy-environment-goals-similar-mccain-obama-far/docview/382971333/se-2?accountid=13360,FL
578,cap_and_trade,Obama waters his green base President's focus on environment could aid party turnout,"Reston, Maeve; Hennessey, Kathleen","South Florida Sun - Sentinel; Fort Lauderdale, Fla.","May 10, 2014","Fort Lauderdale, Fla.",A.6,News,https://www.proquest.com/newspapers/obama-waters-his-green-base-presidents-focus-on/docview/1523012802/se-2?accountid=13360,FL
588,cap_and_trade,"MCCAIN TAKES UP ENVIRONMENT: In Everglades, his record is disputed by Democratic critics.","Leary, Alex","St. Petersburg Times; St. Petersburg, Fla.","Jun 7, 2008","St. Petersburg, Fla.",A.1,NATIONAL,https://www.proquest.com/newspapers/mccain-takes-up-environment/docview/264273250/se-2?accountid=13360,FL
606,cap_and_trade,THE NEXT BEST THING TO BEING (UP) THERE,"Troxler, Howard","St. Petersburg Times; St. Petersburg, Fla.","Sep 1, 2009","St. Petersburg, Fla.",B.1,TAMPA BAY,https://www.proquest.com/newspapers/next-best-thing-being-up-there/docview/264318011/se-2?accountid=13360,FL
641,cap_and_trade,DEMOCRATS' ARROGANCE: LEADERS INTOLERANT ON KEY ISSUES,"Morici, Peter","South Florida Sun - Sentinel; Fort Lauderdale, Fla.","Aug 30, 2009","Fort Lauderdale, Fla.",F.5,OpEd,https://www.proquest.com/newspapers/democrats-arrogance-leaders-intolerant-on-key/docview/387545750/se-2?accountid=13360,FL
665,cap_and_trade,NOT AS MUCH MONEY AS PROMISED FOR CLIMATE CHANGE PROGRAMS,"Dyer, Kelly",Tampa Bay Times; Tampa Bay,"Nov 8, 2012","Tampa Bay, Fla.",,,https://www.proquest.com/newspapers/not-as-much-money-promised-climate-change/docview/1145611772/se-2?accountid=13360,FL
669,cap_and_trade,Obama's Statements in Speech Incomplete,"Woodward, Calvin","The Ledger; Lakeland, Fla.","Apr 4, 2012","Lakeland, Fla.",,,https://www.proquest.com/newspapers/obamas-statements-speech-incomplete/docview/964203437/se-2?accountid=13360,FL
670,cap_and_trade,"POPULAR W.VA. DEMOCRAT IS NO SHOO-IN FOR SENATE; HE ATE A SHOE, BUT WHAT'S EATING HIM?",Steve Holland Reuters,"South Florida Sun - Sentinel; Fort Lauderdale, Fla.","Oct 14, 2010","Fort Lauderdale, Fla.",A.9,News,https://www.proquest.com/newspapers/popular-w-va-democrat-is-no-shoo-senate-he-ate/docview/757798354/se-2?accountid=13360,FL
693,cap_and_trade,EPA sets mercury emission statutes,Anonymous,"Gainesville Sun; Gainesville, Fla.","Mar 16, 2005","Gainesville, Fla.",,LOCAL,https://www.proquest.com/newspapers/epa-sets-mercury-emission-statutes/docview/390622580/se-2?accountid=13360,FL
694,cap_and_trade,WATER LEGISLATION IS BENEFICIAL,Anonymous,"St. Petersburg Times; St. Petersburg, Fla.","Jul 3, 2009","St. Petersburg, Fla.",A.14,NATIONAL,https://www.proquest.com/newspapers/water-legislation-is-beneficial/docview/264339746/se-2?accountid=13360,FL
719,cap_and_trade,Challenges await the future president,,"Florida Today; Melbourne, Fla.","Jan 13, 2009","Melbourne, Fla.",,NEWS,https://www.proquest.com/newspapers/challenges-await-future-president/docview/239441700/se-2?accountid=13360,FL
743,cap_and_trade,Mercury levels in some lagoon fish high enough to limit consumption,"Waymer, Jim","Florida Today; Melbourne, Fla.","Oct 30, 2007","Melbourne, Fla.",,NEWS,https://www.proquest.com/newspapers/mercury-levels-some-lagoon-fish-high-enough-limit/docview/239433923/se-2?accountid=13360,FL
744,cap_and_trade,Standing for what's right leads only to name-calling,"Brown, Royal A, III","The Ledger; Lakeland, Fla.","Sep 2, 2010","Lakeland, Fla.",,,https://www.proquest.com/newspapers/standing-whats-right-leads-only-name-calling/docview/1178166282/se-2?accountid=13360,FL
766,cap_and_trade,More mercury longer ; EPA's new scheme helps polluters at public's expense: [All Edition],,"Sarasota Herald Tribune; Sarasota, Fla.","Dec 17, 2003","Sarasota, Fla.",,A SECTION,https://www.proquest.com/newspapers/more-mercury-longer-epas-new-scheme-helps/docview/270715021/se-2?accountid=13360,FL
808,cap_and_trade,"Stiffer rules on mercury don't please everyone Some say the Georgia restrictions, up for approval today, are still not strong enough.","Larrabee, Brandon","Florida Times Union; Jacksonville, Fla.","Jun 27, 2007","Jacksonville, Fla.",,,https://www.proquest.com/newspapers/stiffer-rules-on-mercury-dont-please-everyone/docview/414465774/se-2?accountid=13360,FL
812,cap_and_trade,ALTERNATIVE FUELS QUICKER FIX,"Caputo, Michael R","South Florida Sun - Sentinel; Fort Lauderdale, Fla.","Jun 26, 2008","Fort Lauderdale, Fla.",A.17,OpEd,https://www.proquest.com/newspapers/alternative-fuels-quicker-fix/docview/387560237/se-2?accountid=13360,FL
839,cap_and_trade,Governor's race could lead to showdown with EPA on new air standards,"Anderson, Zac","Daytona Beach News - Journal, The; Daytona Beach, Fla.","Jun 07, 2014","Daytona Beach, Fla.",,News,https://www.proquest.com/newspapers/governors-race-could-lead-showdown-with-epa-on/docview/1533941086/se-2?accountid=13360,FL
841,cap_and_trade,New Emissions Regulations Pit State of Florida Against U.S.,"Anderson, Zac","The Ledger; Lakeland, Fla.","Jun 2, 2014","Lakeland, Fla.",,NEWS,https://www.proquest.com/newspapers/new-emissions-regulations-pit-state-florida/docview/1531531294/se-2?accountid=13360,FL
844,cap_and_trade,"Obama Talks Up Wind Power, Green Jobs","Elliott, Philip; Glover, Mike","The Ledger; Lakeland, Fla.","Apr 22, 2009","Lakeland, Fla.",,NEWS,https://www.proquest.com/newspapers/obama-talks-up-wind-power-green-jobs/docview/390271249/se-2?accountid=13360,FL
854,cap_and_trade,Earth Day sparks green jobs talk,Anonymous,"Gainesville Sun; Gainesville, Fla.","Apr 23, 2009","Gainesville, Fla.",,,https://www.proquest.com/newspapers/earth-day-sparks-green-jobs-talk/docview/390288786/se-2?accountid=13360,FL
857,cap_and_trade,"Obama Talks Up Wind Power, Green Jobs on Earth Day","Glover, Mike","The Ledger; Lakeland, Fla.","Apr 22, 2009","Lakeland, Fla.",,NEWS,https://www.proquest.com/newspapers/obama-talks-up-wind-power-green-jobs-on-earth-day/docview/390147031/se-2?accountid=13360,FL
893,cap_and_trade,STATE ENERGY BILL HAS SOMETHING FOR EVERYONE,"LODER, ASJYLYN","St. Petersburg Times; St. Petersburg, Fla.","Apr 16, 2008","St. Petersburg, Fla.",B.1,LOCAL/REGIONAL (LCR),https://www.proquest.com/newspapers/state-energy-bill-has-something-everyone/docview/264252375/se-2?accountid=13360,FL
929,cap_and_trade,GOP attacks Democrats for climate proposal,Anonymous,"Gainesville Sun; Gainesville, Fla.","May 30, 2009","Gainesville, Fla.",,NEWS,https://www.proquest.com/newspapers/gop-attacks-democrats-climate-proposal/docview/390439865/se-2?accountid=13360,FL
936,cap_and_trade,Energy Bill Would Be Costly,Anonymous,"The Ledger; Lakeland, Fla.","Jun 24, 2010","Lakeland, Fla.",,,https://www.proquest.com/newspapers/energy-bill-would-be-costly/docview/517502585/se-2?accountid=13360,FL
949,cap_and_trade,Tracking Tiger trail: Nightlife adventure passes through Orlando landscape,"Owens, Shannon J","Orlando Sentinel; Orlando, Fla.","Dec 20, 2009","Orlando, Fla.",C.7,SPORTS,https://www.proquest.com/newspapers/tracking-tiger-trail/docview/284293567/se-2?accountid=13360,FL
957,cap_and_trade,OBAMA MEETS WITH HISPANIC LEADERS TO PLOT NEW STRATEGY ON IMMIGRATION REFORM,ANGIE DROBNIC HOLAN,"St. Petersburg Times; St. Petersburg, Fla.","May 5, 2011","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/obama-meets-with-hispanic-leaders-plot-new/docview/864989109/se-2?accountid=13360,FL
958,cap_and_trade,Cap Frivolous Lawsuits To Decrease Cost Of Health Care Nationally,Anonymous,"The Ledger; Lakeland, Fla.","Jul 26, 2009","Lakeland, Fla.",,NEWS,https://www.proquest.com/newspapers/cap-frivolous-lawsuits-decrease-cost-health-care/docview/390234405/se-2?accountid=13360,FL
975,cap_and_trade,DON'T BACK OFF ; OUR POSITION: THIS IS NO TIME FOR U.S. TO GO SLOW IN COMBATING DAMAGING AIR POLLUTION.: [FINAL Edition],,"Orlando Sentinel; Orlando, Fla.","Feb 23, 2005","Orlando, Fla.",,EDITORIAL {ZONE} FLORIDA,https://www.proquest.com/newspapers/dont-back-off-our-position-this-is-no-time-u-s-go/docview/280167436/se-2?accountid=13360,FL
978,cap_and_trade,Obama opens 2nd-term drive against climate change,,"Ocala Star - Banner; Ocala, Fla.","Jun 25, 2013","Ocala, Fla.",,,https://www.proquest.com/newspapers/obama-opens-2nd-term-drive-against-climate-change/docview/1371273329/se-2?accountid=13360,FL
979,cap_and_trade,Obama opens 2nd-term drive against climate change,,"Gainesville Sun; Gainesville, Fla.","Jun 25, 2013","Gainesville, Fla.",,,https://www.proquest.com/newspapers/obama-opens-2nd-term-drive-against-climate-change/docview/1371273156/se-2?accountid=13360,FL
1008,cap_and_trade,"Local warming Cap, trade, conserve, tax: Florida's way out of crisis",Anonymous,"Daytona Beach News - Journal, The; Daytona Beach, Fla.","Jun 21, 2009","Daytona Beach, Fla.",A.12,A,https://www.proquest.com/newspapers/local-warming-cap-trade-conserve-tax-floridas-way/docview/382988134/se-2?accountid=13360,FL
1013,cap_and_trade,Obamanomics equals disaster for America,"Fisher, William E, Jr","The News Herald; Panama City, Fla.","Aug 1, 2009","Panama City, Fla.",,VIEWPOINTS,https://www.proquest.com/newspapers/obamanomics-equals-disaster-america/docview/382731378/se-2?accountid=13360,FL
1020,cap_and_trade,THE BUZZ: FLORIDA POLITICS,Anonymous,"St. Petersburg Times; St. Petersburg, Fla.","Feb 1, 2010","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/buzz-florida-politics/docview/264386041/se-2?accountid=13360,FL
1050,cap_and_trade,Oregon initiates climate change proposal,"Zimmerman, Sarah","Florida Times Union; Jacksonville, Fla.","Jun 18, 2019","Jacksonville, Fla.",2,,https://www.proquest.com/newspapers/oregon-initiates-climate-change-proposal/docview/2242118428/se-2?accountid=13360,FL
1061,cap_and_trade,TREE-PLANTING INCENTIVES TAKING ROOT,"Taylor, David G","St. Petersburg Times; St. Petersburg, Fla.","Sep 2, 2011","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/tree-planting-incentives-taking-root/docview/887649039/se-2?accountid=13360,FL
1062,cap_and_trade,Barack Obama/www.barackobama.com (Democrat),,"The News Press; Fort Myers, Fla.","Jan 20, 2008","Fort Myers, Fla.",,Election,https://www.proquest.com/newspapers/barack-obama-www-barackobama-com-democrat/docview/382473081/se-2?accountid=13360,FL
1063,cap_and_trade,Barack Obama/www.barackobama.com (Democrat): [1],,"The News Press; Fort Myers, Fla.","Jan 20, 2008","Fort Myers, Fla.",,Opinion,https://www.proquest.com/newspapers/barack-obama-www-barackobama-com-democrat/docview/382472337/se-2?accountid=13360,FL
1080,cap_and_trade,Love and politics: Political beliefs aren't supposed to affect dating choices but new survey casts a different vote,"Stevens, Heidi","Orlando Sentinel; Orlando, Fla.","Mar 22, 2012","Orlando, Fla.",B.1,FAMILY LIFE,https://www.proquest.com/newspapers/love-politics/docview/929727285/se-2?accountid=13360,FL
1092,cap_and_trade,WORKING TOGETHER ON ENERGY SOLUTIONS,"Crist, Charlie","St. Petersburg Times; St. Petersburg, Fla.","Nov 19, 2008","St. Petersburg, Fla.",A.13,NATIONAL,https://www.proquest.com/newspapers/working-together-on-energy-solutions/docview/264274062/se-2?accountid=13360,FL
1105,cap_and_trade,Green recovery,,"Tallahassee Democrat; Tallahassee, Fla.","Sep 10, 2008","Tallahassee, Fla.",,Local Conversation,https://www.proquest.com/newspapers/green-recovery/docview/442393932/se-2?accountid=13360,FL
1110,cap_and_trade,John Edwards/www.johnedwards.com (Democrat): [1],,"The News Press; Fort Myers, Fla.","Jan 20, 2008","Fort Myers, Fla.",,Opinion,https://www.proquest.com/newspapers/john-edwards-www-johnedwards-com-democrat/docview/382472238/se-2?accountid=13360,FL
1114,cap_and_trade,John Edwards/www.johnedwards.com (Democrat),,"The News Press; Fort Myers, Fla.","Jan 20, 2008","Fort Myers, Fla.",,Election,https://www.proquest.com/newspapers/john-edwards-www-johnedwards-com-democrat/docview/382471641/se-2?accountid=13360,FL
1133,cap_and_trade,Energy bill is not the answer,"Posey, Bill","Florida Today; Melbourne, Fla.","Jul 14, 2009","Melbourne, Fla.",,EDITORIAL,https://www.proquest.com/newspapers/energy-bill-is-not-answer/docview/239510954/se-2?accountid=13360,FL
1135,cap_and_trade,Another Delay For Solar,Anonymous,"The Ledger; Lakeland, Fla.","May 12, 2010","Lakeland, Fla.",,,https://www.proquest.com/newspapers/another-delay-solar/docview/276059371/se-2?accountid=13360,FL
1138,cap_and_trade,ROBINSON CLAIMS THE FALL OF USSR MEANT A BIG DROP IN GREENHOUSE GAS EMISSIONS,"Richert, Catharine","St. Petersburg Times; St. Petersburg, Fla.","Dec 9, 2009","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/robinson-claims-fall-ussr-meant-big-drop/docview/264358205/se-2?accountid=13360,FL
1150,cap_and_trade,Blogwatch: Obama deletes green energy,Anonymous,"Orlando Sentinel; Orlando, Fla.","Aug 25, 2010","Orlando, Fla.",A.15,EDITORIAL,https://www.proquest.com/newspapers/blogwatch-obama-deletes-green-energy/docview/746768821/se-2?accountid=13360,FL
1188,cap_and_trade,CLIMATE CHANGE BILL ON AGENDA IN SENATE,Tribune Newspapers,"South Florida Sun - Sentinel; Fort Lauderdale, Fla.","Sep 30, 2009","Fort Lauderdale, Fla.",A.12,News,https://www.proquest.com/newspapers/climate-change-bill-on-agenda-senate/docview/387604685/se-2?accountid=13360,FL
1194,cap_and_trade,Four appointed to water board; Scott picks 2 from county and all GOP to oversee $1 billion budget.,"Stapleton, Christine","Palm Beach Post; West Palm Beach, Fla.","May 11, 2011","West Palm Beach, Fla.",B.1,LOCAL & BUSINESS,https://www.proquest.com/newspapers/four-appointed-water-board-scott-picks-2-county/docview/865999590/se-2?accountid=13360,FL
1197,cap_and_trade,Obama at 100 days,Anonymous,"Gainesville Sun; Gainesville, Fla.","Apr 28, 2009","Gainesville, Fla.",,,https://www.proquest.com/newspapers/obama-at-100-days/docview/390279525/se-2?accountid=13360,FL
1210,cap_and_trade,EDITORIALS,,"Northwest Florida Daily News; Fort Walton Beach, Fla.","Nov 25, 2007","Fort Walton Beach, Fla.",,,https://www.proquest.com/newspapers/editorials/docview/379527762/se-2?accountid=13360,FL
1214,cap_and_trade,OBAMA SEEN AS GREEN ENVIRONMENTALISTS HOPE BUSH DECISIONS WILL BE OVERTURNED,"Hawthorne, Michael","South Florida Sun - Sentinel; Fort Lauderdale, Fla.","Nov 19, 2008","Fort Lauderdale, Fla.",A.6,News,https://www.proquest.com/newspapers/obama-seen-as-green-environmentalists-hope-bush/docview/387671036/se-2?accountid=13360,FL
1220,cap_and_trade,What will carbon caps cost Florida?,"Waymer, Jim","Florida Today; Melbourne, Fla.","Jun 28, 2009","Melbourne, Fla.",,NEWS,https://www.proquest.com/newspapers/what-will-carbon-caps-cost-florida/docview/239503102/se-2?accountid=13360,FL
1224,cap_and_trade,Kosmas explains reasons for votes,"Reed, Matt","Florida Today; Melbourne, Fla.","Jul 5, 2009","Melbourne, Fla.",,LOCAL/STATE,https://www.proquest.com/newspapers/kosmas-explains-reasons-votes/docview/239524973/se-2?accountid=13360,FL
1236,cap_and_trade,Can trading pollution like stocks help fight climate change?,"Condon, Bernard","The Ledger; Lakeland, Fla.","Dec 10, 2015","Lakeland, Fla.",,NEWS,https://www.proquest.com/newspapers/can-trading-pollution-like-stocks-help-fight/docview/1747549156/se-2?accountid=13360,FL
1243,cap_and_trade,Perry leads Texas GOP fight against climate bill,Anonymous,"Gainesville Sun; Gainesville, Fla.","Nov 26, 2009","Gainesville, Fla.",,,https://www.proquest.com/newspapers/perry-leads-texas-gop-fight-against-climate-bill/docview/390439564/se-2?accountid=13360,FL
1245,cap_and_trade,GREEN-JOB CREATION OFF TARGET FOR NOW,"Wogan, J B",Tampa Bay Times; Tampa Bay,"Sep 13, 2012","Tampa Bay, Fla.",,,https://www.proquest.com/newspapers/green-job-creation-off-target-now/docview/1039396107/se-2?accountid=13360,FL
1292,cap_and_trade,"IF C02'S SUCH POISON, THEN STOP BREATHING","Klitzberg, Richard","South Florida Sun - Sentinel; Fort Lauderdale, Fla.","Dec 29, 2009","Fort Lauderdale, Fla.",A.16,OpEd,https://www.proquest.com/newspapers/if-c02s-such-poison-then-stop-breathing/docview/387548948/se-2?accountid=13360,FL
1311,cap_and_trade,"MITT ROMNEY'S VIEWS ON CLIMATE CHANGE HAVE CHANGED, SAYS DNC",ANGIE DROBNIC HOLAN,"St. Petersburg Times; St. Petersburg, Fla.","Nov 30, 2011","St. Petersburg, Fla.",,,https://www.proquest.com/newspapers/mitt-romneys-views-on-climate-change-have-changed/docview/907063787/se-2?accountid=13360,FL
