previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
1676,cap_and_trade,"After Japan, plans for more nuclear power plants are all but over","Way, Ron","MinnPost.com; Minneapolis, Minn.","Mar 23, 2011","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/after-japan-plans-more-nuclear-power-plants-are/docview/992850743/se-2?accountid=13360,MN
1858,cap_and_trade,Supporters of Obama get back to campaign: They go door-to-door to rally Minnesota support for his budget.,"Diaz, Kevin","Star Tribune; Minneapolis, Minn.","Mar 22, 2009","Minneapolis, Minn.",A.1,NEWS,https://www.proquest.com/newspapers/supporters-obama-get-back-campaign/docview/428030327/se-2?accountid=13360,MN
1896,cap_and_trade,Energy-panel leaders surprised by changes in state stance on greenhouse-gas action,"Way, Ron","MinnPost.com; Minneapolis, Minn.","Feb 18, 2009","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/energy-panel-leaders-surprised-changes-state/docview/992837497/se-2?accountid=13360,MN
2174,cap_and_trade,Republicans in Minnesota and elsewhere worry about rift in party,"Brucato, Cyndy","MinnPost.com; Minneapolis, Minn.","Feb 29, 2012","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/republicans-minnesota-elsewhere-worry-about-rift/docview/963675814/se-2?accountid=13360,MN
2180,cap_and_trade,Pew survey finds decline in public's belief that global warming is real,"Schmickle, Sharon","MinnPost.com; Minneapolis, Minn.","Nov 4, 2009","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/pew-survey-finds-decline-publics-belief-that/docview/968201552/se-2?accountid=13360,MN
2305,cap_and_trade,LA Times questions Bachmann's collegiality and effectiveness,"Lambert, Brian","MinnPost.com; Minneapolis, Minn.","Sep 1, 2011","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/la-times-questions-bachmanns-collegiality/docview/963943316/se-2?accountid=13360,MN
2327,cap_and_trade,Political climate is changing on global warming ; Minnesotans on Capitol Hill are in the middle of a heated debate over what steps to take to cut greenhouse gases.: [METRO Edition],"Hotakainen, Rob; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Feb 3, 2007","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/political-climate-is-changing-on-global-warming/docview/427857273/se-2?accountid=13360,MN
2609,cap_and_trade,"As environmental rollbacks continue, Trump inspires a growing pushback","Meador, Ron","MinnPost.com; Minneapolis, Minn.","Jan 25, 2018","Minneapolis, Minn.",,Environment,https://www.proquest.com/newspapers/as-environmental-rollbacks-continue-trump/docview/1991537449/se-2?accountid=13360,MN
2660,cap_and_trade,"Pawlenty on right, but which right?: White House bid may force him to favor fiscal or social conservatism.","Diaz, Kevin","Star Tribune; Minneapolis, Minn.","Aug 21, 2010","Minneapolis, Minn.",A.1,NEWS,https://www.proquest.com/newspapers/pawlenty-on-right-which/docview/746638538/se-2?accountid=13360,MN
2713,cap_and_trade,GLOBAL WARMING ; A HOT TOPIC IN THE U.S. SENATE; Most agree action must be taken; '08 hopefuls weigh in: [METRO Edition],"Whitney, David","Star Tribune; Minneapolis, Minn.","Jan 31, 2007","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/global-warming-hot-topic-u-s-senate-most-agree/docview/427852666/se-2?accountid=13360,MN
2829,cap_and_trade,"At CNN town hall, Klobuchar lays out her moderate approach to the climate crisis","Schneider, Gabe","MinnPost.com; Minneapolis, Minn.","Sep 5, 2019","Minneapolis, Minn.",,Politics & Policy,https://www.proquest.com/newspapers/at-cnn-town-hall-klobuchar-lays-out-her-moderate/docview/2310686559/se-2?accountid=13360,MN
2835,cap_and_trade,Real World Economics / A moral stance on issues can bring economic costs,"Lotterman, Edward","Saint Paul Pioneer Press; Saint Paul, Minn.","Nov 5, 2011","Saint Paul, Minn.",,Edward Lotterman,https://www.proquest.com/newspapers/real-world-economics-moral-stance-on-issues-can/docview/902271900/se-2?accountid=13360,MN
2945,cap_and_trade,Make a difference,"Mackenzie, Ryan","St. Cloud Times; St. Cloud, Minn.","Apr 22, 2007","St. Cloud, Minn.",,World/Nation,https://www.proquest.com/newspapers/make-difference/docview/378547900/se-2?accountid=13360,MN
3062,cap_and_trade,Readers Write,Anonymous,"Star Tribune; Minneapolis, Minn.","Dec 13, 2010","Minneapolis, Minn.",A.12,NEWS,https://www.proquest.com/newspapers/readers-write/docview/817566134/se-2?accountid=13360,MN
3065,cap_and_trade,Readers Write,Anonymous,"Star Tribune; Minneapolis, Minn.","Jun 14, 2008","Minneapolis, Minn.",A.14,NEWS,https://www.proquest.com/newspapers/readers-write/docview/427976770/se-2?accountid=13360,MN
3070,cap_and_trade,Forests may be big help in climate change fight: State hopes to tap into 'the power of nature',"Kraker, Dan","St. Cloud Times; St. Cloud, Minn.","Oct 14, 2019","St. Cloud, Minn.",A.2,News,https://www.proquest.com/newspapers/forests-may-be-big-help-climate-change-fight/docview/2304822395/se-2?accountid=13360,MN
3086,cap_and_trade,Dissident members turning up heat on U.S. Chamber's climate change policy,"Haugen, Dan","MinnPost.com; Minneapolis, Minn.","Oct 16, 2009","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/dissident-members-turning-up-heat-on-u-s-chambers/docview/968194581/se-2?accountid=13360,MN
3306,cap_and_trade,Don't scrap shoreland plan; revisit after election,"Krebs, Randy","St. Cloud Times; St. Cloud, Minn.","Aug 22, 2010","St. Cloud, Minn.",,Opinion,https://www.proquest.com/newspapers/dont-scrap-shoreland-plan-revisit-after-election/docview/749328157/se-2?accountid=13360,MN
3352,cap_and_trade,"Now that we know what Exxon knew, what should Exxon do?: It confirmed global warming in private, so it needs to go public.","Lenfestey, James P","Star Tribune; Minneapolis, Minn.","Oct 29, 2015","Minneapolis, Minn.",A.11,NEWS,https://www.proquest.com/newspapers/now-that-we-know-what-exxon-knew-should-do/docview/1728126215/se-2?accountid=13360,MN
3401,cap_and_trade,McKnight to join national battle on climate change: The Minnesota foundation intends to contribute $100 million in $1 billion war against global warming.,"Meersman, Tom","Star Tribune; Minneapolis, Minn.","Mar 19, 2009","Minneapolis, Minn.",B.1,NEWS,https://www.proquest.com/newspapers/mcknight-join-national-battle-on-climate-change/docview/428028895/se-2?accountid=13360,MN
3438,cap_and_trade,"With better vision, state can plan ahead: Long-dormant state environmental board shows new signs of life.",,"Star Tribune; Minneapolis, Minn.","Jun 15, 2013","Minneapolis, Minn.",A.8,NEWS,https://www.proquest.com/newspapers/with-better-vision-state-can-plan-ahead/docview/1368994367/se-2?accountid=13360,MN
3463,cap_and_trade,David Brooks: Fracking and the Franciscans,"Brooks, David","Saint Paul Pioneer Press; Saint Paul, Minn.","Jun 26, 2015","Saint Paul, Minn.",,Columnists,https://www.proquest.com/newspapers/david-brooks-fracking-franciscans/docview/1691476562/se-2?accountid=13360,MN
3483,cap_and_trade,"Outlook for Minnesota's congressional races, district by district","Wallbank, Derek","MinnPost.com; Minneapolis, Minn.","Nov 1, 2010","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/outlook-minnesotas-congressional-races-district/docview/965201945/se-2?accountid=13360,MN
3492,cap_and_trade,Christie joins GOP's 2016 field saying he'll be blunt,,"Saint Paul Pioneer Press; Saint Paul, Minn.","Jun 29, 2015","Saint Paul, Minn.",,National,https://www.proquest.com/newspapers/christie-joins-gops-2016-field-saying-hell-be/docview/1692505011/se-2?accountid=13360,MN
3545,cap_and_trade,Why I worry about China,"Shelby, Don","MinnPost.com; Minneapolis, Minn.","Mar 8, 2011","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/why-i-worry-about-china/docview/992852901/se-2?accountid=13360,MN
3695,cap_and_trade,Frustrated Democrats urge Obama to take a stand,"Harris, John F; James Hohmann Politico","Saint Paul Pioneer Press; Saint Paul, Minn.","Aug 22, 2010","Saint Paul, Minn.",,Breaking,https://www.proquest.com/newspapers/frustrated-democrats-urge-obama-take-stand/docview/746494122/se-2?accountid=13360,MN
3903,cap_and_trade,letters: [1],Anonymous,"Star Tribune; Minneapolis, Minn.","Apr 28, 2010","Minneapolis, Minn.",AA.2,NEWS,https://www.proquest.com/newspapers/letters/docview/193975868/se-2?accountid=13360,MN
3983,cap_and_trade,Labor Day? Not without a job,"Banaian, Barbara","St. Cloud Times; St. Cloud, Minn.","Sep 3, 2010","St. Cloud, Minn.",,Opinion,https://www.proquest.com/newspapers/labor-day-not-without-job/docview/750887236/se-2?accountid=13360,MN
3985,cap_and_trade,Don't let Congress skip fixing Wall Street,"Krebs, Randy","St. Cloud Times; St. Cloud, Minn.","Sep 21, 2009","St. Cloud, Minn.",,Opinion,https://www.proquest.com/newspapers/dont-let-congress-skip-fixing-wall-street/docview/378585470/se-2?accountid=13360,MN
4004,cap_and_trade,"Democrats say Obama isn't connecting; 'He couldn't sell ice water in hell,' analyst says",Glenn Thrush Politico,"Saint Paul Pioneer Press; Saint Paul, Minn.","Oct 20, 2010","Saint Paul, Minn.",,Breaking,https://www.proquest.com/newspapers/democrats-say-obama-isnt-connecting-he-couldnt/docview/759296916/se-2?accountid=13360,MN
4106,cap_and_trade,"Soucheray: The old-timers on White Bear called this, by the way","Soucheray, Joe","Saint Paul Pioneer Press; Saint Paul, Minn.","Jun 16, 2017","Saint Paul, Minn.",,Opinion,https://www.proquest.com/newspapers/soucheray-old-timers-on-white-bear-called-this/docview/1910313998/se-2?accountid=13360,MN
4161,cap_and_trade,What do politics hold for climate change?: Some praise quiet but significant progress by Obama.,"McAULIFFE, BILL","Star Tribune; Minneapolis, Minn.","Nov 8, 2012","Minneapolis, Minn.",B.4,NEWS,https://www.proquest.com/newspapers/what-do-politics-hold-climate-change/docview/1143620140/se-2?accountid=13360,MN
4228,cap_and_trade,Hennepin and Xcel battling over rights to energy credits,"DUCHSCHERE, KEVIN","Star Tribune; Minneapolis, Minn.","May 19, 2010","Minneapolis, Minn.",B.1,NEWS,https://www.proquest.com/newspapers/hennepin-xcel-battling-over-rights-energy-credits/docview/304199103/se-2?accountid=13360,MN
4416,cap_and_trade,Tell it to the judge (and jury),Anonymous,"Saint Paul Pioneer Press; Saint Paul, Minn.","Jul 27, 2010","Saint Paul, Minn.",,PP Editorials,https://www.proquest.com/newspapers/tell-judge-jury/docview/731999093/se-2?accountid=13360,MN
4609,cap_and_trade,The canary,Anonymous,"Saint Paul Pioneer Press; Saint Paul, Minn.","May 16, 2010","Saint Paul, Minn.",,Letters,https://www.proquest.com/newspapers/canary/docview/237606060/se-2?accountid=13360,MN
4639,cap_and_trade,Ashwin Madia on green energy issues,"Black, Erik","MinnPost.com; Minneapolis, Minn.","Oct 14, 2008","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/ashwin-madia-on-green-energy-issues/docview/992823150/se-2?accountid=13360,MN
4660,cap_and_trade,"PRICE OF POLLUTION: Scholars at this year's Nobel Conference were emphatic: Global warming is real, and a solution is needed - now.","Cummins, H J","Star Tribune; Minneapolis, Minn.","Oct 5, 2007","Minneapolis, Minn.",D.1,BUSINESS,https://www.proquest.com/newspapers/price-pollution/docview/427922356/se-2?accountid=13360,MN
4672,cap_and_trade,The Koch Brothers' 'pledge',"Black, Eric","MinnPost.com; Minneapolis, Minn.","Jul 2, 2013","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/koch-brothers-pledge/docview/1373410151/se-2?accountid=13360,MN
4942,cap_and_trade,Pawlenty critics say administration derailing efforts to keep Ford Plant open,"Way, Ron","MinnPost.com; Minneapolis, Minn.","Feb 12, 2010","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/pawlenty-critics-say-administration-derailing/docview/968394960/se-2?accountid=13360,MN
4946,cap_and_trade,Why India is the key player in the Paris climate talks,"Porubcansky, Mark","MinnPost.com; Minneapolis, Minn.","Dec 2, 2015","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/why-india-is-key-player-paris-climate-talks/docview/1738683282/se-2?accountid=13360,MN
5193,cap_and_trade,"Q&A: Chevrons CEO on oil, carbon, exports: The oil giant boss says more U.S. pipelines are needed, and a carbon tax wont work without global participation.","Belz, Adam","Star Tribune; Minneapolis, Minn.","Sep 22, 2014","Minneapolis, Minn.",D.1,BUSINESS,https://www.proquest.com/newspapers/q-chevrons-ceo-on-oil-carbon-exports/docview/1564045435/se-2?accountid=13360,MN
5212,cap_and_trade,READERS WRITE The trends must be changed,,"Star Tribune; Minneapolis, Minn.","Oct 5, 2016","Minneapolis, Minn.",A.8,NEWS,https://www.proquest.com/newspapers/readers-write-trends-must-be-changed/docview/1826017345/se-2?accountid=13360,MN
5217,cap_and_trade,Readers Write,Anonymous,"Star Tribune; Minneapolis, Minn.","Jan 22, 2009","Minneapolis, Minn.",A.12,NEWS,https://www.proquest.com/newspapers/readers-write/docview/428015945/se-2?accountid=13360,MN
5237,cap_and_trade,'War on Science': The uphill battle to get presidential candidates to talk about science,"Goetzman, Amy","MinnPost.com; Minneapolis, Minn.","Jun 7, 2016","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/war-on-science-uphill-battle-get-presidential/docview/1794352582/se-2?accountid=13360,MN
5377,cap_and_trade,the 2009 legislature: THE BUDGET SQUEEZE,"Staff Writers 1 1  Staff Writers 
","Star Tribune; Minneapolis, Minn.","Jan 4, 2009","Minneapolis, Minn.",B.7,NEWS,https://www.proquest.com/newspapers/2009-legislature/docview/428023781/se-2?accountid=13360,MN
5383,cap_and_trade,"Obama before Congress: rhetorical skills, but still polarized","Wallbank, Derek","MinnPost.com; Minneapolis, Minn.","Jan 28, 2010","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/obama-before-congress-rhetorical-skills-still/docview/968402368/se-2?accountid=13360,MN
5402,cap_and_trade,Bachmann: I've 'been tested by fire in the lion's den',"Lambert, Brian","MinnPost.com; Minneapolis, Minn.","Dec 12, 2011","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/bachmann-ive-been-tested-fire-lions-den/docview/963945274/se-2?accountid=13360,MN
5499,cap_and_trade,"Obama's message crisis: He 'couldn't sell ice water in hell,' analyst says",Glenn Thrush POLITICO,"Saint Paul Pioneer Press; Saint Paul, Minn.","Oct 19, 2010","Saint Paul, Minn.",,Breaking,https://www.proquest.com/newspapers/obamas-message-crisis-he-couldnt-sell-ice-water/docview/759272443/se-2?accountid=13360,MN
5506,cap_and_trade,"AMERICA FIRST, MY WAY: Protectionism is a way to heal the planet, one nation at a time.","Blodgett, Bonnie","Star Tribune; Minneapolis, Minn.","Apr 1, 2018","Minneapolis, Minn.",OP.1,NEWS,https://www.proquest.com/newspapers/america-first-my-way/docview/2022387588/se-2?accountid=13360,MN
5533,cap_and_trade,"THE MORE HE ACCOMPLISHES, THE MORE GROUND HE LOSES","Harris, John F; Jim VandeHei Politico","Saint Paul Pioneer Press; Saint Paul, Minn.","Jul 17, 2010","Saint Paul, Minn.",,National,https://www.proquest.com/newspapers/more-he-accomplishes-ground-loses/docview/613109193/se-2?accountid=13360,MN
5543,cap_and_trade,CAMPAIGN 2018: RACE FOR GOVERNOR: AIMING TO BRIDGE THE GREAT DIVIDE,"Coolican, J Patrick","Star Tribune; Minneapolis, Minn.","Oct 14, 2018","Minneapolis, Minn.",A.1,NEWS,https://www.proquest.com/newspapers/campaign-2018-race-governor/docview/2122862642/se-2?accountid=13360,MN
5596,cap_and_trade,Labor market weakness persists,"King Banaian; MacDonald, Rich","St. Cloud Times; St. Cloud, Minn.","Oct 1, 2009","St. Cloud, Minn.",,ROI,https://www.proquest.com/newspapers/labor-market-weakness-persists/docview/378557468/se-2?accountid=13360,MN
5601,cap_and_trade,STAR TRIBUNE 50: The Star Tribune 100 has become the Star Tribune 50 here is why,"Kennedy, Patrick","Star Tribune; Minneapolis, Minn.","May 21, 2017","Minneapolis, Minn.",D.6,BUSINESS,https://www.proquest.com/newspapers/star-tribune-50/docview/1901247282/se-2?accountid=13360,MN
5635,carbon_tax,"Q&A: Chevrons CEO on oil, carbon, exports: The oil giant boss says more U.S. pipelines are needed, and a carbon tax wont work without global participation.","Belz, Adam","Star Tribune; Minneapolis, Minn.","Sep 22, 2014","Minneapolis, Minn.",D.1,BUSINESS,https://www.proquest.com/newspapers/q-chevrons-ceo-on-oil-carbon-exports/docview/1564045435/se-2?accountid=13360,MN
5780,carbon_tax,Letters: How to do a carbon tax,,"Saint Paul Pioneer Press; Saint Paul, Minn.","Jul 20, 2019","Saint Paul, Minn.",,Opinion,https://www.proquest.com/newspapers/letters-how-do-carbon-tax/docview/2260500721/se-2?accountid=13360,MN
5831,carbon_tax,Carbon tax: the idea no leader proposes but that won't die,"Hall, Kevin G","Saint Paul Pioneer Press; Saint Paul, Minn.","Nov 19, 2012","Saint Paul, Minn.",,National,https://www.proquest.com/newspapers/carbon-tax-idea-no-leader-proposes-that-wont-die/docview/1176136890/se-2?accountid=13360,MN
5859,carbon_tax,DEEP BREADTH: The young minds behind the Green New Deal know that something worth doing is worth doing right. That's why the plan inseparably links the environment and the economy. That's why it has no small steps.,"Blodgett, Bonnie","Star Tribune; Minneapolis, Minn.","Mar 24, 2019","Minneapolis, Minn.",OP.1,NEWS,https://www.proquest.com/newspapers/deep-breadth/docview/2197649143/se-2?accountid=13360,MN
5885,carbon_tax,The environment cries for Obama's leadership: The election -- and the circumstances all around -- encourage it.,"Lenfestey, James P","Star Tribune; Minneapolis, Minn.","Jan 14, 2013","Minneapolis, Minn.",A.11,NEWS,https://www.proquest.com/newspapers/environment-cries-obamas-leadership/docview/1269179545/se-2?accountid=13360,MN
5926,carbon_tax,"On energy and the environment, Michael Noble keeps politicians honest","Shelby, Don","MinnPost.com; Minneapolis, Minn.","Apr 19, 2011","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/on-energy-environment-michael-noble-keeps/docview/992849920/se-2?accountid=13360,MN
5927,carbon_tax,"Sweeping global survey registers progress, and declines, on environment","Meador, Ron","MinnPost.com; Minneapolis, Minn.","Apr 22, 2014","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/sweeping-global-survey-registers-progress/docview/1518231187/se-2?accountid=13360,MN
5953,carbon_tax,Environmental activists are angry over gridlock // Legislative complaints target Senate leaders: [METRO Edition],"Meersman, Tom; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","May 2, 1993","Minneapolis, Minn.",,NEWS,https://www.proquest.com/newspapers/environmental-activists-are-angry-over-gridlock/docview/418452559/se-2?accountid=13360,MN
6232,carbon_tax,"Keystone XL: The world runs on oil, and pipelines are the best way to transport it","Westgard, Rolf","MinnPost.com; Minneapolis, Minn.","Jul 22, 2013","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/keystone-xl-world-runs-on-oil-pipelines-are-best/docview/1411052135/se-2?accountid=13360,MN
6285,carbon_tax,Other voices: The green side of fracking,,"Saint Paul Pioneer Press; Saint Paul, Minn.","Oct 7, 2012","Saint Paul, Minn.",,Opinion,https://www.proquest.com/newspapers/other-voices-green-side-fracking/docview/1095148079/se-2?accountid=13360,MN
6365,carbon_tax,READERS WRITE The wheels are turning which is good and bad,,"Star Tribune; Minneapolis, Minn.","Jan 8, 2015","Minneapolis, Minn.",A.10,NEWS,https://www.proquest.com/newspapers/readers-write-wheels-are-turning-which-is-good/docview/1644486897/se-2?accountid=13360,MN
6553,carbon_tax,"Now that we know what Exxon knew, what should Exxon do?: It confirmed global warming in private, so it needs to go public.","Lenfestey, James P","Star Tribune; Minneapolis, Minn.","Oct 29, 2015","Minneapolis, Minn.",A.11,NEWS,https://www.proquest.com/newspapers/now-that-we-know-what-exxon-knew-should-do/docview/1728126215/se-2?accountid=13360,MN
6585,carbon_tax,What do enviro-minded voters want? Look to ballot questions for the answers,"Meador, Ron","MinnPost.com; Minneapolis, Minn.","Nov 21, 2012","Minneapolis, Minn.",,News,https://www.proquest.com/newspapers/what-do-enviro-minded-voters-want-look-ballot/docview/1179207575/se-2?accountid=13360,MN
6625,carbon_tax,HOME SWEET HOME ; 2037; Changes are in store for existing homes: [METRO Edition],"Youso, Karen; Staff Writer 1 1  Staff Writer 
","Star Tribune; Minneapolis, Minn.","Mar 25, 2007","Minneapolis, Minn.",,SOURCE,https://www.proquest.com/newspapers/home-sweet-2037-changes-are-store-existing-homes/docview/427868413/se-2?accountid=13360,MN
6658,carbon_tax,READERS WRITE A task list for the anniversary of the Sandy Hook massacre,,"Star Tribune; Minneapolis, Minn.","Dec 14, 2018","Minneapolis, Minn.",A.8,NEWS,https://www.proquest.com/newspapers/readers-write-task-list-anniversary-sandy-hook/docview/2156216168/se-2?accountid=13360,MN
6842,carbon_tax,"At CNN town hall, Klobuchar lays out her moderate approach to the climate crisis","Schneider, Gabe","MinnPost.com; Minneapolis, Minn.","Sep 5, 2019","Minneapolis, Minn.",,Politics & Policy,https://www.proquest.com/newspapers/at-cnn-town-hall-klobuchar-lays-out-her-moderate/docview/2310686559/se-2?accountid=13360,MN
6856,carbon_tax,ON BUSINESS: Canadians make their case for oil exports,NEAL ST ANTHONY,"Star Tribune; Minneapolis, Minn.","Feb 14, 2011","Minneapolis, Minn.",D.1,BUSINESS,https://www.proquest.com/newspapers/on-business/docview/851704266/se-2?accountid=13360,MN
6985,carbon_tax,"READERS WRITE After the layoffs, the buzzing",,"Star Tribune; Minneapolis, Minn.","Mar 13, 2015","Minneapolis, Minn.",A.8,NEWS,https://www.proquest.com/newspapers/readers-write-after-layoffs-buzzing/docview/1662893609/se-2?accountid=13360,MN
7043,carbon_tax,It’s hard to find much of a ‘green wave’ in this year’s voting on ballot initiatives,"Meador, Ron","MinnPost.com; Minneapolis, Minn.","Nov 8, 2018","Minneapolis, Minn.",,Environment,https://www.proquest.com/newspapers/s-hard-find-much-green-wave-this-year-voting-on/docview/2165732863/se-2?accountid=13360,MN
7156,carbon_tax,Readers Write,,"Star Tribune; Minneapolis, Minn.","Jan 17, 2013","Minneapolis, Minn.",A.10,NEWS,https://www.proquest.com/newspapers/readers-write/docview/1270425726/se-2?accountid=13360,MN
