previous_index,Keyword,Title,Author,Publication_title,Publication_date,Place_of_publication,First_page,Section,Document_URL,State
1093,cap_and_trade,HERESY PROTECTS GEORGIANS,"Fulford, Edward","Savannah Morning News; Savannah, Ga.","May 8, 2010","Savannah, Ga.",A.8,OPINION,https://www.proquest.com/newspapers/heresy-protects-georgians/docview/251785480/se-2?accountid=13360,GA
1269,cap_and_trade,OUR OPINION: Voice of sanity amid alarmists: [Home Edition],"Wooten, Jim","The Atlanta Journal - Constitution; Atlanta, Ga.","Dec 21, 2003","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/our-opinion-voice-sanity-amid-alarmists/docview/337013389/se-2?accountid=13360,GA
1402,cap_and_trade,GA. POWER AIMS TO RELY LESS ON COAL,"Jones, Walter C","Savannah Morning News; Savannah, Ga.","Jul 27, 2010","Savannah, Ga.",A.6,EXCHANGE,https://www.proquest.com/newspapers/ga-power-aims-rely-less-on-coal/docview/729867434/se-2?accountid=13360,GA
1541,cap_and_trade,PSC CANDIDATES GEAR UP FOR ELECTION,Anonymous,"Savannah Morning News; Savannah, Ga.","Jul 11, 2008","Savannah, Ga.",C.3,COASTAL EMPIRE,https://www.proquest.com/newspapers/psc-candidates-gear-up-election/docview/381996451/se-2?accountid=13360,GA
1801,cap_and_trade,OUR OPINIONS: Scare tactics cloud climate issue: [Main Edition],"Harris, Lyle V","The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 10, 2007","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/our-opinions-scare-tactics-cloud-climate-issue/docview/337416405/se-2?accountid=13360,GA
1932,cap_and_trade,"Bush plan good for air, economy: [Home Edition]","Whitman, Christine Todd","The Atlanta Journal - Constitution; Atlanta, Ga.","May 7, 2002","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/bush-plan-good-air-economy/docview/336880689/se-2?accountid=13360,GA
1974,cap_and_trade,GOP nipping at Blue Dogs' heel: Conservative Democrats must hold off seasoned politicians to keep seats.,"Visser, Steve","The Atlanta Journal - Constitution; Atlanta, Ga.","Oct 21, 2010","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/gop-nipping-at-blue-dogs-heel-conservative/docview/759290253/se-2?accountid=13360,GA
2413,cap_and_trade,NATIONALIZED INDUSTRY? LAWYERS SHOULD GO FIRST,Anonymous,"Savannah Morning News; Savannah, Ga.","Jun 8, 2009","Savannah, Ga.",A.12,OPINION,https://www.proquest.com/newspapers/nationalized-industry-lawyers-should-go-first/docview/382041860/se-2?accountid=13360,GA
2586,cap_and_trade,EPA moves to weaken mercury emission rules: [Home Edition],"Nesmith, Jeff","The Atlanta Journal - Constitution; Atlanta, Ga.","Dec 3, 2003","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/epa-moves-weaken-mercury-emission-rules/docview/337051022/se-2?accountid=13360,GA
2783,cap_and_trade,OBAMA DUCKS RESPONSIBILITY FOR ABORTION STANCE,Anonymous,"Savannah Morning News; Savannah, Ga.","Jun 3, 2009","Savannah, Ga.",A.4,OPINION,https://www.proquest.com/newspapers/obama-ducks-responsibility-abortion-stance/docview/382048666/se-2?accountid=13360,GA
2884,cap_and_trade,BUSH BACKFIRES ON GASES: [HOME Edition],,"Savannah Morning News; Savannah, Ga.","Feb 25, 2002","Savannah, Ga.",,OPINION,https://www.proquest.com/newspapers/bush-backfires-on-gases/docview/381805505/se-2?accountid=13360,GA
3088,cap_and_trade,Tim Echols column: Why Georgia doesn't need the Green New Deal,,"Savannah Morning News; Savannah, Ga.","Mar 29, 2019","Savannah, Ga.",,Opinion,https://www.proquest.com/newspapers/tim-echols-column-why-georgia-doesnt-need-green/docview/2199160748/se-2?accountid=13360,GA
3173,cap_and_trade,Air pollution bill faces key vote: [Home Edition],"Nesmith, Jeff","The Atlanta Journal - Constitution; Atlanta, Ga.","Feb 16, 2005","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/air-pollution-bill-faces-key-vote/docview/337130095/se-2?accountid=13360,GA
3206,cap_and_trade,"Credits proposed to curb warming: Industry initiative: Plan would permit companies to buy, sell carbon emission rights.: [Main Edition]","Nesmith, Jeff","The Atlanta Journal - Constitution; Atlanta, Ga.","Jan 23, 2007","Atlanta, Ga.",,Business,https://www.proquest.com/newspapers/credits-proposed-curb-warming-industry-initiative/docview/337322153/se-2?accountid=13360,GA
3253,cap_and_trade,Readers write,"Parkman, Jim; William Hovey Smith; Alford, Dean; Ramey, John; McClure, Nathan; Orrison, Becky; Heising, Riccarda","The Atlanta Journal - Constitution; Atlanta, Ga.","Jun 7, 2009","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/readers-write/docview/337609921/se-2?accountid=13360,GA
3283,cap_and_trade,Readers write,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 7, 2009","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/readers-write/docview/337629782/se-2?accountid=13360,GA
3332,cap_and_trade,READERS WRITE: [Main Edition],"ALMA FREEDMAN, SID HASAN, RICHARD CAMPOLMI, JEFF KERR, H. ROBERT BAKER","The Atlanta Journal - Constitution; Atlanta, Ga.","Jun 8, 2007","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/readers-write/docview/337443888/se-2?accountid=13360,GA
3342,cap_and_trade,ELECTION RIVALS AGREE ON ENERGY SITE,"Chourey, Sarita","Savannah Morning News; Savannah, Ga.","Oct 25, 2010","Savannah, Ga.",A.1,NEWS,https://www.proquest.com/newspapers/election-rivals-agree-on-energy-site/docview/762251833/se-2?accountid=13360,GA
3422,cap_and_trade,VOX 815-0869: HAPPY THOUGHTS,Anonymous,"Savannah Morning News; Savannah, Ga.","Jun 20, 2010","Savannah, Ga.",B.1,BT BUZZ,https://www.proquest.com/newspapers/vox-815-0869-happy-thoughts/docview/504529387/se-2?accountid=13360,GA
3456,cap_and_trade,"WEATHERIZED HOME SAVES ENERGY, PROVIDES JOBS MORE RETROFIT MONEY LIKELY ON THE WAY FROM STIMULUS PACKAGE","Landers, Mary","Savannah Morning News; Savannah, Ga.","May 15, 2009","Savannah, Ga.",A.1,A SECTION,https://www.proquest.com/newspapers/weatherized-home-saves-energy-provides-jobs-more/docview/382035123/se-2?accountid=13360,GA
3485,cap_and_trade,Ga. needs to slash emissions by 25%: 15-year plan part of Obama climate change strategy.,"Malloy, Daniel; Chapman, Dan","The Atlanta Journal - Constitution; Atlanta, Ga.","Aug 4, 2015","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/ga-needs-slash-emissions-25-15-year-plan-part/docview/1700875926/se-2?accountid=13360,GA
3502,cap_and_trade,Does President Obama have the right strategy for job creation?,"Sabbarese, Don; Romer, Christina D","The Atlanta Journal - Constitution; Atlanta, Ga.","Feb 9, 2010","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/does-president-obama-have-right-strategy-job/docview/337586608/se-2?accountid=13360,GA
3556,cap_and_trade,ELECTION 2008: The Challenge of Change: Energy,"Shelton, Stacy; HALICKS, RICHARD","The Atlanta Journal - Constitution; Atlanta, Ga.","Nov 9, 2008","Atlanta, Ga.",,ELECTION 2008 COMMEMORATIVE,https://www.proquest.com/newspapers/election-2008-challenge-change-energy/docview/337602793/se-2?accountid=13360,GA
3732,cap_and_trade,Readers write,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jun 2, 2010","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/readers-write/docview/356824248/se-2?accountid=13360,GA
3737,cap_and_trade,Readers write,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 13, 2009","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/readers-write/docview/337586731/se-2?accountid=13360,GA
3740,cap_and_trade,VOX 815-0869: ELENA KAGAN,Anonymous,"Savannah Morning News; Savannah, Ga.","Jul 4, 2010","Savannah, Ga.",B.1,BT BUZZ,https://www.proquest.com/newspapers/vox-815-0869-elena-kagan/docview/578292596/se-2?accountid=13360,GA
3820,cap_and_trade,WHY WRECK ECONOMY TO 'SOLVE' GLOBAL WARMING?,Anonymous,"Savannah Morning News; Savannah, Ga.","Jun 20, 2008","Savannah, Ga.",A.14,CAUSES,https://www.proquest.com/newspapers/why-wreck-economy-solve-global-warming/docview/381989016/se-2?accountid=13360,GA
4036,cap_and_trade,RECYCLING AIR POLLUTION,"Fulford, Edward","Savannah Morning News; Savannah, Ga.","Apr 12, 2008","Savannah, Ga.",B.6,OPINION,https://www.proquest.com/newspapers/recycling-air-pollution/docview/381977482/se-2?accountid=13360,GA
4341,cap_and_trade,GUEST COLUMN: U.S. needs change at the top,"Carver, Brad","The Atlanta Journal - Constitution; Atlanta, Ga.","Sep 22, 2011","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/guest-column-u-s-needs-change-at-top/docview/893242101/se-2?accountid=13360,GA
4360,cap_and_trade,There are solutions to mercury emissions: [Home Edition],"Sullivan, Vicky","The Atlanta Journal - Constitution; Atlanta, Ga.","Dec 9, 2003","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/there-are-solutions-mercury-emissions/docview/337067883/se-2?accountid=13360,GA
4557,cap_and_trade,OUR OPINIONS: Good riddance to Clear Skies: [Home Edition],,"The Atlanta Journal - Constitution; Atlanta, Ga.","Mar 11, 2005","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/our-opinions-good-riddance-clear-skies/docview/337182400/se-2?accountid=13360,GA
4572,cap_and_trade,DRIVING UPHILL WITH THE BRAKES ON,"McKnight, Sherry","Savannah Morning News; Savannah, Ga.","Jul 25, 2012","Savannah, Ga.",A.17,OPINION,https://www.proquest.com/newspapers/driving-uphill-with-brakes-on/docview/1030803191/se-2?accountid=13360,GA
4633,cap_and_trade,Readers write,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Nov 24, 2009","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/readers-write/docview/337660263/se-2?accountid=13360,GA
4682,cap_and_trade,VALET PARKING STEALS PUBLIC SPOTS,Anonymous,"Savannah Morning News; Savannah, Ga.","Jul 13, 2009","Savannah, Ga.",A.12,OPINION,https://www.proquest.com/newspapers/valet-parking-steals-public-spots/docview/382060270/se-2?accountid=13360,GA
4863,cap_and_trade,Perry brings campaign to Georgia: Texas governor tackles health law. GOP presidential contender warns of over-regulation.,Aaron Gould Sheinin,"The Atlanta Journal - Constitution; Atlanta, Ga.","Oct 1, 2011","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/perry-brings-campaign-georgia-texas-governor/docview/895187275/se-2?accountid=13360,GA
4865,cap_and_trade,ACT NOW TO CONTROL CO2 EMISSIONS,Anonymous,"Savannah Morning News; Savannah, Ga.","Apr 29, 2009","Savannah, Ga.",A.8,OPINION,https://www.proquest.com/newspapers/act-now-control-co2-emissions/docview/382035633/se-2?accountid=13360,GA
5001,cap_and_trade,GOVERNMENT SHOULD GET OUT OF THE WAY,Anonymous,"Savannah Morning News; Savannah, Ga.","Oct 30, 2009","Savannah, Ga.",A.10,OPINION,https://www.proquest.com/newspapers/government-should-get-out-way/docview/382076247/se-2?accountid=13360,GA
5002,cap_and_trade,"BOOST EFFICIENCY, NOT FEES",Anonymous,"Savannah Morning News; Savannah, Ga.","Jun 14, 2009","Savannah, Ga.",A.8,OPINION,https://www.proquest.com/newspapers/boost-efficiency-not-fees/docview/382043017/se-2?accountid=13360,GA
5024,cap_and_trade,COAL-FIRED POWER PLANTS: Energy needs demand solution,"Israel, George","The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 16, 2008","Atlanta, Ga.",,@issue,https://www.proquest.com/newspapers/coal-fired-power-plants-energy-needs-demand/docview/337484468/se-2?accountid=13360,GA
5063,cap_and_trade,Senators attack mercury proposal EPA accused of pro-industry bias: [Home Edition],"Nesmith, Jeff","The Atlanta Journal - Constitution; Atlanta, Ga.","Apr 13, 2004","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/senators-attack-mercury-proposal-epa-accused-pro/docview/337062240/se-2?accountid=13360,GA
5260,cap_and_trade,Today's battles rooted in nation's birth,"Ellis, Joseph J","The Atlanta Journal - Constitution; Atlanta, Ga.","Aug 16, 2009","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/todays-battles-rooted-nations-birth/docview/337616468/se-2?accountid=13360,GA
5319,cap_and_trade,"CLEAN POWER PLAN: Ga. to fight new EPA rules: State files suit to halt initiative, but works on a backup plan.","Bluestein, Greg; Malloy, Daniel","The Atlanta Journal - Constitution; Atlanta, Ga.","Oct 24, 2015","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/clean-power-plan-ga-fight-new-epa-rules-state/docview/1726327300/se-2?accountid=13360,GA
5373,cap_and_trade,Plant Bowen gets mixed grades on pollution: Environmental group cites total output of sulfur dioxide: [Main Edition],"Kiang, Kylene","The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 28, 2006","Atlanta, Ga.",,Business,https://www.proquest.com/newspapers/plant-bowen-gets-mixed-grades-on-pollution/docview/337336888/se-2?accountid=13360,GA
5443,cap_and_trade,Is GOP debt-reduction plan right prescription for economy?,"Ridenour, David A; Wilson, Michael J","The Atlanta Journal - Constitution; Atlanta, Ga.","Jan 25, 2011","Atlanta, Ga.",,Opinion,https://www.proquest.com/newspapers/is-gop-debt-reduction-plan-right-prescription/docview/847076532/se-2?accountid=13360,GA
5477,cap_and_trade,"EPA in GOP crosshairs: On the long list of issues that irk the candidates for the GOP presidential nomination, few can compare to the U.S. Environmental Protection Agency.","Steiden, Bill","The Atlanta Journal - Constitution; Atlanta, Ga.","Sep 18, 2011","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/epa-gop-crosshairs-on-long-list-issues-that-irk/docview/890585717/se-2?accountid=13360,GA
5521,cap_and_trade,VOX: MISCELLANEOUS,Anonymous,"Savannah Morning News; Savannah, Ga.","May 16, 2010","Savannah, Ga.",B.1,BT BUZZ,https://www.proquest.com/newspapers/vox-miscellaneous/docview/365380813/se-2?accountid=13360,GA
5581,cap_and_trade,VOX 815-0869: S.C. POLITICS,Anonymous,"Savannah Morning News; Savannah, Ga.","Nov 17, 2010","Savannah, Ga.",16,CAUSES,https://www.proquest.com/newspapers/vox-815-0869-s-c-politics/docview/807596628/se-2?accountid=13360,GA
5585,cap_and_trade,GIRL SCOUT COOKIES,Anonymous,"Savannah Morning News; Savannah, Ga.","Mar 3, 2009","Savannah, Ga.",B.1,BT BUZZ JR.,https://www.proquest.com/newspapers/girl-scout-cookies/docview/382047513/se-2?accountid=13360,GA
5881,carbon_tax,A REVENUE NEUTRAL SYSTEM TO REDUCE CLIMATE CHANGE,"Zapp, Kenneth","Savannah Morning News; Savannah, Ga.","Aug 21, 2013","Savannah, Ga.",A.8,ENVIRONMENTAL ECONOMICS,https://www.proquest.com/newspapers/revenue-neutral-system-reduce-climate-change/docview/1426903339/se-2?accountid=13360,GA
5947,carbon_tax,READERS WRITE,,"The Atlanta Journal - Constitution; Atlanta, Ga.","Mar 2, 2014","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/readers-write/docview/1503375724/se-2?accountid=13360,GA
5958,carbon_tax,BALLOON TOUR CONDEMNS GLOBAL WARMING SOLUTION,"Nahed, Aldo","Savannah Morning News; Savannah, Ga.","Jun 19, 2008","Savannah, Ga.",C.1,COASTAL EMPIRE,https://www.proquest.com/newspapers/balloon-tour-condemns-global-warming-solution/docview/381989268/se-2?accountid=13360,GA
5966,carbon_tax,Readers write,,"The Atlanta Journal - Constitution; Atlanta, Ga.","Dec 17, 2013","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/readers-write/docview/1468508179/se-2?accountid=13360,GA
5994,carbon_tax,OUR OPINIONS: Scare tactics cloud climate issue: [Main Edition],"Harris, Lyle V","The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 10, 2007","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/our-opinions-scare-tactics-cloud-climate-issue/docview/337416405/se-2?accountid=13360,GA
6019,carbon_tax,Readers write,,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jan 25, 2013","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/readers-write/docview/1272407181/se-2?accountid=13360,GA
6024,carbon_tax,Response to recent conversation,,"The Atlanta Journal - Constitution; Atlanta, Ga.","Oct 23, 2012","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/response-recent-conversation/docview/1114236535/se-2?accountid=13360,GA
6088,carbon_tax,Readers write: Feb. 11,,"The Atlanta Journal - Constitution; Atlanta, Ga.","Feb 11, 2015","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/readers-write-feb-11/docview/1653004197/se-2?accountid=13360,GA
6341,carbon_tax,Former Rep. Inglis talks climate change,"Hunt, Dan","Savannah Morning News; Savannah, Ga.","Jul 21, 2019","Savannah, Ga.",A.1,News,https://www.proquest.com/newspapers/former-rep-inglis-talks-climate-change/docview/2260535010/se-2?accountid=13360,GA
6367,carbon_tax,GA. POWER AIMS TO RELY LESS ON COAL,"Jones, Walter C","Savannah Morning News; Savannah, Ga.","Jul 27, 2010","Savannah, Ga.",A.6,EXCHANGE,https://www.proquest.com/newspapers/ga-power-aims-rely-less-on-coal/docview/729867434/se-2?accountid=13360,GA
6392,carbon_tax,SAVANNAH COFFEE PARTY HOSTS CANDIDATE FORUM,"Collier, Claudia","Savannah Morning News; Savannah, Ga.","Jun 30, 2010","Savannah, Ga.",W.4,NEWS,https://www.proquest.com/newspapers/savannah-coffee-party-hosts-candidate-forum/docview/577140316/se-2?accountid=13360,GA
6763,carbon_tax,GOP Rep. Carter 'all in' on addressing climate change,"Landers, Mary","Savannah Morning News; Savannah, Ga.","Mar 10, 2019","Savannah, Ga.",A.8,News,https://www.proquest.com/newspapers/gop-rep-carter-all-on-addressing-climate-change/docview/2189274834/se-2?accountid=13360,GA
6782,carbon_tax,Congressman Carter 'all in' on addressing climate change,"Landers, Mary","Savannah Morning News; Savannah, Ga.","Mar 5, 2019","Savannah, Ga.",A.1,News,https://www.proquest.com/newspapers/congressman-carter-all-on-addressing-climate/docview/2187932288/se-2?accountid=13360,GA
7011,carbon_tax,Tim Echols column: Why Georgia doesn't need the Green New Deal,,"Savannah Morning News; Savannah, Ga.","Mar 29, 2019","Savannah, Ga.",,Opinion,https://www.proquest.com/newspapers/tim-echols-column-why-georgia-doesnt-need-green/docview/2199160748/se-2?accountid=13360,GA
7099,carbon_tax,AJC EXCLUSIVE: Republican pushes for electric vehicle market,"Galloway, Jim","The Atlanta Journal - Constitution; Atlanta, Ga.","Dec 18, 2019","Atlanta, Ga.",B.1, METRO,https://www.proquest.com/newspapers/ajc-exclusive-republican-pushes-electric-vehicle/docview/2327780612/se-2?accountid=13360,GA
7342,carbon_tax,IN BRIEF,,"The Atlanta Journal - Constitution; Atlanta, Ga.","Nov 22, 2016","Atlanta, Ga.",,NEWS,https://www.proquest.com/newspapers/brief/docview/1841955436/se-2?accountid=13360,GA
7374,carbon_tax,Readers write,,"The Atlanta Journal - Constitution; Atlanta, Ga.","May 9, 2013","Atlanta, Ga.",,News,https://www.proquest.com/newspapers/readers-write/docview/1349351941/se-2?accountid=13360,GA
7426,carbon_tax,PUNISH THE POLLUTERS Put some more green into corporate taxes: [Final Edition],"Ezzard, Martha","The Atlanta Journal; Atlanta, Ga.","Apr 12, 1999","Atlanta, Ga.",,Editorial,https://www.proquest.com/newspapers/punish-polluters-put-some-more-green-into/docview/412725118/se-2?accountid=13360,GA
7566,carbon_tax,COAL-FIRED POWER PLANTS: Energy needs demand solution,"Israel, George","The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 16, 2008","Atlanta, Ga.",,@issue,https://www.proquest.com/newspapers/coal-fired-power-plants-energy-needs-demand/docview/337484468/se-2?accountid=13360,GA
7787,carbon_tax,BEARING FIREARMS CAN SAVE LIVES,Anonymous,"Savannah Morning News; Savannah, Ga.","May 6, 2009","Savannah, Ga.",A.8,OPINION,https://www.proquest.com/newspapers/bearing-firearms-can-save-lives/docview/382049072/se-2?accountid=13360,GA
7915,carbon_tax,"Set green fashion goals: Growing number of designers, scientists join forces to green wardrobes.","Stewart, Martha","The Atlanta Journal - Constitution; Atlanta, Ga.","Sep 15, 2019","Atlanta, Ga.",E.13, LIVING & ARTS,https://www.proquest.com/newspapers/set-green-fashion-goals-growing-number-designers/docview/2290185700/se-2?accountid=13360,GA
7916,carbon_tax,"MARTHA STEWART GOOD THINGS: Strategies for setting green fashion goals: Growing number of designers, scientists join forces to green wardrobes.",,"The Atlanta Journal - Constitution; Atlanta, Ga.","Sep 29, 2019","Atlanta, Ga.",S.3, BUYER'S EDGE SELECT,https://www.proquest.com/newspapers/martha-stewart-good-things-strategies-setting/docview/2298942337/se-2?accountid=13360,GA
8032,carbon_tax,PSC CANDIDATES GEAR UP FOR ELECTION,Anonymous,"Savannah Morning News; Savannah, Ga.","Jul 11, 2008","Savannah, Ga.",C.3,COASTAL EMPIRE,https://www.proquest.com/newspapers/psc-candidates-gear-up-election/docview/381996451/se-2?accountid=13360,GA
8132,carbon_tax,"GLOBAL WARMING: Studies change debate's climate: Naysayers persist, but evidence gives credence to concerns: [Main Edition]","Shelton, Stacy","The Atlanta Journal - Constitution; Atlanta, Ga.","Jun 11, 2006","Atlanta, Ga.",,@issue,https://www.proquest.com/newspapers/global-warming-studies-change-debates-climate/docview/337266648/se-2?accountid=13360,GA
8378,demand-side_management,GEORGIA POWER PUSHES ENERGY EFFICIENCY ADVOCATES QUESTION WHETHER NEW PLANS GO FAR ENOUGH: [HOME Edition],"Eckenrode, Vicky","Savannah Morning News; Savannah, Ga.","Jul 8, 2007","Savannah, Ga.",,EXCHANGE,https://www.proquest.com/newspapers/georgia-power-pushes-energy-efficiency-advocates/docview/381924689/se-2?accountid=13360,GA
8398,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,CityLife,https://www.proquest.com/newspapers/2008-voters-guide/docview/337489217/se-2?accountid=13360,GA
8415,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,NorthWest,https://www.proquest.com/newspapers/2008-voters-guide/docview/337561879/se-2?accountid=13360,GA
8417,demand-side_management,COUNTDOWN 2008: PUBLIC SERVICE COMMISSION: Opponents square off on energy topic today,"Swartz, Kristi E","The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 2, 2008","Atlanta, Ga.",,METRO,https://www.proquest.com/newspapers/countdown-2008-public-service-commission/docview/337516145/se-2?accountid=13360,GA
8429,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,NorthSide,https://www.proquest.com/newspapers/2008-voters-guide/docview/337487692/se-2?accountid=13360,GA
8481,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,Gwinnett News,https://www.proquest.com/newspapers/2008-voters-guide/docview/337489141/se-2?accountid=13360,GA
8535,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,NorthWest,https://www.proquest.com/newspapers/2008-voters-guide/docview/337561879/se-2?accountid=13360,GA
8537,demand-side_management,COUNTDOWN 2008: PUBLIC SERVICE COMMISSION: Opponents square off on energy topic today,"Swartz, Kristi E","The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 2, 2008","Atlanta, Ga.",,METRO,https://www.proquest.com/newspapers/countdown-2008-public-service-commission/docview/337516145/se-2?accountid=13360,GA
8549,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,NorthSide,https://www.proquest.com/newspapers/2008-voters-guide/docview/337487692/se-2?accountid=13360,GA
8601,demand-side_management,2008 VOTERS GUIDE,Anonymous,"The Atlanta Journal - Constitution; Atlanta, Ga.","Jul 3, 2008","Atlanta, Ga.",,Gwinnett News,https://www.proquest.com/newspapers/2008-voters-guide/docview/337489141/se-2?accountid=13360,GA
