,index,link,keyword
17,5,https://www.proquest.com/usnews/docview/421842527/abstract/C0A4392283CB4D1APQ/9?accountid=13360,cap_and_trade
18,6,https://www.proquest.com/usnews/docview/337192590/abstract/C0A4392283CB4D1APQ/10?accountid=13360,cap_and_trade
19,7,https://www.proquest.com/usnews/docview/420777490/abstract/C0A4392283CB4D1APQ/11?accountid=13360,cap_and_trade
20,8,https://www.proquest.com/usnews/docview/404436786/abstract/C0A4392283CB4D1APQ/12?accountid=13360,cap_and_trade
21,9,https://www.proquest.com/usnews/docview/324392289/abstract/C0A4392283CB4D1APQ/13?accountid=13360,cap_and_trade
22,10,https://www.proquest.com/usnews/docview/414658907/abstract/C0A4392283CB4D1APQ/14?accountid=13360,cap_and_trade
23,11,https://www.proquest.com/usnews/docview/230731749/abstract/C0A4392283CB4D1APQ/15?accountid=13360,cap_and_trade
24,12,https://www.proquest.com/usnews/docview/324347599/abstract/C0A4392283CB4D1APQ/16?accountid=13360,cap_and_trade
25,13,https://www.proquest.com/usnews/docview/1030899087/abstract/C0A4392283CB4D1APQ/17?accountid=13360,cap_and_trade
26,14,https://www.proquest.com/usnews/docview/277322118/abstract/C0A4392283CB4D1APQ/18?accountid=13360,cap_and_trade
27,15,https://www.proquest.com/usnews/docview/443416815/abstract/C0A4392283CB4D1APQ/19?accountid=13360,cap_and_trade
28,16,https://www.proquest.com/usnews/docview/399104475/abstract/C0A4392283CB4D1APQ/20?accountid=13360,cap_and_trade
29,17,https://www.proquest.com/usnews/docview/2250938408/citation/C0A4392283CB4D1APQ/3?accountid=13360,cap_and_trade
30,18,https://www.proquest.com/usnews/docview/1956151794/citation/C0A4392283CB4D1APQ/4?accountid=13360,cap_and_trade
31,19,https://www.proquest.com/usnews/docview/2351979458/citation/C0A4392283CB4D1APQ/5?accountid=13360,cap_and_trade
32,20,https://www.proquest.com/usnews/docview/351812771/abstract/C0A4392283CB4D1APQ/21?accountid=13360,cap_and_trade
33,21,https://www.proquest.com/usnews/docview/377837835/abstract/C0A4392283CB4D1APQ/22?accountid=13360,cap_and_trade
34,22,https://www.proquest.com/usnews/docview/420803310/abstract/C0A4392283CB4D1APQ/23?accountid=13360,cap_and_trade
35,23,https://www.proquest.com/usnews/docview/382537470/abstract/C0A4392283CB4D1APQ/25?accountid=13360,cap_and_trade
36,24,https://www.proquest.com/usnews/docview/1531533471/abstract/C0A4392283CB4D1APQ/26?accountid=13360,cap_and_trade
37,25,https://www.proquest.com/usnews/docview/282623005/abstract/C0A4392283CB4D1APQ/27?accountid=13360,cap_and_trade
38,26,https://www.proquest.com/usnews/docview/405171194/abstract/C0A4392283CB4D1APQ/29?accountid=13360,cap_and_trade
39,27,https://www.proquest.com/usnews/docview/332198520/abstract/C0A4392283CB4D1APQ/30?accountid=13360,cap_and_trade
40,28,https://www.proquest.com/usnews/docview/390540787/abstract/C0A4392283CB4D1APQ/31?accountid=13360,cap_and_trade
41,29,https://www.proquest.com/usnews/docview/332299497/abstract/C0A4392283CB4D1APQ/32?accountid=13360,cap_and_trade
42,30,https://www.proquest.com/usnews/docview/332133251/abstract/C0A4392283CB4D1APQ/33?accountid=13360,cap_and_trade
43,31,https://www.proquest.com/usnews/docview/332281544/abstract/C0A4392283CB4D1APQ/34?accountid=13360,cap_and_trade
44,32,https://www.proquest.com/usnews/docview/391566499/abstract/C0A4392283CB4D1APQ/35?accountid=13360,cap_and_trade
45,33,https://www.proquest.com/usnews/docview/406576008/abstract/C0A4392283CB4D1APQ/36?accountid=13360,cap_and_trade
46,34,https://www.proquest.com/usnews/docview/915015333/abstract/C0A4392283CB4D1APQ/37?accountid=13360,cap_and_trade
47,35,https://www.proquest.com/usnews/docview/277374498/abstract/C0A4392283CB4D1APQ/38?accountid=13360,cap_and_trade
48,36,https://www.proquest.com/usnews/docview/1810245519/abstract/C0A4392283CB4D1APQ/39?accountid=13360,cap_and_trade
49,37,https://www.proquest.com/usnews/docview/1134433382/abstract/C0A4392283CB4D1APQ/40?accountid=13360,cap_and_trade
50,38,https://www.proquest.com/usnews/docview/1922786789/citation/C0A4392283CB4D1APQ/24?accountid=13360,cap_and_trade
51,39,https://www.proquest.com/usnews/docview/2012034957/citation/C0A4392283CB4D1APQ/28?accountid=13360,cap_and_trade
52,40,https://www.proquest.com/usnews/docview/406236891/abstract/C0A4392283CB4D1APQ/41?accountid=13360,cap_and_trade
53,41,https://www.proquest.com/usnews/docview/277253399/abstract/C0A4392283CB4D1APQ/42?accountid=13360,cap_and_trade
54,42,https://www.proquest.com/usnews/docview/854843196/abstract/C0A4392283CB4D1APQ/43?accountid=13360,cap_and_trade
55,43,https://www.proquest.com/usnews/docview/1566750860/abstract/C0A4392283CB4D1APQ/44?accountid=13360,cap_and_trade
56,44,https://www.proquest.com/usnews/docview/277390902/abstract/C0A4392283CB4D1APQ/46?accountid=13360,cap_and_trade
57,45,https://www.proquest.com/usnews/docview/324355117/abstract/C0A4392283CB4D1APQ/47?accountid=13360,cap_and_trade
58,46,https://www.proquest.com/usnews/docview/336870915/abstract/C0A4392283CB4D1APQ/48?accountid=13360,cap_and_trade
59,47,https://www.proquest.com/usnews/docview/399138894/abstract/C0A4392283CB4D1APQ/49?accountid=13360,cap_and_trade
60,48,https://www.proquest.com/usnews/docview/264381936/abstract/C0A4392283CB4D1APQ/52?accountid=13360,cap_and_trade
61,49,https://www.proquest.com/usnews/docview/757711911/abstract/C0A4392283CB4D1APQ/53?accountid=13360,cap_and_trade
62,50,https://www.proquest.com/usnews/docview/426625601/abstract/C0A4392283CB4D1APQ/54?accountid=13360,cap_and_trade
63,51,https://www.proquest.com/usnews/docview/849282778/abstract/C0A4392283CB4D1APQ/55?accountid=13360,cap_and_trade
64,52,https://www.proquest.com/usnews/docview/337569910/abstract/C0A4392283CB4D1APQ/56?accountid=13360,cap_and_trade
65,53,https://www.proquest.com/usnews/docview/437022620/abstract/C0A4392283CB4D1APQ/57?accountid=13360,cap_and_trade
66,54,https://www.proquest.com/usnews/docview/406190520/abstract/C0A4392283CB4D1APQ/58?accountid=13360,cap_and_trade
67,55,https://www.proquest.com/usnews/docview/818375374/abstract/C0A4392283CB4D1APQ/59?accountid=13360,cap_and_trade
68,56,https://www.proquest.com/usnews/docview/399102440/abstract/C0A4392283CB4D1APQ/60?accountid=13360,cap_and_trade
69,57,https://www.proquest.com/usnews/docview/405687939/citation/C0A4392283CB4D1APQ/45?accountid=13360,cap_and_trade
70,58,https://www.proquest.com/usnews/docview/2300514393/citation/C0A4392283CB4D1APQ/50?accountid=13360,cap_and_trade
71,59,https://www.proquest.com/usnews/docview/1922787141/citation/C0A4392283CB4D1APQ/51?accountid=13360,cap_and_trade
72,60,https://www.proquest.com/usnews/docview/404431343/abstract/C0A4392283CB4D1APQ/61?accountid=13360,cap_and_trade
73,61,https://www.proquest.com/usnews/docview/1522895990/abstract/C0A4392283CB4D1APQ/62?accountid=13360,cap_and_trade
74,62,https://www.proquest.com/usnews/docview/1364544330/abstract/C0A4392283CB4D1APQ/63?accountid=13360,cap_and_trade
75,63,https://www.proquest.com/usnews/docview/399103734/abstract/C0A4392283CB4D1APQ/64?accountid=13360,cap_and_trade
76,64,https://www.proquest.com/usnews/docview/351806876/abstract/C0A4392283CB4D1APQ/65?accountid=13360,cap_and_trade
77,65,https://www.proquest.com/usnews/docview/264132693/abstract/C0A4392283CB4D1APQ/66?accountid=13360,cap_and_trade
78,66,https://www.proquest.com/usnews/docview/402996797/abstract/C0A4392283CB4D1APQ/67?accountid=13360,cap_and_trade
79,67,https://www.proquest.com/usnews/docview/851243588/abstract/C0A4392283CB4D1APQ/69?accountid=13360,cap_and_trade
80,68,https://www.proquest.com/usnews/docview/443414028/abstract/C0A4392283CB4D1APQ/70?accountid=13360,cap_and_trade
81,69,https://www.proquest.com/usnews/docview/749287149/abstract/C0A4392283CB4D1APQ/71?accountid=13360,cap_and_trade
82,70,https://www.proquest.com/usnews/docview/434316252/abstract/C0A4392283CB4D1APQ/72?accountid=13360,cap_and_trade
83,71,https://www.proquest.com/usnews/docview/390716803/abstract/C0A4392283CB4D1APQ/73?accountid=13360,cap_and_trade
84,72,https://www.proquest.com/usnews/docview/331692104/abstract/C0A4392283CB4D1APQ/74?accountid=13360,cap_and_trade
85,73,https://www.proquest.com/usnews/docview/427662618/abstract/C0A4392283CB4D1APQ/75?accountid=13360,cap_and_trade
86,74,https://www.proquest.com/usnews/docview/434340059/abstract/C0A4392283CB4D1APQ/76?accountid=13360,cap_and_trade
87,75,https://www.proquest.com/usnews/docview/352209893/abstract/C0A4392283CB4D1APQ/77?accountid=13360,cap_and_trade
88,76,https://www.proquest.com/usnews/docview/237895915/abstract/C0A4392283CB4D1APQ/78?accountid=13360,cap_and_trade
89,77,https://www.proquest.com/usnews/docview/751930146/abstract/C0A4392283CB4D1APQ/79?accountid=13360,cap_and_trade
90,78,https://www.proquest.com/usnews/docview/762620597/abstract/C0A4392283CB4D1APQ/80?accountid=13360,cap_and_trade
91,79,https://www.proquest.com/usnews/docview/1956425696/citation/C0A4392283CB4D1APQ/68?accountid=13360,cap_and_trade
92,80,https://www.proquest.com/usnews/docview/399146068/abstract/C0A4392283CB4D1APQ/81?accountid=13360,cap_and_trade
93,81,https://www.proquest.com/usnews/docview/763301004/abstract/C0A4392283CB4D1APQ/82?accountid=13360,cap_and_trade
94,82,https://www.proquest.com/usnews/docview/241544578/abstract/C0A4392283CB4D1APQ/83?accountid=13360,cap_and_trade
95,83,https://www.proquest.com/usnews/docview/339173086/abstract/C0A4392283CB4D1APQ/84?accountid=13360,cap_and_trade
96,84,https://www.proquest.com/usnews/docview/324401119/abstract/C0A4392283CB4D1APQ/85?accountid=13360,cap_and_trade
97,85,https://www.proquest.com/usnews/docview/402967904/abstract/C0A4392283CB4D1APQ/86?accountid=13360,cap_and_trade
98,86,https://www.proquest.com/usnews/docview/194159852/abstract/C0A4392283CB4D1APQ/87?accountid=13360,cap_and_trade
99,87,https://www.proquest.com/usnews/docview/442908985/abstract/C0A4392283CB4D1APQ/88?accountid=13360,cap_and_trade
100,88,https://www.proquest.com/usnews/docview/869170753/abstract/C0A4392283CB4D1APQ/89?accountid=13360,cap_and_trade
101,89,https://www.proquest.com/usnews/docview/1528360506/abstract/C0A4392283CB4D1APQ/90?accountid=13360,cap_and_trade
102,90,https://www.proquest.com/usnews/docview/968680309/abstract/C0A4392283CB4D1APQ/91?accountid=13360,cap_and_trade
103,91,https://www.proquest.com/usnews/docview/241593459/abstract/C0A4392283CB4D1APQ/92?accountid=13360,cap_and_trade
104,92,https://www.proquest.com/usnews/docview/616991892/abstract/C0A4392283CB4D1APQ/93?accountid=13360,cap_and_trade
105,93,https://www.proquest.com/usnews/docview/1152080514/abstract/C0A4392283CB4D1APQ/95?accountid=13360,cap_and_trade
106,94,https://www.proquest.com/usnews/docview/749109488/abstract/C0A4392283CB4D1APQ/97?accountid=13360,cap_and_trade
107,95,https://www.proquest.com/usnews/docview/1473867177/abstract/C0A4392283CB4D1APQ/98?accountid=13360,cap_and_trade
108,96,https://www.proquest.com/usnews/docview/324420920/abstract/C0A4392283CB4D1APQ/99?accountid=13360,cap_and_trade
109,97,https://www.proquest.com/usnews/docview/2196250080/citation/C0A4392283CB4D1APQ/94?accountid=13360,cap_and_trade
110,98,https://www.proquest.com/usnews/docview/2254074636/citation/C0A4392283CB4D1APQ/96?accountid=13360,cap_and_trade
111,99,https://www.proquest.com/usnews/docview/2254123691/citation/C0A4392283CB4D1APQ/100?accountid=13360,cap_and_trade
112,100,https://www.proquest.com/usnews/docview/816367308/abstract/C0A4392283CB4D1APQ/101?accountid=13360,cap_and_trade
113,101,https://www.proquest.com/usnews/docview/1367694778/abstract/C0A4392283CB4D1APQ/103?accountid=13360,cap_and_trade
114,102,https://www.proquest.com/usnews/docview/909468567/abstract/C0A4392283CB4D1APQ/104?accountid=13360,cap_and_trade
115,103,https://www.proquest.com/usnews/docview/1761250552/abstract/C0A4392283CB4D1APQ/105?accountid=13360,cap_and_trade
116,104,https://www.proquest.com/usnews/docview/1828161871/abstract/C0A4392283CB4D1APQ/106?accountid=13360,cap_and_trade
117,105,https://www.proquest.com/usnews/docview/1473867822/abstract/C0A4392283CB4D1APQ/107?accountid=13360,cap_and_trade
118,106,https://www.proquest.com/usnews/docview/410252118/abstract/C0A4392283CB4D1APQ/108?accountid=13360,cap_and_trade
119,107,https://www.proquest.com/usnews/docview/603589875/abstract/C0A4392283CB4D1APQ/109?accountid=13360,cap_and_trade
120,108,https://www.proquest.com/usnews/docview/1689794288/abstract/C0A4392283CB4D1APQ/113?accountid=13360,cap_and_trade
121,109,https://www.proquest.com/usnews/docview/1317097949/abstract/C0A4392283CB4D1APQ/114?accountid=13360,cap_and_trade
122,110,https://www.proquest.com/usnews/docview/762043283/abstract/C0A4392283CB4D1APQ/115?accountid=13360,cap_and_trade
123,111,https://www.proquest.com/usnews/docview/1831365912/abstract/C0A4392283CB4D1APQ/116?accountid=13360,cap_and_trade
124,112,https://www.proquest.com/usnews/docview/751870031/abstract/C0A4392283CB4D1APQ/117?accountid=13360,cap_and_trade
125,113,https://www.proquest.com/usnews/docview/281004243/citation/C0A4392283CB4D1APQ/102?accountid=13360,cap_and_trade
126,114,https://www.proquest.com/usnews/docview/2336994893/citation/C0A4392283CB4D1APQ/110?accountid=13360,cap_and_trade
127,115,https://www.proquest.com/usnews/docview/1965698415/citation/C0A4392283CB4D1APQ/111?accountid=13360,cap_and_trade
128,116,https://www.proquest.com/usnews/docview/405560725/citation/C0A4392283CB4D1APQ/112?accountid=13360,cap_and_trade
129,117,https://www.proquest.com/usnews/docview/2531462347/citation/C0A4392283CB4D1APQ/118?accountid=13360,cap_and_trade
130,118,https://www.proquest.com/usnews/docview/2177216991/citation/C0A4392283CB4D1APQ/119?accountid=13360,cap_and_trade
131,119,https://www.proquest.com/usnews/docview/1965698466/citation/C0A4392283CB4D1APQ/120?accountid=13360,cap_and_trade
132,120,https://www.proquest.com/usnews/docview/1019397204/abstract/C0A4392283CB4D1APQ/121?accountid=13360,cap_and_trade
133,121,https://www.proquest.com/usnews/docview/904272548/abstract/C0A4392283CB4D1APQ/122?accountid=13360,cap_and_trade
134,122,https://www.proquest.com/usnews/docview/1316847019/abstract/C0A4392283CB4D1APQ/125?accountid=13360,cap_and_trade
135,123,https://www.proquest.com/usnews/docview/923991534/abstract/C0A4392283CB4D1APQ/126?accountid=13360,cap_and_trade
136,124,https://www.proquest.com/usnews/docview/414395741/abstract/C0A4392283CB4D1APQ/127?accountid=13360,cap_and_trade
137,125,https://www.proquest.com/usnews/docview/1903333257/abstract/C0A4392283CB4D1APQ/128?accountid=13360,cap_and_trade
138,126,https://www.proquest.com/usnews/docview/1019400610/abstract/C0A4392283CB4D1APQ/129?accountid=13360,cap_and_trade
139,127,https://www.proquest.com/usnews/docview/817592244/abstract/C0A4392283CB4D1APQ/130?accountid=13360,cap_and_trade
140,128,https://www.proquest.com/usnews/docview/753803915/abstract/C0A4392283CB4D1APQ/131?accountid=13360,cap_and_trade
141,129,https://www.proquest.com/usnews/docview/239926149/abstract/C0A4392283CB4D1APQ/133?accountid=13360,cap_and_trade
142,130,https://www.proquest.com/usnews/docview/382104950/abstract/C0A4392283CB4D1APQ/134?accountid=13360,cap_and_trade
143,131,https://www.proquest.com/usnews/docview/923980808/abstract/C0A4392283CB4D1APQ/135?accountid=13360,cap_and_trade
144,132,https://www.proquest.com/usnews/docview/264397024/abstract/C0A4392283CB4D1APQ/136?accountid=13360,cap_and_trade
145,133,https://www.proquest.com/usnews/docview/749109579/abstract/C0A4392283CB4D1APQ/137?accountid=13360,cap_and_trade
146,134,https://www.proquest.com/usnews/docview/343549752/abstract/C0A4392283CB4D1APQ/138?accountid=13360,cap_and_trade
147,135,https://www.proquest.com/usnews/docview/439805517/abstract/C0A4392283CB4D1APQ/139?accountid=13360,cap_and_trade
148,136,https://www.proquest.com/usnews/docview/848995706/abstract/C0A4392283CB4D1APQ/140?accountid=13360,cap_and_trade
149,137,https://www.proquest.com/usnews/docview/1922302253/citation/C0A4392283CB4D1APQ/123?accountid=13360,cap_and_trade
150,138,https://www.proquest.com/usnews/docview/1929016819/citation/C0A4392283CB4D1APQ/124?accountid=13360,cap_and_trade
151,139,https://www.proquest.com/usnews/docview/1964379126/citation/C0A4392283CB4D1APQ/132?accountid=13360,cap_and_trade
152,140,https://www.proquest.com/usnews/docview/264288502/abstract/C0A4392283CB4D1APQ/141?accountid=13360,cap_and_trade
153,141,https://www.proquest.com/usnews/docview/399098725/abstract/C0A4392283CB4D1APQ/142?accountid=13360,cap_and_trade
154,142,https://www.proquest.com/usnews/docview/343577363/abstract/C0A4392283CB4D1APQ/143?accountid=13360,cap_and_trade
155,143,https://www.proquest.com/usnews/docview/1534997220/abstract/C0A4392283CB4D1APQ/144?accountid=13360,cap_and_trade
156,144,https://www.proquest.com/usnews/docview/762049639/abstract/C0A4392283CB4D1APQ/146?accountid=13360,cap_and_trade
157,145,https://www.proquest.com/usnews/docview/264389604/abstract/C0A4392283CB4D1APQ/147?accountid=13360,cap_and_trade
158,146,https://www.proquest.com/usnews/docview/1534993928/abstract/C0A4392283CB4D1APQ/148?accountid=13360,cap_and_trade
159,147,https://www.proquest.com/usnews/docview/255865126/abstract/C0A4392283CB4D1APQ/151?accountid=13360,cap_and_trade
160,148,https://www.proquest.com/usnews/docview/1700396437/abstract/C0A4392283CB4D1APQ/152?accountid=13360,cap_and_trade
161,149,https://www.proquest.com/usnews/docview/442907745/abstract/C0A4392283CB4D1APQ/153?accountid=13360,cap_and_trade
162,150,https://www.proquest.com/usnews/docview/1646474446/abstract/C0A4392283CB4D1APQ/154?accountid=13360,cap_and_trade
163,151,https://www.proquest.com/usnews/docview/352350683/abstract/C0A4392283CB4D1APQ/155?accountid=13360,cap_and_trade
164,152,https://www.proquest.com/usnews/docview/1762046285/abstract/C0A4392283CB4D1APQ/156?accountid=13360,cap_and_trade
165,153,https://www.proquest.com/usnews/docview/912065968/abstract/C0A4392283CB4D1APQ/157?accountid=13360,cap_and_trade
166,154,https://www.proquest.com/usnews/docview/1700395785/abstract/C0A4392283CB4D1APQ/158?accountid=13360,cap_and_trade
167,155,https://www.proquest.com/usnews/docview/1413733760/abstract/C0A4392283CB4D1APQ/159?accountid=13360,cap_and_trade
168,156,https://www.proquest.com/usnews/docview/1515660250/abstract/C0A4392283CB4D1APQ/160?accountid=13360,cap_and_trade
169,157,https://www.proquest.com/usnews/docview/237942158/citation/C0A4392283CB4D1APQ/145?accountid=13360,cap_and_trade
170,158,https://www.proquest.com/usnews/docview/1917943428/citation/C0A4392283CB4D1APQ/149?accountid=13360,cap_and_trade
171,159,https://www.proquest.com/usnews/docview/443229144/citation/C0A4392283CB4D1APQ/150?accountid=13360,cap_and_trade
172,160,https://www.proquest.com/usnews/docview/437065084/abstract/C0A4392283CB4D1APQ/161?accountid=13360,cap_and_trade
173,161,https://www.proquest.com/usnews/docview/254783338/abstract/C0A4392283CB4D1APQ/162?accountid=13360,cap_and_trade
174,162,https://www.proquest.com/usnews/docview/401172496/abstract/C0A4392283CB4D1APQ/164?accountid=13360,cap_and_trade
175,163,https://www.proquest.com/usnews/docview/282998661/abstract/C0A4392283CB4D1APQ/165?accountid=13360,cap_and_trade
176,164,https://www.proquest.com/usnews/docview/275200292/abstract/C0A4392283CB4D1APQ/167?accountid=13360,cap_and_trade
177,165,https://www.proquest.com/usnews/docview/306971455/abstract/C0A4392283CB4D1APQ/168?accountid=13360,cap_and_trade
178,166,https://www.proquest.com/usnews/docview/252318615/abstract/C0A4392283CB4D1APQ/171?accountid=13360,cap_and_trade
179,167,https://www.proquest.com/usnews/docview/422396423/abstract/C0A4392283CB4D1APQ/172?accountid=13360,cap_and_trade
180,168,https://www.proquest.com/usnews/docview/331750091/abstract/C0A4392283CB4D1APQ/173?accountid=13360,cap_and_trade
181,169,https://www.proquest.com/usnews/docview/1145608255/abstract/C0A4392283CB4D1APQ/174?accountid=13360,cap_and_trade
182,170,https://www.proquest.com/usnews/docview/1040818099/abstract/C0A4392283CB4D1APQ/176?accountid=13360,cap_and_trade
183,171,https://www.proquest.com/usnews/docview/378560207/abstract/C0A4392283CB4D1APQ/177?accountid=13360,cap_and_trade
184,172,https://www.proquest.com/usnews/docview/324381719/abstract/C0A4392283CB4D1APQ/178?accountid=13360,cap_and_trade
185,173,https://www.proquest.com/usnews/docview/277383164/abstract/C0A4392283CB4D1APQ/179?accountid=13360,cap_and_trade
186,174,https://www.proquest.com/usnews/docview/399040804/abstract/C0A4392283CB4D1APQ/180?accountid=13360,cap_and_trade
187,175,https://www.proquest.com/usnews/docview/2307701692/citation/C0A4392283CB4D1APQ/163?accountid=13360,cap_and_trade
188,176,https://www.proquest.com/usnews/docview/2301185161/citation/C0A4392283CB4D1APQ/166?accountid=13360,cap_and_trade
189,177,https://www.proquest.com/usnews/docview/868931345/citation/C0A4392283CB4D1APQ/169?accountid=13360,cap_and_trade
190,178,https://www.proquest.com/usnews/docview/2307414447/citation/C0A4392283CB4D1APQ/170?accountid=13360,cap_and_trade
191,179,https://www.proquest.com/usnews/docview/274794983/citation/C0A4392283CB4D1APQ/175?accountid=13360,cap_and_trade
192,180,https://www.proquest.com/usnews/docview/442884702/abstract/C0A4392283CB4D1APQ/181?accountid=13360,cap_and_trade
193,181,https://www.proquest.com/usnews/docview/284299711/abstract/C0A4392283CB4D1APQ/182?accountid=13360,cap_and_trade
194,182,https://www.proquest.com/usnews/docview/324415267/abstract/C0A4392283CB4D1APQ/183?accountid=13360,cap_and_trade
195,183,https://www.proquest.com/usnews/docview/1809540924/abstract/C0A4392283CB4D1APQ/184?accountid=13360,cap_and_trade
196,184,https://www.proquest.com/usnews/docview/237635473/abstract/C0A4392283CB4D1APQ/185?accountid=13360,cap_and_trade
197,185,https://www.proquest.com/usnews/docview/324394312/abstract/C0A4392283CB4D1APQ/186?accountid=13360,cap_and_trade
198,186,https://www.proquest.com/usnews/docview/409011010/abstract/C0A4392283CB4D1APQ/187?accountid=13360,cap_and_trade
199,187,https://www.proquest.com/usnews/docview/1699157480/abstract/C0A4392283CB4D1APQ/188?accountid=13360,cap_and_trade
200,188,https://www.proquest.com/usnews/docview/410315979/abstract/C0A4392283CB4D1APQ/189?accountid=13360,cap_and_trade
201,189,https://www.proquest.com/usnews/docview/339207454/abstract/C0A4392283CB4D1APQ/190?accountid=13360,cap_and_trade
202,190,https://www.proquest.com/usnews/docview/750211371/abstract/C0A4392283CB4D1APQ/191?accountid=13360,cap_and_trade
203,191,https://www.proquest.com/usnews/docview/752006756/abstract/C0A4392283CB4D1APQ/192?accountid=13360,cap_and_trade
204,192,https://www.proquest.com/usnews/docview/282944153/abstract/C0A4392283CB4D1APQ/193?accountid=13360,cap_and_trade
205,193,https://www.proquest.com/usnews/docview/884021810/abstract/C0A4392283CB4D1APQ/195?accountid=13360,cap_and_trade
206,194,https://www.proquest.com/usnews/docview/264272092/abstract/C0A4392283CB4D1APQ/197?accountid=13360,cap_and_trade
207,195,https://www.proquest.com/usnews/docview/435241077/abstract/C0A4392283CB4D1APQ/198?accountid=13360,cap_and_trade
208,196,https://www.proquest.com/usnews/docview/304609500/abstract/C0A4392283CB4D1APQ/199?accountid=13360,cap_and_trade
209,197,https://www.proquest.com/usnews/docview/434321492/abstract/C0A4392283CB4D1APQ/200?accountid=13360,cap_and_trade
210,198,https://www.proquest.com/usnews/docview/238822222/citation/C0A4392283CB4D1APQ/194?accountid=13360,cap_and_trade
211,199,https://www.proquest.com/usnews/docview/381711056/citation/C0A4392283CB4D1APQ/196?accountid=13360,cap_and_trade
212,200,https://www.proquest.com/usnews/docview/441531712/abstract/C0A4392283CB4D1APQ/202?accountid=13360,cap_and_trade
213,201,https://www.proquest.com/usnews/docview/762942155/abstract/C0A4392283CB4D1APQ/203?accountid=13360,cap_and_trade
214,202,https://www.proquest.com/usnews/docview/749943257/abstract/C0A4392283CB4D1APQ/204?accountid=13360,cap_and_trade
215,203,https://www.proquest.com/usnews/docview/389698258/abstract/C0A4392283CB4D1APQ/205?accountid=13360,cap_and_trade
216,204,https://www.proquest.com/usnews/docview/1541205534/abstract/C0A4392283CB4D1APQ/208?accountid=13360,cap_and_trade
217,205,https://www.proquest.com/usnews/docview/324376055/abstract/C0A4392283CB4D1APQ/209?accountid=13360,cap_and_trade
218,206,https://www.proquest.com/usnews/docview/237857028/abstract/C0A4392283CB4D1APQ/211?accountid=13360,cap_and_trade
219,207,https://www.proquest.com/usnews/docview/759003300/abstract/C0A4392283CB4D1APQ/212?accountid=13360,cap_and_trade
220,208,https://www.proquest.com/usnews/docview/644930868/abstract/C0A4392283CB4D1APQ/213?accountid=13360,cap_and_trade
221,209,https://www.proquest.com/usnews/docview/324344325/abstract/C0A4392283CB4D1APQ/214?accountid=13360,cap_and_trade
222,210,https://www.proquest.com/usnews/docview/1541207318/abstract/C0A4392283CB4D1APQ/215?accountid=13360,cap_and_trade
223,211,https://www.proquest.com/usnews/docview/1541205586/abstract/C0A4392283CB4D1APQ/217?accountid=13360,cap_and_trade
224,212,https://www.proquest.com/usnews/docview/992837268/abstract/C0A4392283CB4D1APQ/218?accountid=13360,cap_and_trade
225,213,https://www.proquest.com/usnews/docview/383009013/abstract/C0A4392283CB4D1APQ/219?accountid=13360,cap_and_trade
226,214,https://www.proquest.com/usnews/docview/1759958536/abstract/C0A4392283CB4D1APQ/220?accountid=13360,cap_and_trade
227,215,https://www.proquest.com/usnews/docview/2557976398/citation/C0A4392283CB4D1APQ/201?accountid=13360,cap_and_trade
